"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,776487850,"AndyATC",0,216.1,"C Manny Piña P Clayton Kershaw 2B Jonathan Villar 1B Jesús Aguilar OF Gregory Polanco P Jimmy Nelson 3B Travis Shaw OF Joey Rickard OF Manuel Margot SS Tzu-Wei Lin",NA,"Clayton Kershaw","51.92%",40.75
2,776511416,"syddelrey",0,210,"C Manny Piña P Clayton Kershaw OF Giancarlo Stanton 3B Hernán Pérez 2B Jonathan Villar 1B Jesús Aguilar P Jameson Taillon OF Hunter Renfroe OF Manuel Margot SS Carlos Asuaje",NA,"Dinelson Lamet","32.76%",32.75
3,776301051,"pianoclub (14/15)",0,194.5,"OF Ryan Braun C Manny Piña P Clayton Kershaw OF Steven Souza Jr. OF Shane Peterson 3B Hernán Pérez 2B Jonathan Villar 1B Jesús Aguilar SS Adeiny Hechavarria P Dinelson Lamet",NA,"Aaron Judge","26.05%",6
4,776431792,"BipRoberts",0,186,"OF Ryan Braun P Clayton Kershaw 2B Jonathan Villar 1B Jesús Aguilar P Jameson Taillon OF Hunter Renfroe 3B Travis Shaw C Austin Hedges OF Manuel Margot SS Carlos Asuaje",NA,"David Price","25.67%",24.15
5,776325516,"slappycaddie",0,183.5,"1B Joey Votto OF Ryan Braun C Manny Piña P Clayton Kershaw OF Scooter Gennett 3B Hernán Pérez 2B Yolmer Sánchez OF Hunter Renfroe SS Carlos Asuaje P Dinelson Lamet",NA,"José Bautista","22.80%",0
6,776301046,"pianoclub (9/15)",0,182.5,"3B José Reyes OF Curtis Granderson OF Ryan Braun C Manny Piña P Clayton Kershaw 2B Jonathan Villar SS Matt Reynolds 1B T.J. Rivera OF Yoenis Céspedes P Dinelson Lamet",NA,"Josh Donaldson","20.88%",0
7,776276426,"brucejennerdds (1/3)",0,179.5,"1B Joey Votto SS Asdrúbal Cabrera OF Jay Bruce C Manny Piña P Clayton Kershaw OF Gregory Polanco OF Adam Duvall 2B José Peraza 3B T.J. Rivera P Dinelson Lamet",NA,"J.A. Happ","19.73%",8.25
8,776375987,"tinderella (4/8)",0,177.9,"OF Ryan Braun C Manny Piña P Clayton Kershaw P David Price 2B José Pirela 1B Wil Myers OF Hunter Renfroe 3B Travis Shaw OF Manuel Margot SS Carlos Asuaje",NA,"Travis Shaw","19.16%",9
9,776245331,"bcalicore (15/15)",0,173.7,"OF John Jaso OF Ryan Braun C Manny Piña P Clayton Kershaw P J.C. Ramírez SS Jordy Mercer 2B Josh Harrison OF Domingo Santana 1B Jesús Aguilar 3B Travis Shaw",NA,"Gary Sánchez","18.97%",3
10,776375989,"tinderella (6/8)",0,173.5,"C René Rivera OF Mark Trumbo OF Ryan Braun P Clayton Kershaw SS Rubén Tejada 2B Jonathan Villar OF Domingo Santana 1B Jesús Aguilar 3B Manny Machado P Dinelson Lamet",NA,"Scooter Gennett","18.77%",0
11,776081659,"MissMiggy (3/3)",0,171,"1B Joey Votto C Martín Maldonado OF Ryan Braun OF Hernán Pérez 2B Jonathan Villar OF Domingo Santana P Jameson Taillon 3B Travis Shaw SS Corey Seager P Dinelson Lamet",NA,"Russell Martin","18.20%",3
12,776196903,"papagates (13/15)",0,170.4,"OF Ryan Braun P David Price C Yasmani Grandal 3B Hernán Pérez 2B Jonathan Villar OF Domingo Santana 1B Jesús Aguilar P Jameson Taillon SS Corey Seager OF Yasiel Puig",NA,"Giancarlo Stanton","17.43%",19
13,776280607,"poorecolin",0,168.85,"C Manny Piña P Clayton Kershaw P Chris Archer SS Tim Beckham OF Shane Peterson 2B José Pirela 1B Wil Myers OF Hunter Renfroe 3B T.J. Rivera OF Manuel Margot",NA,"Dee Gordon","17.24%",5
14,776361886,"Wiser9 (2/2)",0,167.5,"OF Adam Jones OF Mark Trumbo C Manny Piña P Clayton Kershaw 2B Jonathan Villar 1B Jesús Aguilar 3B Manny Machado SS Orlando Arcia OF Joey Rickard P Dinelson Lamet",NA,"Didi Gregorius","17.05%",2
15,776320133,"Joemarino27",0,166.9,"OF Brett Gardner OF Jacoby Ellsbury P David Price SS Didi Gregorius 3B Hernán Pérez 2B Jonathan Villar 1B Jesús Aguilar C Gary Sánchez OF Aaron Judge P Dinelson Lamet",NA,"Billy Hamilton","16.86%",3
16,776410027,"plunkerz",0,164,"3B Martín Prado SS Asdrúbal Cabrera C Manny Piña P Clayton Kershaw 2B José Pirela 1B Wil Myers P Jameson Taillon OF Adam Duvall OF Hunter Renfroe OF Manuel Margot",NA,"Christian Yelich","16.86%",8
17,776425849,"PRAIRIEGRASS55 (2/3)",0,163.5,"3B José Reyes C René Rivera OF Curtis Granderson SS Asdrúbal Cabrera OF Ryan Braun P Clayton Kershaw OF Domingo Santana 1B Jesús Aguilar 2B Matt Reynolds P Dinelson Lamet",NA,"Joey Votto","16.67%",30
18,776323764,"scout326 (2/15)",0,162.9,"OF Ryan Braun C Manny Piña 3B Justin Turner P David Price OF Trayce Thompson 2B Jonathan Villar OF Domingo Santana SS Corey Seager 1B Cody Bellinger P Dinelson Lamet",NA,"Jameson Taillon","16.67%",20.25
19,776239963,"alexanderbricks",0,162.5,"1B Hanley Ramirez 3B Martín Prado C Manny Piña P Clayton Kershaw 2B Ryan Goins OF Jackie Bradley Jr. OF Mookie Betts SS Carlos Asuaje OF Andrew Benintendi P Dinelson Lamet",NA,"Andrew Benintendi","16.67%",5
20,776395277,"fallfromgrace (6/15)",0,161.4,"1B Joey Votto C Russell Martin OF Ryan Braun OF Brett Gardner P David Price 2B Jonathan Villar OF Domingo Santana P Jameson Taillon 3B Travis Shaw SS Orlando Arcia",NA,"Justin Bour","16.09%",0
21,776289763,"cuzzybear11",0,160.5,"1B Kendrys Morales C Manny Piña P Clayton Kershaw 3B Justin Turner SS Didi Gregorius OF Hunter Renfroe 2B José Peraza OF Mookie Betts OF Manuel Margot P Dinelson Lamet",NA,"Mookie Betts","15.90%",19
22,776138584,"ChipotleAddict (13/15)",0,160.4,"1B Joey Votto OF Ryan Braun P David Price C Devin Mesoraco 2B Jonathan Villar OF Domingo Santana P Jameson Taillon OF Adam Duvall 3B Travis Shaw SS Orlando Arcia",NA,"Troy Tulowitzki","13.22%",2
23,776439122,"cjkalt (5/5)",0,158,"P J.A. Happ OF Ryan Braun SS Didi Gregorius 2B Jonathan Villar OF Domingo Santana 1B Jesús Aguilar OF Christian Yelich C Gary Sánchez 3B Travis Shaw P Dinelson Lamet",NA,"Hunter Renfroe","13.22%",22
24,776189046,"proshares",0,157,"2B Chase Utley P J.A. Happ OF Ryan Braun C Manny Piña OF Domingo Santana 1B Jesús Aguilar 3B Travis Shaw SS Corey Seager OF Andrew Benintendi P Dinelson Lamet",NA,"Xander Bogaerts","12.84%",0
24,776486264,"JCER",0,157,"OF Eric Young Jr. P J.A. Happ C Manny Piña P Clayton Kershaw 2B Jonathan Villar 1B Jesús Aguilar OF Max Kepler OF Hunter Renfroe SS JT Riddle 3B Travis Shaw",NA,"Mitch Moreland","12.84%",0
26,776522122,"grand2515",0,155.5,"P Clayton Kershaw 2B José Pirela SS Didi Gregorius 1B Wil Myers OF Hunter Renfroe 3B Travis Shaw C Austin Hedges OF Manuel Margot OF Andrew Benintendi P Dinelson Lamet",NA,"Adam Duvall","12.45%",10
27,776520610,"Batchisme (2/2)",0,154.9,"OF Adam Jones C Manny Piña OF Jacoby Ellsbury P Clayton Kershaw P David Price 2B Dee Gordon 1B Jesús Aguilar 3B Manny Machado SS Orlando Arcia OF Joey Rickard",NA,"Jonathan Villar","12.26%",28
28,776301048,"pianoclub (11/15)",0,154.5,"SS José Reyes 1B Joey Votto OF Curtis Granderson OF Jay Bruce P Clayton Kershaw C Devin Mesoraco 2B José Peraza 3B T.J. Rivera OF Yoenis Céspedes P Dinelson Lamet",NA,"Chris Archer","12.07%",12.1
