Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Calvin Johnson,WR,DET,vs PHI,30th,7200,3.9,39.3,16.8,15.69,15.69,100,0,2.2,35.3,4.9
Cam Newton,QB,CAR,@ DAL,3rd,7100,14,36.2,25.9,21.43,21.43,100,64,3,17.82,2.5
Carson Palmer,QB,ARI,@ SF,25th,7100,14.6,31.7,21.8,20.26,20.26,100,68,2.9,17.44,2.5
Matt Ryan,QB,ATL,vs MIN,12th,6900,11.4,33.8,16.9,18.85,18.85,100,69,2.7,11.1,1.6
Matt Forte,RB,CHI,@ GB,19th,6800,0.3,32.4,16.8,11,11,100,36,1.6,6.3,0.9
Amari Cooper,WR,OAK,@ TEN,7th,6800,7.4,36.2,14.3,16.97,16.97,100,48,2.5,21.5,3.2
Emmanuel Sanders,WR,DEN,vs NE,16th,6800,1.3,30.7,15.9,11.12,11.12,100,31,1.6,20.3,3
Brandon Marshall,WR,NYJ,vs MIA,24th,6800,9.4,33.7,23.2,17.53,17.53,100,34,2.6,37.1,5.5
Philip Rivers,QB,SD,@ JAC,29th,6700,9.8,31.1,20.2,16.93,16.93,100,64,2.5,31.9,4.8
Ben Roethlisberger,QB,PIT,@ SEA,5th,6700,9.2,38.6,22.3,19.03,19.03,100,55,2.8,27.04,4
Jarvis Landry,WR,MIA,@ NYJ,19th,6600,8.3,28.7,17.8,15.14,15.14,100,55,2.3,38.9,5.9
Alshon Jeffery,WR,CHI,@ GB,26th,6600,9.1,30.7,19,16.29,16.29,100,42,2.5,16,2.4
Marshawn Lynch,RB,SEA,vs PIT,2nd,6500,0,23.9,12.2,4.71,4.71,100,0,0.7,,
Eli Manning,QB,NYG,@ WAS,21st,6500,12.2,33.8,20.2,19.44,19.44,100,58,3,20.84,3.2
Randall Cobb,WR,GB,vs CHI,15th,6500,6.8,33.5,12.9,15.71,15.71,100,36,2.4,13.4,2.1
Michael Crabtree,WR,OAK,@ TEN,7th,6400,6.3,30,15,14.23,14.23,100,49,2.2,11.9,1.9
Brandin Cooks,WR,NO,@ HOU,10th,6400,5.2,34.3,16.6,14.88,14.88,100,43,2.3,8.5,1.3
Mark Ingram,RB,NO,@ HOU,23rd,6400,6.7,33.4,17.3,15.6,15.6,100,37,2.4,15.7,2.5
Derek Carr,QB,OAK,@ TEN,8th,6300,10.1,34.1,19.1,18.12,18.12,100,61,2.9,27.7,4.4
Greg Olsen,TE,CAR,@ DAL,25th,6200,9.4,32.2,14.8,16.97,16.97,100,51,2.7,12,1.9
DeMarco Murray,RB,PHI,@ DET,9th,6100,11,32.6,12.6,18.2,18.2,100,68,3,3,0.5
Lamar Miller,RB,MIA,@ NYJ,4th,6100,7.2,29.1,15.1,14.47,14.47,100,52,2.4,4.3,0.7
Andy Dalton,QB,CIN,vs STL,15th,6100,11.6,30.4,20.4,17.85,17.85,100,66,2.9,20.72,3.4
Russell Wilson,QB,SEA,vs PIT,24th,6000,9.5,36.8,21.9,18.61,18.61,100,49,3.1,38.2,6.4
Blake Bortles,QB,JAC,vs SD,18th,5900,12.3,31.2,22.3,18.57,18.57,100,69,3.1,26.46,4.5
Allen Hurns,WR,JAC,vs SD,27th,5800,4.3,28.3,16.1,12.33,12.33,100,14,2.1,8.2,1.4
Chris Ivory,RB,NYJ,vs MIA,29th,5800,9,27,14.2,14.99,14.99,100,24,2.6,18.2,3.1
Tyler Eifert,TE,CIN,vs STL,15th,5800,5.7,31.2,15,14.22,14.22,100,31,2.5,13,2.2
Eric Decker,WR,NYJ,vs MIA,24th,5800,5.7,33.6,17.1,15.02,15.02,100,36,2.6,17.2,3
Doug Martin,RB,TB,@ IND,21st,5800,13,27.7,15.6,17.94,17.94,100,53,3.1,10.8,1.9
Tony Romo,QB,DAL,vs CAR,11th,5800,11.6,30.5,12.9,17.86,17.86,100,0,3.1,1.24,0.2
Matthew Stafford,QB,DET,vs PHI,31st,5800,13,34.9,19.7,20.31,20.31,100,62,3.5,37.78,6.5
Jordan Matthews,WR,PHI,@ DET,18th,5800,5.8,31,15.2,14.21,14.21,100,39,2.5,15,2.6
T.Y. Hilton,WR,IND,vs TB,14th,5700,3,34.5,13.6,13.53,13.53,100,43,2.4,27.5,4.8
DeAngelo Williams,RB,PIT,@ SEA,12th,5700,2.3,32.9,15.4,12.53,12.53,100,9,2.2,24.7,4.3
Martavis Bryant,WR,PIT,@ SEA,4th,5600,5.5,31.6,16.4,14.22,14.22,100,0,2.5,19,3.4
Marcus Mariota,QB,TEN,vs OAK,20th,5500,8.5,34.2,19.7,17.05,17.05,100,59,3.1,21.42,3.9
Jameis Winston,QB,TB,@ IND,15th,5500,11.6,29,18.6,17.35,17.35,100,71,3.2,15.5,2.8
Darren McFadden,RB,DAL,vs CAR,7th,5500,11.2,24.7,13.4,15.7,15.7,100,0,2.9,11.6,2.1
Latavius Murray,RB,OAK,@ TEN,10th,5400,5.1,31.5,13.2,13.88,13.88,100,47,2.6,9.2,1.7
Kirk Cousins,QB,WAS,vs NYG,23rd,5400,8.9,30.5,20.5,16.12,16.12,100,66,3,25.18,4.7
Matt Hasselbeck,QB,IND,vs TB,16th,5400,11,23.9,12.6,15.27,15.27,100,0,2.8,23.3,4.3
Delanie Walker,TE,TEN,vs OAK,30th,5400,7.3,29.5,16.5,14.73,14.73,100,47,2.7,15.1,2.8
Jeremy Langford,RB,CHI,@ GB,19th,5300,5.8,19.6,10,10.45,10.45,100,47,2,12.3,2.3
Brock Osweiler,QB,DEN,vs NE,10th,5300,9.8,30.2,15.8,16.58,16.58,100,47,3.1,14.2,2.7
LeSean McCoy,RB,BUF,@ KC,3rd,5300,5.4,34.8,15.8,15.16,15.16,100,48,2.9,18.1,3.4
Matt Schaub,QB,BAL,@ CLE,28th,5300,14.5,16,16.8,15.03,15.03,100,0,2.8,16.28,3.1
Sam Bradford,QB,PHI,@ DET,19th,5300,11,28.7,16.2,16.87,16.87,100,61,3.2,,
Travis Benjamin,WR,CLE,vs BAL,17th,5300,3,25.5,13.1,10.53,10.53,100,40,2,22,4.2
Danny Woodhead,RB,SD,@ JAC,20th,5200,3.8,28.7,15.3,12.07,12.07,100,39,2.3,10.7,2.1
Ryan Tannehill,QB,MIA,@ NYJ,27th,5200,10.4,31.1,18.2,17.28,17.28,100,55,3.3,27.04,5.2
Sammy Watkins,WR,BUF,@ KC,9th,5200,3.8,32.6,18,13.42,13.42,100,0,2.6,36.8,7.1
Mark Sanchez,QB,PHI,@ DET,19th,5200,7.2,32.6,12.6,15.65,15.65,100,0,3,15.36,3
Jonathan Stewart,RB,CAR,@ DAL,13th,5200,8.6,28.7,13.1,15.34,15.34,100,36,3,10.7,2.1
LeGarrette Blount,RB,NE,@ DEN,27th,5100,3.1,29.2,10.5,11.78,11.78,100,49,2.3,2.7,0.5
Jay Cutler,QB,CHI,@ GB,26th,5100,10.4,32,16.8,17.59,17.59,100,33,3.4,12.9,2.5
Jordan Reed,TE,WAS,vs NYG,24th,5100,4.1,29.9,18,12.73,12.73,100,43,2.5,17.8,3.5
DeSean Jackson,WR,WAS,vs NYG,23rd,5100,4.8,29.7,12.1,13.14,13.14,100,22,2.6,14.6,2.9
Tyrod Taylor,QB,BUF,@ KC,1st,5100,8.3,32.3,19.9,16.34,16.34,100,56,3.2,27.24,5.3
John Brown,WR,ARI,@ SF,28th,5000,5.4,27.3,14.3,12.67,12.67,100,16,2.5,14.9,3
Aaron Murray,QB,KC,vs BUF,6th,5000,4.1,24.5,,16.31,16.31,100,0,3.3,,
Teddy Bridgewater,QB,MIN,@ ATL,14th,5000,11.2,29.2,13.7,17.21,17.21,100,0,3.4,5.66,1.1
Blaine Gabbert,QB,SF,vs ARI,22nd,5000,6,28.5,18,13.5,13.5,100,52,2.7,19.82,4
EJ Manuel,QB,BUF,@ KC,1st,5000,0,18.9,10.7,4.89,4.89,100,0,1,,
Ryan Fitzpatrick,QB,NYJ,vs MIA,30th,5000,7.9,33.1,19.1,16.3,16.3,100,33,3.3,29.18,5.8
Josh McCown,QB,CLE,vs BAL,17th,5000,8.4,31.5,18.9,16.1,16.1,100,39,3.2,13.68,2.7
Alex Smith,QB,KC,vs BUF,6th,5000,9.3,26.7,17.6,15.12,15.12,100,62,3,21.7,4.3
Nick Foles,QB,STL,@ CIN,4th,5000,5.9,27.5,9.8,13.1,13.1,100,49,2.6,6.32,1.3
Austin Davis,QB,CLE,vs BAL,17th,5000,0,16.2,8.1,0,0,100,0,0,7.78,1.6
Brian Hoyer,QB,HOU,vs NO,32nd,5000,11.8,33.4,16.2,18.96,18.96,100,53,3.8,14.9,3
Matt Cassel,QB,DAL,vs CAR,11th,5000,0,10,9.2,0,0,100,0,0,10.62,2.1
Kamar Aiken,WR,BAL,@ CLE,25th,4900,8.4,21,12.6,12.64,12.64,100,0,2.6,20,4.1
Gary Barnidge,TE,CLE,vs BAL,21st,4800,5.8,19.3,15.4,10.29,10.29,100,46,2.1,16.1,3.4
Jason Witten,TE,DAL,vs CAR,12th,4800,5.8,22.9,10.3,11.47,11.47,100,51,2.4,7.6,1.6
James Starks,RB,GB,vs CHI,6th,4800,6.1,21.4,10.8,11.19,11.19,100,35,2.3,12,2.5
Jimmy Graham,TE,SEA,vs PIT,18th,4800,4.2,30.6,11.2,12.98,12.98,100,38,2.7,11.5,2.4
T.J. Yeldon,RB,JAC,vs SD,30th,4800,8.9,24.8,13.5,14.15,14.15,100,45,2.9,12.2,2.5
Stefon Diggs,WR,MIN,@ ATL,5th,4800,3.7,33.4,11.9,13.59,13.59,100,46,2.8,7.1,1.5
Eddie Lacy,RB,GB,vs CHI,6th,4700,4.4,29.9,10.1,12.91,12.91,100,8,2.7,25.9,5.5
Davante Adams,WR,GB,vs CHI,15th,4700,3.1,33.7,8.2,13.32,13.32,100,36,2.8,3.4,0.7
Golden Tate,WR,DET,vs PHI,30th,4700,2.1,29.4,13.2,11.23,11.23,100,25,2.4,18,3.8
Vincent Jackson,WR,TB,@ IND,8th,4700,6.1,26.5,11,12.87,12.87,100,0,2.7,11.6,2.5
Jeremy Maclin,WR,KC,vs BUF,11th,4700,3.6,34.2,16.9,13.81,13.81,100,0,2.9,34,7.2
Travis Kelce,TE,KC,vs BUF,2nd,4700,3.9,26.7,12.2,11.47,11.47,100,42,2.4,16.9,3.6
Jeremy Hill,RB,CIN,vs STL,15th,4700,1.1,26.3,10.8,9.46,9.46,100,28,2,11,2.3
Antonio Gates,TE,SD,@ JAC,32nd,4700,4.5,27.9,13.5,12.28,12.28,100,29,2.6,21.3,4.5
James Jones,WR,GB,vs CHI,15th,4600,6.1,25.6,12.5,12.6,12.6,100,0,2.7,0,
Chris Johnson,RB,ARI,@ SF,17th,4600,6.4,22,11,11.63,11.63,100,0,2.5,1.7,0.4
Frank Gore,RB,IND,vs TB,5th,4600,6.5,26.6,12.3,13.19,13.19,100,57,2.9,5.7,1.2
Javorius Allen,RB,BAL,@ CLE,14th,4600,13.2,18.6,9.4,15.04,15.04,100,31,3.3,18.4,4
Stevie Johnson,WR,SD,@ JAC,21st,4500,7.3,26.2,12.5,13.59,13.59,100,0,3,22.2,4.9
Willie Snead,WR,NO,@ HOU,10th,4500,3.4,27.1,12.7,11.33,11.33,100,45,2.5,9,2
Alfred Blue,RB,HOU,vs NO,28th,4500,8.8,24.6,8.7,14.05,14.05,100,0,3.1,15.1,3.4
Giovani Bernard,RB,CIN,vs STL,15th,4500,5.6,26.9,11.7,12.66,12.66,100,44,2.8,8.7,1.9
Thomas Rawls,RB,SEA,vs PIT,2nd,4500,8.5,34.9,11.7,17.26,17.26,100,0,3.8,14.1,3.1
Kendall Wright,WR,TEN,vs OAK,13th,4400,0,24.3,10,7.72,7.72,100,22,1.8,3.5,0.8
Rishard Matthews,WR,MIA,@ NYJ,19th,4400,4.9,27.7,12.7,12.52,12.52,100,42,2.8,0,
Donte Moncrief,WR,IND,vs TB,14th,4400,1.4,26.6,11.2,9.77,9.77,100,33,2.2,22.4,5.1
Brandon LaFell,WR,NE,@ DEN,1st,4300,5.5,30.4,8.4,13.79,13.79,100,16,3.2,7.6,1.8
Tavon Austin,WR,STL,@ CIN,2nd,4300,5.1,21.9,12.5,10.73,10.73,100,42,2.5,21.6,5
Tevin Coleman,RB,ATL,vs MIN,11th,4300,5,30.2,4.1,13.36,13.36,100,48,3.1,13,3
Pierre Garcon,WR,WAS,vs NYG,23rd,4200,2.3,23.3,11.6,9.34,9.34,100,43,2.2,6.5,1.5
Shane Vereen,RB,NYG,@ WAS,18th,4200,3,21.3,9.9,9.1,9.1,100,46,2.2,7.6,1.8
Marvin Jones,WR,CIN,vs STL,15th,4200,2.6,30.2,10.9,11.8,11.8,100,32,2.8,8.5,2
Terrance Williams,WR,DAL,vs CAR,12th,4200,4.7,23.9,9.8,11.08,11.08,100,16,2.6,7.9,1.9
Ronnie Hillman,RB,DEN,vs NE,1st,4000,3.3,29.1,10.9,11.94,11.94,100,0,3,12.9,3.2
Benjamin Watson,TE,NO,@ HOU,3rd,4000,6.3,15.3,12.3,9.31,9.31,100,0,2.3,9.3,2.3
Anquan Boldin,WR,SF,vs ARI,20th,4000,4.6,24.1,12.6,11.06,11.06,100,37,2.8,17.3,4.3
Martellus Bennett,TE,CHI,@ GB,28th,4000,4,29.2,10.4,12.39,12.39,100,32,3.1,,
Devin Funchess,WR,CAR,@ DAL,6th,3900,6.1,19.6,6.9,10.64,10.64,100,36,2.7,3.9,1
Marquess Wilson,WR,CHI,@ GB,26th,3900,0.3,25.8,7.6,8.78,8.78,100,0,2.3,8.4,2.2
Matt Jones,RB,WAS,vs NYG,26th,3900,1.4,26,9.6,9.6,9.6,100,31,2.5,7.4,1.9
Cardinals,DST,ARI,@ SF,30th,3900,5.8,25.6,10.4,12.36,12.36,100,28,3.2,10,2.6
Karlos Williams,RB,BUF,@ KC,3rd,3900,2,12,11.9,8.02,8.02,100,0,2.1,0.5,0.1
Duke Johnson,RB,CLE,vs BAL,15th,3900,6.6,20.4,10.3,11.17,11.17,100,55,2.9,10,2.6
Spencer Ware,RB,KC,vs BUF,31st,3800,5.8,30.4,10.9,13.99,13.99,100,48,3.7,23.5,6.2
Alfred Morris,RB,WAS,vs NYG,26th,3800,0,18.2,6.4,4.2,4.2,100,0,1.1,10,2.6
Doug Baldwin,WR,SEA,vs PIT,31st,3800,2.2,29.8,17.4,11.41,11.41,100,45,3,41.5,10.9
Rueben Randle,WR,NYG,@ WAS,29th,3800,3.6,25.8,11.7,10.99,10.99,100,0,2.9,10.6,2.8
Melvin Gordon,RB,SD,@ JAC,20th,3800,0,27.8,8,8.01,8.01,100,56,2.1,13,3.4
Dwayne Harris,WR,NYG,@ WAS,29th,3800,5.5,11.8,7.5,7.6,7.6,100,0,2,4.9,1.3
Michael Floyd,WR,ARI,@ SF,28th,3800,1.9,25.9,12.5,9.94,9.94,100,15,2.6,2.4,0.6
Shaun Draughn,RB,SF,vs ARI,22nd,3800,4,25.9,7.1,11.27,11.27,100,0,3,13.6,3.6
Seahawks,DST,SEA,vs PIT,9th,3800,6.4,22.3,9.9,11.71,11.71,100,40,3.1,9,2.4
Antonio Andrews,RB,TEN,vs OAK,32nd,3700,9,12.3,8.1,10.06,10.06,100,0,2.7,5.6,1.5
Rashad Jennings,RB,NYG,@ WAS,18th,3700,2.6,23.3,10.8,9.53,9.53,100,39,2.6,4.8,1.3
Crockett Gillmore,TE,BAL,@ CLE,20th,3700,5.9,16.1,10.1,9.34,9.34,100,19,2.5,5,1.4
Leonard Hankerson,WR,ATL,vs MIN,22nd,3700,2,11.8,11.4,7.85,7.85,100,0,2.1,,
Ted Ginn Jr.,WR,CAR,@ DAL,6th,3700,3.8,22.7,12.5,10.06,10.06,100,19,2.7,0,
Darren Sproles,RB,PHI,@ DET,9th,3600,1.4,22.1,10.1,8.34,8.34,100,34,2.3,6.5,1.8
Ahmad Bradshaw,RB,IND,vs TB,5th,3600,2.1,20.4,7.2,8.17,8.17,100,0,2.3,5.6,1.6
Cecil Shorts III,WR,HOU,vs NO,32nd,3600,7.2,26.1,10.1,13.54,13.54,100,0,3.8,12.8,3.6
Panthers,DST,CAR,@ DAL,29th,3600,3.5,25.4,10.3,10.79,10.79,100,8,3,21,5.8
Jamison Crowder,WR,WAS,vs NYG,23rd,3600,1.9,23.8,8.6,9.23,9.23,100,55,2.6,3.2,0.9
Patriots,DST,NE,@ DEN,8th,3500,6.6,21.6,8.1,11.6,11.6,100,19,3.3,4,1.1
Charles Clay,TE,BUF,@ KC,1st,3500,3.9,23.1,9.6,10.27,10.27,100,2,2.9,8.1,2.3
Andre Ellington,RB,ARI,@ SF,17th,3500,0,24.1,7.6,7.3,7.3,100,0,2.1,7.6,2.2
Charles Sims,RB,TB,@ IND,21st,3500,2.9,18.8,11.4,8.2,8.2,100,56,2.3,6.9,2
C.J. Anderson,RB,DEN,vs NE,1st,3500,0,29.7,10,8.3,8.3,100,29,2.4,34.3,9.8
Theo Riddick,RB,DET,vs PHI,24th,3500,0,24.1,11.3,7.28,7.28,100,51,2.1,17.8,5.1
David Cobb,RB,TEN,vs OAK,32nd,3400,1.4,8.6,3.1,5.71,5.71,100,0,1.7,0.8,0.2
Roddy White,WR,ATL,vs MIN,22nd,3400,0.8,19.1,6.6,6.94,6.94,100,0,2,12,3.5
Julius Thomas,TE,JAC,vs SD,19th,3400,0,26.1,10.4,8.67,8.67,100,4,2.6,29.6,8.7
Andre Johnson,WR,IND,vs TB,14th,3400,0.4,22,7.2,7.61,7.61,100,0,2.2,3.2,0.9
Brian Hartline,WR,CLE,vs BAL,17th,3400,1.5,15.6,9.4,6.16,6.16,100,0,1.8,15.4,4.5
Kyle Rudolph,TE,MIN,@ ATL,22nd,3400,1.2,20.1,8.2,7.46,7.46,100,42,2.2,12.3,3.6
Chris Givens,WR,BAL,@ CLE,25th,3400,4.1,13.7,4.5,7.29,7.29,100,0,2.1,6,1.8
Ryan Mathews,RB,PHI,@ DET,9th,3400,0,22.5,10,6.46,6.46,100,30,1.9,,
Kenny Stills,WR,MIA,@ NYJ,19th,3300,0.2,20.9,5.9,7.06,7.06,100,24,2.1,3.2,1
Kyle Juszczyk,RB,BAL,@ CLE,14th,3300,1.2,7.2,,4.8,4.8,100,0,1.5,,
Jermaine Kearse,WR,SEA,vs PIT,31st,3300,2.4,16.8,9.4,7.18,7.18,100,23,2.2,20.7,6.3
Mike Wallace,WR,MIN,@ ATL,5th,3300,0.8,19.1,6.6,6.94,6.94,100,61,2.1,,
Marcel Reece,RB,OAK,@ TEN,10th,3300,0.9,5.3,,3.5,3.5,100,0,1.1,,
Jacob Tamme,TE,ATL,vs MIN,15th,3300,4.4,18.5,8.9,9.13,9.13,100,38,2.8,11.9,3.6
Marques Colston,WR,NO,@ HOU,10th,3300,3.6,16.5,9.5,7.86,7.86,100,0,2.4,6.8,2.1
Rams,DST,STL,@ CIN,26th,3300,2.2,24.7,8.4,9.69,9.69,100,3,2.9,1,0.3
David Johnson,RB,ARI,@ SF,17th,3300,0,22.6,13.7,4.24,4.24,100,66,1.3,10.9,3.3
Jay Ajayi,RB,MIA,@ NYJ,4th,3300,0,24.8,4.7,4.95,4.95,100,39,1.5,9.8,3
Andrew Hawkins,WR,CLE,vs BAL,17th,3300,0.7,21.1,7,7.5,7.5,100,0,2.3,,
Bilal Powell,RB,NYJ,vs MIA,29th,3300,0,25.2,12.3,6.97,6.97,100,7,2.1,5.5,1.7
Eric Ebron,TE,DET,vs PHI,8th,3300,3.7,18.1,9.3,8.54,8.54,100,64,2.6,4.8,1.5
Ameer Abdullah,RB,DET,vs PHI,24th,3300,1.7,10.3,7.4,6.85,6.85,100,0,2.1,8.5,2.6
Joique Bell,RB,DET,vs PHI,24th,3300,0,20.4,8.1,5.15,5.15,100,0,1.6,16.2,4.9
Dorial Green-Beckham,WR,TEN,vs OAK,13th,3300,5.6,19.7,8.5,10.31,10.31,100,29,3.1,5.2,1.6
Robert Woods,WR,BUF,@ KC,9th,3300,0.6,22.8,8.7,8.04,8.04,100,34,2.4,5.5,1.7
Brent Celek,TE,PHI,@ DET,27th,3200,2.1,15,7.3,6.44,6.44,100,0,2,9,2.8
Eddie Royal,WR,CHI,@ GB,26th,3200,0,22.1,7.4,5.32,5.32,100,26,1.7,,
Cole Beasley,WR,DAL,vs CAR,12th,3200,1.4,18.2,8.5,6.97,6.97,100,61,2.2,16.4,5.1
Nelson Agholor,WR,PHI,@ DET,18th,3200,0.5,12.8,4.3,4.58,4.58,100,34,1.4,3.5,1.1
Isaiah Crowell,RB,CLE,vs BAL,15th,3200,0,20,8.8,6.44,6.44,100,47,2,0.7,0.2
Adam Humphries,WR,TB,@ IND,8th,3200,0,12.2,5.4,0,0,100,36,0,4,1.3
Chris Hogan,WR,BUF,@ KC,9th,3200,0,19,7.2,4.56,4.56,100,10,1.4,6.4,2
Chris Thompson,RB,WAS,vs NYG,26th,3200,2.6,14.9,7.1,6.68,6.68,100,54,2.1,2.6,0.8
Chris Polk,RB,HOU,vs NO,28th,3200,0,12,4.8,3.17,3.17,100,0,1,3.7,1.2
Dexter McCluster,RB,TEN,vs OAK,32nd,3200,4.1,14,8.5,7.43,7.43,100,0,2.3,,
Torrey Smith,WR,SF,vs ARI,20th,3200,0,20.6,8,5.64,5.64,100,0,1.8,7.1,2.2
Kenny Britt,WR,STL,@ CIN,2nd,3200,0,20.8,7.8,5.96,5.96,100,49,1.9,12.3,3.8
Jets,DST,NYJ,vs MIA,19th,3200,8.7,21.6,7.1,13.03,13.03,100,16,4.1,8,2.5
Robert Turbin,RB,DAL,vs CAR,7th,3200,0,11.6,3.5,3.4,3.4,100,21,1.1,2.2,0.7
Packers,DST,GB,vs CHI,6th,3100,6.3,26.1,7.3,12.86,12.86,100,0,4.1,2,0.6
Albert Wilson,WR,KC,vs BUF,11th,3100,1.2,17.4,6.8,6.59,6.59,100,18,2.1,6.3,2
Harry Douglas,WR,TEN,vs OAK,13th,3100,1.8,21,6.3,8.19,8.19,100,0,2.6,11.9,3.8
Heath Miller,TE,PIT,@ SEA,13th,3100,3.6,24,8.7,10.4,10.4,100,0,3.4,9.5,3.1
Falcons,DST,ATL,vs MIN,12th,3100,0.8,21.5,5.7,7.71,7.71,100,0,2.5,3,1
Seth Roberts,WR,OAK,@ TEN,7th,3100,0,12.5,7.2,3.91,3.91,100,45,1.3,32.3,10.4
Eagles,DST,PHI,@ DET,25th,3100,3.9,26.1,7.5,11.34,11.34,100,25,3.7,-2,
Jerricho Cotchery,WR,CAR,@ DAL,6th,3100,3,13.2,7.7,6.41,6.41,100,0,2.1,12.3,4
Josh Huff,WR,PHI,@ DET,18th,3100,0.8,11.6,5.4,4.41,4.41,100,23,1.4,2.1,0.7
Richard Rodgers,TE,GB,vs CHI,7th,3100,5.5,16.6,10.2,9.24,9.24,100,33,3,7,2.3
Jarius Wright,WR,MIN,@ ATL,5th,3000,0,20,5.3,5.24,5.24,100,0,1.7,3.3,1.1
Brandon Bolden,RB,NE,@ DEN,27th,3000,2.3,8.4,6.3,4.35,4.35,100,0,1.5,19.5,6.5
Ladarius Green,TE,SD,@ JAC,32nd,3000,0,17.8,8.3,5.21,5.21,100,0,1.7,2.9,1
Mohamed Sanu,WR,CIN,vs STL,15th,3000,0,21.6,5.7,6.57,6.57,100,26,2.2,1.8,0.6
Keshawn Martin,WR,NE,@ DEN,1st,3000,3.6,7.5,6.9,4.87,4.87,100,0,1.6,1.8,0.6
Griff Whalen,WR,IND,vs TB,14th,3000,2.4,6.6,3.6,3.76,3.76,100,0,1.3,,
Jonathan Grimes,RB,HOU,vs NO,28th,3000,4.2,12.9,6.6,7.09,7.09,100,15,2.4,4.3,1.4
Jaron Brown,WR,ARI,@ SF,28th,3000,0.2,15.2,3.1,5.25,5.25,100,17,1.8,,
Markus Wheaton,WR,PIT,@ SEA,4th,3000,1.1,15.5,9.6,5.91,5.91,100,16,2,38.1,12.7
Quincy Enunwa,WR,NYJ,vs MIA,24th,3000,0,16.2,4.9,3.18,3.18,100,40,1.1,4.9,1.6
Orleans Darkwa,RB,NYG,@ WAS,18th,3000,0,14,3,3.4,3.4,100,20,1.1,0.2,0.1
Javontee Herndon,WR,SD,@ JAC,21st,3000,1,6,5.5,4.03,4.03,100,0,1.3,0,
Aaron Dobson,WR,NE,@ DEN,1st,3000,3.1,6.1,4.5,4.14,4.14,100,0,1.4,,
Benny Cunningham,RB,STL,@ CIN,8th,3000,0,13.2,4.3,4.02,4.02,100,0,1.3,2.7,0.9
Kendall Gaskins,RB,SF,vs ARI,22nd,3000,0.8,4.8,4.7,3.2,3.2,100,0,1.1,,
Denard Robinson,RB,JAC,vs SD,30th,3000,0,17.9,5.7,4.86,4.86,100,0,1.6,4.2,1.4
Nick Williams,WR,ATL,vs MIN,22nd,3000,0,0,4.1,0,0,100,0,0,10.6,3.5
Jeremy Butler,WR,BAL,@ CLE,25th,3000,0.9,5.5,8.4,3.64,3.64,100,0,1.2,5.7,1.9
Rashad Greene,WR,JAC,vs SD,27th,3000,0,1.8,5.1,0,0,100,10,0,4.7,1.6
Bradley Marquez,WR,STL,@ CIN,2nd,3000,0,2.2,2.4,0,0,100,0,0,4.3,1.4
Tyler Lockett,WR,SEA,vs PIT,31st,3000,1.6,25.9,10.6,9.73,9.73,100,0,3.2,6.8,2.3
DeVante Parker,WR,MIA,@ NYJ,19th,3000,0,12.8,12.1,0,0,100,45,0,18,6
Marqise Lee,WR,JAC,vs SD,27th,3000,0,16.8,4.9,5.41,5.41,100,47,1.8,2.3,0.8
