Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Antonio Brown,WR,PIT,@ CLE,16th,9300,14.9,40.7,26.1,23.5,23.5,100,60,2.5,39.7,4.3
Odell Beckham Jr.,WR,NYG,vs PHI,26th,9000,11.5,45.7,22.9,22.94,22.94,100,43,2.5,10.4,1.2
Julio Jones,WR,ATL,vs NO,22nd,8500,13.5,49.5,24.8,25.49,25.49,100,40,3,26.9,3.2
DeAndre Hopkins,WR,HOU,vs JAC,31st,8400,14.6,40.4,21.8,23.2,23.2,100,29,2.8,15.9,1.9
Brandon Marshall,WR,NYJ,@ BUF,30th,7900,9.3,33.6,23.2,17.44,17.44,100,25,2.2,29.6,3.7
Allen Robinson,WR,JAC,@ HOU,13th,7800,9.9,32.1,20.1,17.26,17.26,100,42,2.2,18.8,2.4
Devonta Freeman,RB,ATL,vs NO,24th,7600,12.9,42,22.1,22.57,22.57,100,45,3,16.9,2.2
A.J. Green,WR,CIN,vs BAL,15th,7500,4.7,40.1,17.9,16.46,16.46,100,40,2.2,13.4,1.8
Cam Newton,QB,CAR,vs TB,32nd,7500,14.7,36.9,25.9,22.08,22.08,100,61,2.9,32.72,4.4
Tom Brady,QB,NE,@ MIA,23rd,7400,13.2,40.2,23.4,22.21,22.21,100,60,3,5.26,0.7
Rob Gronkowski,TE,NE,@ MIA,8th,7400,6.9,36.9,18,16.9,16.9,100,25,2.3,3.8,0.5
Todd Gurley,RB,STL,@ SF,30th,7400,11.3,25.7,17.3,16.08,16.08,100,62,2.2,,
Mike Evans,WR,TB,@ CAR,21st,7300,5,35,15.1,15.03,15.03,100,50,2.1,13.9,1.9
Adrian Peterson,RB,MIN,@ GB,19th,7200,14.4,24.9,17.8,17.94,17.94,100,0,2.5,13.8,1.9
DeAngelo Williams,RB,PIT,@ CLE,18th,7100,10.7,41.3,15.4,20.9,20.9,100,9,2.9,4.1,0.6
Russell Wilson,QB,SEA,@ ARI,16th,7000,10.6,37.9,21.9,19.71,19.71,100,51,2.8,21.18,3
Ben Roethlisberger,QB,PIT,@ CLE,13th,6900,15.8,45.2,22.3,25.57,25.57,100,51,3.7,28.76,4.2
Calvin Johnson,WR,DET,@ CHI,12th,6900,4.9,40.3,16.8,16.72,16.72,100,0,2.4,32.7,4.7
Aaron Rodgers,QB,GB,vs MIN,17th,6800,11.4,37.2,20.1,19.95,19.95,100,65,2.9,14.84,2.2
Greg Olsen,TE,CAR,vs TB,31st,6800,6.5,29.3,14.8,14.09,14.09,100,45,2.1,3.6,0.5
Alshon Jeffery,WR,CHI,vs DET,14th,6800,1.9,23.5,19,9.06,9.06,100,46,1.3,,
Sammy Watkins,WR,BUF,vs NYJ,25th,6700,3.8,32.6,18,13.41,13.41,100,15,2,27.6,4.1
Blake Bortles,QB,JAC,@ HOU,6th,6700,14.5,33.4,22.3,20.77,20.77,100,67,3.1,6.56,1
Doug Baldwin,WR,SEA,@ ARI,20th,6700,7.3,34.9,17.4,16.53,16.53,100,46,2.5,9.6,1.4
Doug Martin,RB,TB,@ CAR,21st,6700,9.6,24.3,15.6,14.48,14.48,100,55,2.2,17.8,2.7
Demaryius Thomas,WR,DEN,vs SD,3rd,6700,6.8,35.9,17.6,16.54,16.54,100,35,2.5,25.7,3.8
Drew Brees,QB,NO,@ ATL,2nd,6700,13.4,36.5,23.1,21.09,21.09,100,68,3.1,19.42,2.9
Jarvis Landry,WR,MIA,vs NE,5th,6600,9.8,30.2,17.8,16.59,16.59,100,54,2.5,13.8,2.1
Julian Edelman,WR,NE,@ MIA,18th,6600,1.6,24,19.6,9.05,9.05,100,45,1.4,,
Larry Fitzgerald,WR,ARI,vs SEA,6th,6600,8.1,31.5,18.2,15.88,15.88,100,50,2.4,17.5,2.7
Carson Palmer,QB,ARI,vs SEA,4th,6500,15.9,33,21.8,21.63,21.63,100,69,3.3,8.16,1.3
Eric Decker,WR,NYJ,@ BUF,30th,6500,7.6,35.5,17.1,16.9,16.9,100,36,2.6,16,2.5
Andrew Luck,QB,IND,vs TEN,27th,6500,8.8,34,21.4,17.16,17.16,100,63,2.6,,
Jordan Reed,TE,WAS,@ DAL,15th,6500,7.8,33.6,18,16.43,16.43,100,39,2.5,8.5,1.3
Brandin Cooks,WR,NO,@ ATL,4th,6400,6.9,36,16.6,16.56,16.56,100,46,2.6,7.2,1.1
Jeremy Maclin,WR,KC,vs OAK,24th,6400,6.5,37.1,16.9,16.68,16.68,100,0,2.6,16.2,2.5
Matt Forte,RB,CHI,vs DET,11th,6200,2.7,34.8,16.8,13.36,13.36,100,21,2.2,20,3.2
Matthew Stafford,QB,DET,@ CHI,24th,6200,11.6,33.5,19.7,18.92,18.92,100,62,3.1,24.92,4
Lamar Miller,RB,MIA,vs NE,20th,6200,5.3,27.2,15.1,12.64,12.64,100,50,2,7.3,1.2
Amari Cooper,WR,OAK,@ KC,10th,6000,5.6,34.4,14.3,15.15,15.15,100,37,2.5,4,0.7
David Johnson,RB,ARI,vs SEA,3rd,6000,9.9,37.5,13.7,19.1,19.1,100,67,3.2,8.9,1.5
Randall Cobb,WR,GB,vs MIN,8th,6000,5.4,32.1,12.9,14.28,14.28,100,23,2.4,10,1.7
Michael Crabtree,WR,OAK,@ KC,10th,5900,5.3,29,15,13.22,13.22,100,50,2.2,12.4,2.1
Emmanuel Sanders,WR,DEN,vs SD,3rd,5800,4,33.4,15.9,13.82,13.82,100,34,2.4,13.9,2.4
Golden Tate,WR,DET,@ CHI,12th,5700,5.2,32.5,13.2,14.31,14.31,100,37,2.5,7.4,1.3
Charcandrick West,RB,KC,vs OAK,7th,5700,6.7,26.8,10.5,13.39,13.39,100,0,2.3,4.2,0.7
Allen Hurns,WR,JAC,@ HOU,13th,5600,7.3,31.3,16.1,15.27,15.27,100,13,2.7,4.7,0.8
T.Y. Hilton,WR,IND,vs TEN,32nd,5600,2.9,34.4,13.6,13.36,13.36,100,43,2.4,8.4,1.5
Eli Manning,QB,NYG,vs PHI,29th,5600,13.1,34.7,20.2,20.29,20.29,100,57,3.6,22.08,3.9
Delanie Walker,TE,TEN,@ IND,16th,5600,5.3,27.5,16.5,12.68,12.68,100,43,2.3,22,3.9
Danny Amendola,WR,NE,@ MIA,18th,5500,7.2,25.2,11.1,13.17,13.17,100,0,2.4,3.7,0.7
Tim Hightower,RB,NO,@ ATL,27th,5500,7.4,29,14.9,14.63,14.63,100,11,2.7,21.7,3.9
