Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Julio Jones,WR,ATL,vs WAS,28th,9200,13.4,49.4,24.8,25.4,25.4,100,49,2.8,11.7,1.3
Odell Beckham Jr.,WR,NYG,vs SF,17th,9000,12,46.2,22.9,23.37,23.37,100,17,2.6,28.4,3.2
Antonio Brown,WR,PIT,@ SD,2nd,8700,11.5,37.3,26.1,20.13,20.13,100,64,2.3,7.5,0.9
Le'Veon Bell,RB,PIT,@ SD,28th,8500,10.9,43,20,21.61,21.61,100,59,2.5,25.7,3
Demaryius Thomas,WR,DEN,@ OAK,19th,8100,14,43.1,17.6,23.67,23.67,100,45,2.9,10.5,1.3
Aaron Rodgers,QB,GB,vs STL,15th,7900,14.8,40.6,20.1,23.43,23.43,100,63,3,18.54,2.3
Jamaal Charles,RB,KC,vs CHI,18th,7800,11.3,41.3,21.2,21.26,21.26,100,0,2.7,9.4,1.2
Tom Brady,QB,NE,@ DAL,8th,7800,15.4,42.4,23.4,24.35,24.35,100,0,3.1,25.3,3.2
A.J. Green,WR,CIN,vs SEA,1st,7700,7.2,42.6,17.9,18.97,18.97,100,51,2.5,13.8,1.8
Rob Gronkowski,TE,NE,@ DAL,18th,7500,10.4,40.4,18,20.4,20.4,100,0,2.7,10.7,1.4
Randall Cobb,WR,GB,vs STL,15th,7500,12,38.7,12.9,20.94,20.94,100,0,2.8,5.3,0.7
Calvin Johnson,WR,DET,vs ARI,25th,7400,6.2,41.6,16.8,17.98,17.98,100,0,2.4,11.7,1.6
Emmanuel Sanders,WR,DEN,@ OAK,19th,7400,9.3,38.7,15.9,19.12,19.12,100,48,2.6,23.1,3.1
DeAndre Hopkins,WR,HOU,vs IND,20th,7200,11.8,37.6,21.8,20.4,20.4,100,37,2.8,30.9,4.3
Keenan Allen,WR,SD,vs PIT,29th,7200,9.9,39.3,21.4,19.72,19.72,100,20,2.7,11.7,1.6
Drew Brees,QB,NO,@ PHI,25th,7200,12.7,35.8,23.1,20.39,20.39,100,67,2.8,21.3,3
Peyton Manning,QB,DEN,@ OAK,32nd,7000,13.2,38.7,11.4,21.67,21.67,100,0,3.1,8.64,1.2
Arian Foster,RB,HOU,vs IND,20th,7000,5.2,38.5,19.5,16.28,16.28,100,0,2.3,20.8,3
Matt Forte,RB,CHI,@ KC,8th,7000,6.1,38.2,16.8,16.82,16.82,100,38,2.4,21.9,3.1
Julian Edelman,WR,NE,@ DAL,5th,7000,17,39.4,19.6,24.45,24.45,100,28,3.5,25,3.6
Russell Wilson,QB,SEA,@ CIN,18th,6900,10.9,38.2,21.9,20,20,100,45,2.9,13.62,2
Eli Manning,QB,NYG,vs SF,24th,6800,13.4,35,20.2,20.58,20.58,100,55,3,32.74,4.8
Larry Fitzgerald,WR,ARI,@ DET,21st,6800,8.2,31.6,18.2,16.04,16.04,100,57,2.4,16.8,2.5
T.Y. Hilton,WR,IND,@ HOU,9th,6800,5,36.5,13.6,15.54,15.54,100,43,2.3,13.8,2
Matt Ryan,QB,ATL,vs WAS,20th,6700,12.9,35.4,16.9,20.41,20.41,100,75,3,9.16,1.4
Eddie Lacy,RB,GB,vs STL,15th,6700,6,31.5,10.1,14.48,14.48,100,10,2.2,4.5,0.7
Amari Cooper,WR,OAK,vs DEN,11th,6600,3.5,32.3,14.3,13.08,13.08,100,32,2,8.9,1.3
Carson Palmer,QB,ARI,@ DET,26th,6600,15.1,32.2,21.8,20.81,20.81,100,66,3.2,18.34,2.8
Jordan Matthews,WR,PHI,vs NO,16th,6400,8.5,33.7,15.2,16.89,16.89,100,50,2.6,9.4,1.5
Latavius Murray,RB,OAK,vs DEN,17th,6300,2.3,28.7,13.2,11.09,11.09,100,32,1.8,8.7,1.4
Devonta Freeman,RB,ATL,vs WAS,7th,6300,6,35.1,22.1,15.68,15.68,100,42,2.5,35.7,5.7
DeMarco Murray,RB,PHI,vs NO,24th,6200,6.6,28.2,12.6,13.82,13.82,100,71,2.2,25,4
Philip Rivers,QB,SD,vs PIT,29th,6200,13,34.3,20.2,20.09,20.09,100,63,3.2,24.6,4
Jimmy Graham,TE,SEA,@ CIN,5th,6100,4.3,30.7,11.2,13.12,13.12,100,34,2.2,6,1
Mark Ingram,RB,NO,@ PHI,2nd,6100,4.7,31.4,17.3,13.6,13.6,100,45,2.2,9.4,1.5
Mike Evans,WR,TB,vs JAC,13th,6100,5.4,35.4,15.1,15.35,15.35,100,52,2.5,7.1,1.2
Jeremy Hill,RB,CIN,vs SEA,10th,6100,4.6,29.8,10.8,13.05,13.05,100,28,2.1,3.5,0.6
Marcus Mariota,QB,TEN,vs BUF,27th,6000,11.1,36.9,19.7,19.66,19.66,100,35,3.3,11.18,1.9
Joseph Randle,RB,DAL,vs NE,15th,6000,6.5,18.8,12.3,10.56,10.56,100,0,1.8,11.3,1.9
Jeremy Maclin,WR,KC,vs CHI,14th,6000,8.8,39.4,16.9,19.01,19.01,100,19,3.2,16.5,2.8
Sam Bradford,QB,PHI,vs NO,21st,6000,12.5,30.2,16.2,18.39,18.39,100,61,3.1,22.62,3.8
Brandin Cooks,WR,NO,@ PHI,31st,5900,3.6,32.6,16.6,13.25,13.25,100,36,2.2,24.7,4.2
Justin Forsett,RB,BAL,vs CLE,25th,5800,8,31.4,12.8,15.83,15.83,100,8,2.7,30,5.2
Tyrod Taylor,QB,BUF,@ TEN,16th,5800,12.4,36.4,19.9,20.39,20.39,100,51,3.5,23.36,4
Andy Dalton,QB,CIN,vs SEA,1st,5700,11.9,30.8,20.4,18.16,18.16,100,64,3.2,31.04,5.4
James Jones,WR,GB,vs STL,15th,5700,11.6,31.1,12.5,18.14,18.14,100,0,3.2,15.7,2.8
Joe Flacco,QB,BAL,vs CLE,17th,5600,11,31.7,19.1,17.86,17.86,100,61,3.2,24.6,4.4
Alex Smith,QB,KC,vs CHI,10th,5500,12.5,29.9,17.6,18.29,18.29,100,67,3.3,13.34,2.4
Derek Carr,QB,OAK,vs DEN,4th,5500,9.1,33.1,19.1,17.09,17.09,100,63,3.1,11.86,2.2
Allen Robinson,WR,JAC,@ TB,22nd,5500,8.4,30.6,20.1,15.81,15.81,100,53,2.9,26.2,4.8
Donte Moncrief,WR,IND,@ HOU,9th,5400,7.2,32.4,11.2,15.58,15.58,100,18,2.9,1.3,0.2
Kendall Wright,WR,TEN,vs BUF,30th,5400,5.8,30.6,10,14.05,14.05,100,0,2.6,6,1.1
Matthew Stafford,QB,DET,vs ARI,15th,5400,10.7,32.6,19.7,18,18,100,66,3.3,8.72,1.6
Jay Cutler,QB,CHI,@ KC,31st,5300,8.7,30.3,16.8,15.93,15.93,100,16,3,18.58,3.5
Pierre Garcon,WR,WAS,@ ATL,7th,5300,8.8,29.8,11.6,15.83,15.83,100,19,3,8.1,1.5
Kirk Cousins,QB,WAS,@ ATL,22nd,5300,9.9,31.5,20.5,17.13,17.13,100,62,3.2,10.86,2
Andre Ellington,RB,ARI,@ DET,26th,5300,1.2,26.4,7.6,9.59,9.59,100,0,1.8,12.3,2.3
C.J. Anderson,RB,DEN,@ OAK,4th,5300,0,31.7,10,10.29,10.29,100,35,1.9,6,1.1
