Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Odell Beckham Jr.,WR,NYG,@ MIA,25th,9100,13.3,47.5,22.9,24.72,24.72,100,41,2.7,38.6,4.2
Antonio Brown,WR,PIT,@ CIN,6th,8900,17.9,43.7,26.1,26.52,26.52,100,62,3,15.7,1.8
Julio Jones,WR,ATL,@ CAR,17th,8900,9.3,45.3,24.8,21.34,21.34,100,42,2.4,15.8,1.8
DeAndre Hopkins,WR,HOU,vs NE,14th,8500,15.9,41.7,21.8,24.52,24.52,100,32,2.9,8.2,1
Allen Robinson,WR,JAC,vs IND,22nd,8000,16.7,38.9,20.1,24.12,24.12,100,44,3,7.4,0.9
A.J. Green,WR,CIN,vs PIT,31st,7900,11.6,47,17.9,23.36,23.36,100,40,3,28.2,3.6
Tom Brady,QB,NE,@ HOU,1st,7800,13.5,40.5,23.4,22.5,22.5,100,63,2.9,18.04,2.3
Devonta Freeman,RB,ATL,@ CAR,1st,7700,8.3,37.4,22.1,18.02,18.02,100,43,2.3,8.2,1.1
Rob Gronkowski,TE,NE,@ HOU,12th,7700,2,32,18,12,12,100,25,1.6,18.7,2.4
Brandon Marshall,WR,NYJ,vs TEN,19th,7600,14.1,38.4,23.2,22.23,22.23,100,35,2.9,27.5,3.6
Cam Newton,QB,CAR,vs ATL,11th,7500,16.6,38.8,25.9,24.01,24.01,100,63,3.2,23,3.1
Calvin Johnson,WR,DET,@ STL,15th,7400,9.8,45.2,16.8,21.61,21.61,100,0,2.9,2.6,0.4
Larry Fitzgerald,WR,ARI,vs MIN,20th,7400,12.6,36,18.2,20.45,20.45,100,56,2.8,9.1,1.2
Mike Evans,WR,TB,vs NO,30th,7200,11.9,41.9,15.1,21.87,21.87,100,53,3,6.9,1
Aaron Rodgers,QB,GB,vs DAL,3rd,7000,12.1,37.9,20.1,20.74,20.74,100,65,3,19.42,2.8
Greg Olsen,TE,CAR,vs ATL,14th,6900,8.6,31.4,14.8,16.25,16.25,100,46,2.4,8.2,1.2
Alshon Jeffery,WR,CHI,vs WAS,23rd,6900,16.1,37.7,19,23.32,23.32,100,42,3.4,25.7,3.7
Adrian Peterson,RB,MIN,@ ARI,9th,6900,14.2,24.7,17.8,17.71,17.71,100,10,2.6,14.6,2.1
Todd Gurley,RB,STL,vs DET,5th,6800,10.9,25.3,17.3,15.74,15.74,100,61,2.3,30.7,4.5
Dez Bryant,WR,DAL,@ GB,27th,6800,6.7,37,10.2,16.81,16.81,100,38,2.5,1.9,0.3
Demaryius Thomas,WR,DEN,vs OAK,13th,6800,8.3,37.4,17.6,18.04,18.04,100,35,2.7,18.5,2.7
Matt Forte,RB,CHI,vs WAS,23rd,6800,6.4,38.5,16.8,17.12,17.12,100,31,2.5,12.3,1.8
Ben Roethlisberger,QB,PIT,@ CIN,10th,6800,10.9,40.3,22.3,20.7,20.7,100,55,3,10.88,1.6
Drew Brees,QB,NO,@ TB,12th,6800,11.9,35,23.1,19.64,19.64,100,69,2.9,23.48,3.5
Andy Dalton,QB,CIN,vs PIT,30th,6600,14.5,33.4,20.4,20.8,20.8,100,67,3.2,1.36,0.2
Carson Palmer,QB,ARI,vs MIN,7th,6500,14.7,31.8,21.8,20.38,20.38,100,70,3.1,23.7,3.6
Eric Decker,WR,NYJ,vs TEN,19th,6400,10.1,38,17.1,19.45,19.45,100,36,3,20.4,3.2
Jarvis Landry,WR,MIA,vs NYG,18th,6300,14.4,34.8,17.8,21.18,21.18,100,54,3.4,20.9,3.3
Russell Wilson,QB,SEA,@ BAL,13th,6300,11.4,38.7,21.9,20.53,20.53,100,47,3.3,32.28,5.1
Randall Cobb,WR,GB,vs DAL,11th,6300,7.7,34.4,12.9,16.63,16.63,100,33,2.6,17,2.7
Doug Martin,RB,TB,vs NO,32nd,6200,13.3,28,15.6,18.18,18.18,100,55,2.9,15.6,2.5
Amari Cooper,WR,OAK,@ DEN,1st,6200,7.8,36.6,14.3,17.39,17.39,100,44,2.8,0,
Brandin Cooks,WR,NO,@ TB,16th,6200,3.4,32.5,16.6,13.1,13.1,100,42,2.1,5.9,1
Eli Manning,QB,NYG,@ MIA,24th,6100,12.4,34,20.2,19.61,19.61,100,58,3.2,31.28,5.1
LeSean McCoy,RB,BUF,@ PHI,28th,6100,10.8,40.2,15.8,20.55,20.55,100,53,3.4,14.9,2.4
Sammy Watkins,WR,BUF,@ PHI,32nd,6100,9,37.8,18,18.61,18.61,100,0,3.1,19.2,3.1
Matt Ryan,QB,ATL,@ CAR,16th,6100,9.3,31.8,16.9,16.77,16.77,100,68,2.7,6.86,1.1
Blake Bortles,QB,JAC,vs IND,28th,6000,13.6,32.5,22.3,19.91,19.91,100,68,3.3,27.7,4.6
Philip Rivers,QB,SD,@ KC,15th,6000,11.7,33,20.2,18.76,18.76,100,64,3.1,9.92,1.7
DeAngelo Williams,RB,PIT,@ CIN,12th,6000,7.3,37.9,15.4,17.49,17.49,100,9,2.9,23.1,3.9
Emmanuel Sanders,WR,DEN,vs OAK,13th,5900,7.9,37.3,15.9,17.74,17.74,100,35,3,2.7,0.5
T.Y. Hilton,WR,IND,@ JAC,28th,5900,8.4,39.9,13.6,18.9,18.9,100,43,3.2,20.2,3.4
Michael Crabtree,WR,OAK,@ DEN,1st,5900,8.5,32.2,15,16.42,16.42,100,52,2.8,5.9,1
Jonathan Stewart,RB,CAR,vs ATL,26th,5800,10,30,13.1,16.65,16.65,100,40,2.9,15.9,2.7
Matthew Stafford,QB,DET,@ STL,15th,5800,12,33.9,19.7,19.27,19.27,100,63,3.3,17.3,3
Thomas Rawls,RB,SEA,@ BAL,21st,5800,8.7,35.1,11.7,17.53,17.53,100,21,3,4.4,0.8
Lamar Miller,RB,MIA,vs NYG,20th,5700,9.3,31.2,15.1,16.61,16.61,100,47,2.9,20.9,3.7
Martavis Bryant,WR,PIT,@ CIN,6th,5700,10.8,36.9,16.4,19.48,19.48,100,0,3.4,12,2.1
Marcus Mariota,QB,TEN,@ NYJ,25th,5700,10.6,36.4,19.7,19.18,19.18,100,59,3.4,23.36,4.1
Tyler Eifert,TE,CIN,vs PIT,24th,5600,0.9,26.4,15,9.43,9.43,100,35,1.7,6.2,1.1
Delanie Walker,TE,TEN,@ NYJ,2nd,5600,5.6,27.8,16.5,13,13,100,47,2.3,14.1,2.5
Derek Carr,QB,OAK,@ DEN,5th,5600,9.2,33.2,19.1,17.24,17.24,100,62,3.1,13,2.3
Jeremy Maclin,WR,KC,vs SD,9th,5500,8,38.6,16.9,18.17,18.17,100,0,3.3,12.6,2.3
Allen Hurns,WR,JAC,vs IND,22nd,5500,8.4,32.4,16.1,16.44,16.44,100,13,3,22.5,4.1
Jordan Matthews,WR,PHI,vs BUF,24th,5500,6.6,31.8,15.2,15.01,15.01,100,37,2.7,4.9,0.9
Jameis Winston,QB,TB,vs NO,31st,5500,14.5,31.9,18.6,20.26,20.26,100,70,3.7,13.68,2.5
Tyrod Taylor,QB,BUF,@ PHI,32nd,5400,12.1,36.1,19.9,20.12,20.12,100,56,3.7,19.02,3.5
Ryan Fitzpatrick,QB,NYJ,vs TEN,27th,5400,11.2,36.4,19.1,19.64,19.64,100,31,3.6,24.82,4.6
Javorius Allen,RB,BAL,vs SEA,2nd,5300,13,18.4,9.4,14.75,14.75,100,31,2.8,9.8,1.8
Brock Osweiler,QB,DEN,vs OAK,17th,5200,9.8,30.2,15.8,16.55,16.55,100,49,3.2,16.32,3.1
Ryan Tannehill,QB,MIA,vs NYG,18th,5200,12.2,32.9,18.2,19.08,19.08,100,57,3.7,15.84,3
Brian Hoyer,QB,HOU,vs NE,6th,5200,9.4,31,16.2,16.55,16.55,100,53,3.2,5.1,1
