Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Vance McDonald,TE,SF,@ SEA,19th,2500,0,15,5.8,3.98,3.98,100,37,1.6,16.5,6.6
Luke Willson,TE,SEA,vs SF,10th,2500,0,17.3,3.4,3.91,3.91,100,0,1.6,3.5,1.4
Dwayne Allen,TE,IND,@ ATL,30th,2500,0,17.8,2.8,3.99,3.99,100,10,1.6,1.7,0.7
Maxx Williams,TE,BAL,vs STL,15th,2500,1,5.8,5.4,3.89,3.89,100,0,1.6,5,2
Demetrius Harris,TE,KC,@ SD,18th,2500,0,7,3.4,0,0,100,0,0,4.6,1.8
Austin Seferian-Jenkins,TE,TB,@ PHI,7th,2500,4,15.4,11.7,7.85,7.85,100,12,3.1,,
Clive Walford,TE,OAK,@ DET,26th,2500,0.7,13,5.3,4.78,4.78,100,31,1.9,4.5,1.8
Cameron Brate,TE,TB,@ PHI,7th,2500,0,12.8,5.8,0,0,100,44,0,13.7,5.5
Mychal Rivera,TE,OAK,@ DET,26th,2500,0,20.4,4.7,6.75,6.75,100,0,2.7,3.1,1.2
Bills,DST,BUF,@ NE,9th,2500,0,18,5.7,4.65,4.65,100,26,1.9,4,1.6
Clay Harbor,TE,JAC,vs TEN,28th,2500,0,11.4,4.6,0,0,100,0,0,3.7,1.5
Darren Fells,TE,ARI,vs CIN,32nd,2500,1.7,10.4,6.4,4.59,4.59,100,24,1.8,8.8,3.5
Anthony Fasano,TE,TEN,@ JAC,27th,2500,0.1,12.1,4.8,4.11,4.11,100,0,1.6,3.4,1.4
Scott Chandler,TE,NE,vs BUF,2nd,2500,0,16.1,6.1,4.86,4.86,100,0,1.9,1.3,0.5
Vernon Davis,TE,DEN,@ CHI,8th,2500,0.2,15.8,6,5.38,5.38,100,45,2.2,12.8,5.1
Marcedes Lewis,TE,JAC,vs TEN,28th,2500,0.6,12.6,2.6,4.56,4.56,100,9,1.8,0,
Dolphins,DST,MIA,vs DAL,28th,2500,0,19.6,5.8,5.37,5.37,100,11,2.1,6,2.4
Texans,DST,HOU,vs NYJ,19th,2500,1.9,15.4,9.4,6.41,6.41,100,29,2.6,8,3.2
Ed Dickson,TE,CAR,vs WAS,1st,2500,0.7,9.1,2.9,3.46,3.46,100,35,1.4,0,
Jared Cook,TE,STL,@ BAL,4th,2500,0.2,18,5.5,6.15,6.15,100,0,2.5,7.1,2.8
Garrett Celek,TE,SF,@ SEA,19th,2500,0,7.6,5.6,0,0,100,30,0,5.5,2.2
Rhett Ellison,TE,MIN,vs GB,25th,2500,0,4.8,2.7,0,0,100,33,0,3.9,1.6
Jordan Cameron,TE,MIA,vs DAL,13th,2500,0.4,19.9,5.7,6.91,6.91,100,3,2.8,10.1,4
Jeff Cumberland,TE,NYJ,@ HOU,15th,2500,0,14.4,1.8,4.78,4.78,100,0,1.9,,
Jermaine Gresham,TE,ARI,vs CIN,32nd,2500,0,15.3,3.6,5.11,5.11,100,0,2,,
Lance Kendricks,TE,STL,@ BAL,4th,2500,0,13.3,4.4,3.89,3.89,100,41,1.6,12.3,4.9
Titans,DST,TEN,@ JAC,14th,2400,4.4,17,5.1,8.63,8.63,100,25,3.6,9,3.8
Cowboys,DST,DAL,@ MIA,8th,2400,3.3,16.2,4.6,7.63,7.63,100,16,3.2,12,5
Vikings,DST,MIN,vs GB,27th,2300,0,21.7,8.8,6.06,6.06,100,30,2.6,1,0.4
Chargers,DST,SD,vs KC,10th,2300,0,14.4,4.8,3.79,3.79,100,32,1.6,2,0.9
Buccaneers,DST,TB,@ PHI,17th,2300,0.4,18.4,6.4,6.36,6.36,100,15,2.8,18,7.8
Lions,DST,DET,vs OAK,1st,2200,0,14.2,5.9,4.38,4.38,100,2,2,7,3.2
49ers,DST,SF,@ SEA,18th,2100,0,14.9,4.3,4.13,4.13,100,0,2,3,1.4
Redskins,DST,WAS,@ CAR,3rd,2100,0,12.8,7.6,3.61,3.61,100,33,1.7,6,2.9
Bears,DST,CHI,vs DEN,20th,2000,1.5,18.6,4.5,7.17,7.17,100,14,3.6,6,3
Colts,DST,IND,@ ATL,30th,2000,0,14.5,7.6,3.3,3.3,100,0,1.7,15,7.5
