"Paul Goldschmidt_ARI","Jake Lamb_ARI","David Peralta_ARI","Chris Owings_ARI","Joey Votto_CIN","Gregor Blanco_ARI","Dexter Fowler_STL","Brandon Drury_ARI","Adam Duvall_CIN","AJ Pollock_ARI","Scott Schebler_CIN","Tommy Pham_STL","Scooter Gennett_CIN","Stephen Piscotty_STL","Jedd Gyorko_STL","Yasmany Tomas_ARI","Matt Carpenter_STL","Nick Ahmed_ARI","Yadier Molina_STL","Chris Herrmann_ARI","Billy Hamilton_CIN","Randal Grichuk_STL","Paul DeJong_STL","Daniel Descalso_ARI","Zack Cozart_CIN","Eugenio Suarez_CIN","Aledmys Diaz_STL","Chris Iannetta_ARI","Tommy Joseph_PHI","Jeremy Hazelbaker_ARI","Howie Kendrick_PHI","Cesar Hernandez_PHI","Odubel Herrera_PHI","Rey Fuentes_ARI","Aaron Altherr_PHI","Devin Mesoraco_CIN","Phillip Ervin_CIN","Socrates Brito_ARI","Maikel Franco_PHI","Jose Martinez_STL","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Kolten Wong_STL","Arismendy Alcantara_CIN","Daniel Nava_PHI","Cameron Perkins_PHI","Cameron Rupp_PHI","Andrew Knapp_PHI","Jose Peraza_CIN","Harrison Bader_STL","Chad Huffman_STL","Jesse Winker_CIN","Freddy Galvis_PHI","Jorge Alfaro_PHI","Nick Williams_PHI","Michael Saunders_PHI","Brock Stassi_PHI","Tucker Barnhart_CIN","Magneuris Sierra_STL","Andres Blanco_PHI","Christian Walker_ARI","Roman Quinn_PHI","Rhys Hoskins_PHI","Carson Kelly_STL","Scott Kingery_PHI","Greg Garcia_STL","Patrick Kivlehan_CIN","Ty Kelly_PHI","Eric Fryer_STL","Jeff Mathis_ARI","Stuart Turner_CIN","Nick Senzel_CIN"
35,32,17,25,0,15,0,27,0,13,0,0,0,0,0,17,0,36,0,16,0,0,0,16,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
0,0,0,0,0,0,49,0,0,0,0,29,0,37,48,0,52,0,57,0,0,35,17,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0
23,25,19,19,0,9,0,17,0,9,0,0,0,0,0,8,0,16,0,25,0,0,0,11,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,0,0,0,64,0,0,0,59,0,60,0,27,0,0,0,0,0,0,0,64,0,0,0,50,58,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,58,0,0,2,0,0,0,0,0,38,0,0,0,0,0,0,0,0,7,0,0,0,4,0
0,0,0,0,0,0,32,0,0,0,0,13,0,24,30,0,35,0,35,0,0,40,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,4,0,0,0
0,0,0,0,0,0,17,0,0,0,0,19,0,17,17,0,20,0,17,0,0,0,21,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0
31,27,25,26,0,15,0,23,0,9,0,0,0,0,0,6,0,16,0,11,0,0,0,32,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
0,0,0,0,55,0,0,0,50,0,49,0,19,0,0,0,0,0,0,0,50,0,0,0,55,50,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,49,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,8,0,0,0,4,0
0,0,0,0,64,0,0,0,58,0,58,0,25,0,0,0,0,0,0,0,58,0,0,0,50,64,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,7,0,0,0,0,57,0,0,2,0,0,0,0,0,37,0,0,0,0,0,0,0,0,10,0,0,0,4,0
0,0,0,0,0,0,51,0,0,0,0,34,0,42,49,0,56,0,52,0,0,37,18,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,9,0,0,0
23,22,17,19,0,5,0,21,0,11,0,0,0,0,0,12,0,14,0,4,0,0,0,13,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,27,46,57,0,50,0,0,0,58,0,0,0,0,0,0,15,0,41,21,0,0,0,0,62,0,0,41,2,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0
6,6,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,28,17,25,0,18,0,0,0,27,0,0,0,0,0,0,7,0,16,12,0,0,0,0,28,0,0,15,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,17,52,47,0,40,0,0,0,47,0,0,0,0,0,0,10,0,33,19,0,0,0,0,52,0,0,41,8,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,25,47,64,0,49,0,0,0,60,0,0,0,0,0,0,17,0,37,27,0,0,0,0,64,0,0,42,8,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,18,40,49,0,54,0,0,0,49,0,0,0,0,0,0,13,0,35,19,0,0,0,0,54,0,0,32,6,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,25,0,0,0,24,0,24,0,11,0,0,0,0,0,0,0,23,0,0,0,18,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,27,47,60,0,49,0,0,0,64,0,0,0,0,0,0,19,0,41,23,0,0,0,0,64,0,0,42,8,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,11,0,15,16,0,17,0,16,0,0,7,11,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,31,0,0,0,0,15,0,26,30,0,36,0,31,0,0,30,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,8,0,0,0
0,0,0,0,7,0,0,0,7,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,3,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,10,17,0,13,0,0,0,19,0,0,0,0,0,0,19,0,9,10,0,0,0,0,19,0,0,8,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,16,33,37,0,35,0,0,0,41,0,0,0,0,0,0,9,0,42,0,0,0,0,0,42,0,0,30,3,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,12,19,27,0,19,0,0,0,23,0,0,0,0,0,0,10,0,0,27,0,0,0,0,27,0,0,16,6,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,63,0,0,0,57,0,58,0,25,0,0,0,0,0,0,0,58,0,0,0,49,57,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,63,0,0,2,0,0,0,0,0,37,0,0,0,0,0,0,0,0,10,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,28,52,64,0,54,0,0,0,64,0,0,0,0,0,0,19,0,42,27,0,0,0,0,69,0,0,46,9,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,15,41,42,0,32,0,0,0,42,0,0,0,0,0,0,8,0,30,16,0,0,0,0,46,0,0,46,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,8,0,6,0,0,0,8,0,0,0,0,0,0,5,0,3,6,0,0,0,0,9,0,0,6,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,42,0,0,0,37,0,38,0,21,0,0,0,0,0,0,0,38,0,0,0,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,37,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,7,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,6,0,0,6,0,7,0,7,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,5,12,0,10,0,0,0,8,0,0,0,0,0,0,3,0,5,7,0,0,0,0,12,0,0,6,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,16,0,0,0,0,11,0,14,12,0,17,0,11,0,0,10,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,0,0,0
0,0,0,0,11,0,0,0,7,0,7,0,5,0,0,0,0,0,0,0,7,0,0,0,8,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,9,0,0,0,0,8,0,10,8,0,11,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0
33,31,25,31,0,13,0,28,0,16,0,0,0,0,0,21,0,13,0,6,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
