"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Max Scherzer",13900,"WAS@@NYM",0,"Was"
"SP","Yu Darvish",10800,"TEX@KC",0,"Tex"
"SP","Marcus Stroman",9600,"TOR@@LAA",0,"Tor"
"SP","Zack Wheeler",8000,"NYM@WAS",0,"NYM"
"SP","Brandon McCarthy",7400,"LAD@@ARI",0,"LAD"
"SP","Tom Koehler",7300,"MIA@@SD",0,"Mia"
"SP","Andrew Triggs",6800,"OAK@SEA",0,"Oak"
"SP","Yovani Gallardo",6600,"SEA@@OAK",0,"Sea"
"SP","Jeff Samardzija",6400,"SF@@COL",0,"SF"
"SP","Jason Hammel",6200,"KC@@TEX",0,"KC"
"SP","Shelby Miller",6000,"ARI@LAD",0,"Ari"
"SP","Luis Perdomo",5400,"SD@MIA",0,"SD"
"SP","Daniel Wright",5200,"LAA@TOR",0,"LAA"
"SP","Kyle Freeland",4700,"COL@SF",0,"Col"
"3B","Nolan Arenado",5400,"COL@SF",0,"Col"
"OF","Charlie Blackmon",5400,"COL@SF",0,"Col"
"3B","Eduardo Nunez",5300,"SF@@COL",0,"SF"
"1B","Brandon Belt",5300,"SF@@COL",0,"SF"
"OF","Bryce Harper",5300,"WAS@@NYM",0,"Was"
"OF","Carlos Gonzalez",5300,"COL@SF",0,"Col"
"OF","Mike Trout",5200,"LAA@TOR",0,"LAA"
"1B","Paul Goldschmidt",5200,"ARI@LAD",0,"Ari"
"OF","David Dahl",4700,"COL@SF",0,"Col"
"SS","Trevor Story",4700,"COL@SF",0,"Col"
"OF","Hunter Pence",4700,"SF@@COL",0,"SF"
"C","Buster Posey",4600,"SF@@COL",0,"SF"
"1B","Wil Myers",4600,"SD@MIA",0,"SD"
"2B","Joe Panik",4600,"SF@@COL",0,"SF"
"OF","Giancarlo Stanton",4600,"MIA@@SD",0,"Mia"
"3B","Josh Donaldson",4600,"TOR@@LAA",0,"Tor"
"SS","Corey Seager",4600,"LAD@@ARI",0,"LAD"
"2B","DJ LeMahieu",4600,"COL@SF",0,"Col"
"SS","Brandon Crawford",4500,"SF@@COL",0,"SF"
"OF","Shin-Soo Choo",4500,"TEX@KC",0,"Tex"
"2B","Rougned Odor",4500,"TEX@KC",0,"Tex"
"OF","Ian Desmond",4500,"COL@SF",0,"Col"
"OF/SS","Trea Turner",4400,"WAS@@NYM",0,"Was"
"1B","Mark Reynolds",4400,"COL@SF",0,"Col"
"OF","Denard Span",4400,"SF@@COL",0,"SF"
"OF","Jarrett Parker",4400,"SF@@COL",0,"SF"
"OF","Nomar Mazara",4300,"TEX@KC",0,"Tex"
"OF","Christian Yelich",4300,"MIA@@SD",0,"Mia"
"OF","Nelson Cruz",4300,"SEA@@OAK",0,"Sea"
"C","Nick Hundley",4300,"SF@@COL",0,"SF"
