"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Cole Hamels","Robert Gsellman","Austin Hedges","Wil Myers","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Manuel Margot","Guillermo Heredia"
"Cole Hamels","Tyler Glasnow","Jose Lobaton","Wil Myers","Yangervis Solarte","Jake Lamb","Trea Turner","Bryce Harper","Manuel Margot","Hunter Renfroe"
"Cole Hamels","Hector Santiago","Jose Lobaton","Wil Myers","Cory Spangenberg","Yunel Escobar","Trea Turner","Bryce Harper","Adam Eaton","David Peralta"
"Dylan Bundy","Tyler Glasnow","Austin Hedges","Ryan Zimmerman","Cory Spangenberg","Jake Lamb","Trea Turner","Bryce Harper","Adam Eaton","Manuel Margot"
"Cole Hamels","Hector Santiago","Jose Lobaton","Anthony Rizzo","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Manuel Margot","Jaff Decker"
"Cole Hamels","Robert Gsellman","Jose Lobaton","Ryan Zimmerman","Cory Spangenberg","Jake Lamb","Trea Turner","Bryce Harper","Kyle Schwarber","Jabari Blash"
"Cole Hamels","Tyler Glasnow","Jose Lobaton","Danny Valencia","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Nelson Cruz","AJ Pollock"
"Tyler Glasnow","Hector Santiago","Austin Hedges","Wil Myers","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Adam Eaton","Hunter Renfroe"
"Cole Hamels","Dylan Bundy","Austin Hedges","Wil Myers","Daniel Murphy","Jake Lamb","Trea Turner","Kyle Schwarber","Manuel Margot","Jabari Blash"
"Cole Hamels","Hector Santiago","Austin Hedges","Ryan Zimmerman","Yangervis Solarte","Nolan Arenado","Trea Turner","Bryce Harper","Manuel Margot","Jabari Blash"
"James Paxton","Dylan Bundy","Jose Lobaton","Wil Myers","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Hunter Renfroe","Jabari Blash"
"Cole Hamels","James Paxton","Austin Hedges","Wil Myers","Cory Spangenberg","Jake Lamb","Trea Turner","Nelson Cruz","David Peralta","Hunter Renfroe"
"Dylan Bundy","Robert Gsellman","Jose Lobaton","Wil Myers","Daniel Murphy","Jake Lamb","Trea Turner","Bryce Harper","Nelson Cruz","Guillermo Heredia"
"James Paxton","Hector Santiago","Austin Hedges","Ryan Zimmerman","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Nelson Cruz","Kyle Schwarber"
"Cole Hamels","Tyler Glasnow","Austin Hedges","Ryan Zimmerman","Daniel Murphy","Yunel Escobar","Trea Turner","Bryce Harper","David Peralta","Guillermo Heredia"
"Cole Hamels","Trevor Cahill","Mike Zunino","Wil Myers","Yangervis Solarte","Anthony Rendon","Trea Turner","Bryce Harper","Adam Eaton","Andrew Benintendi"
"James Paxton","Dylan Bundy","Austin Hedges","Wil Myers","Yangervis Solarte","Yunel Escobar","Trea Turner","Bryce Harper","David Peralta","Manuel Margot"
"Cole Hamels","Tyler Glasnow","Austin Hedges","Wil Myers","Cory Spangenberg","Nolan Arenado","Trea Turner","Adam Eaton","AJ Pollock","Jabari Blash"
"Dylan Bundy","Hector Santiago","Jose Lobaton","Anthony Rizzo","Yangervis Solarte","Jake Lamb","Trea Turner","Bryce Harper","Adam Eaton","Kyle Schwarber"
"Cole Hamels","Dylan Bundy","Jose Lobaton","Mitch Moreland","Yangervis Solarte","Anthony Rendon","Trea Turner","Bryce Harper","David Peralta","Guillermo Heredia"
"Cole Hamels","Luis Severino","Jose Lobaton","Ryan Zimmerman","Cory Spangenberg","Anthony Rendon","Trea Turner","David Peralta","Manuel Margot","Hunter Renfroe"
"James Paxton","Robert Gsellman","Jose Lobaton","Anthony Rizzo","Cory Spangenberg","Chase Headley","Trea Turner","Bryce Harper","Adam Eaton","Manuel Margot"
"Cole Hamels","Robert Gsellman","Austin Hedges","Danny Valencia","Daniel Murphy","Jake Lamb","Trea Turner","Bryce Harper","Adam Eaton","Jaff Decker"
"Luis Severino","Hector Santiago","Jose Lobaton","Wil Myers","Yangervis Solarte","Anthony Rendon","Trea Turner","Bryce Harper","Giancarlo Stanton","Nelson Cruz"
"Cole Hamels","Dylan Bundy","Mike Zunino","Ryan Zimmerman","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Michael Conforto","Jaff Decker"
"James Paxton","Tyler Glasnow","Jose Lobaton","Wil Myers","Daniel Murphy","Anthony Rendon","Trea Turner","Nelson Cruz","David Peralta","Manuel Margot"
"Luis Severino","Matt Shoemaker","Austin Hedges","Wil Myers","Yangervis Solarte","Jake Lamb","Trea Turner","Bryce Harper","Adam Eaton","Jabari Blash"
"Cole Hamels","Wei-Yin Chen","Jose Lobaton","Anthony Rizzo","Cory Spangenberg","Anthony Rendon","Trea Turner","Adam Eaton","Kyle Schwarber","Guillermo Heredia"
"Luis Severino","Hector Santiago","Mike Zunino","Anthony Rizzo","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Adam Eaton","AJ Pollock"
"Dylan Bundy","Luis Severino","Austin Hedges","Anthony Rizzo","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Guillermo Heredia","Jabari Blash"
"James Paxton","Hector Santiago","Mike Zunino","Ryan Zimmerman","Daniel Murphy","Jake Lamb","Trea Turner","Bryce Harper","David Peralta","Manuel Margot"
"Robert Gsellman","Tyler Glasnow","Buster Posey","Ryan Zimmerman","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Giancarlo Stanton","David Peralta"
"Cole Hamels","Dylan Bundy","Austin Hedges","Anthony Rizzo","Cory Spangenberg","Nolan Arenado","Trea Turner","Manuel Margot","Hunter Renfroe","Michael Conforto"
"Cole Hamels","Trevor Cahill","Jose Lobaton","Wil Myers","Daniel Murphy","Nolan Arenado","Trea Turner","Bryce Harper","Seth Smith","Jabari Blash"
"Jon Lester","Hector Santiago","Stephen Vogt","Wil Myers","Cory Spangenberg","Jake Lamb","Trea Turner","Bryce Harper","Manuel Margot","Jabari Blash"
"Cole Hamels","Trevor Cahill","Robinson Chirinos","Ryan Zimmerman","Cory Spangenberg","Nolan Arenado","Trea Turner","Bryce Harper","Adam Eaton","Guillermo Heredia"
"Cole Hamels","Hector Santiago","Stephen Vogt","Ryan Zimmerman","Cory Spangenberg","Anthony Rendon","Jean Segura","Bryce Harper","Adam Eaton","Manuel Margot"
"Cole Hamels","Trevor Cahill","Austin Hedges","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Trea Turner","Adam Eaton","Nelson Cruz","Manuel Margot"
"Luis Severino","Robert Gsellman","Mike Zunino","Ryan Zimmerman","Yangervis Solarte","Anthony Rendon","Trea Turner","Bryce Harper","Kyle Schwarber","Manuel Margot"
"Cole Hamels","Tyler Glasnow","Jose Lobaton","Wil Myers","Daniel Murphy","Anthony Rendon","Jean Segura","Bryce Harper","Andrew Benintendi","Guillermo Heredia"
"Dylan Bundy","Trevor Cahill","Robinson Chirinos","Wil Myers","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Giancarlo Stanton","Manuel Margot"
"Cole Hamels","Hector Santiago","Buster Posey","Anthony Rizzo","Cory Spangenberg","Kris Bryant","Trea Turner","Bryce Harper","Kyle Schwarber","Jason Heyward"
"Alex Wood","Robert Gsellman","Mike Zunino","Wil Myers","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","David Peralta","Jabari Blash"
"Dylan Bundy","Robert Gsellman","Robinson Chirinos","Danny Valencia","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Adam Eaton","Kyle Schwarber"
"Cole Hamels","James Paxton","Jose Lobaton","Ryan Zimmerman","Yangervis Solarte","Yunel Escobar","Trea Turner","Bryce Harper","Nelson Cruz","Jaff Decker"
"James Paxton","Hector Santiago","Jose Lobaton","Wil Myers","Daniel Murphy","Justin Turner","Trea Turner","Bryce Harper","Kyle Schwarber","AJ Pollock"
"Cole Hamels","Matt Shoemaker","Jose Lobaton","Ryan Zimmerman","Daniel Murphy","Jake Lamb","Trea Turner","AJ Pollock","Manuel Margot","Guillermo Heredia"
"Cole Hamels","Hector Santiago","Austin Hedges","Wil Myers","Cory Spangenberg","Nolan Arenado","Jean Segura","Bryce Harper","Kyle Schwarber","Hunter Renfroe"
"Cole Hamels","James Paxton","Austin Hedges","Wil Myers","Yangervis Solarte","Anthony Rendon","Taylor Motter","Bryce Harper","Kyle Schwarber","Jabari Blash"
"Cole Hamels","James Paxton","Buster Posey","Wil Myers","Cory Spangenberg","Jake Lamb","Erick Aybar","Bryce Harper","Kyle Schwarber","Manuel Margot"
"Matt Shoemaker","Robert Gsellman","Jose Lobaton","Wil Myers","Cory Spangenberg","Anthony Rendon","Jean Segura","Bryce Harper","Adam Eaton","Nelson Cruz"
"Cole Hamels","Dylan Bundy","Mike Zunino","Wil Myers","Cory Spangenberg","Nolan Arenado","Elvis Andrus","Bryce Harper","Manuel Margot","Jabari Blash"
"Cole Hamels","Dylan Bundy","Austin Hedges","Wil Myers","Cory Spangenberg","Chase Headley","Erick Aybar","Bryce Harper","Adam Eaton","Nelson Cruz"
"Cole Hamels","James Paxton","Austin Hedges","Anthony Rizzo","Cory Spangenberg","Manny Machado","Jean Segura","Bryce Harper","Manuel Margot","Jabari Blash"
"Cole Hamels","Hector Santiago","Jose Lobaton","Ryan Zimmerman","Daniel Murphy","Jake Lamb","Taylor Motter","Bryce Harper","Adam Eaton","Hunter Renfroe"
"Cole Hamels","Robert Gsellman","Jose Lobaton","Anthony Rizzo","Yangervis Solarte","Anthony Rendon","Taylor Motter","Bryce Harper","Adam Eaton","Michael Conforto"
"Cole Hamels","Luis Severino","Austin Hedges","Anthony Rizzo","Yangervis Solarte","Anthony Rendon","Erick Aybar","Bryce Harper","David Peralta","Manuel Margot"
"Cole Hamels","Matt Shoemaker","Jose Lobaton","Ryan Zimmerman","Cory Spangenberg","Anthony Rendon","Taylor Motter","Bryce Harper","Mike Trout","Guillermo Heredia"
"Cole Hamels","Dylan Bundy","Austin Hedges","Paul Goldschmidt","Cory Spangenberg","Jake Lamb","Taylor Motter","Bryce Harper","AJ Pollock","David Peralta"
"Robert Gsellman","Tyler Glasnow","Jose Lobaton","Wil Myers","Daniel Murphy","Nolan Arenado","Taylor Motter","Bryce Harper","Adam Eaton","Manuel Margot"
"Cole Hamels","Luis Severino","Austin Hedges","Wil Myers","Cory Spangenberg","Jake Lamb","Jean Segura","Adam Eaton","Giancarlo Stanton","Manuel Margot"
"Cole Hamels","James Paxton","Mike Zunino","Wil Myers","Yangervis Solarte","Jake Lamb","Jean Segura","Bryce Harper","Nelson Cruz","Guillermo Heredia"
"Cole Hamels","Matt Shoemaker","Austin Hedges","Wil Myers","Yangervis Solarte","Chase Headley","Jean Segura","Bryce Harper","AJ Pollock","Manuel Margot"
"Cole Hamels","Robert Gsellman","Austin Hedges","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Jean Segura","Bryce Harper","Michael Conforto","Jabari Blash"
"Dylan Bundy","Tyler Glasnow","Jose Lobaton","Wil Myers","Yangervis Solarte","Anthony Rendon","Elvis Andrus","Bryce Harper","Adam Eaton","AJ Pollock"
"Cole Hamels","Luis Severino","Austin Hedges","Wil Myers","Daniel Murphy","Yunel Escobar","Taylor Motter","Bryce Harper","Manuel Margot","Hunter Renfroe"
"Cole Hamels","Tyler Glasnow","Robinson Chirinos","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Taylor Motter","Bryce Harper","Manuel Margot","Seth Smith"
"James Paxton","Matt Shoemaker","Austin Hedges","Wil Myers","Cory Spangenberg","Nolan Arenado","Taylor Motter","Bryce Harper","Nelson Cruz","Manuel Margot"
"Cole Hamels","Dylan Bundy","Jose Lobaton","Wil Myers","Daniel Murphy","Anthony Rendon","Taylor Motter","Adam Eaton","David Peralta","Jabari Blash"
"Dylan Bundy","Hector Santiago","Jose Lobaton","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Jean Segura","Bryce Harper","Kyle Schwarber","David Peralta"
"Cole Hamels","Tyler Glasnow","JT Realmuto","Wil Myers","Cory Spangenberg","Anthony Rendon","Erick Aybar","Bryce Harper","Mike Trout","Hunter Renfroe"
"Luis Severino","Tyler Glasnow","Austin Hedges","Ryan Zimmerman","Yangervis Solarte","Anthony Rendon","Jean Segura","Bryce Harper","Adam Eaton","Nelson Cruz"
"Cole Hamels","Alex Wood","Austin Hedges","Wil Myers","Cory Spangenberg","Jake Lamb","Xander Bogaerts","Bryce Harper","Mike Trout","Jabari Blash"
"Dylan Bundy","Luis Severino","Jose Lobaton","Paul Goldschmidt","Cory Spangenberg","Anthony Rendon","Taylor Motter","Bryce Harper","Adam Eaton","Manuel Margot"
"Cole Hamels","Dylan Bundy","Austin Hedges","Wil Myers","Yangervis Solarte","Anthony Rendon","Elvis Andrus","Giancarlo Stanton","Nelson Cruz","Manuel Margot"
"Dylan Bundy","Robert Gsellman","Austin Hedges","Wil Myers","Yangervis Solarte","Anthony Rendon","Jean Segura","Bryce Harper","Mike Trout","Hunter Renfroe"
"Cole Hamels","Tyler Glasnow","Austin Hedges","Paul Goldschmidt","Cory Spangenberg","Nolan Arenado","Erick Aybar","Bryce Harper","Giancarlo Stanton","Manuel Margot"
"Cole Hamels","Wei-Yin Chen","Mike Zunino","Anthony Rizzo","Daniel Murphy","Anthony Rendon","Taylor Motter","Bryce Harper","Nelson Cruz","Guillermo Heredia"
"Cole Hamels","Robert Gsellman","Stephen Vogt","Wil Myers","Yangervis Solarte","Nolan Arenado","Erick Aybar","Bryce Harper","Nelson Cruz","Manuel Margot"
"James Paxton","Tyler Glasnow","Jose Lobaton","Ryan Zimmerman","Cory Spangenberg","Anthony Rendon","Elvis Andrus","Bryce Harper","Charlie Blackmon","Manuel Margot"
"Cole Hamels","James Paxton","Robinson Chirinos","Wil Myers","Cory Spangenberg","Anthony Rendon","Elvis Andrus","Adam Eaton","Manuel Margot","Hunter Renfroe"
"Cole Hamels","Robert Gsellman","Jose Lobaton","Danny Valencia","Daniel Murphy","Anthony Rendon","Elvis Andrus","Bryce Harper","Kyle Schwarber","Hunter Renfroe"
"Cole Hamels","Dylan Bundy","Jose Lobaton","Anthony Rizzo","Daniel Murphy","Yunel Escobar","Erick Aybar","Bryce Harper","Adam Eaton","Guillermo Heredia"
"Cole Hamels","Alex Wood","Austin Hedges","Ryan Zimmerman","Cory Spangenberg","Kris Bryant","Elvis Andrus","Bryce Harper","Manuel Margot","Hunter Renfroe"
"Luis Severino","Matt Shoemaker","Jose Lobaton","Wil Myers","Daniel Murphy","Anthony Rendon","Erick Aybar","Bryce Harper","Kyle Schwarber","Manuel Margot"
"Wei-Yin Chen","Tyler Glasnow","Jose Lobaton","Ryan Zimmerman","Cory Spangenberg","Nolan Arenado","Jean Segura","Bryce Harper","Adam Eaton","David Peralta"
"Cole Hamels","Dylan Bundy","Austin Hedges","Ryan Zimmerman","Yangervis Solarte","Jake Lamb","Erick Aybar","Bryce Harper","Giancarlo Stanton","Hunter Renfroe"
"Cole Hamels","Wei-Yin Chen","Jose Lobaton","Ryan Zimmerman","Yangervis Solarte","Anthony Rendon","Jordy Mercer","Bryce Harper","AJ Pollock","Manuel Margot"
"Cole Hamels","Dylan Bundy","Jose Lobaton","Wil Myers","Cory Spangenberg","Manny Machado","Jean Segura","Mike Trout","Manuel Margot","Hunter Renfroe"
"Luis Severino","Tyler Glasnow","Jose Lobaton","Ryan Zimmerman","Daniel Murphy","Jake Lamb","Jean Segura","Bryce Harper","Giancarlo Stanton","Manuel Margot"
"Jon Lester","Robert Gsellman","Austin Hedges","Anthony Rizzo","Cory Spangenberg","Jake Lamb","Taylor Motter","Bryce Harper","Manuel Margot","Hunter Renfroe"
"Cole Hamels","Tyler Glasnow","Jeff Mathis","Wil Myers","Daniel Murphy","Jake Lamb","Elvis Andrus","Bryce Harper","AJ Pollock","David Peralta"
"Cole Hamels","Alex Wood","Austin Hedges","Wil Myers","Yangervis Solarte","Nolan Arenado","Taylor Motter","Adam Eaton","David Peralta","Manuel Margot"
"Cole Hamels","James Paxton","Jose Lobaton","Jay Bruce","Cory Spangenberg","Anthony Rendon","Erick Aybar","Bryce Harper","Adam Eaton","Andrew Benintendi"
"James Paxton","Trevor Cahill","Austin Hedges","Anthony Rizzo","Daniel Murphy","Anthony Rendon","Jean Segura","Bryce Harper","Adam Eaton","Kyle Schwarber"
"Cole Hamels","Hector Santiago","Mike Zunino","Danny Valencia","Daniel Murphy","Nolan Arenado","Jean Segura","Bryce Harper","Nelson Cruz","Manuel Margot"
"Dylan Bundy","Tyler Glasnow","Buster Posey","Danny Valencia","Daniel Murphy","Anthony Rendon","Jean Segura","Bryce Harper","Adam Eaton","Manuel Margot"
"Cole Hamels","Luis Severino","Jose Lobaton","Ryan Zimmerman","Cory Spangenberg","Chase Headley","Elvis Andrus","Bryce Harper","Adam Eaton","Michael Conforto"
"Julio Teheran","Robert Gsellman","Austin Hedges","Ryan Zimmerman","Cory Spangenberg","Anthony Rendon","Taylor Motter","Bryce Harper","Adam Eaton","AJ Pollock"
"Dylan Bundy","Hector Santiago","Austin Hedges","Wil Myers","Daniel Murphy","Nolan Arenado","Erick Aybar","Bryce Harper","Mike Trout","Manuel Margot"
"Cole Hamels","Tyler Glasnow","Austin Hedges","Wil Myers","Daniel Murphy","Manny Machado","Erick Aybar","Bryce Harper","Carlos Gonzalez","Jabari Blash"
"Cole Hamels","Robert Gsellman","Jose Lobaton","Ryan Zimmerman","Daniel Murphy","Chase Headley","Addison Russell","Bryce Harper","David Peralta","Manuel Margot"
"James Paxton","Luis Severino","Austin Hedges","Wil Myers","Cory Spangenberg","Anthony Rendon","Erick Aybar","Bryce Harper","Giancarlo Stanton","AJ Pollock"
"James Paxton","Luis Severino","Jose Lobaton","Wil Myers","Yangervis Solarte","Nolan Arenado","Jean Segura","Bryce Harper","Manuel Margot","Jabari Blash"
"Cole Hamels","Dylan Bundy","Willson Contreras","Anthony Rizzo","Cory Spangenberg","Anthony Rendon","Addison Russell","Bryce Harper","Manuel Margot","Jason Heyward"
"James Paxton","Dylan Bundy","Austin Hedges","Wil Myers","Cory Spangenberg","Anthony Rendon","Jean Segura","Charlie Blackmon","Kyle Schwarber","Manuel Margot"
"Cole Hamels","James Paxton","Austin Hedges","Anthony Rizzo","Daniel Murphy","Jake Lamb","Erick Aybar","Adam Eaton","Manuel Margot","Hunter Renfroe"
"Cole Hamels","Dylan Bundy","Mike Zunino","Anthony Rizzo","Cory Spangenberg","Nolan Arenado","Jean Segura","Adam Eaton","Nelson Cruz","Guillermo Heredia"
"Cole Hamels","Dylan Bundy","Austin Hedges","Wil Myers","Cory Spangenberg","Anthony Rendon","Taylor Motter","Carlos Gonzalez","Mookie Betts","Hunter Renfroe"
"Cole Hamels","Dylan Bundy","Buster Posey","Wil Myers","Daniel Murphy","Anthony Rendon","Erick Aybar","AJ Pollock","Manuel Margot","Hunter Renfroe"
"Jon Lester","Tyler Glasnow","Austin Hedges","Wil Myers","Cory Spangenberg","Anthony Rendon","Taylor Motter","Mike Trout","David Peralta","Manuel Margot"
"Cole Hamels","Matt Shoemaker","Jose Lobaton","Wil Myers","Cory Spangenberg","Nolan Arenado","Erick Aybar","Charlie Blackmon","David Peralta","Manuel Margot"
"Jon Lester","Cole Hamels","Austin Hedges","Wil Myers","Cory Spangenberg","Anthony Rendon","Jean Segura","Nelson Cruz","Jabari Blash","Jaff Decker"
"Cole Hamels","Robert Gsellman","Jose Lobaton","Jay Bruce","Daniel Murphy","Anthony Rendon","Jean Segura","Adam Eaton","AJ Pollock","Manuel Margot"
"Cole Hamels","Luis Severino","JT Realmuto","Wil Myers","Yangervis Solarte","Anthony Rendon","Jean Segura","Kyle Schwarber","Manuel Margot","Hunter Renfroe"
"Cole Hamels","James Paxton","Jose Lobaton","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Taylor Motter","Nelson Cruz","Kyle Schwarber","Jason Heyward"
"Cole Hamels","Dylan Bundy","JT Realmuto","Wil Myers","Yangervis Solarte","Jake Lamb","Erick Aybar","Adam Eaton","Mike Trout","Manuel Margot"
"Cole Hamels","Dylan Bundy","Jose Lobaton","Anthony Rizzo","Daniel Murphy","Kris Bryant","Jean Segura","Kyle Schwarber","Manuel Margot","Jason Heyward"
"Cole Hamels","James Paxton","Jose Lobaton","Ryan Zimmerman","Yangervis Solarte","Anthony Rendon","Jean Segura","Adam Eaton","Hunter Renfroe","Guillermo Heredia"
"Cole Hamels","James Paxton","Willson Contreras","Anthony Rizzo","Cory Spangenberg","Kris Bryant","Taylor Motter","Adam Eaton","Kyle Schwarber","Manuel Margot"
"Jon Lester","Cole Hamels","Robinson Chirinos","Wil Myers","Yangervis Solarte","Jake Lamb","Taylor Motter","Nelson Cruz","Manuel Margot","Jabari Blash"
"Cole Hamels","Dylan Bundy","Robinson Chirinos","Wil Myers","Yangervis Solarte","Nolan Arenado","Jean Segura","Adam Eaton","Hunter Renfroe","Jabari Blash"
"Cole Hamels","Luis Severino","Mike Zunino","Paul Goldschmidt","Daniel Murphy","Jake Lamb","Jean Segura","AJ Pollock","David Peralta","Manuel Margot"
"Jon Lester","Cole Hamels","Mike Zunino","Ryan Zimmerman","Cory Spangenberg","Jake Lamb","Jean Segura","Manuel Margot","Hunter Renfroe","Jabari Blash"
"Cole Hamels","Robert Gsellman","Buster Posey","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Taylor Motter","Adam Eaton","Giancarlo Stanton","Guillermo Heredia"
"Cole Hamels","Tyler Glasnow","James McCann","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Elvis Andrus","Adam Eaton","David Peralta","Hunter Renfroe"
"Cole Hamels","Sean Manaea","Buster Posey","Wil Myers","Cory Spangenberg","Nolan Arenado","Taylor Motter","Giancarlo Stanton","Manuel Margot","Hunter Renfroe"
"James Paxton","Dylan Bundy","Mike Zunino","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Taylor Motter","Adam Eaton","AJ Pollock","Manuel Margot"
"Cole Hamels","Matt Shoemaker","Buster Posey","Wil Myers","Yangervis Solarte","Anthony Rendon","Xander Bogaerts","Adam Eaton","Manuel Margot","Jabari Blash"
"Cole Hamels","Hector Santiago","Mike Zunino","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Erick Aybar","Adam Eaton","Mike Trout","Kyle Schwarber"
"Cole Hamels","Julio Teheran","Mike Zunino","Wil Myers","Cory Spangenberg","Anthony Rendon","Erick Aybar","Carlos Gonzalez","Nelson Cruz","Manuel Margot"
"Jon Lester","Cole Hamels","Mike Zunino","Danny Valencia","Cory Spangenberg","Anthony Rendon","Taylor Motter","Adam Eaton","Manuel Margot","Guillermo Heredia"
