"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Max Scherzer","P","WSH","vs ARI",2.98,"Shipley, R","R",2.94,0,0,6.7,10.7,0.98,NA,12600,43.9,25.1,29.71,29.71,"%",72,2.4,36.75,2.9
"Dan Straily","P","MIA","@ TB",4.46,"Andriese, R 3.86","R",4.15,0,0,5.2,10,1.12,NA,9600,45.2,15.7,16.49,16.49,"%",9,1.7,4.45,0.5
"Zack Wheeler","P","NYM","@ ATL",4.46,"Garcia, L 3.99","R",4.78,0,0,5.3,8.5,1.22,NA,9000,25.2,13.1,13.72,13.72,"%",56,1.5,NA,NA
"John Lackey","P","CHC","vs PHI",2.66,"Eflin, R 2.37","R",5.1,0,0,6,9,1.33,NA,8900,38.8,15.5,23.27,23.27,"%",50,2.6,11.25,1.3
"Ivan Nova","P","PIT","@ CIN",4.11,"Adleman, R 4.70","R",1.5,0,0,7.2,5.5,0.75,NA,8700,38.7,22.6,14.21,14.21,"%",46,1.6,9.5,1.1
"Ian Kennedy","P","KC","vs CWS",3.35,"Holland, L 3.41","R",2.3,0,0,6.3,8,0.99,NA,8500,36.3,18.4,18.39,18.39,"%",51,2.2,2.95,0.3
"Jaime Garcia","P","ATL","vs NYM",4.04,"Wheeler, R 4.78","L",3.99,0,0,5.9,5.2,1.33,NA,8100,23.6,10.8,11.59,11.59,"%",45,1.4,NA,NA
"Jharel Cotton","P","OAK","@ MIN",4.64,"Gibson, R 8.06","R",5,0,0,5.4,6.3,1.56,NA,7800,30.5,10.2,10.59,10.59,"%",3,1.4,27.9,3.6
"Derek Holland","P","CWS","@ KC",4.15,"Kennedy, R 2.30","L",3.41,0,0,5.8,7.1,1.17,NA,7700,28.5,15.1,11.62,11.62,"%",44,1.5,28,3.6
"Ariel Miranda","P","SEA","vs LAA",3.78,"Meyer, R 4.91","L",3.81,0,0,5.2,8.3,1.19,NA,7700,34.4,14.7,13.89,13.89,"%",30,1.8,20.95,2.7
"Joe Musgrove","P","HOU","vs TEX",3.72,"Griffin, R 4.11","R",4.88,0,0,5.5,6.2,1.34,NA,7600,24.6,10.3,13.86,13.86,"%",48,1.8,6.2,0.8
"Adam Wainwright","P","STL","vs MIL",3.33,"Anderson, R 2.10","R",6.12,0,0,5,9.4,1.84,NA,7400,35.6,10.9,15.74,15.74,"%",9,2.1,4.05,0.5
"Matt Andriese","P","TB","vs MIA",4.04,"Straily, R 4.15","R",3.86,0,0,5.6,7.1,1.32,NA,7400,26.4,13,13.66,13.66,"%",51,1.8,30.95,4.2
"Kyle Freeland","P","COL","@ SD",4.22,"Perdomo, R 4.96","L",2.93,0,0,5.5,5.2,1.41,NA,7400,31.5,12.7,11.41,11.41,"%",21,1.5,17.25,2.3
"A.J. Griffin","P","TEX","@ HOU",4.78,"Musgrove, R 4.88","R",4.11,0,0,5.1,9.4,0.85,NA,7300,33.5,17.4,9.82,9.82,"%",32,1.3,23.05,3.2
"Luis Perdomo","P","SD","vs COL",3.78,"Freeland, L 2.93","R",4.96,0,0,5.4,7.2,1.29,NA,6300,24.6,10.5,13.02,13.02,"%",45,2.1,16.7,2.7
"Chase Anderson","P","MIL","@ STL",4.17,"Wainwright, R 6.12","R",2.1,0,0,6,7.2,1.03,NA,6100,28.9,18.1,12.13,12.13,"%",54,2,8.5,1.4
"Zach Eflin","P","PHI","@ CHC",3.84,"Lackey, R 5.10","R",2.37,0,0,6.3,5.3,0.68,NA,5900,16,15.3,10.89,10.89,"%",83,1.8,5.75,1
"Timothy Adleman","P","CIN","vs PIT",3.9,"Nova, R 1.50","R",4.7,0,0,5.1,8.8,1.11,NA,5700,25.8,12.6,11.46,11.46,"%",43,2,19.3,3.4
"Kyle Kendrick","P","BOS","vs BAL",4.52,"Wilson, R 5.40","R",NA,0,0,0,0,0,NA,5500,7,NA,7,7,"%",0,1.3,-7,NA
"Bryce Harper","OF","WSH","vs ARI",5.02,"Shipley, R","L",0.388,0.523,0.357,0,0,0,3,5400,38.3,13.5,14.91,14.91,"%",57,2.8,4,0.7
"Mookie Betts","OF","BOS","vs BAL",4.98,"Wilson, R 5.40","R",0.283,0.348,0.141,0,0,0,3,5300,29.2,8,13.12,13.12,"%",50,2.5,5,0.9
"Alex Meyer","P","LAA","@ SEA",4.72,"Miranda, L 3.81","R",4.91,0,0,3.7,7.3,1.64,NA,5300,8.4,6.7,8.35,8.35,"%",0,1.6,-2.2,NA
"Anthony Rizzo","1B","CHC","vs PHI",3.84,"Eflin, R 2.37","L",0.248,0.371,0.219,0,0,0,3,5200,25.1,9.6,10.2,10.2,"%",61,2,0,NA
"Freddie Freeman","1B","ATL","vs NYM",4.46,"Wheeler, R 4.78","L",0.368,0.517,0.411,0,0,0,3,5200,33.3,13,12.49,12.49,"%",60,2.4,NA,NA
"Kyle Gibson","P","MIN","vs OAK",4.36,"Cotton, R 5.00","R",8.06,0,0,4.5,5.2,1.79,NA,5100,19.5,2.2,8.36,8.36,"%",0,1.6,0.4,0.1
"Manny Machado","3B","BAL","@ BOS",4.52,"Kendrick, R","R",0.214,0.334,0.235,0,0,0,3,5100,26.8,8.1,12.13,12.13,"%",55,2.4,26,5.1
"Trea Turner","SS","WSH","vs ARI",5.02,"Shipley, R","R",0.31,0.375,0.225,0,0,0,1,5100,36,11.3,13.35,13.35,"%",50,2.6,13,2.5
"Kris Bryant","3B","CHC","vs PHI",3.84,"Eflin, R 2.37","R",0.299,0.406,0.252,0,0,0,2,5000,26.2,10.4,10.2,10.2,"%",62,2,16,3.2
"Hanley Ramirez","1B/OF","BOS","vs BAL",4.98,"Wilson, R 5.40","R",0.258,0.341,0.202,0,0,0,4,5000,26,7.7,12.7,12.7,"%",57,2.5,8,1.6
"Xander Bogaerts","SS","BOS","vs BAL",4.98,"Wilson, R 5.40","R",0.333,0.351,0.048,0,0,0,5,5000,20.4,7,10.79,10.79,"%",66,2.2,5,1
"Joey Votto","1B","CIN","vs PIT",4.11,"Nova, R 1.50","L",0.258,0.396,0.33,0,0,0,3,4900,26.6,10,10.57,10.57,"%",60,2.2,20,4.1
"Eric Thames","1B","MIL","@ STL",3.33,"Wainwright, R 6.12","L",0.326,0.494,0.435,0,0,0,2,4900,28.6,12.3,9.08,9.08,"%",60,1.9,7,1.4
"Jose Altuve","2B","HOU","vs TEX",4.78,"Griffin, R 4.11","R",0.31,0.382,0.17,0,0,0,2,4900,29,9.4,12.3,12.3,"%",56,2.5,3,0.6
"Nelson Cruz","OF","SEA","vs LAA",4.72,"Meyer, R 4.91","R",0.327,0.425,0.276,0,0,0,4,4800,27.5,10.1,11.74,11.74,"%",61,2.4,12,2.5
"Carlos Correa","SS","HOU","vs TEX",4.78,"Griffin, R 4.11","R",0.255,0.324,0.153,0,0,0,3,4800,23.4,7.1,11.22,11.22,"%",57,2.3,14,2.9
"Daniel Murphy","2B","WSH","vs ARI",5.02,"Shipley, R","L",0.333,0.401,0.234,0,0,0,5,4800,32,10.5,11.63,11.63,"%",52,2.4,5,1
"Nolan Arenado","3B","COL","@ SD",3.78,"Perdomo, R 4.96","R",0.299,0.399,0.308,0,0,0,3,4700,25.2,9.5,10.4,10.4,"%",61,2.2,2,0.4
"Matt Kemp","OF","ATL","vs NYM",4.46,"Wheeler, R 4.78","R",0.333,0.438,0.362,0,0,0,4,4700,34.7,11.6,10.98,10.98,"%",49,2.3,NA,NA
"Ryan Zimmerman","1B","WSH","vs ARI",5.02,"Shipley, R","R",0.427,0.547,0.448,0,0,0,4,4700,30.5,13.3,12.36,12.36,"%",66,2.6,11,2.3
"Giancarlo Stanton","OF","MIA","@ TB",4.04,"Andriese, R 3.86","R",0.25,0.353,0.25,0,0,0,4,4600,28.2,8.5,10.31,10.31,"%",47,2.2,0,NA
"Andrew Benintendi","OF","BOS","vs BAL",4.98,"Wilson, R 5.40","L",0.307,0.354,0.129,0,0,0,2,4600,24.4,8.3,12.41,12.41,"%",64,2.7,0,NA
"Robinson Cano","2B","SEA","vs LAA",4.72,"Meyer, R 4.91","L",0.27,0.346,0.198,0,0,0,3,4600,25.4,8.4,10.98,10.98,"%",57,2.4,2,0.4
"Jean Segura","SS","SEA","vs LAA",4.72,"Meyer, R 4.91","R",0.319,0.358,0.174,0,0,0,1,4600,27.8,10.9,10.47,10.47,"%",60,2.3,16,3.5
"Charlie Blackmon","OF","COL","@ SD",3.78,"Perdomo, R 4.96","L",0.302,0.388,0.302,0,0,0,1,4600,24.9,10.4,9.71,9.71,"%",63,2.1,2,0.4
"Wil Myers","1B","SD","vs COL",4.22,"Freeland, L 2.93","R",0.314,0.385,0.281,0,0,0,3,4600,27.7,10,10.63,10.63,"%",57,2.3,13,2.8
"Brian Dozier","2B","MIN","vs OAK",4.64,"Cotton, R 5.00","R",0.245,0.332,0.174,0,0,0,1,4500,24.5,9,11.29,11.29,"%",63,2.5,4,0.9
"Adam Jones","OF","BAL","@ BOS",4.52,"Kendrick, R","R",0.276,0.335,0.152,0,0,0,2,4500,23.2,7.5,10.49,10.49,"%",58,2.3,8,1.8
"Dee Gordon","2B","MIA","@ TB",4.04,"Andriese, R 3.86","L",0.286,0.307,0.076,0,0,0,1,4500,22.3,8,9.7,9.7,"%",61,2.2,15,3.3
"Andrew McCutchen","OF","PIT","@ CIN",3.9,"Adleman, R 4.70","R",0.235,0.33,0.204,0,0,0,3,4500,22.1,7.7,9.76,9.76,"%",60,2.2,3,0.7
"Paul Goldschmidt","1B","ARI","@ WSH",2.98,"Scherzer, R 2.94","R",0.313,0.429,0.192,0,0,0,3,4500,23.2,10.7,8.2,8.2,"%",65,1.8,14,3.1
"Miguel Sano","3B","MIN","vs OAK",4.64,"Cotton, R 5.00","R",0.314,0.47,0.372,0,0,0,3,4400,28.5,11.6,10.89,10.89,"%",62,2.5,2,0.5
"Dexter Fowler","OF","STL","vs MIL",4.17,"Anderson, R 2.10","B",0.208,0.292,0.167,0,0,0,1,4400,24.8,7,8.84,8.84,"%",43,2,12,2.7
"Matt Carpenter","1B","STL","vs MIL",4.17,"Anderson, R 2.10","L",0.247,0.355,0.178,0,0,0,3,4400,21.3,7.1,9.9,9.9,"%",60,2.3,8,1.8
"Jonathan Villar","2B","MIL","@ STL",3.33,"Wainwright, R 6.12","B",0.211,0.275,0.14,0,0,0,1,4400,24.6,7.7,7.96,7.96,"%",46,1.8,0,NA
"Jackie Bradley Jr.","OF","BOS","vs BAL",4.98,"Wilson, R 5.40","L",0.184,0.252,0.102,0,0,0,8,4400,18.4,5.4,6.23,6.23,"%",44,1.4,3,0.7
"Christian Yelich","OF","MIA","@ TB",4.04,"Andriese, R 3.86","L",0.275,0.304,0.119,0,0,0,3,4400,24.4,8.7,9.58,9.58,"%",57,2.2,4,0.9
"Gregory Polanco","OF","PIT","@ CIN",3.9,"Adleman, R 4.70","L",0.229,0.289,0.084,0,0,0,4,4400,21,6.6,9.05,9.05,"%",55,2.1,2,0.5
"Dustin Pedroia","2B","BOS","vs BAL",4.98,"Wilson, R 5.40","R",0.279,0.297,0.012,0,0,0,1,4300,17.3,5.2,10.27,10.27,"%",66,2.4,16,3.7
"Mark Trumbo","OF","BAL","@ BOS",4.52,"Kendrick, R","R",0.2,0.245,0.095,0,0,0,5,4300,23,5.9,9.2,9.2,"%",41,2.1,10,2.3
"Kyle Seager","3B","SEA","vs LAA",4.72,"Meyer, R 4.91","L",0.244,0.322,0.122,0,0,0,5,4300,18.8,6.2,9.09,9.09,"%",61,2.1,10,2.3
"Carlos Gonzalez","OF","COL","@ SD",3.78,"Perdomo, R 4.96","L",0.206,0.262,0.113,0,0,0,4,4300,16.7,5.2,8.09,8.09,"%",58,1.9,2,0.5
