"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Jon Lester",12200,"STL@CHC 04:05PM ET",16.193,"CHC"
"SP","Madison Bumgarner",11800,"SD@SF 04:05PM ET",18.575,"SF"
"SP","Carlos Martinez",9600,"STL@CHC 04:05PM ET",20.12,"STL"
"SP","Michael Wacha",9500,"STL@CHC 04:05PM ET",16.424,"STL"
"SP","Adam Wainwright",9200,"STL@CHC 04:05PM ET",11.819,"STL"
"SP","Jeff Samardzija",9100,"SD@SF 04:05PM ET",14.841,"SF"
"SP","Jose Quintana",9000,"STL@CHC 04:05PM ET",16.984,"CHC"
"SP","Johnny Cueto",8900,"SD@SF 04:05PM ET",13.633,"SF"
"SP","Lance Lynn",8800,"STL@CHC 04:05PM ET",16.35,"STL"
"SP","Trevor Cahill",8300,"SD@SF 04:05PM ET",17.841,"SD"
"SP","Jake Arrieta",7800,"STL@CHC 04:05PM ET",13.909,"CHC"
"SP","Jhoulys Chacin",7800,"SD@SF 04:05PM ET",12.941,"SD"
"SP","Eddie Butler",7500,"STL@CHC 04:05PM ET",7.923,"CHC"
"SP","Kyle Hendricks",7400,"STL@CHC 04:05PM ET",12.929,"CHC"
"SP","Matt Moore",7200,"SD@SF 04:05PM ET",9.547,"SF"
"SP","Dinelson Lamet",7000,"SD@SF 04:05PM ET",15.183,"SD"
"SP","Mike Leake",6600,"STL@CHC 04:05PM ET",13.095,"STL"
"SP","Luis Perdomo",6500,"SD@SF 04:05PM ET",10.534,"SD"
"SP","Brett Anderson",6400,"STL@CHC 04:05PM ET",3.65,"CHC"
"SP","John Lackey",6200,"STL@CHC 04:05PM ET",12.045,"CHC"
"SP","Ty Blach",6100,"SD@SF 04:05PM ET",6.742,"SF"
"SP","Luke Weaver",6000,"STL@CHC 04:05PM ET",4.175,"STL"
"SP","Mike Montgomery",5700,"STL@CHC 04:05PM ET",7.015,"CHC"
"1B","Anthony Rizzo",5500,"STL@CHC 04:05PM ET",9.084,"CHC"
"3B","Kris Bryant",5500,"STL@CHC 04:05PM ET",9.122,"CHC"
"SP","Jered Weaver",5200,"SD@SF 04:05PM ET",3.45,"SD"
"RP","Chris Stratton",5100,"SD@SF 04:05PM ET",0.1,"SF"
"SP","John Gant",5000,"STL@CHC 04:05PM ET",6.5,"STL"
"SP","Albert Suarez",5000,"SD@SF 04:05PM ET",0,"SF"
"SP","Anderson Espinoza",5000,"SD@SF 04:05PM ET",0,"SD"
"SP","Zach Lee",4900,"SD@SF 04:05PM ET",4.8,"SD"
"OF","Tommy Pham",4800,"STL@CHC 04:05PM ET",9.806,"STL"
"2B/OF","Ian Happ",4800,"STL@CHC 04:05PM ET",8.103,"CHC"
"SP","Matt Cain",4800,"SD@SF 04:05PM ET",7.026,"SF"
"RP","Miguel Diaz",4700,"SD@SF 04:05PM ET",1.944,"SD"
"2B/SS","Javier Baez",4600,"STL@CHC 04:05PM ET",6.424,"CHC"
"SP","Clayton Richard",4600,"SD@SF 04:05PM ET",9.77,"SD"
"SP","Christian Friedrich",4600,"SD@SF 04:05PM ET",0,"SD"
"C","Willson Contreras",4500,"STL@CHC 04:05PM ET",7.059,"CHC"
"3B/OF","Cory Spangenberg",4500,"SD@SF 04:05PM ET",6.343,"SD"
"SP","Tyler Beede",4500,"SD@SF 04:05PM ET",0,"SF"
"OF","Dexter Fowler",4400,"STL@CHC 04:05PM ET",7.744,"STL"
"OF","Jason Heyward",4400,"STL@CHC 04:05PM ET",6.836,"CHC"
"1B","Matt Carpenter",4400,"STL@CHC 04:05PM ET",7.968,"STL"
"RP","Rob Zastryzny",4400,"STL@CHC 04:05PM ET",0.8,"CHC"
"OF","Denard Span",4400,"SD@SF 04:05PM ET",7.493,"SF"
"1B/C","Buster Posey",4400,"SD@SF 04:05PM ET",7.847,"SF"
"RP","Pedro Strop",4300,"STL@CHC 04:05PM ET",2.794,"CHC"
"2B/OF","Ben Zobrist",4300,"STL@CHC 04:05PM ET",6.224,"CHC"
"RP","Wade Davis",4300,"STL@CHC 04:05PM ET",4.012,"CHC"
"RP","Brian Duensing",4300,"STL@CHC 04:05PM ET",3.549,"CHC"
"RP","Hector Rondon",4300,"STL@CHC 04:05PM ET",3.014,"CHC"
"RP","Justin Grimm",4300,"STL@CHC 04:05PM ET",2.742,"CHC"
"RP","Koji Uehara",4300,"STL@CHC 04:05PM ET",3.05,"CHC"
"RP","Dylan Floro",4300,"STL@CHC 04:05PM ET",2.983,"CHC"
"RP","Felix Pena",4300,"STL@CHC 04:05PM ET",3.7,"CHC"
"3B","Jedd Gyorko",4300,"STL@CHC 04:05PM ET",7.678,"STL"
"RP","Carl Edwards Jr.",4300,"STL@CHC 04:05PM ET",3.66,"CHC"
"SS","Addison Russell",4300,"STL@CHC 04:05PM ET",6.115,"CHC"
"RP","Alec Mills",4300,"STL@CHC 04:05PM ET",0,"CHC"
"SP","Robbie Erlin",4300,"SD@SF 04:05PM ET",0,"SD"
"RP","Seth Frankoff",4200,"STL@CHC 04:05PM ET",2.1,"CHC"
"RP","Brad Hand",4200,"SD@SF 04:05PM ET",4.3,"SD"
"1B","Wil Myers",4200,"SD@SF 04:05PM ET",8.138,"SD"
"RP","Kirby Yates",4200,"SD@SF 04:05PM ET",3.979,"SD"
"RP","Jose Valdez",4200,"SD@SF 04:05PM ET",3.061,"SD"
"SP","Jarred Cosart",4200,"SD@SF 04:05PM ET",4.257,"SD"
"SP","Jake Esch",4200,"SD@SF 04:05PM ET",-1.2,"SD"
