"Anthony Rizzo_CHC","Kris Bryant_CHC","Tommy Pham_STL","Ian Happ_CHC","Javier Baez_CHC","Willson Contreras_CHC","Cory Spangenberg_SD","Dexter Fowler_STL","Jason Heyward_CHC","Matt Carpenter_STL","Denard Span_SF","Buster Posey_SF","Ben Zobrist_CHC","Jedd Gyorko_STL","Addison Russell_CHC","Wil Myers_SD","Hunter Renfroe_SD","Kyle Schwarber_CHC","Paul DeJong_STL","Randal Grichuk_STL","Aledmys Diaz_STL","Stephen Piscotty_STL","Ryan Schimpf_SD","Manuel Margot_SD","Eduardo Nunez_SF","Yadier Molina_STL","Brandon Belt_SF","Jose Pirela_SD","Luke Voit_STL","Jeimer Candelario_CHC","Hunter Pence_SF","Jabari Blash_SD","Kolten Wong_STL","Albert Almora_CHC","Nick Hundley_SF","Brandon Crawford_SF","Hector Sanchez_SD","Austin Hedges_SD","Christian Arroyo_SF","Jon Jay_CHC","Magneuris Sierra_STL","Yangervis Solarte_SD","Jarrett Parker_SF","Joe Panik_SF","Carlos Asuaje_SD","Alex Dickerson_SD","Victor Caratini_CHC","Mark Zagunis_CHC","Travis Jankowski_SD","Mac Williamson_SF","Erick Aybar_SD","Kelby Tomlinson_SF","Franchy Cordero_SD","Gorkys Hernandez_SF","Allen Cordoba_SD","Jae-gyun Hwang_SF","Aaron Hill_SF","Matt Szczur_SD","Jose Martinez_STL","Greg Garcia_STL","Tommy La Stella_CHC","Harrison Bader_STL","Chase d'Arnaud_SD","Justin Ruggiano_SF","Conor Gillaspie_SF","Christian Bethancourt_SD","Luis Urias_SD","Michael Morse_SF","Tim Federowicz_SF","Austin Slater_SF","Ryder Jones_SF","Orlando Calixte_SF","Carson Kelly_STL","Eric Fryer_STL","Chris Marrero_SF","Chad Huffman_STL","Alex Mejia_STL","Jose Rondon_SD","Miguel Gomez_SF","Luis Torrens_SD"
52,51,0,20,35,38,0,0,42,0,0,0,52,0,40,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,46,0,0,0,0,52,0,66,0,0,0,71,0,0,0,0,31,40,50,45,0,0,0,62,0,0,7,0,0,0,34,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0
66,63,0,31,46,47,0,0,45,0,0,0,40,0,67,0,0,42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,33,0,0,0,0,0,28,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,85,76,0,0,0,0,0,42,56,0,0,0,28,0,0,0,14,0,0,0,0,7,62,0,0,0,64,0,0,18,0,0,0,13,0,64,0,20,0,31,0,0,18,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,76,79,0,0,0,0,0,41,51,0,0,0,24,0,0,0,8,0,0,0,0,4,61,0,0,0,63,0,0,13,0,0,0,13,0,58,0,18,0,32,0,0,16,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
58,55,0,27,39,40,0,0,46,0,0,0,41,0,42,0,0,59,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,34,0,0,0,0,24,0,35,0,0,0,31,0,0,0,0,38,11,19,28,0,0,0,32,0,0,9,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0
0,0,23,0,0,0,0,33,0,45,0,0,0,40,0,0,0,0,11,52,39,33,0,0,0,45,0,0,7,0,0,0,31,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0
0,0,36,0,0,0,0,51,0,57,0,0,0,50,0,0,0,0,19,39,64,43,0,0,0,53,0,0,0,0,0,0,35,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
0,0,29,0,0,0,0,44,0,53,0,0,0,45,0,0,0,0,28,33,43,59,0,0,0,47,0,0,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,42,41,0,0,0,0,0,43,33,0,0,0,0,0,0,0,5,0,0,0,0,2,34,0,0,0,42,0,0,0,0,0,0,13,0,37,0,5,0,16,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,56,51,0,0,0,0,0,33,57,0,0,0,14,0,0,0,13,0,0,0,0,7,42,0,0,0,41,0,0,15,0,0,0,12,0,50,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,42,59,0,0,0,0,0,0,0,0,0,0,0,0,68,0,61,0,0,0,46,0,0,0,18,50,0,0,27,0,0,0,6,57,0,0,0,0,0,8,0,4,0,34,0,0,10,0,0,0,0,0,0,10,6,0,0,5,0,7,0,5,0,0,9,0,0,0,0,0
0,0,44,0,0,0,0,55,0,66,0,0,0,62,0,0,0,0,32,45,53,47,0,0,0,73,0,0,9,0,0,0,35,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,61,70,0,0,0,0,0,0,0,0,0,0,0,0,61,0,84,0,0,0,57,0,0,0,22,69,0,0,27,0,0,0,6,71,0,0,0,0,0,9,0,8,0,37,0,7,12,0,0,0,0,0,0,11,9,0,0,5,0,20,3,5,0,0,9,0,0,0,0,0
0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,28,24,0,0,0,0,0,0,14,0,0,0,30,0,0,0,5,0,0,0,0,5,18,0,0,0,10,0,0,18,0,0,0,0,0,22,0,12,0,10,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,9,0,0,0,0,3,0,9,0,0,0,7,0,0,0,0,9,7,0,6,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
6,3,0,5,6,5,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,40,56,0,0,0,0,0,0,0,0,0,0,0,0,46,0,57,0,0,0,65,0,0,0,20,48,0,0,14,0,0,0,7,55,0,0,0,0,0,0,0,9,0,33,0,8,11,0,0,0,0,0,0,0,7,0,0,4,0,20,3,2,0,0,8,0,0,0,0,0
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,5,13,0,0,0,5,0,0,0,14,0,0,0,0,3,9,0,0,0,8,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,20,0,0,0,0,35,0,41,0,0,0,34,0,0,0,0,4,31,35,27,0,0,0,35,0,0,0,0,0,0,44,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
39,34,0,20,33,33,0,0,20,0,0,0,15,0,33,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,41,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,22,0,0,0,20,0,0,0,28,21,0,0,7,0,0,0,2,23,0,0,0,0,0,2,0,7,0,13,0,2,6,0,0,0,0,0,0,3,5,0,0,2,0,8,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,62,61,0,0,0,0,0,0,0,0,0,0,0,0,50,0,69,0,0,0,48,0,0,0,21,73,0,0,14,0,0,0,6,63,0,0,0,0,0,9,0,6,0,27,0,8,10,0,0,0,0,0,0,10,4,0,0,0,0,21,3,5,0,0,8,0,0,0,0,0
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,2,7,0,0,0,5,0,0,0,3,0,0,0,0,8,0,0,0,0,2,0,0,6,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,62,61,0,0,0,0,0,34,42,0,0,0,18,0,0,0,9,0,0,0,0,0,64,0,0,0,53,0,0,10,0,0,0,11,0,45,0,13,0,25,0,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12,27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,14,0,0,0,7,14,0,0,30,0,0,0,0,25,0,0,0,0,0,9,0,3,0,16,0,0,0,0,0,0,0,0,0,11,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
35,34,0,19,27,23,0,0,18,0,0,0,17,0,28,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0,0,0,7,0,11,0,0,0,9,0,0,0,0,5,4,7,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,64,63,0,0,0,0,0,42,41,0,0,0,10,0,0,0,8,0,0,0,0,2,53,0,0,0,66,0,0,0,0,0,0,13,0,47,0,16,0,29,0,0,14,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,7,0,0,0,2,6,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,55,65,0,0,0,0,0,0,0,0,0,0,0,0,57,0,71,0,0,0,55,0,0,0,23,63,0,0,25,0,0,0,7,79,0,0,0,0,0,9,0,5,0,37,0,7,6,0,0,0,0,0,0,10,9,0,0,7,0,17,3,5,0,0,7,0,0,0,0,0
0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,15,0,0,0,18,0,0,0,5,0,0,0,0,6,10,0,0,0,0,0,0,19,0,0,0,0,0,17,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,3,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,2,9,0,0,9,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,64,58,0,0,0,0,0,37,50,0,0,0,22,0,0,0,13,0,0,0,0,8,45,0,0,0,47,0,0,17,0,0,0,11,0,67,0,10,0,18,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,9,0,0,0,7,6,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,11,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,20,18,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,2,13,0,0,0,16,0,0,4,0,0,0,0,0,10,0,21,0,14,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,18,40,0,0,0,0,0,0,0,0,0,0,0,0,34,0,37,0,0,0,33,0,0,0,13,27,0,0,16,0,0,0,0,37,0,0,0,0,0,0,0,8,0,44,0,4,7,0,0,0,0,0,0,6,5,0,0,4,0,8,2,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,31,32,0,0,0,0,0,16,12,0,0,0,10,0,0,0,0,0,0,0,0,0,25,0,0,0,29,0,0,3,0,0,0,0,0,18,0,14,0,33,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,2,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,11,0,0,0,6,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,6,8,0,0,0,8,0,0,0,2,0,0,0,0,0,13,0,0,0,14,0,0,3,0,0,0,0,0,15,0,3,0,5,0,0,19,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,17,0,0,0,0,16,0,23,0,0,0,21,0,0,0,0,16,12,19,18,0,0,0,21,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0
0,0,19,0,0,0,0,17,0,25,0,0,0,16,0,0,0,0,12,16,12,19,0,0,0,17,0,0,5,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
7,4,0,7,6,4,0,0,2,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,2,0,5,0,6,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,3,10,0,0,11,0,0,0,0,10,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,7,0,0,0,5,4,0,0,5,0,0,0,3,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,2,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,0,0,20,0,0,0,8,21,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6,0,8,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0,0,0,10,0,14,0,0,0,9,0,0,0,0,5,6,10,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,8,0,0,0,4,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
