"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Jose Quintana",10700,"TEX@CWS 02:10PM ET",15.625,"CWS","TEX",17.84,15.1,16.61,NA,8.95
"SP","Luis Severino",9900,"NYY@HOU 02:10PM ET",21.23,"NYY","HOU",20.5,14,16.135,NA,7.4
"SP","Jeff Samardzija",9600,"SF@PIT 01:35PM ET",15.782,"SF","PIT",23.97,18,14.3005,NA,19.9
"SP","Drew Pomeranz",9000,"BOS@TOR 01:07PM ET",16.873,"BOS","TOR",20.11,12.9,15.378,NA,17.3
"SP","Justin Verlander",8700,"CLE@DET 01:10PM ET",14.975,"DET","CLE",23.41,13.5,17.8545,NA,-13.7
"SP","Alex Cobb",8200,"TB@BAL 01:35PM ET",14.075,"TB","BAL",16.84,13.2,13.5695,NA,3.45
"SP","Dan Straily",7900,"MIA@MIL 02:10PM ET",16.941,"MIA","MIL",17.13,17,14.877,NA,15.9
"SP","Mike Fiers",7600,"NYY@HOU 02:10PM ET",13.241,"HOU","NYY",NA,13,15.157,NA,19.4
"SP","Jake Arrieta",7500,"CHC@CIN 01:10PM ET",12.942,"CHC","CIN",20.58,15.8,18.7675,NA,29.95
"SP","Tyson Ross",7300,"TEX@CWS 02:10PM ET",10.267,"TEX","CWS",14.46,13,15.197,NA,3.25
"SP","Mike Clevinger",7100,"CLE@DET 01:10PM ET",15.66,"CLE","DET",NA,14.1,10.634,NA,25.3
"SP","Rafael Montero",6900,"PHI@NYM 01:10PM ET",4.263,"NYM","PHI",15.69,19.6,12.416,NA,12.25
"SP","Kevin Gausman",6800,"TB@BAL 01:35PM ET",7.735,"BAL","TB",15.49,14.7,14.824,NA,35.35
"SP","Nick Pivetta",6700,"PHI@NYM 01:10PM ET",11.517,"PHI","NYM",NA,14,10.284,NA,22.75
"SP","Junior Guerra",6500,"MIA@MIL 02:10PM ET",9.344,"MIL","MIA",15.01,12,12.51,NA,7.8
"RP","Trevor Williams",6300,"SF@PIT 01:35PM ET",8.3,"PIT","SF",15.67,11.3,8.928,NA,13.1
"SP","Tim Adleman",5900,"CHC@CIN 01:10PM ET",13.236,"CIN","CHC",13.63,13.3,12.61,NA,NA
"SP","Joe Biagini",5300,"BOS@TOR 01:07PM ET",6.417,"TOR","BOS",NA,10.4,11.879,NA,4.8
"SP","Hector Santiago",4600,"MIN@KC 02:15PM ET",8.911,"MIN","KC",12.13,11,9.894,NA,-0.1
"RP","Travis Wood",4500,"MIN@KC 02:15PM ET",1.548,"KC","MIN",11.56,12.7,12.304,NA,6.8
