"Place_lo","Place_hi","Payout"
1st	$15,000.00
2nd	$10,000.00
3rd	$7,000.00
4th	$5,000.00
5th	$3,000.00
6th	$2,000.00
7th - 8th	$1,500.00
9th - 10th	$1,000.00
11th - 15th	$750.00
16th - 25th	$500.00
26th - 35th	$300.00
36th - 60th	$200.00
61st - 100th	$150.00
101st - 150th	$125.00
151st - 250th	$100.00
251st - 450th	$75.00
451st - 775th	$60.00
776th - 1365th	$50.00
