"Place_lo","Place_hi","Payout"
"1","1","50"
"2","2","40"
"3","3","30"
"4","4","20"
"5","5","15"
"6","6","10"
"7","8","8"
"9","10","6"
"11","20","4"
"21","39","3"
"40","84","2"
"85","164","1.5"
