"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,786355474,"cbs847",0,206.45,"OF Brandon Moss C Brian McCann OF Alex Gordon P Chris Sale SS Jordy Mercer 2B José Altuve P Mike Fiers OF George Springer 1B Josh Bell 3B Colin Moran",NA,"Brandon Moss","40.16%",7
2,786125991,"reztes757 (1/20)",0,204.95,"OF Brandon Moss OF Andrew McCutchen C Francisco Cervelli P Yu Darvish 2B Josh Harrison 3B Nolan Arenado OF Gregory Polanco SS Marcus Semien 1B Josh Bell P Aaron Nola",NA,"Jeff Samardzija","37.56%",0.35
2,786201790,"bric75 (10/10)",0,204.95,"OF Andrew McCutchen 3B David Freese OF Brandon Belt P Yu Darvish C Buster Posey SS Brandon Crawford 2B Josh Harrison OF Starling Marte 1B Josh Bell P Aaron Nola",NA,"Aaron Nola","35.56%",31.55
4,786126687,"Awesemo (18/30)",0,204.45,"OF Brandon Moss C Francisco Cervelli 3B Mike Moustakas P Chris Sale 2B Josh Harrison OF Starling Marte SS Ramón Torres 1B Josh Bell P Aaron Nola OF Michael Conforto",NA,"Ramón Torres","31.17%",0
5,786157314,"pianoclub (1/30)",0,200.45,"OF Andrew McCutchen P Chris Sale 2B Josh Harrison C Josh Phegley OF Starling Marte OF Gregory Polanco SS Marcus Semien 1B Josh Bell P Aaron Nola 3B Ryon Healy",NA,"Max Scherzer","29.87%",13.25
6,786140301,"Ebonwraith",0,199.45,"OF Brandon Moss OF Andrew McCutchen C Francisco Cervelli P Chris Sale SS Freddy Galvis 2B Josh Harrison OF Starling Marte 1B Josh Bell P Aaron Nola 3B Matt Chapman",NA,"Salvador Perez","25.37%",9
6,786216048,"bryito12 (1/5)",0,199.45,"OF Andrew McCutchen 3B Mike Moustakas P Chris Sale 2B Josh Harrison C Héctor Sánchez OF Starling Marte OF Gregory Polanco SS Ramón Torres 1B Josh Bell P Aaron Nola",NA,"Chris Sale","24.38%",31.9
8,786265177,"TBAP",0,198.35,"OF Andrew McCutchen C Francisco Cervelli P Jaime García P Yu Darvish 3B Nolan Arenado OF Starling Marte 2B Jonathan Schoop OF Gregory Polanco SS Trevor Story 1B Josh Bell",NA,"Mike Moustakas","22.68%",16
9,786222335,"reztes757 (10/20)",0,190.35,"1B Edwin Encarnacion OF Andrew McCutchen C Francisco Cervelli P Yu Darvish 2B Josh Harrison OF Starling Marte P Zack Godley OF Gregory Polanco SS Francisco Lindor 3B José Ramírez",NA,"Ryon Healy","17.58%",8
10,786325663,"DAN20122",0,190.1,"OF Andrew McCutchen OF Gerardo Parra 2B Josh Harrison 3B Nolan Arenado P Mike Fiers OF Starling Marte C Tony Wolters SS Trevor Story 1B Josh Bell P Aaron Nola",NA,"Joey Votto","16.58%",0
11,786162494,"pianoclub (7/30)",0,188.85,"OF Andrew McCutchen P Chris Sale 2B Josh Harrison C Josh Phegley OF Starling Marte P Zack Godley OF Gregory Polanco SS Marcus Semien 1B Josh Bell 3B Ryon Healy",NA,"José Altuve","16.58%",14
12,786149732,"youdacao (3/30)",0,186.25,"OF Brandon Moss OF Andrew McCutchen C Francisco Cervelli OF Alex Gordon P Jeff Samardzija 3B David Freese P Chris Sale 2B Whit Merrifield SS Marcus Semien 1B Josh Bell",NA,"Giancarlo Stanton","16.08%",9
13,786162509,"pianoclub (22/30)",0,184.85,"OF Andrew McCutchen P Jaime García P Chris Sale OF Charlie Blackmon 2B Josh Harrison C Josh Phegley OF Starling Marte SS Marcus Semien 1B Josh Bell 3B Ryon Healy",NA,"Alex Wood","15.28%",-3.3
14,786217558,"reztes757 (9/20)",0,183.75,"OF Andrew McCutchen C Francisco Cervelli P Jeff Samardzija P Yu Darvish 3B Mike Moustakas 2B Scooter Gennett OF Starling Marte OF Gregory Polanco SS Marcus Semien 1B Josh Bell",NA,"Scooter Gennett","15.18%",7
15,786194349,"dahladino (1/16)",0,183.45,"OF Brandon Moss OF Andrew McCutchen 3B David Freese P Chris Sale C Salvador Perez 2B Josh Harrison OF Starling Marte SS Ramón Torres 1B Josh Bell P Aaron Nola",NA,"Lorenzo Cain","14.59%",3
16,786220550,"bcalicore (3/5)",0,182.8,"OF Andrew McCutchen C Francisco Cervelli OF Josh Reddick SS Jordy Mercer 3B Josh Harrison 2B José Altuve OF George Springer P Trevor Bauer 1B Josh Bell P Aaron Nola",NA,"Steven Matz","13.89%",9.85
16,786262358,"Dinkpiece (3/3)",0,182.8,"OF Brandon Moss OF Andrew McCutchen P Max Scherzer C Salvador Perez 2B Josh Harrison OF Starling Marte SS Marcus Semien 1B Josh Bell P Aaron Nola 3B Ryon Healy",NA,"George Springer","13.59%",16
18,786230628,"twomindsbluff (6/10)",0,180.95,"OF Brandon Moss OF Andrew McCutchen OF Josh Reddick P Yu Darvish 3B Mike Moustakas 2B Scooter Gennett SS Marcus Semien C Gary Sánchez P Aaron Nola 1B Yuli Gurriel",NA,"Zack Cozart","13.49%",0
19,786149737,"youdacao (8/30)",0,179.45,"OF Andrew McCutchen OF Alex Gordon P Chris Sale C Salvador Perez 3B Josh Harrison 1B José Abreu OF Starling Marte 2B Whit Merrifield SS Ramón Torres P Aaron Nola",NA,"Andrew McCutchen","13.29%",25
