"Paul Goldschmidt_ARI","Eric Thames_MIL","Jake Lamb_ARI","Eduardo Nunez_SF","Ryan Braun_MIL","Domingo Santana_MIL","Travis Shaw_MIL","Buster Posey_SF","AJ Pollock_ARI","Brandon Belt_SF","Brandon Crawford_SF","Wil Myers_SD","Austin Hedges_SD","Denard Span_SF","David Peralta_ARI","Chris Owings_ARI","Ryan Schimpf_SD","Hunter Pence_SF","Hernan Perez_MIL","Nick Ahmed_ARI","Manuel Margot_SD","Keon Broxton_MIL","Yangervis Solarte_SD","Alex Dickerson_SD","Hunter Renfroe_SD","Eric Sogard_MIL","Jonathan Villar_MIL","Jarrett Parker_SF","Joe Panik_SF","Christian Arroyo_SF","Nick Hundley_SF","Jeremy Hazelbaker_ARI","Yasmany Tomas_ARI","Jesus Aguilar_MIL","Mac Williamson_SF","Rey Fuentes_ARI","Travis Jankowski_SD","Nick Franklin_MIL","Gregor Blanco_ARI","Chris Iannetta_ARI","Matt Szczur_SD","Chris Herrmann_ARI","Brandon Drury_ARI","Socrates Brito_ARI","Kelby Tomlinson_SF","Daniel Descalso_ARI","Chase d'Arnaud_SD","Jett Bandy_MIL","Christian Bethancourt_SD","Aaron Hill_SF","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Allen Cordoba_SD","Gorkys Hernandez_SF","Conor Gillaspie_SF","Orlando Arcia_MIL","Cory Spangenberg_SD","Justin Ruggiano_SF","Austin Slater_SF","Michael Morse_SF","Brett Phillips_MIL","Orlando Calixte_SF","Jabari Blash_SD","Franchy Cordero_SD","Tim Federowicz_SF","Erick Aybar_SD","Hector Sanchez_SD","Jose Pirela_SD","Chris Marrero_SF","Luis Torrens_SD","Jeff Mathis_ARI"
56,0,52,0,0,0,0,0,31,0,0,0,0,0,41,48,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,0,0,12,17,0,18,45,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
0,46,0,0,25,35,39,0,0,0,0,0,0,0,0,0,0,0,30,0,0,36,0,0,0,7,40,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,25,0,0,21,5,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,54,0,0,0,0,0,29,0,0,0,0,0,42,45,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,12,16,0,20,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0,0,0,54,0,0,0,46,0,49,38,0,0,30,0,0,0,33,0,0,0,0,0,0,0,0,0,6,48,26,16,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,24,6,0,0,10,0,5,0,5,0,0,0,0,0,0,9,0,0
0,25,0,0,28,22,24,0,0,0,0,0,0,0,0,0,0,0,17,0,0,21,0,0,0,0,26,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,15,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,0,0,22,45,36,0,0,0,0,0,0,0,0,0,0,0,30,0,0,38,0,0,0,9,40,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,24,0,0,21,2,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,0,0,24,36,47,0,0,0,0,0,0,0,0,0,0,0,30,0,0,37,0,0,0,6,41,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,25,0,0,22,5,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,46,0,0,0,48,0,44,34,0,0,25,0,0,0,27,0,0,0,0,0,0,0,0,0,4,42,26,9,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,23,4,0,0,12,0,5,0,5,0,0,0,0,0,0,6,0,0
31,0,29,0,0,0,0,0,32,0,0,0,0,0,23,30,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,11,0,9,26,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,0,0,49,0,0,0,44,0,54,40,0,0,33,0,0,0,31,0,0,0,0,0,0,0,0,0,6,48,26,16,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,21,7,0,0,11,0,5,0,5,0,0,0,0,0,0,9,0,0
0,0,0,38,0,0,0,34,0,40,42,0,0,33,0,0,0,21,0,0,0,0,0,0,0,0,0,6,38,14,14,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,2,0,0,10,0,0,0,5,0,0,0,0,0,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,54,44,0,0,0,42,0,0,0,41,0,53,0,52,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,24,0,0,0,0,0,7,7,0,42,2,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,44,45,0,0,0,34,0,0,0,34,0,44,0,43,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,22,0,0,0,0,0,7,5,0,34,0,0,0,0,0
0,0,0,30,0,0,0,25,0,33,33,0,0,34,0,0,0,15,0,0,0,0,0,0,0,0,0,6,31,12,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,8,0,0,0,5,0,0,0,0,0,0,6,0,0
41,0,42,0,0,0,0,0,23,0,0,0,0,0,43,34,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,10,12,0,16,35,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
48,0,45,0,0,0,0,0,30,0,0,0,0,0,34,49,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,11,14,0,15,38,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,0,0,0,0,0,0,0,0,0,0,42,34,0,0,0,43,0,0,0,33,0,42,0,41,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,15,0,0,0,0,0,5,5,0,37,2,0,0,7,0
0,0,0,33,0,0,0,27,0,31,21,0,0,15,0,0,0,35,0,0,0,0,0,0,0,0,0,7,32,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,17,7,0,0,0,0,4,0,2,0,0,0,0,0,0,8,0,0
0,30,0,0,17,30,30,0,0,0,0,0,0,0,0,0,0,0,39,0,0,29,0,0,0,7,34,0,0,0,0,0,0,12,0,0,0,9,0,0,0,0,0,0,0,0,0,21,0,0,18,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,25,0,0,0,0,0,13,0,0,0,0,0,13,19,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,8,11,0,12,21,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,41,34,0,0,0,33,0,0,0,41,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0,0,0,0,0,7,0,0,36,2,0,0,6,0
0,36,0,0,21,38,37,0,0,0,0,0,0,0,0,0,0,0,29,0,0,45,0,0,0,8,39,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,24,0,0,21,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,53,44,0,0,0,42,0,0,0,40,0,54,0,52,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,24,0,0,0,0,0,7,7,0,42,2,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,52,43,0,0,0,41,0,0,0,40,0,52,0,53,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,23,0,0,0,0,0,6,7,0,41,2,0,0,9,0
0,7,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,10,5,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0,26,40,41,0,0,0,0,0,0,0,0,0,0,0,34,0,0,39,0,0,0,5,49,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0,0,0,0,0,0,25,0,0,24,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,0,4,0,6,6,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,7,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,48,0,0,0,42,0,48,38,0,0,31,0,0,0,32,0,0,0,0,0,0,0,0,0,7,53,25,17,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,21,8,0,0,10,0,7,0,5,0,0,0,0,0,0,7,0,0
0,0,0,26,0,0,0,26,0,26,14,0,0,12,0,0,0,13,0,0,0,0,0,0,0,0,0,0,25,29,7,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,5,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16,0,0,0,9,0,16,14,0,0,11,0,0,0,14,0,0,0,0,0,0,0,0,0,2,17,7,19,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,6,3,0,0,3,0,2,0,0,0,0,0,0,0,0,4,0,0
4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,36,0,0,0,0,0,26,0,0,0,0,0,27,37,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,6,12,0,8,36,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
0,9,0,0,4,16,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,17,0,0,0,7,14,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8,0,0,0,8,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,13,0,0,0,12,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0,8,0,0,2,4,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,12,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,2,0,5,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
17,0,16,0,0,0,0,0,11,0,0,0,0,0,12,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,2,18,0,3,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,6,0,0,0,6,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,2,0
18,0,20,0,0,0,0,0,9,0,0,0,0,0,16,15,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,3,0,20,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
45,0,43,0,0,0,0,0,26,0,0,0,0,0,35,38,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,8,15,0,13,47,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,16,0,0,0,0,0,9,0,0,0,0,0,15,16,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,6,8,0,9,12,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,3,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,25,0,0,13,24,25,0,0,0,0,0,0,0,0,0,0,0,21,0,0,24,0,0,0,6,25,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,0,4,0,6,4,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,21,0,0,15,21,22,0,0,0,0,0,0,0,0,0,0,0,18,0,0,21,0,0,0,4,24,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,21,17,0,0,0,16,0,0,0,10,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,9,0,0,0,0,0,0,6,0,14,0,0,0,5,0
0,0,0,24,0,0,0,23,0,21,10,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,21,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,24,3,0,0,6,0,4,0,0,0,0,0,0,0,0,4,0,0
0,0,0,6,0,0,0,4,0,7,2,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0,25,38,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0,41,0,0,0,7,42,0,0,0,0,0,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,0,25,4,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,24,22,0,0,0,15,0,0,0,17,0,24,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,25,0,0,0,0,0,3,3,0,19,0,0,0,3,0
0,0,0,10,0,0,0,12,0,11,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,5,0,5,5,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,5,0,0,0,7,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,7,0,0,0,0,0
