"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Paul Goldschmidt",5400,"SD@ARI 03:40PM ET",11.049,"ARI","SD",11.1,11.7,11.34,NA,"3","3",14
"1B/OF","Eric Thames",5200,"SF@MIL 02:10PM ET",9.66,"MIL","SF",7.09,9.2,7.95,NA,"2","2",20
"3B","Jake Lamb",5200,"SD@ARI 03:40PM ET",10.368,"ARI","SD",6.4,7.3,8.36,NA,"7","7",4
"3B/OF","Eduardo Nunez",4800,"SF@MIL 02:10PM ET",7.702,"SF","MIL",7.77,9.1,9.1,NA,"2","2",20
"OF","Ryan Braun",4700,"SF@MIL 02:10PM ET",8.581,"MIL","SF",NA,0,NA,NA,"x","x",NA
"OF","Domingo Santana",4600,"SF@MIL 02:10PM ET",8.375,"MIL","SF",6.61,7,6.94,NA,"5","5",15
"3B","Travis Shaw",4600,"SF@MIL 02:10PM ET",9.231,"MIL","SF",6.84,7.4,1.69,NA,"4","4",21
"1B/C","Buster Posey",4500,"SF@MIL 02:10PM ET",8.18,"SF","MIL",8.49,0,8.66,NA,"x","x",NA
"OF","AJ Pollock",4500,"SD@ARI 03:40PM ET",9.135,"ARI","SD",NA,0,NA,NA,"x","x",NA
"1B/OF","Brandon Belt",4300,"SF@MIL 02:10PM ET",7.814,"SF","MIL",9.06,11.1,9.04,NA,"4","4",4
"SS","Brandon Crawford",4100,"SF@MIL 02:10PM ET",6.478,"SF","MIL",7.2,9.2,7.76,NA,"5","5",7
"1B","Wil Myers",4100,"SD@ARI 03:40PM ET",8.186,"SD","ARI",8.49,10.9,9.27,NA,"3","3",12
"C","Austin Hedges",4100,"SD@ARI 03:40PM ET",5.661,"SD","ARI",6.23,8.6,6.2,NA,"5","5",7
"OF","Denard Span",4000,"SF@MIL 02:10PM ET",6.459,"SF","MIL",6.7,10.2,7.93,NA,"1","1",12
"OF","David Peralta",4000,"SD@ARI 03:40PM ET",7.115,"ARI","SD",5.67,0,2.05,NA,"x","x",NA
"OF/SS","Chris Owings",4000,"SD@ARI 03:40PM ET",7.776,"ARI","SD",8.11,8.7,8.63,NA,"4","4",16
"3B","Ryan Schimpf",4000,"SD@ARI 03:40PM ET",6.5,"SD","ARI",5.95,0,7.62,NA,"x","x",NA
"OF","Hunter Pence",3900,"SF@MIL 02:10PM ET",5.293,"SF","MIL",5.95,0,7.01,NA,"x","x",NA
"3B/OF","Hernan Perez",3900,"SF@MIL 02:10PM ET",6.925,"MIL","SF",5.95,0,7.21,NA,"x","x",NA
"SS","Nick Ahmed",3900,"SD@ARI 03:40PM ET",6.024,"ARI","SD",5.84,7.2,7.77,NA,"8","8",8
"OF","Manuel Margot",3700,"SD@ARI 03:40PM ET",6.553,"SD","ARI",NA,0,NA,NA,"x","x",NA
"OF","Keon Broxton",3600,"SF@MIL 02:10PM ET",7.091,"MIL","SF",5.94,6.2,6.66,NA,"8","8",0
"2B","Yangervis Solarte",3600,"SD@ARI 03:40PM ET",6.271,"SD","ARI",7.26,9.1,7.86,NA,"2","2",5
"OF","Alex Dickerson",3600,"SD@ARI 03:40PM ET",0,"SD","ARI",NA,0,NA,NA,"x","x",NA
"OF","Hunter Renfroe",3600,"SD@ARI 03:40PM ET",7.068,"SD","ARI",8.14,10.3,7.58,NA,"4","4",10
"2B/SS","Eric Sogard",3500,"SF@MIL 02:10PM ET",8.429,"MIL","SF",6.06,6.9,1.55,NA,"1","1",24
"2B","Jonathan Villar",3500,"SF@MIL 02:10PM ET",7.351,"MIL","SF",5.85,7,8.57,NA,"7","7",0
"OF","Jarrett Parker",3500,"SF@MIL 02:10PM ET",2.667,"SF","MIL",NA,0,NA,NA,"x","x",NA
"2B","Joe Panik",3500,"SF@MIL 02:10PM ET",5.842,"SF","MIL",6.09,9.4,6.37,NA,"3","3",21
"3B/SS","Christian Arroyo",3500,"SF@MIL 02:10PM ET",5.059,"SF","MIL",NA,0,NA,NA,"x","x",NA
"C","Nick Hundley",3400,"SF@MIL 02:10PM ET",3.714,"SF","MIL",5.32,6.9,1.52,NA,"6","6",10
"OF","Jeremy Hazelbaker",3400,"SD@ARI 03:40PM ET",3,"ARI","SD",NA,0,2.02,NA,"x","x",NA
"OF","Yasmany Tomas",3400,"SD@ARI 03:40PM ET",6.896,"ARI","SD",NA,0,NA,NA,"x","x",NA
"1B","Jesus Aguilar",3300,"SF@MIL 02:10PM ET",4.536,"MIL","SF",NA,6.7,7.3,NA,"3","3",5
"OF","Mac Williamson",3300,"SF@MIL 02:10PM ET",4.9,"SF","MIL",NA,0,NA,NA,"x","x",NA
"OF","Rey Fuentes",3300,"SD@ARI 03:40PM ET",3.111,"ARI","SD",NA,0,NA,NA,"x","x",NA
"OF","Travis Jankowski",3300,"SD@ARI 03:40PM ET",3.765,"SD","ARI",NA,0,NA,NA,"x","x",NA
"OF","Nick Franklin",3200,"SF@MIL 02:10PM ET",2.238,"MIL","SF",NA,0,1.67,NA,"x","x",NA
"OF","Gregor Blanco",3200,"SD@ARI 03:40PM ET",5.36,"ARI","SD",5.81,7.6,8.75,NA,"1","1",13
"C","Chris Iannetta",3200,"SD@ARI 03:40PM ET",6.138,"ARI","SD",6.05,9.4,1.84,NA,"2","2",40
"OF","Matt Szczur",3200,"SD@ARI 03:40PM ET",2.829,"SD","ARI",NA,7.7,5.76,NA,"7","7",2
"C/OF","Chris Herrmann",3200,"SD@ARI 03:40PM ET",3.605,"ARI","SD",NA,0,1.73,NA,"x","x",NA
"2B","Brandon Drury",3200,"SD@ARI 03:40PM ET",6.472,"ARI","SD",5.74,7.8,7.76,NA,"6","6",4
"OF","Socrates Brito",3200,"SD@ARI 03:40PM ET",0,"ARI","SD",NA,0,NA,NA,"x","x",NA
"2B/SS","Kelby Tomlinson",3100,"SF@MIL 02:10PM ET",1.826,"SF","MIL",NA,0,1.75,NA,"x","x",NA
"2B/OF","Daniel Descalso",3100,"SD@ARI 03:40PM ET",4.041,"ARI","SD",NA,6.4,6.42,NA,"5","5",21
"SS","Chase d'Arnaud",3100,"SD@ARI 03:40PM ET",3.292,"SD","ARI",5.52,7.9,1.7,NA,"8","8",5
"C","Jett Bandy",3000,"SF@MIL 02:10PM ET",6.824,"MIL","SF",4.91,5.7,6.01,NA,"6","6",2
"C","Christian Bethancourt",3000,"SD@ARI 03:40PM ET",0.375,"SD","ARI",NA,0,NA,NA,"x","x",NA
"2B/OF","Aaron Hill",2900,"SF@MIL 02:10PM ET",2.714,"SF","MIL",NA,0,1.56,NA,"x","x",NA
"C","Manny Pina",2900,"SF@MIL 02:10PM ET",6.265,"MIL","SF",NA,0,NA,NA,"x","x",NA
"OF","Kirk Nieuwenhuis",2900,"SF@MIL 02:10PM ET",2.2,"MIL","SF",NA,0,NA,NA,"x","x",NA
"C","Andrew Susac",2900,"SF@MIL 02:10PM ET",0,"MIL","SF",NA,0,NA,NA,"x","x",NA
"OF","Allen Cordoba",2900,"SD@ARI 03:40PM ET",4.043,"SD","ARI",7.4,0,7.95,NA,"x","x",NA
"OF","Gorkys Hernandez",2800,"SF@MIL 02:10PM ET",2.917,"SF","MIL",NA,6.3,1.56,NA,"7","7",11
"3B","Conor Gillaspie",2800,"SF@MIL 02:10PM ET",1.692,"SF","MIL",NA,0,NA,NA,"x","x",NA
"SS","Orlando Arcia",2800,"SF@MIL 02:10PM ET",5.436,"MIL","SF",4.7,0,5.31,NA,"x","x",NA
"3B/OF","Cory Spangenberg",2800,"SD@ARI 03:40PM ET",4.6,"SD","ARI",5.07,0,1.85,NA,"x","x",NA
"OF","Justin Ruggiano",2700,"SF@MIL 02:10PM ET",4,"SF","MIL",NA,0,NA,NA,"x","x",NA
"OF","Austin Slater",2700,"SF@MIL 02:10PM ET",4,"SF","MIL",NA,6.6,1.71,NA,"8","8",20
"1B/OF","Michael Morse",2600,"SF@MIL 02:10PM ET",1.833,"SF","MIL",NA,0,NA,NA,"x","x",NA
"OF","Brett Phillips",2600,"SF@MIL 02:10PM ET",1.5,"MIL","SF",NA,0,1.59,NA,"x","x",NA
"OF","Orlando Calixte",2600,"SF@MIL 02:10PM ET",3.714,"SF","MIL",5.42,0,5.57,NA,"x","x",NA
"OF","Jabari Blash",2600,"SD@ARI 03:40PM ET",3.286,"SD","ARI",NA,0,NA,NA,"x","x",NA
"OF","Franchy Cordero",2600,"SD@ARI 03:40PM ET",6.7,"SD","ARI",NA,7.7,1.72,NA,"6","6",3
"C","Tim Federowicz",2500,"SF@MIL 02:10PM ET",1,"SF","MIL",NA,0,NA,NA,"x","x",NA
"SS","Erick Aybar",2500,"SD@ARI 03:40PM ET",4.731,"SD","ARI",NA,0,7.16,NA,"x","x",NA
"C","Hector Sanchez",2500,"SD@ARI 03:40PM ET",1.389,"SD","ARI",NA,0,NA,NA,"x","x",NA
"2B","Jose Pirela",2400,"SD@ARI 03:40PM ET",7.5,"SD","ARI",NA,10.3,1.77,NA,"1","1",10
"OF","Chris Marrero",2300,"SF@MIL 02:10PM ET",2.667,"SF","MIL",NA,0,NA,NA,"x","x",NA
"C","Luis Torrens",2200,"SD@ARI 03:40PM ET",1.682,"SD","ARI",NA,0,1.45,NA,"x","x",NA
"C","Jeff Mathis",2000,"SD@ARI 03:40PM ET",3.29,"ARI","SD",NA,0,5.42,NA,"x","x",NA
