"Mike Trout_LAA","Giancarlo Stanton_MIA","Josh Donaldson_TOR","Wil Myers_SD","Christian Yelich_MIA","Jose Bautista_TOR","Dee Gordon_MIA","Nelson Cruz_SEA","Robinson Cano_SEA","Jean Segura_SEA","Albert Pujols_LAA","Kyle Seager_SEA","Khris Davis_OAK","Troy Tulowitzki_TOR","Kole Calhoun_LAA","Rajai Davis_OAK","Devon Travis_TOR","Cameron Maybin_LAA","Ryan Schimpf_SD","Marcell Ozuna_MIA","Kendrys Morales_TOR","CJ Cron_LAA","JT Realmuto_MIA","Yangervis Solarte_SD","Trevor Plouffe_OAK","Mitch Haniger_SEA","Russell Martin_TOR","Luis Valbuena_LAA","Martin Prado_MIA","Manuel Margot_SD","Ryon Healy_OAK","Marcus Semien_OAK","Jefry Marte_LAA","Alex Dickerson_SD","Hunter Renfroe_SD","Danny Valencia_SEA","Yunel Escobar_LAA","Steve Pearce_TOR","Ben Revere_LAA","Justin Bour_MIA","Cory Spangenberg_SD","Stephen Vogt_OAK","Taylor Motter_SEA","Leonys Martin_SEA","Andrelton Simmons_LAA","Kevin Pillar_TOR","Derek Dietrich_MIA","Danny Espinosa_LAA","Travis Jankowski_SD","Josh Phegley_OAK","Mark Canha_OAK","Jarrod Dyson_SEA","Mike Zunino_SEA","Yonder Alonso_OAK","Ben Gamel_SEA","Justin Smoak_TOR","Rowdy Tellez_TOR","Dalton Pompey_TOR","Destin Hood_MIA","Jed Lowrie_OAK","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Christian Bethancourt_SD","Austin Hedges_SD","Tyler Moore_MIA","Ichiro Suzuki_MIA","Jake Smolinski_OAK","Guillermo Heredia_SEA","Adeiny Hechavarria_MIA","Erick Aybar_SD","Bruce Maxwell_OAK","Shawn O'Malley_SEA","AJ Ellis_MIA","Luis Sardinas_SD","Allen Cordoba_SD","Carlos Ruiz_SEA","Matt Joyce_OAK","Martin Maldonado_LAA","Juan Graterol_LAA","Darwin Barney_TOR","JT Riddle_MIA","Jabari Blash_SD","Adam Rosales_OAK","Carlos Perez_LAA","Hector Sanchez_SD","Ryan Goins_TOR","Ty Kelly_TOR","Miguel Rojas_MIA","Chad Pinder_OAK","Mike Freeman_SEA","Cliff Pennington_LAA","Jaff Decker_OAK","Chris Coghlan_TOR","Luis Torrens_SD"
21.3021978021978,0,0,0,0,0,0,0,0,0,5.96794574806071,0,0,0,-5.43824258946304,0,0,4.13195752587644,0,0,0,-10.5233514262745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1304964226165,0,0,0,0,0,0,0,-4.8377460139953,0,0,14.7776325815852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20232051716709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,106,0,0,-8.10846598789589,0,-15.8728461847433,0,0,0,0,0,0,0,0,0,0,0,0,-18.7361568156348,0,0,-12.9597061229577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79563256427828,0,0,0,0,0,0,-7.56988899399612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.6880096559172,0,0,0,0,0,0
0,0,44.8392857142857,0,0,12.2944003112756,0,0,0,0,0,0,0,28.0641977545141,0,0,2.84697302331795,0,0,0,11.0031952153494,0,0,0,0,0,-8.8199423375243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799901108874999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,81.9809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.9080954736665,0,0,0,0,19.7829172518135,0,0,0,0,0,2.66262599029176,0,0,0,0,19.5757967933638,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.31316726123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51436058075618,0,0,0,0,0,-9.54256743245933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8.10846598789589,0,0,70.1813186813187,0,-8.19649454656204,0,0,0,0,0,0,0,0,0,0,0,0,39.6044446585069,0,0,-16.0486378738173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9237470059163,0,0,0,0,0,0,30.7595875349373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.3522532952941,0,0,0,0,0,0
0,0,12.2944003112756,0,0,9.05494505494505,0,0,0,0,0,0,0,6.57050243738941,0,0,-3.10434797680802,0,0,0,11.5113588015015,0,0,0,0,0,-5.47579268805814,0,0,0,0,0,0,0,0,0,0,-0.324889576267998,0,0,0,0,0,0,0,-9.55778347106833,0,0,0,0,0,0,0,0,0,-1.79109942129606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-15.8728461847433,0,0,-8.19649454656204,0,25.3076923076923,0,0,0,0,0,0,0,0,0,0,0,0,9.81435783597286,0,0,12.8727075737821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06705106790514,0,0,0,0,0,0,13.5577721559215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.182233866449,0,0,0,0,0,0
0,0,0,0,0,0,0,28.5958333333333,9.48390507442606,0,0,9.28177898934466,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99653319959611,0,0,0,0,0,0,0,0,0,1.46279345558361,0,0,0,0,0,0,-17.5426277535546,16.367141797427,0,0,0,0,0,0,0,14.8410921808792,-2.60959194207302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9.48390507442606,58.9291666666667,0,0,-5.13077126302824,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84402201977627,0,0,0,0,0,0,0,0,0,-7.14889256577209,0,0,0,0,0,0,1.18479007005235,6.33570144922715,0,0,0,0,0,0,0,11.2782541949904,-2.19551467304318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
