"Mike Trout_LAA","Giancarlo Stanton_MIA","Josh Donaldson_TOR","Wil Myers_SD","Christian Yelich_MIA","Jose Bautista_TOR","Dee Gordon_MIA","Nelson Cruz_SEA","Robinson Cano_SEA","Jean Segura_SEA","Albert Pujols_LAA","Kyle Seager_SEA","Khris Davis_OAK","Troy Tulowitzki_TOR","Kole Calhoun_LAA","Rajai Davis_OAK","Devon Travis_TOR","Cameron Maybin_LAA","Ryan Schimpf_SD","Marcell Ozuna_MIA","Kendrys Morales_TOR","CJ Cron_LAA","JT Realmuto_MIA","Yangervis Solarte_SD","Trevor Plouffe_OAK","Mitch Haniger_SEA","Russell Martin_TOR","Luis Valbuena_LAA","Martin Prado_MIA","Manuel Margot_SD","Ryon Healy_OAK","Marcus Semien_OAK","Jefry Marte_LAA","Alex Dickerson_SD","Hunter Renfroe_SD","Danny Valencia_SEA","Yunel Escobar_LAA","Steve Pearce_TOR","Ben Revere_LAA","Justin Bour_MIA","Cory Spangenberg_SD","Stephen Vogt_OAK","Taylor Motter_SEA","Leonys Martin_SEA","Andrelton Simmons_LAA","Kevin Pillar_TOR","Derek Dietrich_MIA","Danny Espinosa_LAA","Travis Jankowski_SD","Josh Phegley_OAK","Mark Canha_OAK","Jarrod Dyson_SEA","Mike Zunino_SEA","Yonder Alonso_OAK","Ben Gamel_SEA","Justin Smoak_TOR","Rowdy Tellez_TOR","Dalton Pompey_TOR","Destin Hood_MIA","Jed Lowrie_OAK","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Christian Bethancourt_SD","Austin Hedges_SD","Tyler Moore_MIA","Ichiro Suzuki_MIA","Jake Smolinski_OAK","Guillermo Heredia_SEA","Adeiny Hechavarria_MIA","Erick Aybar_SD","Bruce Maxwell_OAK","Shawn O'Malley_SEA","AJ Ellis_MIA","Luis Sardinas_SD","Allen Cordoba_SD","Carlos Ruiz_SEA","Matt Joyce_OAK","Martin Maldonado_LAA","Juan Graterol_LAA","Darwin Barney_TOR","JT Riddle_MIA","Jabari Blash_SD","Adam Rosales_OAK","Carlos Perez_LAA","Hector Sanchez_SD","Ryan Goins_TOR","Ty Kelly_TOR","Miguel Rojas_MIA","Chad Pinder_OAK","Mike Freeman_SEA","Cliff Pennington_LAA","Jaff Decker_OAK","Chris Coghlan_TOR","Luis Torrens_SD"
21.3021978021978,0,0,0,0,0,0,0,0,0,6.29487179487179,0,0,0,-3.05128205128205,0,0,2.73333333333333,0,0,0,-4.51785714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49450549450549,0,0,0,0,0,0,0,-7.31410256410256,0,0,14.1648351648352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.24545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,106,0,0,0.75,0,-12.2424242424242,0,0,0,0,0,0,0,0,0,0,0,0,-13.75,0,0,-12.2111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431818181818182,0,0,0,0,0,0,-6.93333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.125,0,0,0,0,0,0
0,0,44.8392857142857,0,0,11.8035714285714,0,0,0,0,0,0,0,50.0357142857143,0,0,3.47619047619048,0,0,0,7.35714285714286,0,0,0,0,0,-2.80952380952381,0,0,0,0,0,0,0,0,0,0,11.55,0,0,0,0,0,0,0,4.10714285714286,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,81.9809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.27472527472527,0,0,0,0,21.5285714285714,0,0,0,0,0,4.61538461538461,0,0,0,0,19.1380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.72727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62179487179487,0,0,0,0,0,-10.7272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.75,0,0,70.1813186813187,0,-3.76282051282051,0,0,0,0,0,0,0,0,0,0,0,0,53.9835164835165,0,0,-12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8974358974359,0,0,0,0,0,0,17.0181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.125,0,0,0,0,0,0
0,0,11.8035714285714,0,0,9.05494505494505,0,0,0,0,0,0,0,6.0989010989011,0,0,-1.44545454545455,0,0,0,10.1318681318681,0,0,0,0,0,-3.81818181818182,0,0,0,0,0,0,0,0,0,0,0.0138888888888889,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,-7.44444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-12.2424242424242,0,0,-3.76282051282051,0,25.3076923076923,0,0,0,0,0,0,0,0,0,0,0,0,12.7948717948718,0,0,10.5555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.72727272727273,0,0,0,0,0,0,6.48888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1071428571429,0,0,0,0,0,0
0,0,0,0,0,0,0,28.5958333333333,5.0375,0,0,11.7291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,0,0,0,0,0,0,0,0,0,-0.0769230769230769,0,0,0,0,0,0,-4.33333333333333,17.3653846153846,0,0,0,0,0,0,0,13.7142857142857,-0.254545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5.0375,58.9291666666667,0,0,-0.1625,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,-5.84615384615385,0,0,0,0,0,0,-4.75555555555556,3.03205128205128,0,0,0,0,0,0,0,12.6923076923077,-0.427272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.29487179487179,0,0,0,0,0,0,0,0,0,48.0897435897436,0,0,0,-9.28787878787879,0,0,-11.4444444444444,0,0,0,7.90476190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0641025641026,0,0,0,0,0,0,0,22.5909090909091,0,0,-9.10897435897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,11.7291666666667,-0.1625,0,0,24.9958333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4666666666667,0,0,0,0,0,0,0,0,0,1.07692307692308,0,0,0,0,0,0,-13.5555555555556,1.90384615384615,0,0,0,0,0,0,0,2.04395604395604,9.36363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,57.4945054945055,0,0,-7.18181818181818,0,0,0,0,0,0,0,0,25.4230769230769,0,0,0,0,0,-9.34848484848485,-2.16666666666667,0,0,0,0,0,0,0,0,0,15.5333333333333,0,0,0,0,0,0,0,0,0,0,0,33.9777777777778,0,0,0,0,0,-11.9038461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4027777777778,0,0,0,0,0,-18.2857142857143,0,0,0,0,0,0,0,0,0,0,0
