"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Nelson Cruz",5100,"TOR@SEA 10:10PM ET",8.759,"SEA","TOR",8.01,6.8,8.81,NA,"4",NA,2
"SS","Zack Cozart",5100,"CIN@LAD 10:10PM ET",9.889,"CIN","LAD",7.61,5.6,6.07,NA,"2",NA,2
"3B","Miguel Sano",5000,"MIN@SF 10:15PM ET",10.056,"MIN","SF",9.23,7.6,7.07,NA,"3",NA,0
"1B","Joey Votto",4900,"CIN@LAD 10:10PM ET",10.492,"CIN","LAD",7.95,6.6,7.27,NA,"3",NA,14
"3B","Josh Donaldson",4800,"TOR@SEA 10:10PM ET",9.8,"TOR","SEA",8.56,8.1,9.15,NA,"2",NA,8
"1B/OF","Cody Bellinger",4800,"CIN@LAD 10:10PM ET",9.19,"LAD","CIN",5.9,6.9,7.34,NA,"x",NA,2
"1B","Justin Smoak",4700,"TOR@SEA 10:10PM ET",8.525,"TOR","SEA",8.37,7.6,7.4,NA,"5",NA,5
"2B","Robinson Cano",4600,"TOR@SEA 10:10PM ET",8.519,"SEA","TOR",8.69,7.8,8.49,NA,"3",NA,7
"SS","Jean Segura",4500,"TOR@SEA 10:10PM ET",9.233,"SEA","TOR",NA,0,NA,NA,"x",NA,NA
"2B/OF","Chris Taylor",4500,"CIN@LAD 10:10PM ET",7.783,"LAD","CIN",NA,8.1,8.1,NA,"3",NA,14
"3B/OF","Eduardo Nunez",4500,"MIN@SF 10:15PM ET",7.914,"SF","MIN",7.15,7.7,8.12,NA,"2",NA,3
"1B/C","Buster Posey",4500,"MIN@SF 10:15PM ET",8.18,"SF","MIN",6.84,7.4,7.76,NA,"4",NA,0
"1B","Danny Valencia",4400,"TOR@SEA 10:10PM ET",6.818,"SEA","TOR",6.21,5.6,6.68,NA,"6",NA,5
"SS","Corey Seager",4300,"CIN@LAD 10:10PM ET",8.083,"LAD","CIN",6.17,7.4,8.63,NA,"2",NA,8
"3B","Mike Moustakas",4300,"KC@SD 10:10PM ET",8.415,"KC","SD",6.68,8,6.62,NA,"6",NA,5
"OF","Adam Duvall",4200,"CIN@LAD 10:10PM ET",9.158,"CIN","LAD",NA,0,1.39,NA,"x",NA,NA
"OF","Max Kepler",4200,"MIN@SF 10:15PM ET",7.537,"MIN","SF",5.55,6.6,5.97,NA,"5",NA,4
"3B","Kyle Seager",4100,"TOR@SEA 10:10PM ET",7.086,"SEA","TOR",7.28,7.1,7.52,NA,"5",NA,14
"3B","Eugenio Suarez",4100,"CIN@LAD 10:10PM ET",8.356,"CIN","LAD",6.61,5.9,5.79,NA,"5",NA,4
"1B/OF","Brandon Belt",4100,"MIN@SF 10:15PM ET",7.75,"SF","MIN",7.77,7.9,7.9,NA,"3",NA,0
"OF","Billy Hamilton",4000,"CIN@LAD 10:10PM ET",9.055,"CIN","LAD",8.45,6.9,7.01,NA,"1",NA,0
"2B/OF","Scooter Gennett",4000,"CIN@LAD 10:10PM ET",6.204,"CIN","LAD",NA,0,1.24,NA,"x",NA,NA
"OF","Lorenzo Cain",4000,"KC@SD 10:10PM ET",7.404,"KC","SD",5.99,6.9,7.41,NA,"3",NA,5
"OF","Scott Schebler",3900,"CIN@LAD 10:10PM ET",8.291,"CIN","LAD",5.52,5.4,5.92,NA,"x",NA,0
"2B","Jose Peraza",3900,"CIN@LAD 10:10PM ET",6.927,"CIN","LAD",5.57,5.3,5.22,NA,"6",NA,11
"1B","Joe Mauer",3900,"MIN@SF 10:15PM ET",7.18,"MIN","SF",5.71,7,5.89,NA,"2",NA,2
"3B/C","Russell Martin",3800,"TOR@SEA 10:10PM ET",6.743,"TOR","SEA",6.36,6.2,6.09,NA,"7",NA,4
"2B/SS","Taylor Motter",3800,"TOR@SEA 10:10PM ET",6,"SEA","TOR",5.62,5.2,5.96,NA,"7",NA,0
"2B","Whit Merrifield",3800,"KC@SD 10:10PM ET",7.558,"KC","SD",6.01,6.5,7.31,NA,"1",NA,0
"OF","Hunter Renfroe",3800,"KC@SD 10:10PM ET",7.117,"SD","KC",8.14,7.4,7.9,NA,"4",NA,3
"C","Austin Hedges",3800,"KC@SD 10:10PM ET",5.684,"SD","KC",6.09,6.2,6.72,NA,"5",NA,5
"2B","Brian Dozier",3800,"MIN@SF 10:15PM ET",8.462,"MIN","SF",8.66,8.3,7.44,NA,"1",NA,10
"C","Mike Zunino",3700,"TOR@SEA 10:10PM ET",5.513,"SEA","TOR",5.31,5.2,5.38,NA,"9",NA,2
"OF","Mitch Haniger",3700,"TOR@SEA 10:10PM ET",11.429,"SEA","TOR",NA,0,NA,NA,"x",NA,NA
"2B","Devon Travis",3700,"TOR@SEA 10:10PM ET",6.9,"TOR","SEA",NA,0,NA,NA,"x",NA,NA
"C","Yasmani Grandal",3700,"CIN@LAD 10:10PM ET",6.278,"LAD","CIN",NA,0,1.75,NA,"x",NA,NA
"OF","Joc Pederson",3700,"CIN@LAD 10:10PM ET",5.389,"LAD","CIN",NA,0,NA,NA,"x",NA,NA
"OF","Yasiel Puig",3700,"CIN@LAD 10:10PM ET",7.31,"LAD","CIN",5.83,0,1.88,NA,"x",NA,NA
"1B","Eric Hosmer",3700,"KC@SD 10:10PM ET",7.22,"KC","SD",6.7,8.5,6.92,NA,"4",NA,10
"1B","Wil Myers",3700,"KC@SD 10:10PM ET",8.25,"SD","KC",8.59,8,8.96,NA,"3",NA,7
"SS","Brandon Crawford",3700,"MIN@SF 10:15PM ET",6.489,"SF","MIN",6.11,6.8,6.88,NA,"5",NA,3
"OF","Jarrod Dyson",3600,"TOR@SEA 10:10PM ET",6.509,"SEA","TOR",5.43,6.1,6.78,NA,"8",NA,15
"OF","Kevin Pillar",3600,"TOR@SEA 10:10PM ET",8.121,"TOR","SEA",7.11,7.2,8.19,NA,"1",NA,3
"1B","Adrian Gonzalez",3600,"CIN@LAD 10:10PM ET",5.063,"LAD","CIN",NA,0,1.73,NA,"x",NA,NA
"3B","Justin Turner",3600,"CIN@LAD 10:10PM ET",8.35,"LAD","CIN",7.08,7.3,8.51,NA,"x",NA,18
"C","Salvador Perez",3600,"KC@SD 10:10PM ET",7.071,"KC","SD",5.92,6.7,6.34,NA,"5",NA,19
"2B","Yangervis Solarte",3600,"KC@SD 10:10PM ET",6.25,"SD","KC",7.26,6.8,7.63,NA,"2",NA,11
"3B","Ryan Schimpf",3600,"KC@SD 10:10PM ET",6.377,"SD","KC",NA,0,1.92,NA,"x",NA,NA
"OF","Jorge Bonifacio",3600,"KC@SD 10:10PM ET",6.805,"KC","SD",5.76,6.6,6.62,NA,"2",NA,0
"OF","Jorge Soler",3600,"KC@SD 10:10PM ET",4,"KC","SD",NA,0,NA,NA,"x",NA,NA
"OF","Robbie Grossman",3600,"MIN@SF 10:15PM ET",7.326,"MIN","SF",6.82,6.4,6.03,NA,"4",NA,13
"OF","Jose Bautista",3500,"TOR@SEA 10:10PM ET",7.617,"TOR","SEA",8.08,7.4,8.61,NA,"3",NA,19
"2B/3B","Logan Forsythe",3500,"CIN@LAD 10:10PM ET",4.655,"LAD","CIN",6.04,7.1,7.17,NA,"1",NA,5
"OF","Manuel Margot",3500,"KC@SD 10:10PM ET",6.553,"SD","KC",NA,0,NA,NA,"x",NA,NA
"OF","Denard Span",3500,"MIN@SF 10:15PM ET",6.605,"SF","MIN",6.36,8,7.12,NA,"1",NA,0
"OF","Hunter Pence",3500,"MIN@SF 10:15PM ET",5.333,"SF","MIN",5.74,6.2,6.24,NA,"6",NA,0
"1B","Kendrys Morales",3400,"TOR@SEA 10:10PM ET",7.411,"TOR","SEA",7.71,7.6,7.89,NA,"4",NA,3
"1B/2B","Chase Utley",3400,"CIN@LAD 10:10PM ET",5.038,"LAD","CIN",NA,0,1.64,NA,"x",NA,NA
"OF","Phillip Ervin",3400,"CIN@LAD 10:10PM ET",0.667,"CIN","LAD",NA,0,NA,NA,"x",NA,NA
"OF","Alex Dickerson",3400,"KC@SD 10:10PM ET",0,"SD","KC",NA,0,NA,NA,"x",NA,NA
"OF","Eddie Rosario",3400,"MIN@SF 10:15PM ET",5.623,"MIN","SF",NA,0,1.34,NA,"x",NA,NA
"SS","Troy Tulowitzki",3300,"TOR@SEA 10:10PM ET",5.852,"TOR","SEA",6.71,6.1,6.8,NA,"6",NA,3
"OF","Steve Pearce",3300,"TOR@SEA 10:10PM ET",4.778,"TOR","SEA",NA,0,NA,NA,"x",NA,NA
"OF","Leonys Martin",3300,"TOR@SEA 10:10PM ET",3.867,"SEA","TOR",NA,0,NA,NA,"x",NA,NA
"OF","Ben Gamel",3300,"TOR@SEA 10:10PM ET",7.474,"SEA","TOR",NA,6.3,7.59,NA,"1",NA,10
"OF","Franklin Gutierrez",3300,"CIN@LAD 10:10PM ET",3,"LAD","CIN",6.82,6.6,7.91,NA,"4",NA,12
"OF/SS","Kike Hernandez",3300,"CIN@LAD 10:10PM ET",5.231,"LAD","CIN",NA,5.7,6.34,NA,"5",NA,NA
"OF","Paulo Orlando",3200,"KC@SD 10:10PM ET",3,"KC","SD",NA,0,NA,NA,"x",NA,NA
"OF","Billy Burns",3200,"KC@SD 10:10PM ET",0,"KC","SD",NA,0,NA,NA,"x",NA,NA
"C","Jason Castro",3200,"MIN@SF 10:15PM ET",6.513,"MIN","SF",4.28,5.2,4.62,NA,"x",NA,7
"1B","Kennys Vargas",3200,"MIN@SF 10:15PM ET",7.04,"MIN","SF",NA,0,1.31,NA,"x",NA,NA
"OF","Jarrett Parker",3200,"MIN@SF 10:15PM ET",2.667,"SF","MIN",NA,0,NA,NA,"x",NA,NA
"2B","Joe Panik",3200,"MIN@SF 10:15PM ET",6.103,"SF","MIN",NA,0,1.54,NA,"x",NA,NA
