"Justin Smoak_TOR","Jose Abreu_CWS","Manuel Margot_SD","Steve Pearce_TOR","Matt Davidson_CWS","Josh Donaldson_TOR","Kendrys Morales_TOR","Brian Dozier_MIN","Troy Tulowitzki_TOR","Leury Garcia_CWS","Ezequiel Carrera_TOR","Yangervis Solarte_SD","Miguel Sano_MIN","Devon Travis_TOR","Russell Martin_TOR","Eduardo Escobar_MIN","Avisail Garcia_CWS","Alen Hanson_CWS","Joe Mauer_MIN","Jason Castro_MIN","Cory Spangenberg_SD","Robbie Grossman_MIN","Kennys Vargas_MIN","Jose Bautista_TOR","Norichika Aoki_TOR","Jose Pirela_SD","Ryan Schimpf_SD","Hunter Renfroe_SD","Byron Buxton_MIN","Kevin Pillar_TOR","Miguel Montero_TOR","Rob Refsnyder_TOR","Yoan Moncada_CWS","Eddie Rosario_MIN","Dalton Pompey_TOR","Ian Parmley_TOR","Harold Ramirez_TOR","Richard Urena_TOR","Rowdy Tellez_TOR","Max Kepler_MIN","Jarrod Saltalamacchia_TOR","Willy Garcia_CWS","Charlie Tilson_CWS","Wil Myers_SD","Alex Dickerson_SD","Darrell Ceciliani_TOR","Ehire Adrianza_MIN","Austin Hedges_SD","Chris Coghlan_TOR","Anthony Alford_TOR","Travis Jankowski_SD","Jacob May_CWS","Matt Szczur_SD","Hector Sanchez_SD","Yolmer Sanchez_CWS","Teoscar Hernandez_TOR","Dwight Smith_TOR","Chase d'Arnaud_SD","Darwin Barney_TOR","Ryan Goins_TOR","Tyler Saladino_CWS","Luke Maile_TOR","Omar Narvaez_CWS","Cody Asche_CWS","Geovany Soto_CWS","Chris Gimenez_MIN","Christian Bethancourt_SD","Luis Urias_SD","Adam Engel_CWS","Tim Anderson_CWS","Erick Aybar_SD","Franchy Cordero_SD","Carlos Asuaje_SD","Jabari Blash_SD","Jorge Polanco_MIN","Kevan Smith_CWS","Anthony Recker_MIN","Allen Cordoba_SD","Mike Ohlman_TOR","Zack Collins_CWS","Dusty Coleman_SD","Zack Granite_MIN","Luis Torrens_SD","Grant Green_CWS","Daniel Palka_MIN","Jose Rondon_SD"
73.2456654456655,0,0,7.86436170212766,0,19.1909090909091,9.46500286861733,0,6.95016835016835,0,4.57696566998893,0,0,0,14.521186440678,0,0,0,0,0,0,0,0,-1.25667915106117,0,0,0,0,0,1.11904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25177304964539,-4.0718877849211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56.1242979242979,0,0,12.1630434782609,0,0,0,0,-8.19227053140097,0,0,0,0,0,0,7.35190670122177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38112522686025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53959753326842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,51.2179487179487,0,0,0,0,0,0,0,0,3.640642303433,0,0,0,0,0,0,0,0,-7.89271255060729,0,0,0,0,0,0,1.3521332554062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53763440860215,0,0,0,-9.70507399577167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24489795918367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.86436170212766,0,0,66.9788838612368,0,11.8664772727273,5.27826086956522,0,-2.9367816091954,0,23.9818181818182,0,0,0,2.08558558558559,0,0,0,0,0,0,0,0,6.81714285714286,0,0,0,0,0,5.31648936170213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160037878787879,4.99411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.1630434782609,0,0,65.475983436853,0,0,0,0,-5.55208333333333,0,0,0,0,0,0,23.9936479128857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6536231884058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2953551912568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.1909090909091,0,0,11.8664772727273,0,55.6230274693162,7.71948051948052,0,10.7619607843137,0,-18.1195652173913,0,0,0,13.7045454545455,0,0,0,0,0,0,0,0,7.50964348334307,0,0,0,0,0,15.7828282828283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04232804232804,1.19211822660099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.46500286861733,0,0,5.27826086956522,0,7.71948051948052,58.687237026648,0,3,0,5.21111111111111,0,0,0,18.0649801587302,0,0,0,0,0,0,0,0,5.46398046398046,0,0,0,0,0,-5.07387140902873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.59042553191489,1.9780829924021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,47.21123155676,0,0,0,0,-1.85578386605784,0,0,6.26688251618871,0,0,6.78834498834499,7.10593220338983,0,2.07747223691169,0,0,0,0,0,0,7.62994350282486,0,0,0,0,9.36680235187698,0,0,0,0,0,16.4840153452685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19642857142857,0,0,0,0,0,0,0,0,0,0,0
6.95016835016835,0,0,-2.9367816091954,0,10.7619607843137,3,0,38.9319209039548,0,-3.26,0,0,0,10.2606382978723,0,0,0,0,0,0,0,0,3.62062146892655,0,0,0,0,0,-2.14519774011299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394927536231884,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8.19227053140097,0,0,-5.55208333333333,0,0,0,0,44.6697502312673,0,0,0,0,0,0,5.2030487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.88768115942029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
