"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"DST","Vikings  (0000000)","Vikings ",0,4100,"Min@Chi 00:00PM ET","Min","Vikings","","Chi",11.67,9.4
"DST","Broncos  (0000000)","Broncos ",0,3700,"SD@Den 00:00PM ET","Den","Broncos","","SD",12.84,9.7
"DST","Jets  (0000000)","Jets ",0,3400,"NYJ@Cle 00:00PM ET","NYJ","Jets","","Cle",7.62,7.2
"DST","Patriots  (0000000)","Patriots ",0,3300,"NE@Buf 00:00PM ET","NE","Patriots","","Buf",7.3,9.3
"DST","Eagles  (0000000)","Eagles ",0,3200,"Phi@Dal 00:00PM ET","Phi","Eagles","","Dal",8.74,6
"DST","Texans  (0000000)","Texans ",0,3100,"Det@Hou 00:00PM ET","Hou","Texans","","Det",8.61,6.5
"DST","Bengals  (0000000)","Bengals ",0,3000,"Was@Cin 00:00PM ET","Cin","Bengals","","Was",8.4,5.7
"DST","Seahawks  (0000000)","Seahawks ",0,3000,"Sea@NO 00:00PM ET","Sea","Seahawks","","NO",6.74,9.2
"DST","Cowboys  (0000000)","Cowboys ",0,3000,"Phi@Dal 00:00PM ET","Dal","Cowboys","","Phi",7.83,5.2
"DST","Jaguars  (0000000)","Jaguars ",0,2900,"Jax@Ten 00:00PM ET","Jax","Jaguars","","Ten",6.69,6.1
"DST","Panthers  (0000000)","Panthers ",0,2900,"Ari@Car 00:00PM ET","Car","Panthers","","Ari",6.69,9.3
"DST","Chiefs  (0000000)","Chiefs ",0,2800,"KC@Ind 00:00PM ET","KC","Chiefs","","Ind",9.18,8
"DST","Bills  (0000000)","Bills ",0,2800,"NE@Buf 00:00PM ET","Buf","Bills","","NE",6.65,5.3
"DST","Titans  (0000000)","Titans ",0,2800,"Jax@Ten 00:00PM ET","Ten","Titans","","Jax",9.54,9.3
"DST","Cardinals  (0000000)","Cardinals ",0,2700,"Ari@Car 00:00PM ET","Ari","Cardinals","","Car",7.54,9.2
"DST","Raiders  (0000000)","Raiders ",0,2600,"Oak@TB 00:00PM ET","Oak","Raiders","","TB",6.16,7.8
"DST","Bears  (0000000)","Bears ",0,2600,"Min@Chi 00:00PM ET","Chi","Bears","","Min",8.32,5.4
"DST","Lions  (0000000)","Lions ",0,2500,"Det@Hou 00:00PM ET","Det","Lions","","Hou",7.95,7.2
"DST","Browns  (0000000)","Browns ",0,2500,"NYJ@Cle 00:00PM ET","Cle","Browns","","NYJ",6.49,7.4
"DST","Packers  (0000000)","Packers ",0,2500,"GB@Atl 00:00PM ET","GB","Packers","","Atl",6.29,5.8
"DST","Redskins  (0000000)","Redskins ",0,2400,"Was@Cin 00:00PM ET","Was","Redskins","","Cin",5.25,7
"DST","Falcons  (0000000)","Falcons ",0,2400,"GB@Atl 00:00PM ET","Atl","Falcons","","GB",6.44,7.1
"DST","Chargers  (0000000)","Chargers ",0,2400,"SD@Den 00:00PM ET","SD","Chargers","","Den",5.78,6.3
"DST","Buccaneers  (0000000)","Buccaneers ",0,2300,"Oak@TB 00:00PM ET","TB","Buccaneers","","Oak",6.65,8
"DST","Colts  (0000000)","Colts ",0,2200,"KC@Ind 00:00PM ET","Ind","Colts","","KC",5.3,5.2
"DST","Saints  (0000000)","Saints ",0,2000,"Sea@NO 00:00PM ET","NO","Saints","","Sea",3.12,6.8
