"ID","Player","Pos","Team","Opp","Week","Snaps","Snap.Pct","Rush.Pct","Tgt.Pct","Touch.Pct","Util.Pct","Fantasy.Points","Points.100.Snaps"
13171,"Aldrick Robinson","WR","WAS","CHI",7,12,16,8,17,25,25,14.4,103.3
8142,"Kellen Davis","TE","SEA","ARI",7,7,10,0,14,14,14,7.1,87.1
13299,"Jacquizz Rodgers","RB","ATL","TB",7,27,59,30,33,59,63,26.2,67.4
13163,"Roy Helu","RB","WAS","CHI",7,34,45,32,6,35,38,23.6,66.5
10968,"Sergio Brown","FS","IND","DEN",7,7,9,0,0,0,0,0,57.1
12538,"Chris Baker","DE","WAS","CHI",7,13,24,0,0,0,0,0,54.6
2699,"Matt Forte","RB","CHI","WAS",7,55,100,29,6,33,35,30.9,52.5
11256,"Ryan Mathews","RB","SD","JAX",7,34,48,62,0,62,62,20,50
15509,"Jaron Brown","WR","ARI","SEA",7,18,24,0,17,17,17,12,50
14906,"Brandon Williams","NT","BAL","PIT",7,11,19,0,0,0,0,0,50
8846,"Kevin Ogletree","WR","DET","CIN",7,10,13,0,20,20,20,7,50
6211,"Harry Douglas","WR","ATL","TB",7,42,91,0,17,17,17,30.9,49.8
15100,"Jordan Reed","TE","WAS","CHI",7,39,52,0,23,23,23,31.4,49.7
13870,"Marvin Jones","WR","CIN","DET",7,24,42,0,25,17,25,15.7,48.8
12841,"Andy Dalton","QB","CIN","DET",7,57,100,2,0,61,61,30.48,48.2
732,"Matt Ryan","QB","ATL","TB",7,46,100,7,0,63,63,21.72,47.2
12681,"Marcus Sherels","CB","MIN","NYG",7,12,16,0,0,0,0,5,45.8
13816,"Damon Harrison","DT","NYJ","NE",7,15,20,0,0,0,0,0,44.7
11464,"Robert McClain","CB","ATL","TB",7,9,11,0,0,0,0,0,44.4
12774,"Stevan Ridley","RB","NE","NYJ",7,26,35,42,8,50,50,13.3,43.5
10034,"Brandon Gibson","WR","MIA","BUF",7,37,56,0,22,14,22,21,43.2
12317,"Danny Woodhead","RB","SD","JAX",7,33,47,27,12,39,39,17.6,41.2
14008,"Andrew Luck","QB","IND","DEN",7,74,100,5,0,57,57,30.02,40.6
5820,"Frank Gore","RB","SF","TEN",7,56,86,43,5,46,48,24.4,40
15469,"Nickell Robey","CB","BUF","MIA",7,38,58,0,0,0,0,0,39.5
15306,"Jahleel Addae","SS","SD","JAX",7,23,38,0,0,0,0,0,39.1
6029,"Calvin Johnson","WR","DET","CIN",7,71,91,0,21,13,21,39.5,38.7
12845,"AJ Green","WR","CIN","DET",7,56,98,0,14,11,14,30.5,38.4
2406,"Tamba Hali","OLB","KC","HOU",7,56,100,0,0,0,0,0,38.2
13981,"DeVier Posey","WR","HOU","KC",7,11,20,0,18,9,18,5.2,38.2
5282,"Josh McCown","QB","CHI","WAS",7,41,75,10,0,59,59,15.46,37.7
15092,"Damontre Moore","DE","NYG","MIN",7,8,11,0,0,0,0,0,37.5
14424,"Brian Quick","WR","LA","CAR",7,26,43,0,23,8,23,11.7,37.3
5701,"Fred Jackson","RB","BUF","MIA",7,39,58,28,13,39,41,18.5,37.2
7534,"Justin Smith","DT","SF","TEN",7,35,58,0,0,0,0,0,36.9
12925,"Jake Locker","QB","TEN","SF",7,60,100,5,0,73,73,25.94,36.6
12101,"Reggie Walker","ILB","SD","JAX",7,19,31,0,0,0,0,0,36.3
13130,"Phillip Tanner","RB","DAL","PHI",7,19,25,11,11,16,21,7.8,35.8
14257,"Robert Griffin III","QB","WAS","CHI",7,75,100,15,0,53,53,27.32,35.1
3931,"Rashard Mendenhall","RB","ARI","SEA",7,24,32,54,0,54,54,8.2,34.2
9038,"Matthew Stafford","QB","DET","CIN",7,78,100,0,0,65,65,29.28,33.7
2593,"Aaron Rodgers","QB","GB","CLE",7,71,100,6,0,56,56,23.6,33.2
14918,"Tyler Eifert","TE","CIN","DET",7,32,56,0,13,9,13,13.5,32.8
6828,"Chris Johnson","RB","TEN","SF",7,52,87,17,8,25,25,21,32.7
15221,"Zac Stacy","RB","LA","CAR",7,45,74,38,9,47,47,18.7,32.7
8950,"Brian Orakpo","OLB","WAS","CHI",7,46,84,0,0,0,0,0,32.6
7328,"Peyton Manning","QB","DEN","IND",7,78,100,1,0,64,64,29.34,32.5
13443,"Colin Kaepernick","QB","SF","TEN",7,65,100,17,0,49,49,20.76,31.9
3519,"Vincent Jackson","WR","TB","ATL",7,82,99,0,27,12,27,38.8,31.5
8776,"Mike Mitchell","FS","CAR","LA",7,61,100,0,0,0,0,0,30.8
12943,"Shiloh Keo","FS","HOU","KC",7,26,38,0,0,0,0,0,30.8
14375,"Lavonte David","OLB","TB","ATL",7,46,100,0,0,0,0,0,30.4
14536,"Russell Wilson","QB","SEA","ARI",7,67,100,12,0,55,55,22.3,30.3
12386,"Marshawn Lynch","RB","SEA","ARI",7,51,76,41,6,43,47,16.4,30.2
3671,"Jermichael Finley","TE","GB","CLE",7,44,62,0,11,11,11,18.2,30
4358,"Steve Smith","WR","CAR","LA",7,43,73,0,14,12,14,17.9,30
13239,"Jamari Lattimore","OLB","GB","CLE",7,53,76,0,0,0,0,0,29.6
11747,"Peyton Hillis","RB","NYG","MIN",7,48,65,38,13,48,50,19.1,29.4
13154,"Jacquian Williams","OLB","NYG","MIN",7,34,48,0,0,0,0,0,29.4
7389,"Eddie Royal","WR","SD","JAX",7,44,62,0,9,9,9,16.9,29.3
9169,"Captain Munnerlyn","CB","CAR","LA",7,60,98,0,0,0,0,0,29.2
12816,"Tandon Doss","WR","BAL","PIT",7,12,19,0,25,17,25,5.5,29.2
15138,"Eddie Lacy","RB","GB","CLE",7,59,83,37,12,46,49,21.8,28.5
11220,"Dexter McCluster","RB","KC","HOU",7,26,38,8,19,23,27,11.4,28.5
7969,"Jamaal Charles","RB","KC","HOU",7,58,85,36,7,41,43,20.3,28.1
11182,"Eric Decker","WR","DEN","IND",7,75,96,0,17,11,17,32,28
13317,"Thomas Keiser","DE","SD","JAX",7,48,79,0,0,0,0,0,27.9
6539,"Robert Mathis","OLB","IND","DEN",7,64,82,0,0,0,0,0,27.2
14737,"Antonio Allen","FS","NYJ","NE",7,70,93,0,0,0,0,0,27.1
13091,"Corey Liuget","DT","SD","JAX",7,41,67,0,0,0,0,0,26.8
14986,"DeAndre Hopkins","WR","HOU","KC",7,51,91,0,8,6,8,16.6,26.7
8788,"Matt Shaughnessy","DE","ARI","SEA",7,52,78,0,0,0,0,0,26.5
5467,"Mario Williams","DE","BUF","MIA",7,62,94,0,0,0,0,0,26
7896,"Dimitri Patterson","CB","MIA","BUF",7,29,43,0,0,0,0,0,25.9
8174,"John Abraham","OLB","ARI","SEA",7,65,97,0,0,0,0,0,25.8
3825,"Erin Henderson","ILB","MIN","NYG",7,74,100,0,0,0,0,0,25.7
13320,"Cam Newton","QB","CAR","LA",7,58,98,17,0,47,47,14.76,25.4
4738,"Mike Tolbert","FB","CAR","LA",7,38,64,34,0,34,34,9.6,25.3
13843,"Ishmaa'ily Kitchen","NT","CLE","GB",7,16,23,0,0,0,0,0,25
15377,"Devin Taylor","DE","DET","CIN",7,14,25,0,0,0,0,0,25
15694,"Case Keenum","QB","HOU","KC",7,56,100,5,0,50,50,14.84,24.7
14187,"Alshon Jeffery","WR","CHI","WAS",7,49,89,4,14,12,18,19.1,24.7
11108,"Earl Mitchell","DT","HOU","KC",7,39,57,0,0,0,0,0,24.6
12955,"JJ Watt","DE","HOU","KC",7,63,93,0,0,0,0,0,24.3
13929,"David Paulson","TE","PIT","BAL",7,7,12,0,14,14,14,2.7,24.3
13749,"Chandler Jones","OLB","NE","NYJ",7,91,100,0,0,0,0,0,24.2
9274,"James Laurinaitis","ILB","LA","CAR",7,59,100,0,0,0,0,0,24.2
14242,"Rueben Randle","WR","NYG","MIN",7,33,45,0,9,9,9,12,24.2
459,"Sidney Rice","WR","SEA","ARI",7,46,69,0,9,7,9,14,23.9
15088,"Terrance Williams","WR","DAL","PHI",7,55,71,0,13,11,13,19.1,23.8
12293,"George Selvie","DE","DAL","PHI",7,48,60,0,0,0,0,0,23.8
10974,"Rob Gronkowski","TE","NE","NYJ",7,48,64,0,35,17,35,22.4,23.8
2933,"Calvin Pace","OLB","NYJ","NE",7,48,64,0,0,0,0,0,23.8
14275,"Jarrett Boykin","WR","GB","CLE",7,69,97,0,15,12,15,27.3,23.6
6739,"Alex Smith","QB","KC","HOU",7,68,100,9,2,60,60,18,23.5
11767,"Steve McLendon","NT","PIT","BAL",7,17,27,0,0,0,0,0,23.5
7420,"Lawrence Timmons","ILB","PIT","BAL",7,62,100,0,0,0,0,0,23.4
12701,"Stanley Havili","FB","IND","DEN",7,35,47,3,6,6,9,9.2,23.4
8244,"Philip Rivers","QB","SD","JAX",7,68,96,3,0,41,41,15.8,23.2
14269,"Alfred Morris","RB","WAS","CHI",7,41,55,46,0,46,46,9.5,23.2
13722,"Vinny Curry","DE","PHI","DAL",7,26,34,0,0,0,0,0,23.1
12116,"Chris Clemons","DE","SEA","ARI",7,30,40,0,0,0,0,0,23
14141,"Cole Beasley","WR","DAL","PHI",7,23,30,0,30,26,30,11.3,23
611,"Joe Flacco","QB","BAL","PIT",7,62,100,3,0,58,58,14,22.6
