"Bryce Harper_Was","Daniel Murphy_Was","Nolan Arenado_Col","Adam Eaton_Was","Charlie Blackmon_Col","Trea Turner_Was","Ryan Zimmerman_Was","Anthony Rendon_Was","Trevor Story_Col","Carlos Gonzalez_Col","Jayson Werth_Was","Ian Desmond_Col","Josh Donaldson_Tor","DJ LeMahieu_Col","David Dahl_Col","Michael Taylor_Was","Jose Bautista_Tor","Matt Wieters_Was","Adam Lind_Was","Mark Reynolds_Col","Todd Frazier_CWS","Dexter Fowler_StL","Jose Abreu_CWS","Matt Carpenter_StL","Lorenzo Cain_KC","Gerardo Parra_Col","Eric Hosmer_KC","Aledmys Diaz_StL","Stephen Piscotty_StL","Melky Cabrera_CWS","Devon Travis_Tor","Troy Tulowitzki_Tor","Stephen Drew_Was","Alex Gordon_KC","Kendrys Morales_Tor","Wilmer Difo_Was","Stephen Cardullo_Col","Raimel Tapia_Col","Brandon Moss_KC","Jorge Soler_KC","Russell Martin_Tor","Randal Grichuk_StL","Dustin Garneau_Col","Chris Heisey_Was","Whit Merrifield_KC","Tim Anderson_CWS","Peter O'Brien_KC","Tom Murphy_Col","Salvador Perez_KC","Jedd Gyorko_StL","Steve Pearce_Tor","Tyler Saladino_CWS","Cheslor Cuthbert_KC","Alcides Escobar_KC","Yadier Molina_StL","Kevin Pillar_Tor","Jose Lobaton_Was","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Avisail Garcia_CWS","Pat Valaika_Col","Jorge Bonifacio_KC","Jhonny Peralta_StL","Tony Wolters_Col","Justin Smoak_Tor","Rowdy Tellez_Tor","Matt Adams_StL","Dalton Pompey_Tor","Ryan O'Hearn_KC","Matt Davidson_CWS","Charlie Tilson_CWS","Kolten Wong_StL","Cristhian Adames_Col","Terrance Gore_KC","Jarrod Saltalamacchia_Tor","Ezequiel Carrera_Tor","Harrison Bader_StL","Alexi Amarista_Col","Christian Colon_KC","Jose Martinez_StL","Grant Green_Was","Leury Garcia_CWS","Jacob May_CWS","Greg Garcia_StL","Cody Asche_CWS","Raul Mondesi_KC","Darwin Barney_Tor","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Carson Kelly_StL","Chris Coghlan_Tor","Yolmer Sanchez_CWS","Eric Fryer_StL","Ryan Goins_Tor","Kevan Smith_CWS","Drew Butera_KC","Zack Collins_CWS"
180.379120879121,-16.5833333333333,0,56.5512820512821,0,-6.25,70.9393939393939,35.4545454545455,0,0,9.11111111111111,0,0,0,0,2,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,48.8571428571429,0,0,0,0,0,0,0,-137.5,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.5833333333333,104.862637362637,0,-24.4166666666667,0,-7.8,-19.2272727272727,-9.90909090909091,0,0,26.4181818181818,0,0,0,0,-2,0,28.5545454545455,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-162.5,0,0,-8.45238095238095,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,75.8161764705882,0,3.18014705882353,0,0,0,-0.1375,-8.95,0,0,0,-9.48529411764706,0,0,0,0,0,-2.82083333333333,0,0,0,0,0,9.78181818181818,0,0,0,0,0,0,0,0,0,0,14.05,0,0,0,0,0,12.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.5512820512821,-24.4166666666667,0,53.0549450549451,0,4.2,20.5454545454545,7.20454545454545,0,0,1.30909090909091,0,0,0,0,-4,0,11.5454545454545,15,0,0,0,0,0,0,0,0,0,0,0,0,0,104.166666666667,0,0,19.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.18014705882353,0,50.0147058823529,0,0,0,12.5916666666667,21.7041666666667,0,0,0,-9.96691176470588,0,0,0,0,0,17.175,0,0,0,0,0,16.8,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,14.8809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.25,-7.8,0,4.2,0,17.6,-22.6,9.95,0,0,-2.25,0,0,0,0,-5,0,-19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.9393939393939,-19.2272727272727,0,20.5454545454545,0,-22.6,78.9230769230769,2.23636363636364,0,0,-5.28888888888889,0,0,0,0,10.6666666666667,0,-1.74545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.833333333333,0,0,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.4545454545455,-9.90909090909091,0,7.20454545454545,0,9.95,2.23636363636364,18.7564102564103,0,0,3.98611111111111,0,0,0,0,3,0,-10.1111111111111,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52380952380952,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.1375,0,12.5916666666667,0,0,0,39.4625,5.67142857142857,0,0,0,-2.6625,0,0,0,0,0,8.92857142857143,0,0,0,0,0,18.1888888888889,0,0,0,0,0,0,0,0,0,0,-10.25,0,0,0,0,0,2.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-8.95,0,21.7041666666667,0,0,0,5.67142857142857,19.6625,0,0,0,-6.49583333333333,0,0,0,0,0,-4.57619047619048,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,-7.66666666666667,0,0,0,0,0,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.11111111111111,26.4181818181818,0,1.30909090909091,0,-2.25,-5.28888888888889,3.98611111111111,0,0,26.3636363636364,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6666666666667,0,0,-4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,48.2380952380952,0,0,0,10.3571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,61.2380952380952,0,0,8.14285714285714,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,11.55,0,0,0,0,8.09523809523809,0,0,0,0,0,0,0,0,0,10.75,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
0,0,-9.48529411764706,0,-9.96691176470588,0,0,0,-2.6625,-6.49583333333333,0,0,0,39.3088235294118,0,0,0,0,0,7.25416666666667,0,0,0,0,0,-13.5818181818182,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,7.88095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.2777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
