"Place_lo","Place_hi","Payout"
"1","1","15"
"2","2","8"
"3","3","6.5"
"4","4","5"
"5","5","4.5"
"6","7","4"
"8","10","3.5"
"11","15","3"
"16","25","2.5"
"26","40","2"
"41","70","1.5"
"71","110","1"
"111","160","0.75"
