"Place_lo","Place_hi","Payout"
"1","1","200"
"2","2","150"
"3","3","100"
"4","4","75"
"5","5","60"
"6","6","50"
"7","8","40"
"9","10","30"
"11","15","25"
"16","25","20"
"26","41","15"
"42","66","12"
"67","106","9"
