"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"DST","Vikings  (0000000)","Vikings ",0,3900,"Min@Jax 00:00PM ET","Min","Vikings","","Jax",7.68,11.7
"DST","Broncos  (0000000)","Broncos ",0,3800,"Den@Ten 00:00PM ET","Den","Broncos","","Ten",11.5,6
"DST","Lions  (0000000)","Lions ",0,3600,"Chi@Det 00:00PM ET","Det","Lions","","Chi",3.66,6.8
"DST","Bengals  (0000000)","Bengals ",0,3500,"Cin@Cle 00:00PM ET","Cin","Bengals","","Cle",7.71,7.2
"DST","Patriots  (0000000)","Patriots ",0,3400,"Bal@NE 00:00PM ET","NE","Patriots","","Bal",9.66,10.9
"DST","Titans  (0000000)","Titans ",0,3300,"Den@Ten 00:00PM ET","Ten","Titans","","Den",NA,7.3
"DST","Cardinals  (0000000)","Cardinals ",0,3200,"Ari@Mia 00:00PM ET","Ari","Cardinals","","Mia",8.74,9
"DST","Jets  (0000000)","Jets ",0,3100,"NYJ@SF 00:00PM ET","NYJ","Jets","","SF",7,8.3
"DST","Falcons  (0000000)","Falcons ",0,3100,"Atl@LA 00:00PM ET","Atl","Falcons","","LA",6.8,9.4
"DST","Chiefs  (0000000)","Chiefs ",0,3100,"Oak@KC 00:00PM ET","KC","Chiefs","","Oak",6.94,9
"DST","Seahawks  (0000000)","Seahawks ",0,3000,"Sea@GB 00:00PM ET","Sea","Seahawks","","GB",10.2,7.2
"DST","Eagles  (0000000)","Eagles ",0,2900,"Was@Phi 00:00PM ET","Phi","Eagles","","Was",8.25,7.7
"DST","Panthers  (0000000)","Panthers ",0,2900,"SD@Car 00:00PM ET","Car","Panthers","","SD",6.83,6.5
"DST","Texans  (0000000)","Texans ",0,2800,"Hou@Ind 00:00PM ET","Hou","Texans","","Ind",5.54,7.1
"DST","Steelers  (0000000)","Steelers ",0,2800,"Pit@Buf 00:00PM ET","Pit","Steelers","","Buf",5.78,6.6
"DST","Redskins  (0000000)","Redskins ",0,2700,"Was@Phi 00:00PM ET","Was","Redskins","","Phi",6.79,7.6
"DST","Cowboys  (0000000)","Cowboys ",0,2700,"Dal@NYG 00:00PM ET","Dal","Cowboys","","NYG",6.54,9.6
"DST","Ravens  (0000000)","Ravens ",0,2700,"Bal@NE 00:00PM ET","Bal","Ravens","","NE",9.88,6.1
"DST","Raiders  (0000000)","Raiders ",0,2700,"Oak@KC 00:00PM ET","Oak","Raiders","","KC",8.16,7.2
"DST","Dolphins  (0000000)","Dolphins ",0,2600,"Ari@Mia 00:00PM ET","Mia","Dolphins","","Ari",7.1,9.8
"DST","Chargers  (0000000)","Chargers ",0,2600,"SD@Car 00:00PM ET","SD","Chargers","","Car",6.74,6.6
"DST","Colts  (0000000)","Colts ",0,2600,"Hou@Ind 00:00PM ET","Ind","Colts","","Hou",6.12,7.5
"DST","49ers  (0000000)","49ers ",0,2600,"NYJ@SF 00:00PM ET","SF","49ers","","NYJ",5.28,6.4
"DST","Packers  (0000000)","Packers ",0,2600,"Sea@GB 00:00PM ET","GB","Packers","","Sea",8,5.1
"DST","Giants  (0000000)","Giants ",0,2600,"Dal@NYG 00:00PM ET","NYG","Giants","","Dal",6.3,6.7
"DST","Bills  (0000000)","Bills ",0,2500,"Pit@Buf 00:00PM ET","Buf","Bills","","Pit",7.48,7
"DST","Jaguars  (0000000)","Jaguars ",0,2500,"Min@Jax 00:00PM ET","Jax","Jaguars","","Min",6.16,6.7
"DST","Rams  (0000000)","Rams ",0,2500,"Atl@LA 00:00PM ET","LA","Rams","","Atl",5.15,7.5
"DST","Saints  (0000000)","Saints ",0,2400,"NO@TB 00:00PM ET","NO","Saints","","TB",4.54,8.6
"DST","Buccaneers  (0000000)","Buccaneers ",0,2400,"NO@TB 00:00PM ET","TB","Buccaneers","","NO",6.48,7.4
"DST","Bears  (0000000)","Bears ",0,2300,"Chi@Det 00:00PM ET","Chi","Bears","","Det",6.04,5.1
"DST","Browns  (0000000)","Browns ",0,2200,"Cin@Cle 00:00PM ET","Cle","Browns","","Cin",NA,5.9
