"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,752362248,"sfdskins",0,211.3,"P Adam Wainwright 2B Neil Walker OF Brett Gardner C Manny Piña 1B Chris Davis SS Hernán Pérez P José Quintana 3B Manny Machado OF Aaron Judge OF Michael Conforto",NA,"José Quintana","49.46%",14.35
2,752270726,"scottmespo71 (2/2)",0,201.05,"P Adam Wainwright C Yadier Molina 2B Neil Walker 1B Chris Davis SS Didi Gregorius 3B Manny Machado P Jacob deGrom OF Aaron Judge OF Hunter Renfroe OF Michael Conforto",NA,"Jacob deGrom","44.57%",14.1
3,752305792,"dd32680 (2/2)",0,194.2,"P Adam Wainwright C Yadier Molina 1B Matt Holliday OF Brett Gardner 3B Mike Moustakas 2B Starlin Castro SS Didi Gregorius OF Aaron Judge P Luis Severino OF Michael Conforto",NA,"Aaron Judge","42.91%",18
4,752304872,"TimFloyd (7/32)",0,194.05,"P Adam Wainwright SS José Reyes C Miguel Montero 2B Neil Walker OF Brett Gardner 1B Chris Davis 3B Mike Moustakas P Jacob deGrom OF Aaron Judge OF Michael Conforto",NA,"Luis Severino","42.61%",-2.75
5,752070283,"xtaylor (5/15)",0,191.45,"2B Neil Walker OF Mark Trumbo C Drew Butera 1B Chris Davis 3B Mike Moustakas OF Leury García P José Quintana P Jacob deGrom OF Michael Conforto SS Aledmys Díaz",NA,"Michael Conforto","30.97%",39
6,752134897,"bulldog222 (2/4)",0,191.05,"P Jered Weaver OF Brett Gardner C Drew Butera 1B Chris Davis 2B Starlin Castro P José Quintana OF George Springer 3B Travis Shaw SS Carlos Correa OF Michael Conforto",NA,"Manny Machado","28.48%",4
7,752305828,"RockyMarciano1976",0,190.45,"C Yadier Molina 1B Chris Davis SS Ryan Flaherty OF Leury García OF Avisaíl García P José Quintana 2B Yolmer Sánchez 3B Manny Machado P Jacob deGrom OF Michael Conforto",NA,"Avisaíl García","27.65%",7
8,752290199,"thedoeman (23/45)",0,189.05,"P Adam Wainwright C Yadier Molina OF Curtis Granderson 1B Chris Davis 2B Starlin Castro OF Avisaíl García 3B Yolmer Sánchez P Jacob deGrom SS Carlos Correa OF Michael Conforto",NA,"Didi Gregorius","27.27%",5
9,752065463,"nyjets999",0,188.45,"C Yadier Molina OF Brett Gardner OF Jacoby Ellsbury 3B Mike Moustakas 2B Starlin Castro OF Leury García SS Hernán Pérez P José Quintana P Jacob deGrom 1B T.J. Rivera",NA,"Mark Trumbo","22.19%",3
10,752321116,"mamandus (36/50)",0,187.45,"OF Curtis Granderson 2B Neil Walker C Drew Butera 1B Chris Davis SS Ryan Flaherty OF Leury García P José Quintana 3B Manny Machado P Jacob deGrom OF Michael Conforto",NA,"Miguel Montero","21.40%",0
