"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Corey Kluber",12600,"TEX@CLE 12:10PM ET",25.868,"CLE","TEX",30.34,22.2,25.6625,NA,41.6
"SP","Brad Peacock",9700,"OAK@HOU 02:10PM ET",10.417,"HOU","OAK",20.02,16.8,16.14,NA,22.45
"SP","Michael Fulmer",9400,"KC@DET 01:10PM ET",17.325,"DET","KC",21.52,16.4,20.011,NA,29.3
"SP","Jon Lester",8000,"CHC@WAS 04:05PM ET",17.453,"CHC","WAS",17.99,17.3,20.277,NA,21.9
"SP","Patrick Corbin",7400,"STL@ARI 03:40PM ET",11.053,"ARI","STL",14.09,14.9,16.723,NA,17.3
"SP","Joe Ross",7200,"CHC@WAS 04:05PM ET",7.594,"WAS","CHC",NA,16.6,18.095,NA,20.8
"SP","Lance Lynn",6200,"STL@ARI 03:40PM ET",15.387,"STL","ARI",13.52,14.1,17.355,NA,23.1
"SP","Jake Junis",5700,"KC@DET 01:10PM ET",7.15,"KC","DET",NA,10.8,11.897,NA,5.5
"RP","Daniel Gossett",5400,"OAK@HOU 02:10PM ET",12.2,"OAK","HOU",14.15,9.1,8.932,NA,-1.55
"SP","Andrew Cashner",5200,"TEX@CLE 12:10PM ET",9.8,"TEX","CLE",11.38,5,13.395,NA,2.45
