"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Chris Sale","Nick Pivetta","Tom Murphy","Buster Posey","Joe Panik","Nolan Arenado","Brandon Crawford","Hunter Pence","Raimel Tapia","Austin Slater"
"Gio Gonzalez","Justin Verlander","Jett Bandy","Buster Posey","Joe Panik","Jedd Gyorko","Brandon Crawford","Charlie Blackmon","Hunter Pence","Austin Slater"
"Chris Sale","Justin Verlander","Tom Murphy","Alex Avila","Ian Kinsler","Nicholas Castellanos","Jose Iglesias","Denard Span","Hunter Pence","Alex Presley"
"Chris Sale","Justin Verlander","Tom Murphy","Buster Posey","Whit Merrifield","Eduardo Nunez","Alcides Escobar","Jorge Bonifacio","Alex Gordon","Brandon Moss"
"Chris Sale","Michael Wacha","Tom Murphy","Buster Posey","Daniel Robertson","Evan Longoria","Trevor Story","Corey Dickerson","Steven Souza","Mallex Smith"
"Chris Sale","Sonny Gray","Jesus Sucre","Brandon Belt","Daniel Robertson","Evan Longoria","Brandon Crawford","Corey Dickerson","Denard Span","Mallex Smith"
"Chris Sale","Justin Verlander","Tom Murphy","Victor Martinez","Wilmer Flores","Nicholas Castellanos","Trevor Story","Justin Upton","JD Martinez","Alex Presley"
"Jordan Montgomery","Sonny Gray","Rene Rivera","Buster Posey","Joe Panik","Evan Longoria","Brandon Crawford","Mookie Betts","Hunter Pence","Austin Slater"
"Chris Sale","Michael Wacha","Tom Murphy","Eric Hosmer","Whit Merrifield","Nolan Arenado","Brandon Crawford","Lorenzo Cain","Jorge Bonifacio","Alex Gordon"
"Chris Sale","Gio Gonzalez","Jesus Sucre","Logan Morrison","Daniel Robertson","Evan Longoria","Trevor Story","Hunter Pence","Mallex Smith","Austin Slater"
"Chris Sale","Justin Verlander","Tom Murphy","Albert Pujols","Danny Espinosa","Yunel Escobar","Trevor Story","Cameron Maybin","Kole Calhoun","Austin Slater"
"Justin Verlander","Ricky Nolasco","Tom Murphy","Mitch Moreland","Dustin Pedroia","Eduardo Nunez","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Denard Span"
"Justin Verlander","Ricky Nolasco","Tom Murphy","Ryan Zimmerman","Daniel Murphy","Eduardo Nunez","Trea Turner","Bryce Harper","Denard Span","Brian Goodwin"
"Chris Sale","Sonny Gray","Tom Murphy","Logan Morrison","Daniel Robertson","Evan Longoria","Brandon Crawford","Steven Souza","Hunter Pence","Colby Rasmus"
"Chris Sale","Gio Gonzalez","Austin Romine","Brandon Belt","Whit Merrifield","Mike Moustakas","Alcides Escobar","Denard Span","Alex Gordon","Brandon Moss"
"Chris Sale","Sonny Gray","Jett Bandy","Buster Posey","Ian Kinsler","Nicholas Castellanos","Jose Iglesias","Justin Upton","Austin Slater","Alex Presley"
"Chris Sale","Justin Verlander","Austin Romine","Chris Carter","Wilmer Flores","Chase Headley","Trevor Story","Aaron Hicks","Brett Gardner","Denard Span"
"Chris Sale","Michael Wacha","Sandy Leon","Mitch Moreland","Paul DeJong","Pablo Sandoval","Trevor Story","Andrew Benintendi","Jackie Bradley","Denard Span"
"Chris Sale","Ricky Nolasco","Jesus Sucre","Ian Desmond","Michael Martinez","Evan Longoria","Trevor Story","Mookie Betts","Corey Dickerson","Mallex Smith"
"Gio Gonzalez","Justin Verlander","Tom Murphy","Mitch Moreland","DJ LeMahieu","Pablo Sandoval","Xander Bogaerts","Andrew Benintendi","Jackie Bradley","Hunter Pence"
"Chris Sale","Michael Wacha","Rene Rivera","Brandon Belt","Joe Panik","Nicholas Castellanos","Jose Iglesias","Justin Upton","JD Martinez","Alex Presley"
"Chris Sale","Jordan Montgomery","Rene Rivera","Logan Morrison","Daniel Robertson","Evan Longoria","Aledmys Diaz","Steven Souza","Denard Span","Mallex Smith"
"Zach Davies","Ricky Nolasco","Sandy Leon","Buster Posey","Joe Panik","Hernan Perez","Brandon Crawford","Bryce Harper","Hunter Pence","Austin Slater"
"Chris Sale","Robert Gsellman","Jett Bandy","Logan Morrison","Daniel Robertson","Eduardo Nunez","Brandon Crawford","Corey Dickerson","Steven Souza","Mallex Smith"
"Chris Sale","Ricky Nolasco","Jett Bandy","Albert Pujols","Danny Espinosa","Eduardo Nunez","Brandon Crawford","Cameron Maybin","Kole Calhoun","Eric Young"
"Jordan Montgomery","Justin Verlander","Austin Romine","Brandon Belt","Starlin Castro","Eduardo Nunez","Brandon Crawford","Aaron Judge","Aaron Hicks","Brett Gardner"
"Chris Sale","Nick Pivetta","Tom Murphy","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Adam Rosales","Bryce Harper","Hunter Pence","Brian Goodwin"
"Chris Sale","Ricky Nolasco","Jett Bandy","Logan Morrison","Daniel Robertson","Evan Longoria","Trevor Story","Corey Dickerson","Denard Span","Colby Rasmus"
"Gio Gonzalez","Jordan Montgomery","Tom Murphy","Brandon Belt","Ian Kinsler","Nicholas Castellanos","Jose Iglesias","Charlie Blackmon","Justin Upton","Alex Presley"
"Chris Sale","Nick Pivetta","Jesus Sucre","Logan Morrison","Daniel Robertson","Nolan Arenado","Aledmys Diaz","Charlie Blackmon","Corey Dickerson","Mallex Smith"
"Chris Sale","Gio Gonzalez","Austin Romine","Brandon Belt","Daniel Robertson","Evan Longoria","Adam Rosales","Corey Dickerson","Steven Souza","Colby Rasmus"
"Chris Sale","Nick Pivetta","Jett Bandy","Albert Pujols","DJ LeMahieu","Yunel Escobar","Andrelton Simmons","Cameron Maybin","Kole Calhoun","Denard Span"
