"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Actual","ValueWR","Week1","Week2","Week3","Week4","Week5","Week6"
"WR","Golden Tate (7609007)","Golden Tate",7609007,4900,"Was@Det 01:00PM ET","Det","Golden","Tate","Was",10.6,14.5,2,0.200913242009132,12.2165077381211,11.9098849377521,0,15.3,1,11.3,3.3,7.2,3.1,7.5,33.8
"WR","Chris Hogan (7609074)","Chris Hogan",7609074,4800,"NE@Pit 04:25PM ET","NE","Chris","Hogan","Pit",9.62,7.9,4,0.117073170731707,7.92511502896735,8.04932304726688,0,3.5,1,15,9.9,1.3,NA,18.6,4.9
"WR","Michael Thomas (7608964)","Michael Thomas",7608964,4700,"NO@KC 01:00PM ET","NO","Michael","Thomas","KC",12.17,12.2,2,0.16289592760181,11.352036928275,11.3403588040796,1,26,1,11.8,9.6,20.1,14.4,NA,18.8
"WR","John Brown (7609083)","John Brown",7609083,4600,"Sea@Ari 08:30PM ET","Ari","John","Brown","Sea",0,0,2,0.199152542372881,0,0,0,0,1,1.8,2.4,13,27.4,2.1,10.4
"WR","Corey Coleman (7609000)","Corey Coleman",7609000,4500,"Cle@Cin 01:00PM ET","Cle","Corey","Coleman","Cin",0,0,7,0.0545454545454545,0,0,0,0,1,8.9,30.4,NA,NA,NA,NA
"WR","DeVante Parker (7609031)","DeVante Parker",7609031,4500,"Buf@Mia 01:00PM ET","Mia","DeVante","Parker","Buf",10.13,11.6,2,0.168478260869565,10.3178913690015,10.1975887348163,1,5,1,NA,21.6,14.1,4,9,7.8
"WR","Mohamed Sanu (7609063)","Mohamed Sanu",7609063,4400,"SD@Atl 04:05PM ET","Atl","Mohamed","Sanu","SD",9.8,11.2,2,0.175355450236967,9.9684765924312,9.85378517843042,0,3.6,1,21,4.9,6.1,4.2,6.3,15.7
"WR","Tyrell Williams (7609065)","Tyrell Williams",7609065,4400,"SD@Atl 04:05PM ET","SD","Tyrell","Williams","Atl",12.56,13.1,2,0.173913043478261,12.0218556146959,11.9708486383255,1,24,1,9.1,15.1,12.9,9,25.7,5.8
"WR","Anquan Boldin (7609003)","Anquan Boldin",7609003,4000,"Was@Det 01:00PM ET","Det","Anquan","Boldin","Was",10.25,10.8,3,0.178082191780822,9.87654935479036,9.82655799295327,1,11.8,1,6.5,14.8,12.2,9.1,8.8,20
"WR","Jeremy Kerley (7609048)","Jeremy Kerley",7609048,4000,"TB@SF 04:05PM ET","SF","Jeremy","Kerley","TB",11.9,9.7,1,0.299435028248588,9.75992074590424,9.91910342904473,0,3.5,1,NA,5.9,4.4,20.8,27.2,3.2
"WR","Brandon LaFell (7608992)","Brandon LaFell",7608992,3900,"Cle@Cin 01:00PM ET","Cin","Brandon","LaFell","Cle",11.37,8.9,2,0.173333333333333,9.10400578258517,9.28425904475782,0,18.3,1,13.1,6.9,5.2,8.4,26.8,9.3
"WR","Kendall Wright (7608971)","Kendall Wright",7608971,3700,"Ind@Ten 01:00PM ET","Ten","Kendall","Wright","Ind",10.91,8.2,6,0.0663265306122449,8.53131811054123,8.73029221029,0,3.2,1,NA,NA,NA,3.4,1.9,30.3
"WR","Adam Thielen (7608989)","Adam Thielen",7608989,3700,"Min@Phi 01:00PM ET","Min","Adam","Thielen","Phi",8.86,6.4,3,0.158536585365854,6.7724382063656,6.95386127121599,0,7.2,1,9.4,8.1,5.9,4.1,28.7,NA
"WR","Danny Amendola (7609068)","Danny Amendola",7609068,3500,"NE@Pit 04:25PM ET","NE","Danny","Amendola","Pit",6.43,8.2,6,0.0829268292682927,7.05241532284367,6.91200741327596,0,0,1,7.8,20,4.3,NA,3.1,5
"WR","Dontrelle Inman (7609058)","Dontrelle Inman",7609058,3300,"SD@Atl 04:05PM ET","SD","Dontrelle","Inman","Atl",8.73,6.9,3,0.130434782608696,7.03012079263076,7.16343279205987,0,8.8,1,1.6,1.7,6.2,28,1.3,2.1
"WR","Marquise Goodwin (7609025)","Marquise Goodwin",7609025,3000,"Buf@Mia 01:00PM ET","Buf","Marquise","Goodwin","Mia",9.84,11.9,3,0.153846153846154,10.4025171281285,10.2372878131782,0,19.3,1,NA,22.2,1.6,2.2,9.3,4.2
"WR","Adam Humphries (7609055)","Adam Humphries",7609055,3000,"TB@SF 04:05PM ET","TB","Adam","Humphries","SF",9.12,10.5,3,0.153846153846154,9.32316422991997,9.21052757268065,0,4.3,1,7.1,12.7,22,1.4,4.1,NA
