"Bryce Harper_WAS","Paul Goldschmidt_ARI","Nolan Arenado_COL","Mike Trout_LAA","AJ Pollock_ARI","Jake Lamb_ARI","Charlie Blackmon_COL","Trea Turner_WAS","Carlos Gonzalez_COL","Manny Machado_BAL","Ian Desmond_COL","Freddie Freeman_ATL","Mookie Betts_BOS","Jose Abreu_CWS","Daniel Murphy_WAS","Yasmany Tomas_ARI","Trevor Story_COL","Eric Thames_MIL","Ryan Braun_MIL","Ryan Zimmerman_WAS","DJ LeMahieu_COL","David Peralta_ARI","Hanley Ramirez_BOS","Todd Frazier_CWS","Jose Altuve_HOU","Carlos Correa_HOU","David Dahl_COL","Mark Trumbo_BAL","Miguel Cabrera_DET","Chris Owings_ARI","Brandon Drury_ARI","Edwin Encarnacion_CLE","Xander Bogaerts_BOS","Brian Dozier_MIN","Melky Cabrera_CWS","Giancarlo Stanton_MIA","Corey Seager_LAD","Francisco Lindor_CLE","Michael Brantley_CLE","Adam Jones_BAL","Andrew McCutchen_PIT","Jonathan Villar_MIL","Josh Donaldson_TOR","JD Martinez_DET","Yoenis Cespedes_NYM","Adam Eaton_WAS","Mark Reynolds_COL","Wil Myers_SD","Carlos Santana_CLE","Miguel Sano_MIN","Jackie Bradley_BOS","Gregory Polanco_PIT","Ian Kinsler_DET","George Springer_HOU","Jay Bruce_NYM","Matt Kemp_ATL","Jose Ramirez_CLE","Jason Kipnis_CLE","Dustin Pedroia_BOS","Chris Davis_BAL","Tim Anderson_CWS","Christian Yelich_MIA","Nelson Cruz_SEA","Anthony Rendon_WAS","Starling Marte_PIT","Jose Bautista_TOR","Evan Longoria_TB","Justin Upton_DET","Dee Gordon_MIA","Robinson Cano_SEA","Jean Segura_SEA","Gerardo Parra_COL","Socrates Brito_ARI","Lorenzo Cain_KC","Tyler Saladino_CWS","Jose Reyes_NYM","Rougned Odor_TEX","Dexter Fowler_STL","Matt Carpenter_STL","Eric Hosmer_KC","Max Kepler_MIN","Andrew Benintendi_BOS","Avisail Garcia_CWS","Jonathan Schoop_BAL","Khris Davis_OAK","Albert Pujols_LAA","Shin-Soo Choo_TEX","Elvis Andrus_TEX","Jayson Werth_WAS","Justin Turner_LAD","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Jedd Gyorko_STL","Joe Mauer_MIN","Welington Castillo_BAL","Keon Broxton_MIL","Josh Reddick_HOU","Alex Bregman_HOU","Michael Conforto_NYM","Adrian Beltre_TEX","Kyle Seager_SEA","Maikel Franco_PHI","Michael Taylor_WAS","Odubel Herrera_PHI","Joc Pederson_LAD","Brandon Phillips_ATL","Ender Inciarte_ATL","Stephen Piscotty_STL","Aledmys Diaz_STL","Alex Gordon_KC","Pablo Sandoval_BOS","Robbie Grossman_MIN","Kennys Vargas_MIN","Seth Smith_BAL","Travis Shaw_MIL","Rajai Davis_OAK","Nicholas Castellanos_DET","Evan Gattis_HOU","Marcell Ozuna_MIA","David Wright_NYM","Asdrubal Cabrera_NYM","Neil Walker_NYM","Matt Wieters_WAS","Stephen Cardullo_COL","Raimel Tapia_COL","Chris Herrmann_ARI","Logan Forsythe_LAD","Andrew Toles_LAD","Cody Bellinger_LAD","Mike Moustakas_KC","Jorge Soler_KC","Mitch Moreland_BOS","Eddie Rosario_MIN","Byron Buxton_MIN","Matt Davidson_CWS","Hyun Soo Kim_BAL","Josh Harrison_PIT","Troy Tulowitzki_TOR","Brad Miller_TB","Victor Martinez_DET","Carlos Beltran_HOU","Kole Calhoun_LAA","JT Realmuto_MIA","Lucas Duda_NYM","Joey Gallo_TEX","Mike Napoli_TEX","Carlos Gomez_TEX","Tommy Joseph_PHI","Dustin Garneau_COL","Nick Markakis_ATL","Salvador Perez_KC","Whit Merrifield_KC","Charlie Tilson_CWS","Trey Mancini_BAL","Hernan Perez_MIL","Steve Pearce_TOR","Steven Souza_TB","Devon Travis_TOR","Trevor Plouffe_OAK","Alex Avila_DET","Cameron Maybin_LAA","Curtis Granderson_NYM","Cesar Hernandez_PHI","Aaron Altherr_PHI","Adam Lind_WAS","Chris Iannetta_ARI","Tom Murphy_COL","Chase Utley_LAD","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Ryan Schimpf_SD","Randal Grichuk_STL","Brock Holt_BOS","Jorge Polanco_MIN","Craig Gentry_BAL","Alen Hanson_PIT","Orlando Arcia_MIL","Kendrys Morales_TOR","Wilson Ramos_TB","Kevin Kiermaier_TB","Marcus Semien_OAK","Ryon Healy_OAK","Marwin Gonzalez_HOU","Norichika Aoki_HOU","CJ Cron_LAA","Nomar Mazara_TEX","Jonathan Lucroy_TEX","Michael Saunders_PHI","Daniel Descalso_ARI","Yangervis Solarte_SD","Adonis Garcia_ATL","Alcides Escobar_KC","Cheslor Cuthbert_KC","Brandon Moss_KC","Nick Franklin_MIL","Domingo Santana_MIL","Russell Martin_TOR","Colby Rasmus_TB","Corey Dickerson_TB","Mallex Smith_TB","Stephen Vogt_OAK","Brian McCann_HOU","Luis Valbuena_LAA","Martin Prado_MIA","Mitch Haniger_SEA","Nick Ahmed_ARI","Pat Valaika_COL","Jeremy Hazelbaker_ARI","Chris Taylor_LAD","Manuel Margot_SD","Dansby Swanson_ATL","Lonnie Chisenhall_CLE","Brandon Guyer_CLE","Abraham Almonte_CLE","Billy Burns_KC","Bradley Zimmer_CLE","Chris Young_BOS","JJ Hardy_BAL","Leury Garcia_CWS","Jacob May_CWS","Jesus Aguilar_MIL","Josh Bell_PIT","Matt Duffy_TB","Jefry Marte_LAA","Yuli Gurriel_HOU","Wilmer Flores_NYM","Danny Valencia_SEA","Delino DeShields_TEX","Howie Kendrick_PHI","Freddy Galvis_PHI","Rhys Hoskins_PHI","Tony Wolters_COL","Kike Hernandez_LAD","Trayce Thompson_LAD","Alex Dickerson_SD","Hunter Renfroe_SD","Cory Spangenberg_SD","Yadier Molina_STL","Jorge Bonifacio_KC","Tyler Naquin_CLE","Cody Asche_CWS","Joey Rickard_BAL","Francisco Cervelli_PIT","David Freese_PIT","Jordy Mercer_PIT","Adam Frazier_PIT","Josh Phegley_OAK","Mark Canha_OAK","Derek Dietrich_MIA","Justin Bour_MIA","Robinson Chirinos_TEX","Leonys Martin_SEA","Jurickson Profar_TEX","Taylor Motter_SEA","Daniel Nava_PHI","Cameron Rupp_PHI","Austin Barnes_LAD","Jace Peterson_ATL","Austin Jackson_CLE","Yan Gomes_CLE","Peter O'Brien_KC","Sandy Leon_BOS","Chase d'Arnaud_BOS","Danny Santana_MIN","Steve Selsky_BOS","Marco Hernandez_BOS","John Jaso_PIT","Kirk Nieuwenhuis_MIL","Danny Ortiz_PIT","Andrew Susac_MIL","Kevin Newman_PIT","Tim Beckham_TB","Kevin Pillar_TOR","Jake Bauers_TB","Yonder Alonso_OAK","Yunel Escobar_LAA","Ben Revere_LAA","Travis d'Arnaud_NYM","Stephen Drew_WAS","Andrew Knapp_PHI","Jeff Mathis_ARI","Rob Segedin_LAD","Travis Jankowski_SD","Jhonny Peralta_STL","Tyler Flowers_ATL","Giovanny Urshela_CLE","Ryan O'Hearn_KC","Jason Castro_MIN","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Jose Osuna_PIT","Jed Lowrie_OAK","Danny Espinosa_LAA","Andrelton Simmons_LAA","Derek Fisher_HOU","Brandon Nimmo_NYM","TJ Rivera_NYM","Jarrod Dyson_SEA","Wilmer Difo_WAS","Cristhian Adames_COL","Ryan Hanigan_COL","Andre Ethier_LAD","Matt Adams_STL","Terrance Gore_KC","Yandy Diaz_CLE","Chris Gimenez_MIN","Christian Vazquez_BOS","Eduardo Escobar_MIN","Deven Marrero_BOS","Josh Rutledge_BOS","Ryan Flaherty_BAL","Yolmer Sanchez_CWS","Manny Pina_MIL","Chris Coghlan_TOR","Peter Bourjos_TB","Derek Norris_TB","Justin Smoak_TOR","Dalton Pompey_TOR","Rowdy Tellez_TOR","Jake Smolinski_OAK","Ryan LaMarre_OAK","JaCoby Jones_DET","James McCann_DET","Destin Hood_MIA","Pete Kozma_TEX","Mike Zunino_SEA","Brett Nicholas_TEX","Ben Gamel_SEA","Chris Heisey_WAS","Alexi Amarista_COL","Scott Van Slyke_LAD","Kolten Wong_STL","Micah Johnson_ATL","Harrison Bader_STL","Christian Colon_KC","Paulo Orlando_KC","Caleb Joseph_BAL","Kevan Smith_CWS","Elias Diaz_PIT","Phil Gosselin_PIT","Jett Bandy_MIL","Rickie Weeks_TB","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Bruce Maxwell_OAK","Ichiro Suzuki_MIA","Juan Lagares_NYM","Tyler Moore_MIA","Ryan Rua_TEX","Brock Stassi_PHI","Christian Bethancourt_SD","Austin Hedges_SD","Jose Martinez_STL","Rio Ruiz_ATL","Roberto Perez_CLE","Francisco Pena_BAL","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Curt Casali_TB","Logan Morrison_TB","Matt Joyce_OAK","Jose Iglesias_DET","Jake Marisnick_HOU","Adeiny Hechavarria_MIA","Matt Reynolds_NYM","Kevin Plawecki_NYM","Guillermo Heredia_SEA","Andres Blanco_PHI","Jose Lobaton_WAS","Rafael Bautista_WAS","Erick Aybar_SD","Greg Garcia_STL","Raul Mondesi_KC","Ehire Adrianza_MIN","Gift Ngoepe_PIT","Jesus Sucre_TB","Daniel Robertson_TB","Jim Adduci_DET","Adam Rosales_OAK","AJ Ellis_MIA","Shawn O'Malley_SEA","Hanser Alberto_TEX","Luis Sardinas_SD","Allen Cordoba_SD","Kurt Suzuki_ATL","Michael Martinez_CLE","Zack Collins_CWS","JT Riddle_MIA","Carlos Ruiz_SEA","Boog Powell_SEA","Jabari Blash_SD","Carson Kelly_STL","Chris Stewart_PIT","John Bormann_PIT","Darwin Barney_TOR","Chad Pinder_OAK","Martin Maldonado_LAA","Juan Graterol_LAA","Rene Rivera_NYM","Ty Kelly_PHI","Hector Sanchez_SD","Eric Fryer_STL","Drew Butera_KC","Shane Peterson_TB","Luke Maile_TOR","Andrew Romine_DET","Jaff Decker_OAK","Carlos Perez_LAA","Miguel Rojas_MIA","Mike Freeman_SEA","Daniel Vogelbach_SEA","Grant Green_WAS","Brett Eibner_LAD","Emilio Bonifacio_ATL","Anthony Recker_ATL","Ryan Goins_TOR","Matt Olson_OAK","Cliff Pennington_LAA","Tony Kemp_HOU","Drew Robinson_TEX","Luis Torrens_SD","Lane Adams_ATL","Johan Camargo_ATL"
146.476449275362,0,0,0,0,0,0,47.5789835164834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0992647058823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.845982142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9850643382353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54.4556650246305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58.8717948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,29.2615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,65.3046153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,50.1794871794872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,57.8917378917379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.5789835164834,0,0,0,0,0,0,139.695238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20.5766666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,65.8148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
