"Sport","Entry","Contest_Date_EST","Place","Points","Winnings_Non_Ticket","Winnings_Ticket","Contest_Entries","Entry_Fee","Prize_Pool","Places_Paid"
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (83/150)","2016-09-25 13:00:00",93773,152.06,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (120/150)","2016-09-25 13:00:00",96184,151.56,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (91/150)","2016-09-25 13:00:00",97649,151.26,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (128/150)","2016-09-25 13:00:00",98114,151.18,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (31/150)","2016-09-25 13:00:00",101588,150.46,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (97/150)","2016-09-25 13:00:00",106437,149.54,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (93/150)","2016-09-25 13:00:00",111994,148.48,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (108/150)","2016-09-25 13:00:00",114244,148.08,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (67/150)","2016-09-25 13:00:00",127655,145.66,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (114/150)","2016-09-25 13:00:00",128509,145.5,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (123/150)","2016-09-25 13:00:00",128973,145.44,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (63/150)","2016-09-25 13:00:00",136537,144.14,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (76/150)","2016-09-25 13:00:00",139901,143.64,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (140/150)","2016-09-25 13:00:00",141766,143.3,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (127/150)","2016-09-25 13:00:00",143608,143.02,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (68/150)","2016-09-25 13:00:00",143665,143,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (77/150)","2016-09-25 13:00:00",148230,142.28,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (75/150)","2016-09-25 13:00:00",150520,141.92,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (41/150)","2016-09-25 13:00:00",150815,141.88,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (118/150)","2016-09-25 13:00:00",155305,141.18,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (49/150)","2016-09-25 13:00:00",157946,140.76,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (13/150)","2016-09-25 13:00:00",158966,140.6,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (50/150)","2016-09-25 13:00:00",158966,140.6,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (129/150)","2016-09-25 13:00:00",160659,140.36,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (9/150)","2016-09-25 13:00:00",161784,140.18,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (133/150)","2016-09-25 13:00:00",162078,140.14,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (74/150)","2016-09-25 13:00:00",167408,139.34,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (29/150)","2016-09-25 13:00:00",167521,139.3,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (147/150)","2016-09-25 13:00:00",168011,139.24,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (149/150)","2016-09-25 13:00:00",172581,138.52,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (72/150)","2016-09-25 13:00:00",172842,138.48,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (18/150)","2016-09-25 13:00:00",173141,138.44,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (20/150)","2016-09-25 13:00:00",184351,136.76,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (48/150)","2016-09-25 13:00:00",187301,136.34,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (134/150)","2016-09-25 13:00:00",187775,136.26,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (80/150)","2016-09-25 13:00:00",196144,135,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (135/150)","2016-09-25 13:00:00",196523,134.96,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (4/150)","2016-09-25 13:00:00",197438,134.84,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (145/150)","2016-09-25 13:00:00",198819,134.64,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (142/150)","2016-09-25 13:00:00",202956,134.04,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (103/150)","2016-09-25 13:00:00",207910,133.34,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (42/150)","2016-09-25 13:00:00",208373,133.26,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (7/150)","2016-09-25 13:00:00",216414,132.14,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (98/150)","2016-09-25 13:00:00",217257,132.02,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (46/150)","2016-09-25 13:00:00",217950,131.94,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (82/150)","2016-09-25 13:00:00",222095,131.36,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (146/150)","2016-09-25 13:00:00",222450,131.3,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (11/150)","2016-09-25 13:00:00",225921,130.84,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (102/150)","2016-09-25 13:00:00",230029,130.26,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (23/150)","2016-09-25 13:00:00",231066,130.1,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (52/150)","2016-09-25 13:00:00",247425,127.86,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (64/150)","2016-09-25 13:00:00",250265,127.46,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (14/150)","2016-09-25 13:00:00",251575,127.28,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (73/150)","2016-09-25 13:00:00",260215,126.1,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (125/150)","2016-09-25 13:00:00",261271,125.96,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (86/150)","2016-09-25 13:00:00",263706,125.64,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (89/150)","2016-09-25 13:00:00",267846,125.06,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (126/150)","2016-09-25 13:00:00",290736,121.9,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (32/150)","2016-09-25 13:00:00",292773,121.64,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (131/150)","2016-09-25 13:00:00",293115,121.58,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (30/150)","2016-09-25 13:00:00",297532,120.96,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (124/150)","2016-09-25 13:00:00",299244,120.7,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (137/150)","2016-09-25 13:00:00",303445,120.14,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (121/150)","2016-09-25 13:00:00",308171,119.46,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (109/150)","2016-09-25 13:00:00",310911,119.06,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (115/150)","2016-09-25 13:00:00",312269,118.86,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (2/150)","2016-09-25 13:00:00",314606,118.54,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (62/150)","2016-09-25 13:00:00",317286,118.16,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (21/150)","2016-09-25 13:00:00",324605,117.1,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (66/150)","2016-09-25 13:00:00",325216,117.04,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (116/150)","2016-09-25 13:00:00",335719,115.48,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (61/150)","2016-09-25 13:00:00",335900,115.46,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (27/150)","2016-09-25 13:00:00",341999,114.54,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (28/150)","2016-09-25 13:00:00",342478,114.46,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (88/150)","2016-09-25 13:00:00",343974,114.24,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (79/150)","2016-09-25 13:00:00",349087,113.44,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (107/150)","2016-09-25 13:00:00",352808,112.86,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (105/150)","2016-09-25 13:00:00",357609,112.12,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (35/150)","2016-09-25 13:00:00",361047,111.58,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (47/150)","2016-09-25 13:00:00",361446,111.52,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (37/150)","2016-09-25 13:00:00",367795,110.48,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (100/150)","2016-09-25 13:00:00",378694,108.68,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (38/150)","2016-09-25 13:00:00",393646,106.06,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (136/150)","2016-09-25 13:00:00",409400,103.04,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (58/150)","2016-09-25 13:00:00",409883,102.94,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (138/150)","2016-09-25 13:00:00",414245,102.04,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (104/150)","2016-09-25 13:00:00",431464,98.14,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (95/150)","2016-09-25 13:00:00",443286,94.98,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (40/150)","2016-09-25 13:00:00",454733,91.38,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (87/150)","2016-09-25 13:00:00",463221,88.18,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
