"Corey Seager_LAD","Nolan Arenado_COL","Charlie Blackmon_COL","Justin Turner_LAD","Mark Reynolds_COL","Yasiel Puig_LAD","DJ LeMahieu_COL","Joc Pederson_LAD","Cody Bellinger_LAD","Jose Abreu_CWS","Ian Desmond_COL","Logan Forsythe_LAD","Wil Myers_SD","Carlos Gonzalez_COL","Brian Dozier_MIN","Rougned Odor_TEX","Chase Utley_LAD","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Trevor Story_COL","Miguel Sano_MIN","Carlos Gomez_TEX","Adrian Gonzalez_LAD","Chris Taylor_LAD","Adrian Beltre_TEX","Joey Gallo_TEX","David Dahl_COL","Melky Cabrera_CWS","Todd Frazier_CWS","Mike Napoli_TEX","Ryan Schimpf_SD","Delino DeShields_TEX","Trayce Thompson_LAD","Avisail Garcia_CWS","Elvis Andrus_TEX","Yangervis Solarte_SD","Andrew Toles_LAD","Austin Barnes_LAD","Kennys Vargas_MIN","Nomar Mazara_TEX","Manuel Margot_SD","Kike Hernandez_LAD","Rob Segedin_LAD","Robbie Grossman_MIN","Jonathan Lucroy_TEX","Hunter Renfroe_SD","Andre Ethier_LAD","Gerardo Parra_COL","Max Kepler_MIN","Tim Anderson_CWS","Shin-Soo Choo_TEX","Cory Spangenberg_SD","Scott Van Slyke_LAD","Joe Mauer_MIN","Matt Davidson_CWS","Tyler Saladino_CWS","Eduardo Escobar_MIN","Alex Dickerson_SD","Jurickson Profar_TEX","Travis Jankowski_SD","Stephen Cardullo_COL","Raimel Tapia_COL","Jason Castro_MIN","Eddie Rosario_MIN","Byron Buxton_MIN","Matt Szczur_SD","Dustin Garneau_COL","Jorge Polanco_MIN","Robinson Chirinos_TEX","Tom Murphy_COL","Charlie Tilson_CWS","Pete Kozma_TEX","Brett Nicholas_TEX","Christian Bethancourt_SD","Austin Hedges_SD","Ryan Rua_TEX","Ryan Hanigan_COL","Pat Valaika_COL","Chris Gimenez_MIN","Erick Aybar_SD","Tony Wolters_COL","Leury Garcia_CWS","Jacob May_CWS","Hanser Alberto_TEX","Luis Sardinas_SD","Allen Cordoba_SD","Brett Eibner_LAD","Cody Asche_CWS","Jabari Blash_SD","Cristhian Adames_COL","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Hector Sanchez_SD","Alexi Amarista_COL","Yolmer Sanchez_CWS","Ehire Adrianza_MIN","Kevan Smith_CWS","Drew Robinson_TEX","Luis Torrens_SD","Zack Collins_CWS"
53.6724137931034,0,0,24.12,0,7.14814814814815,0,0,0,0,0,0,0,0,0,0,0,0,27.6467391304348,0,0,0,11.3857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18014705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54.5471264367816,6.4076354679803,0,2.64387464387464,0,-3.96560846560847,0,0,0,0,0,0,-3.3,0,0,0,0,0,6.94153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.4076354679803,60.8057471264368,0,13.3717948717949,0,3.8994708994709,0,0,0,0,0,0,18.6367521367521,0,0,0,0,0,6.43076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.12,0,0,23.8412698412698,0,11.6282051282051,0,0,0,0,0,0,0,0,0,0,0,0,14.1515151515152,0,0,0,10.3245614035088,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6708333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.64387464387464,13.3717948717949,0,75.1481481481482,0,14.08,0,0,0,0,0,0,0.358695652173913,0,0,0,0,0,14.8233333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10130718954248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.14814814814815,0,0,11.6282051282051,0,59.0816091954023,0,0,0,0,0,0,0,0,0,0,0,0,3.11594202898551,0,0,0,2.93571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.481617647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-3.96560846560847,3.8994708994709,0,14.08,0,36.423645320197,0,0,0,0,0,0,4.74166666666667,0,0,0,0,0,4.99166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.10233918128655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,64.8615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4762845849802,14.1013071895425,0,0,0,0,-0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75889328063241,0,0,0,0,0,6.18421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
