"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,12700,34.5669291338583,43.9,"Max Scherzer","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,8.66666666666667,0,0,1,3,2,1
2,2,8100,46.2962962962963,37.5,"Masahiro Tanaka","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,7.33333333333333,0,0,1,5,0,0
3,1,3500,105.714285714286,37,"Neil Walker","NYM",NA,"2B",4,3,2,4,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,12100,30.2066115702479,36.55,"Jacob deGrom","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,8.33333333333333,0,0,1,6,1,0
5,4,11400,31.2719298245614,35.65,"Chris Archer","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,7.66666666666667,0,0,2,5,1,0
6,2,5500,61.8181818181818,34,"Charlie Blackmon","COL",NA,"OF",1,1,1,3,0,4,2,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,8000,40.9375,32.75,"Sean Manaea","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,0,4,1,0
8,3,4000,75,30,"Devon Travis","TOR",NA,"2B",8,2,1,4,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,7600,38.6184210526316,29.35,"Joe Musgrove","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,0,4,0,0
10,7,9600,29.4270833333333,28.25,"Alex Wood","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5,0,0,0,2,2,1
11,4,0,0,28,"Melky Cabrera","CHW",NA,"OF",2,2,1,4,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,8,6900,40,27.6,"Tim Adleman","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,8,0,0,0,1,2,1
13,9,7000,36.2857142857143,25.4,"Jaime Garcia","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6.66666666666667,0,0,0,4,2,0
14,10,5900,42.3728813559322,25,"Antonio Senzatela","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,8,0,0,0,5,0,0
15,11,0,0,24.25,"Mike Pelfrey","CHW",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,0,0,1,4,1,0
16,12,8900,26.6292134831461,23.7,"Carlos Martinez","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,7.33333333333333,0,0,3,6,2,0
17,5,3800,60.5263157894737,23,"Christian Yelich","MIA",NA,"OF",3,2,0,0,0,3,0,3,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,6,4200,52.3809523809524,22,"Giancarlo Stanton","MIA",NA,"OF",2,1,1,2,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,13,6300,34.7619047619048,21.9,"Zack Godley","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,0,5,1,0
20,7,5400,38.8888888888889,21,"Jake Lamb","ARI",NA,"3B",4,1,1,2,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,8,2900,72.4137931034483,21,"Chase Utley","LAD",NA,"1B/2B",7,1,1,1,1,2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,9,3500,60,21,"Kevin Kiermaier","TB",NA,"OF",6,1,1,2,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,10,4700,44.6808510638298,21,"Mark Reynolds","COL",NA,"1B",5,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,11,4400,47.7272727272727,21,"Justin Bour","MIA",NA,"1B",5,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,12,2100,100,21,"Martin Maldonado","LAA",NA,"C",6,1,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,14,8800,23.5227272727273,20.7,"Eduardo Rodriguez","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,0,5,3,0
27,13,4100,48.780487804878,20,"Justin Smoak","TOR",NA,"1B",5,2,1,1,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,14,4400,45.4545454545455,20,"Logan Morrison","TB",NA,"1B",4,2,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,15,3900,51.2820512820513,20,"Rougned Odor","TEX",NA,"2B",5,1,1,3,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
