"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Max Scherzer","P","WSH","vs SD",2.83,"Perdomo, R 5.79","R",3.02,0,0,6.6,11.5,0.99,NA,12700,48.3,25,31.42,31.42,"%",66,2.5,43.9,3.5
"Jacob deGrom","P","NYM","@ PIT",3.72,"Kuhl, R 5.85","R",3.56,0,0,6.2,12.2,1.28,NA,12100,39.3,22.5,19.8,19.8,"%",57,1.6,36.55,3
"Chris Archer","P","TB","@ MIN",4.04,"Santiago, L 3.96","R",3.76,0,0,6.5,10.7,1.22,NA,11400,37.1,20.9,17.78,17.78,"%",54,1.6,35.65,3.1
"Alex Wood","P","LAD","vs CHC",3.22,"Arrieta, R 4.80","L",1.88,0,0,4.8,10.9,0.98,NA,9600,39.5,19.7,20.08,20.08,"%",51,2.1,28.25,2.9
"Jake Arrieta","P","CHC","@ LAD",3.78,"Wood, L 1.88","R",4.8,0,0,5.6,9.8,1.4,NA,9200,36.7,16.2,15.22,15.22,"%",34,1.7,19.9,2.2
"Carlos Martinez","P","STL","@ COL",5.18,"Senzatela, R 3.67","R",3.28,0,0,6.4,9.7,1.14,NA,8900,31,20.9,11.98,11.98,"%",54,1.3,23.7,2.7
"Eduardo Rodriguez","P","BOS","vs SEA",3.9,"Gallardo, R 5.84","L",3.1,0,0,5.5,10,1.07,NA,8800,31.9,18.4,17.14,17.14,"%",60,1.9,20.7,2.4
"Masahiro Tanaka","P","NYY","vs OAK",4.11,"Manaea, L 5.24","R",6.56,0,0,5.3,7.3,1.58,NA,8100,42.6,10.4,13.38,13.38,"%",0,1.7,37.5,4.6
"Mike Clevinger","P","CLE","vs KC",3.64,"Kennedy, R 4.06","R",1.56,0,0,4.3,10,0.98,NA,8000,37.8,17.2,13.74,13.74,"%",30,1.7,9.85,1.2
"Sean Manaea","P","OAK","@ NYY",5.39,"Tanaka, R 6.56","L",5.24,0,0,4.9,9.7,1.19,NA,8000,24.6,13.2,9.87,9.87,"%",44,1.2,32.75,4.1
"Aaron Nola","P","PHI","vs CIN",3.68,"Adleman, R 6.19","R",3.52,0,0,5.8,7.8,1.35,NA,7700,26.5,15.6,13.63,13.63,"%",59,1.8,8.7,1.1
"Joe Musgrove","P","HOU","vs BAL",4.09,"Gausman, R 6.65","R",5.63,0,0,5.1,7.2,1.55,NA,7600,27.8,9.8,12.18,12.18,"%",20,1.6,29.35,3.9
"Dan Straily","P","MIA","vs LAA",3.78,"Chavez, R 4.77","R",3.7,0,0,5.4,8.8,1.01,NA,7500,38.5,15.8,15.2,15.2,"%",26,2,17.2,2.3
"Ian Kennedy","P","KC","@ CLE",4.86,"Clevinger, R 1.56","R",4.06,0,0,5.4,7.7,1.17,NA,7200,34.1,12.5,9.57,9.57,"%",2,1.3,8.25,1.1
"Jesse Chavez","P","LAA","@ MIA",4.22,"Straily, R 3.70","R",4.77,0,0,5.5,7.2,1.23,NA,7100,28.2,12.8,10.94,10.94,"%",33,1.5,-3.75,NA
"Jaime Garcia","P","ATL","@ SF",4.03,"Cain, R 4.91","L",4.07,0,0,6.1,6,1.32,NA,7000,25.5,12.1,10,10,"%",36,1.4,26,3.7
"Timothy Adleman","P","CIN","@ PHI",4.33,"Nola, R 3.52","R",6.19,0,0,4.6,8.4,1.44,NA,6900,29.4,9.7,9.68,9.68,"%",0,1.4,27.6,4
"A.J. Griffin","P","TEX","@ TOR",5.21,"Bolsinger, R 6.32","R",5.02,0,0,5.4,7.8,1.19,NA,6700,39.3,14.6,8.46,8.46,"%",0,1.3,-4,NA
"Chad Kuhl","P","PIT","vs NYM",4.29,"deGrom, R 3.56","R",5.85,0,0,4.4,7.6,1.5,NA,6600,32.3,7.9,9.1,9.1,"%",0,1.4,0.95,0.1
"Kevin Gausman","P","BAL","@ HOU",4.91,"Musgrove, R 5.63","R",6.65,0,0,4.7,6.9,1.86,NA,6500,29.6,6.3,7.62,7.62,"%",0,1.2,10.2,1.6
"Matt Cain","P","SF","vs ATL",3.97,"Garcia, L 4.07","R",4.91,0,0,5.3,6.3,1.53,NA,6400,38.2,9.9,12.12,12.12,"%",0,1.9,15.55,2.4
"Zack Godley","P","ARI","@ MIL",4.44,"Guerra, R 6.00","R",2.45,0,0,6.4,7,1.01,NA,6300,25.5,18,9.43,9.43,"%",55,1.5,21.9,3.5
"Hector Santiago","P","MIN","vs TB",4.46,"Archer, R 3.76","L",3.96,0,0,5.6,5.9,1.34,NA,6000,30.3,12.1,10.37,10.37,"%",18,1.7,14.4,2.4
"Antonio Senzatela","P","COL","vs STL",5.32,"Martinez, R 3.28","R",3.67,0,0,6,5.7,1.22,NA,5900,21.3,14.2,8.36,8.36,"%",54,1.4,25,4.2
"Paul Goldschmidt","1B","ARI","@ MIL",4.06,"Guerra, R 6.00","R",0.324,0.449,0.272,0,0,0,3,5600,29.6,11.7,13.12,13.12,"%",65,2.3,6,1.1
"Mike Trout","OF","LAA","@ MIA",3.78,"Straily, R 3.70","R",0.344,0.494,0.409,0,0,0,3,5500,26.2,12.6,11.94,11.94,"%",72,2.2,6,1.1
"Charlie Blackmon","OF","COL","vs STL",5.18,"Martinez, R 3.28","L",0.321,0.396,0.28,0,0,0,1,5500,32.5,10.8,15.48,15.48,"%",61,2.8,34,6.2
"Jake Lamb","3B","ARI","@ MIL",4.06,"Guerra, R 6.00","L",0.281,0.401,0.292,0,0,0,4,5400,28.4,10.4,12.12,12.12,"%",61,2.2,21,3.9
