"Position","Name...ID","Name","ID","Salary","GameInfo","TeamAbbrev"
"RB","David Johnson (0000000)","David Johnson","0000000",9500,"Was@Ari 00:00PM ET","Ari"
"RB","Le'Veon Bell (0000000)","Le'Veon Bell","0000000",9200,"NYG@Pit 00:00PM ET","Pit"
"WR","Antonio Brown (0000000)","Antonio Brown","0000000",9100,"NYG@Pit 00:00PM ET","Pit"
"WR","Julio Jones (0000000)","Julio Jones","0000000",8700,"KC@Atl 00:00PM ET","Atl"
"WR","Mike Evans (0000000)","Mike Evans","0000000",8600,"TB@SD 00:00PM ET","TB"
"WR","Odell Beckham (0000000)","Odell Beckham","0000000",8500,"NYG@Pit 00:00PM ET","NYG"
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott","0000000",8200,"Dal@Min 00:00PM ET","Dal"
"RB","LeSean McCoy (0000000)","LeSean McCoy","0000000",7800,"Buf@Oak 00:00PM ET","Buf"
"QB","Drew Brees (0000000)","Drew Brees","0000000",7600,"Det@NO 00:00PM ET","NO"
"WR","T.Y. Hilton (0000000)","T.Y. Hilton","0000000",7600,"Ind@NYJ 00:00PM ET","Ind"
"WR","A.J. Green (0000000)","A.J. Green","0000000",7500,"Phi@Cin 00:00PM ET","Cin"
"QB","Tom Brady (0000000)","Tom Brady","0000000",7500,"LA@NE 00:00PM ET","NE"
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger","0000000",7400,"NYG@Pit 00:00PM ET","Pit"
"WR","Amari Cooper (0000000)","Amari Cooper","0000000",7300,"Buf@Oak 00:00PM ET","Oak"
"QB","Andrew Luck (0000000)","Andrew Luck","0000000",7300,"Ind@NYJ 00:00PM ET","Ind"
"RB","Melvin Gordon (0000000)","Melvin Gordon","0000000",7200,"TB@SD 00:00PM ET","SD"
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald","0000000",7100,"Was@Ari 00:00PM ET","Ari"
"WR","Jordy Nelson (0000000)","Jordy Nelson","0000000",7000,"Hou@GB 00:00PM ET","GB"
"QB","Matthew Stafford (0000000)","Matthew Stafford","0000000",7000,"Det@NO 00:00PM ET","Det"
"WR","Dez Bryant (0000000)","Dez Bryant","0000000",6900,"Dal@Min 00:00PM ET","Dal"
"WR","Michael Thomas (0000000)","Michael Thomas","0000000",6900,"Det@NO 00:00PM ET","NO"
"RB","Jordan Howard (0000000)","Jordan Howard","0000000",6900,"SF@Chi 00:00PM ET","Chi"
"WR","Brandon Marshall (0000000)","Brandon Marshall","0000000",6900,"Ind@NYJ 00:00PM ET","NYJ"
"QB","Matt Ryan (0000000)","Matt Ryan","0000000",6800,"KC@Atl 00:00PM ET","Atl"
"WR","Julian Edelman (0000000)","Julian Edelman","0000000",6800,"LA@NE 00:00PM ET","NE"
"RB","Jay Ajayi (0000000)","Jay Ajayi","0000000",6700,"Mia@Bal 00:00PM ET","Mia"
"WR","Doug Baldwin (0000000)","Doug Baldwin","0000000",6700,"Car@Sea 00:00PM ET","Sea"
"QB","Aaron Rodgers (0000000)","Aaron Rodgers","0000000",6700,"Hou@GB 00:00PM ET","GB"
"WR","Stefon Diggs (0000000)","Stefon Diggs","0000000",6700,"Dal@Min 00:00PM ET","Min"
"WR","Demaryius Thomas (0000000)","Demaryius Thomas","0000000",6600,"Den@Jax 00:00PM ET","Den"
"WR","Donte Moncrief (0000000)","Donte Moncrief","0000000",6600,"Ind@NYJ 00:00PM ET","Ind"
"QB","Cam Newton (0000000)","Cam Newton","0000000",6600,"Car@Sea 00:00PM ET","Car"
"QB","Philip Rivers (0000000)","Philip Rivers","0000000",6500,"TB@SD 00:00PM ET","SD"
"TE","Rob Gronkowski (0000000)","Rob Gronkowski","0000000",6500,"LA@NE 00:00PM ET","NE"
"QB","Derek Carr (0000000)","Derek Carr","0000000",6500,"Buf@Oak 00:00PM ET","Oak"
"TE","Jordan Reed (0000000)","Jordan Reed","0000000",6400,"Was@Ari 00:00PM ET","Was"
