"Position","Name...ID","Name","ID","Salary","GameInfo","TeamAbbrev"
"WR","Antonio Brown (0000000)","Antonio Brown","0000000",9700,"KC@Pit 00:00PM ET","Pit"
"WR","Julio Jones (0000000)","Julio Jones","0000000",9200,"Car@Atl 00:00PM ET","Atl"
"WR","Odell Beckham (0000000)","Odell Beckham","0000000",8700,"NYG@Min 00:00PM ET","NYG"
"WR","A.J. Green (0000000)","A.J. Green","0000000",8500,"Mia@Cin 00:00PM ET","Cin"
"WR","DeAndre Hopkins (0000000)","DeAndre Hopkins","0000000",8400,"Ten@Hou 00:00PM ET","Hou"
"WR","Allen Robinson (0000000)","Allen Robinson","0000000",8000,"Ind@Jax 00:00PM ET","Jax"
"WR","Dez Bryant (0000000)","Dez Bryant","0000000",7900,"Dal@SF 00:00PM ET","Dal"
"RB","David Johnson (0000000)","David Johnson","0000000",7800,"LA@Ari 00:00PM ET","Ari"
"QB","Cam Newton (0000000)","Cam Newton","0000000",7800,"Car@Atl 00:00PM ET","Car"
"QB","Drew Brees (0000000)","Drew Brees","0000000",7600,"NO@SD 00:00PM ET","NO"
"WR","Amari Cooper (0000000)","Amari Cooper","0000000",7600,"Oak@Bal 00:00PM ET","Oak"
"RB","Le'Veon Bell (0000000)","Le'Veon Bell","0000000",7500,"KC@Pit 00:00PM ET","Pit"
"WR","Alshon Jeffery (0000000)","Alshon Jeffery","0000000",7500,"Det@Chi 00:00PM ET","Chi"
"WR","Brandin Cooks (0000000)","Brandin Cooks","0000000",7400,"NO@SD 00:00PM ET","NO"
"QB","Andrew Luck (0000000)","Andrew Luck","0000000",7400,"Ind@Jax 00:00PM ET","Ind"
"QB","Matthew Stafford (0000000)","Matthew Stafford","0000000",7300,"Det@Chi 00:00PM ET","Det"
"WR","Marvin Jones (0000000)","Marvin Jones","0000000",7300,"Det@Chi 00:00PM ET","Det"
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald","0000000",7200,"LA@Ari 00:00PM ET","Ari"
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger","0000000",7100,"KC@Pit 00:00PM ET","Pit"
"WR","Kelvin Benjamin (0000000)","Kelvin Benjamin","0000000",7100,"Car@Atl 00:00PM ET","Car"
"WR","T.Y. Hilton (0000000)","T.Y. Hilton","0000000",7000,"Ind@Jax 00:00PM ET","Ind"
"RB","Lamar Miller (0000000)","Lamar Miller","0000000",7000,"Ten@Hou 00:00PM ET","Hou"
"WR","Brandon Marshall (0000000)","Brandon Marshall","0000000",7000,"Sea@NYJ 00:00PM ET","NYJ"
"QB","Matt Ryan (0000000)","Matt Ryan","0000000",7000,"Car@Atl 00:00PM ET","Atl"
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott","0000000",6900,"Dal@SF 00:00PM ET","Dal"
"QB","Philip Rivers (0000000)","Philip Rivers","0000000",6900,"NO@SD 00:00PM ET","SD"
"WR","Jarvis Landry (0000000)","Jarvis Landry","0000000",6900,"Mia@Cin 00:00PM ET","Mia"
"RB","DeMarco Murray (0000000)","DeMarco Murray","0000000",6800,"Ten@Hou 00:00PM ET","Ten"
"RB","Todd Gurley (0000000)","Todd Gurley","0000000",6700,"LA@Ari 00:00PM ET","LA"
"QB","Derek Carr (0000000)","Derek Carr","0000000",6700,"Oak@Bal 00:00PM ET","Oak"
"RB","LeSean McCoy (0000000)","LeSean McCoy","0000000",6700,"Buf@NE 00:00PM ET","Buf"
"WR","Demaryius Thomas (0000000)","Demaryius Thomas","0000000",6700,"Den@TB 00:00PM ET","Den"
"WR","Willie Snead (0000000)","Willie Snead","0000000",6600,"NO@SD 00:00PM ET","NO"
"QB","Russell Wilson (0000000)","Russell Wilson","0000000",6600,"Sea@NYJ 00:00PM ET","Sea"
"RB","Matt Forte (0000000)","Matt Forte","0000000",6600,"Sea@NYJ 00:00PM ET","NYJ"
"WR","Mike Evans (0000000)","Mike Evans","0000000",6500,"Den@TB 00:00PM ET","TB"
"QB","Kirk Cousins (0000000)","Kirk Cousins","0000000",6500,"Cle@Was 00:00PM ET","Was"
