"Position","Name...ID","Name","ID","Salary","GameInfo","TeamAbbrev"
"RB","David Johnson (0000000)","David Johnson","0000000",10100,"NO@Ari 00:00PM ET","Ari"
"RB","Le'Veon Bell (0000000)","Le'Veon Bell","0000000",9800,"Pit@Cin 00:00PM ET","Pit"
"RB","LeSean McCoy (0000000)","LeSean McCoy","0000000",8900,"Cle@Buf 00:00PM ET","Buf"
"WR","Antonio Brown (0000000)","Antonio Brown","0000000",8400,"Pit@Cin 00:00PM ET","Pit"
"WR","Mike Evans (0000000)","Mike Evans","0000000",8300,"TB@Dal 00:00PM ET","TB"
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott","0000000",8200,"TB@Dal 00:00PM ET","Dal"
"WR","Julio Jones (0000000)","Julio Jones","0000000",8100,"SF@Atl 00:00PM ET","Atl"
"WR","Odell Beckham Jr. (0000000)","Odell Beckham Jr.","0000000",8000,"Det@NYG 00:00PM ET","NYG"
"WR","A.J. Green (0000000)","A.J. Green","0000000",7400,"Pit@Cin 00:00PM ET","Cin"
"QB","Matt Ryan (0000000)","Matt Ryan","0000000",7300,"SF@Atl 00:00PM ET","Atl"
"WR","Jordy Nelson (0000000)","Jordy Nelson","0000000",7300,"GB@Chi 00:00PM ET","GB"
"WR","T.Y. Hilton (0000000)","T.Y. Hilton","0000000",7200,"Ind@Min 00:00PM ET","Ind"
"WR","Amari Cooper (0000000)","Amari Cooper","0000000",7100,"Oak@SD 00:00PM ET","Oak"
"QB","Aaron Rodgers (0000000)","Aaron Rodgers","0000000",7100,"GB@Chi 00:00PM ET","GB"
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald","0000000",7000,"NO@Ari 00:00PM ET","Ari"
"RB","DeMarco Murray (0000000)","DeMarco Murray","0000000",6900,"Ten@KC 00:00PM ET","Ten"
"WR","Dez Bryant (0000000)","Dez Bryant","0000000",6800,"TB@Dal 00:00PM ET","Dal"
"QB","Kirk Cousins (0000000)","Kirk Cousins","0000000",6800,"Car@Was 00:00PM ET","Was"
"RB","Devonta Freeman (0000000)","Devonta Freeman","0000000",6700,"SF@Atl 00:00PM ET","Atl"
"QB","Tom Brady (0000000)","Tom Brady","0000000",6700,"NE@Den 00:00PM ET","NE"
"QB","Drew Brees (0000000)","Drew Brees","0000000",6600,"NO@Ari 00:00PM ET","NO"
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders","0000000",6600,"NE@Den 00:00PM ET","Den"
"WR","Doug Baldwin (0000000)","Doug Baldwin","0000000",6600,"LA@Sea 00:00PM ET","Sea"
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger","0000000",6600,"Pit@Cin 00:00PM ET","Pit"
"RB","Melvin Gordon (0000000)","Melvin Gordon","0000000",6500,"Oak@SD 00:00PM ET","SD"
"WR","Golden Tate (0000000)","Golden Tate","0000000",6500,"Det@NYG 00:00PM ET","Det"
"QB","Marcus Mariota (0000000)","Marcus Mariota","0000000",6500,"Ten@KC 00:00PM ET","Ten"
"WR","Michael Thomas (0000000)","Michael Thomas","0000000",6400,"NO@Ari 00:00PM ET","NO"
"QB","Andrew Luck (0000000)","Andrew Luck","0000000",6400,"Ind@Min 00:00PM ET","Ind"
"QB","Cam Newton (0000000)","Cam Newton","0000000",6400,"Car@Was 00:00PM ET","Car"
"WR","Demaryius Thomas (0000000)","Demaryius Thomas","0000000",6300,"NE@Den 00:00PM ET","Den"
"QB","Russell Wilson (0000000)","Russell Wilson","0000000",6300,"LA@Sea 00:00PM ET","Sea"
"QB","Matthew Stafford (0000000)","Matthew Stafford","0000000",6300,"Det@NYG 00:00PM ET","Det"
"QB","Derek Carr (0000000)","Derek Carr","0000000",6300,"Oak@SD 00:00PM ET","Oak"
"QB","Philip Rivers (0000000)","Philip Rivers","0000000",6200,"Oak@SD 00:00PM ET","SD"
"WR","Brandin Cooks (0000000)","Brandin Cooks","0000000",6200,"NO@Ari 00:00PM ET","NO"
"WR","Stefon Diggs (0000000)","Stefon Diggs","0000000",6200,"Ind@Min 00:00PM ET","Min"
"QB","Dak Prescott (0000000)","Dak Prescott","0000000",6200,"TB@Dal 00:00PM ET","Dal"
"WR","Davante Adams (0000000)","Davante Adams","0000000",6100,"GB@Chi 00:00PM ET","GB"
"WR","Julian Edelman (0000000)","Julian Edelman","0000000",6100,"NE@Den 00:00PM ET","NE"
"QB","Jameis Winston (0000000)","Jameis Winston","0000000",6100,"TB@Dal 00:00PM ET","TB"
"RB","Jordan Howard (0000000)","Jordan Howard","0000000",6000,"GB@Chi 00:00PM ET","Chi"
"WR","Alshon Jeffery (0000000)","Alshon Jeffery","0000000",6000,"GB@Chi 00:00PM ET","Chi"
"QB","Carson Palmer (0000000)","Carson Palmer","0000000",6000,"NO@Ari 00:00PM ET","Ari"
"TE","Travis Kelce (0000000)","Travis Kelce","0000000",5900,"Ten@KC 00:00PM ET","KC"
"RB","Carlos Hyde (0000000)","Carlos Hyde","0000000",5900,"SF@Atl 00:00PM ET","SF"
"WR","Michael Crabtree (0000000)","Michael Crabtree","0000000",5900,"Oak@SD 00:00PM ET","Oak"
"RB","Thomas Rawls (0000000)","Thomas Rawls","0000000",5900,"LA@Sea 00:00PM ET","Sea"
"WR","Sammy Watkins (0000000)","Sammy Watkins","0000000",5900,"Cle@Buf 00:00PM ET","Buf"
"WR","Tyrell Williams (0000000)","Tyrell Williams","0000000",5800,"Oak@SD 00:00PM ET","SD"
"QB","Colin Kaepernick (0000000)","Colin Kaepernick","0000000",5800,"SF@Atl 00:00PM ET","SF"
"RB","Latavius Murray (0000000)","Latavius Murray","0000000",5800,"Oak@SD 00:00PM ET","Oak"
"QB","Tyrod Taylor (0000000)","Tyrod Taylor","0000000",5700,"Cle@Buf 00:00PM ET","Buf"
"WR","Brandon Marshall (0000000)","Brandon Marshall","0000000",5700,"Mia@NYJ 00:00PM ET","NYJ"
"WR","Tyreek Hill (0000000)","Tyreek Hill","0000000",5700,"Ten@KC 00:00PM ET","KC"
"QB","Joe Flacco (0000000)","Joe Flacco","0000000",5700,"Phi@Bal 00:00PM ET","Bal"
