"Position","Name...ID","Name","ID","Salary","GameInfo","TeamAbbrev"
"WR","Antonio Brown (0000000)","Antonio Brown","0000000",9800,"NYJ@Pit 00:00PM ET","Pit"
"WR","Julio Jones (0000000)","Julio Jones","0000000",9600,"Atl@Den 00:00PM ET","Atl"
"WR","A.J. Green (0000000)","A.J. Green","0000000",8900,"Cin@Dal 00:00PM ET","Cin"
"WR","Odell Beckham (0000000)","Odell Beckham","0000000",8500,"NYG@GB 00:00PM ET","NYG"
"QB","Cam Newton (0000000)","Cam Newton","0000000",7900,"TB@Car 00:00PM ET","Car"
"RB","David Johnson (0000000)","David Johnson","0000000",7900,"Ari@SF 00:00PM ET","Ari"
"WR","Jordy Nelson (0000000)","Jordy Nelson","0000000",7900,"NYG@GB 00:00PM ET","GB"
"WR","Alshon Jeffery (0000000)","Alshon Jeffery","0000000",7800,"Chi@Ind 00:00PM ET","Chi"
"WR","Dez Bryant (0000000)","Dez Bryant","0000000",7700,"Cin@Dal 00:00PM ET","Dal"
"QB","Aaron Rodgers (0000000)","Aaron Rodgers","0000000",7700,"NYG@GB 00:00PM ET","GB"
"WR","DeAndre Hopkins (0000000)","DeAndre Hopkins","0000000",7700,"Hou@Min 00:00PM ET","Hou"
"WR","Marvin Jones (0000000)","Marvin Jones","0000000",7600,"Phi@Det 00:00PM ET","Det"
"WR","Mike Evans (0000000)","Mike Evans","0000000",7500,"TB@Car 00:00PM ET","TB"
"QB","Tom Brady (0000000)","Tom Brady","0000000",7500,"NE@Cle 00:00PM ET","NE"
"RB","Le'Veon Bell (0000000)","Le'Veon Bell","0000000",7500,"NYJ@Pit 00:00PM ET","Pit"
"WR","T.Y. Hilton (0000000)","T.Y. Hilton","0000000",7400,"Chi@Ind 00:00PM ET","Ind"
"QB","Andrew Luck (0000000)","Andrew Luck","0000000",7300,"Chi@Ind 00:00PM ET","Ind"
"WR","Kelvin Benjamin (0000000)","Kelvin Benjamin","0000000",7300,"TB@Car 00:00PM ET","Car"
"RB","DeMarco Murray (0000000)","DeMarco Murray","0000000",7200,"Ten@Mia 00:00PM ET","Ten"
"WR","Amari Cooper (0000000)","Amari Cooper","0000000",7200,"SD@Oak 00:00PM ET","Oak"
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger","0000000",7200,"NYJ@Pit 00:00PM ET","Pit"
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald","0000000",7200,"Ari@SF 00:00PM ET","Ari"
"WR","Brandon Marshall (0000000)","Brandon Marshall","0000000",7100,"NYJ@Pit 00:00PM ET","NYJ"
"QB","Matt Ryan (0000000)","Matt Ryan","0000000",7100,"Atl@Den 00:00PM ET","Atl"
"RB","Melvin Gordon (0000000)","Melvin Gordon","0000000",7000,"SD@Oak 00:00PM ET","SD"
"WR","Jarvis Landry (0000000)","Jarvis Landry","0000000",7000,"Ten@Mia 00:00PM ET","Mia"
"WR","Michael Crabtree (0000000)","Michael Crabtree","0000000",6900,"SD@Oak 00:00PM ET","Oak"
"RB","C.J. Anderson (0000000)","C.J. Anderson","0000000",6900,"Atl@Den 00:00PM ET","Den"
"WR","Demaryius Thomas (0000000)","Demaryius Thomas","0000000",6900,"Atl@Den 00:00PM ET","Den"
"QB","Philip Rivers (0000000)","Philip Rivers","0000000",6900,"SD@Oak 00:00PM ET","SD"
"QB","Derek Carr (0000000)","Derek Carr","0000000",6800,"SD@Oak 00:00PM ET","Oak"
"WR","Jordan Matthews (0000000)","Jordan Matthews","0000000",6800,"Phi@Det 00:00PM ET","Phi"
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders","0000000",6800,"Atl@Den 00:00PM ET","Den"
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott","0000000",6800,"Cin@Dal 00:00PM ET","Dal"
"QB","Carson Palmer (0000000)","Carson Palmer","0000000",6700,"Ari@SF 00:00PM ET","Ari"
"WR","Julian Edelman (0000000)","Julian Edelman","0000000",6700,"NE@Cle 00:00PM ET","NE"
"TE","Jordan Reed (0000000)","Jordan Reed","0000000",6600,"Was@Bal 00:00PM ET","Was"
"RB","LeSean McCoy (0000000)","LeSean McCoy","0000000",6600,"Buf@LA 00:00PM ET","Buf"
"QB","Matthew Stafford (0000000)","Matthew Stafford","0000000",6600,"Phi@Det 00:00PM ET","Det"
"RB","Todd Gurley (0000000)","Todd Gurley","0000000",6500,"Buf@LA 00:00PM ET","LA"
"WR","Travis Benjamin (0000000)","Travis Benjamin","0000000",6500,"SD@Oak 00:00PM ET","SD"
"TE","Rob Gronkowski (0000000)","Rob Gronkowski","0000000",6500,"NE@Cle 00:00PM ET","NE"
"QB","Carson Wentz (0000000)","Carson Wentz","0000000",6400,"Phi@Det 00:00PM ET","Phi"
"TE","Greg Olsen (0000000)","Greg Olsen","0000000",6300,"TB@Car 00:00PM ET","Car"
"RB","Lamar Miller (0000000)","Lamar Miller","0000000",6300,"Hou@Min 00:00PM ET","Hou"
"WR","Stefon Diggs (0000000)","Stefon Diggs","0000000",6300,"Hou@Min 00:00PM ET","Min"
"WR","Randall Cobb (0000000)","Randall Cobb","0000000",6200,"NYG@GB 00:00PM ET","GB"
"QB","Joe Flacco (0000000)","Joe Flacco","0000000",6200,"Was@Bal 00:00PM ET","Bal"
"RB","Matt Forte (0000000)","Matt Forte","0000000",6200,"NYJ@Pit 00:00PM ET","NYJ"
"RB","DeAngelo Williams (0000000)","DeAngelo Williams","0000000",6100,"NYJ@Pit 00:00PM ET","Pit"
"QB","Kirk Cousins (0000000)","Kirk Cousins","0000000",6100,"Was@Bal 00:00PM ET","Was"
