"Position","Name...ID","Name","ID","Salary","GameInfo","TeamAbbrev"
"WR","Antonio Brown (0000000)","Antonio Brown","0000000",9600,"Pit@Phi 00:00PM ET","Pit"
"WR","Julio Jones (0000000)","Julio Jones","0000000",9500,"Atl@NO 00:00PM ET","Atl"
"WR","Odell Beckham (0000000)","Odell Beckham","0000000",9100,"Was@NYG 00:00PM ET","NYG"
"WR","DeAndre Hopkins (0000000)","DeAndre Hopkins","0000000",8600,"Hou@NE 00:00PM ET","Hou"
"WR","Dez Bryant (0000000)","Dez Bryant","0000000",8400,"Chi@Dal 00:00PM ET","Dal"
"WR","A.J. Green (0000000)","A.J. Green","0000000",8100,"Den@Cin 00:00PM ET","Cin"
"WR","Alshon Jeffery (0000000)","Alshon Jeffery","0000000",8000,"Chi@Dal 00:00PM ET","Chi"
"WR","Brandin Cooks (0000000)","Brandin Cooks","0000000",7900,"Atl@NO 00:00PM ET","NO"
"QB","Drew Brees (0000000)","Drew Brees","0000000",7900,"Atl@NO 00:00PM ET","NO"
"QB","Cam Newton (0000000)","Cam Newton","0000000",7800,"Min@Car 00:00PM ET","Car"
"QB","Aaron Rodgers (0000000)","Aaron Rodgers","0000000",7700,"Det@GB 00:00PM ET","GB"
"RB","David Johnson (0000000)","David Johnson","0000000",7700,"Ari@Buf 00:00PM ET","Ari"
"WR","Amari Cooper (0000000)","Amari Cooper","0000000",7700,"Oak@Ten 00:00PM ET","Oak"
"QB","Andrew Luck (0000000)","Andrew Luck","0000000",7600,"SD@Ind 00:00PM ET","Ind"
"WR","Allen Robinson (0000000)","Allen Robinson","0000000",7500,"Bal@Jax 00:00PM ET","Jax"
"RB","DeAngelo Williams (0000000)","DeAngelo Williams","0000000",7500,"Pit@Phi 00:00PM ET","Pit"
"QB","Matt Ryan (0000000)","Matt Ryan","0000000",7400,"Atl@NO 00:00PM ET","Atl"
"WR","Jordy Nelson (0000000)","Jordy Nelson","0000000",7400,"Det@GB 00:00PM ET","GB"
"RB","C.J. Anderson (0000000)","C.J. Anderson","0000000",7300,"Den@Cin 00:00PM ET","Den"
"WR","Brandon Marshall (0000000)","Brandon Marshall","0000000",7300,"NYJ@KC 00:00PM ET","NYJ"
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger","0000000",7300,"Pit@Phi 00:00PM ET","Pit"
"WR","Randall Cobb (0000000)","Randall Cobb","0000000",7300,"Det@GB 00:00PM ET","GB"
"QB","Carson Palmer (0000000)","Carson Palmer","0000000",7200,"Ari@Buf 00:00PM ET","Ari"
"WR","Kelvin Benjamin (0000000)","Kelvin Benjamin","0000000",7200,"Min@Car 00:00PM ET","Car"
"RB","Lamar Miller (0000000)","Lamar Miller","0000000",7200,"Hou@NE 00:00PM ET","Hou"
"WR","Jordan Matthews (0000000)","Jordan Matthews","0000000",7100,"Pit@Phi 00:00PM ET","Phi"
"RB","Todd Gurley (0000000)","Todd Gurley","0000000",7100,"LA@TB 00:00PM ET","LA"
"QB","Russell Wilson (0000000)","Russell Wilson","0000000",7100,"SF@Sea 00:00PM ET","Sea"
"WR","Mike Evans (0000000)","Mike Evans","0000000",7000,"LA@TB 00:00PM ET","TB"
"RB","Matt Forte (0000000)","Matt Forte","0000000",7000,"NYJ@KC 00:00PM ET","NYJ"
"QB","Eli Manning (0000000)","Eli Manning","0000000",7000,"Was@NYG 00:00PM ET","NYG"
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott","0000000",6900,"Chi@Dal 00:00PM ET","Dal"
"QB","Derek Carr (0000000)","Derek Carr","0000000",6900,"Oak@Ten 00:00PM ET","Oak"
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald","0000000",6900,"Ari@Buf 00:00PM ET","Ari"
"WR","Eric Decker (0000000)","Eric Decker","0000000",6900,"NYJ@KC 00:00PM ET","NYJ"
"WR","T.Y. Hilton (0000000)","T.Y. Hilton","0000000",6800,"SD@Ind 00:00PM ET","Ind"
"TE","Rob Gronkowski (0000000)","Rob Gronkowski","0000000",6800,"Hou@NE 00:00PM ET","NE"
"QB","Matthew Stafford (0000000)","Matthew Stafford","0000000",6800,"Det@GB 00:00PM ET","Det"
"RB","Adrian Peterson (0000000)","Adrian Peterson","0000000",6700,"Min@Car 00:00PM ET","Min"
"QB","Philip Rivers (0000000)","Philip Rivers","0000000",6700,"SD@Ind 00:00PM ET","SD"
"WR","Donte Moncrief (0000000)","Donte Moncrief","0000000",6700,"SD@Ind 00:00PM ET","Ind"
"WR","Jarvis Landry (0000000)","Jarvis Landry","0000000",6600,"Cle@Mia 00:00PM ET","Mia"
"WR","Willie Snead (0000000)","Willie Snead","0000000",6500,"Atl@NO 00:00PM ET","NO"
"TE","Jordan Reed (0000000)","Jordan Reed","0000000",6500,"Was@NYG 00:00PM ET","Was"
"RB","LeSean McCoy (0000000)","LeSean McCoy","0000000",6500,"Ari@Buf 00:00PM ET","Buf"
"QB","Blake Bortles (0000000)","Blake Bortles","0000000",6500,"Bal@Jax 00:00PM ET","Jax"
"WR","Demaryius Thomas (0000000)","Demaryius Thomas","0000000",6400,"Den@Cin 00:00PM ET","Den"
"WR","Julian Edelman (0000000)","Julian Edelman","0000000",6400,"Hou@NE 00:00PM ET","NE"
"QB","Kirk Cousins (0000000)","Kirk Cousins","0000000",6400,"Was@NYG 00:00PM ET","Was"
"RB","DeMarco Murray (0000000)","DeMarco Murray","0000000",6300,"Oak@Ten 00:00PM ET","Ten"
"WR","Doug Baldwin (0000000)","Doug Baldwin","0000000",6300,"SF@Sea 00:00PM ET","Sea"
"QB","Ryan Tannehill (0000000)","Ryan Tannehill","0000000",6200,"Cle@Mia 00:00PM ET","Mia"
"WR","Marvin Jones (0000000)","Marvin Jones","0000000",6200,"Det@GB 00:00PM ET","Det"
"RB","Eddie Lacy (0000000)","Eddie Lacy","0000000",6100,"Det@GB 00:00PM ET","GB"
"WR","Sammy Watkins (0000000)","Sammy Watkins","0000000",6100,"Ari@Buf 00:00PM ET","Buf"
"QB","Joe Flacco (0000000)","Joe Flacco","0000000",6100,"Bal@Jax 00:00PM ET","Bal"
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders","0000000",6000,"Den@Cin 00:00PM ET","Den"
"WR","Michael Crabtree (0000000)","Michael Crabtree","0000000",6000,"Oak@Ten 00:00PM ET","Oak"
"QB","Tony Romo (0000000)","Tony Romo","0000000",6000,"Chi@Dal 00:00PM ET","Dal"
"QB","Jameis Winston (0000000)","Jameis Winston","0000000",6000,"LA@TB 00:00PM ET","TB"
"QB","Brock Osweiler (0000000)","Brock Osweiler","0000000",6000,"Hou@NE 00:00PM ET","Hou"
"WR","Jeremy Maclin (0000000)","Jeremy Maclin","0000000",6000,"NYJ@KC 00:00PM ET","KC"
"QB","Ryan Fitzpatrick (0000000)","Ryan Fitzpatrick","0000000",5900,"NYJ@KC 00:00PM ET","NYJ"
"WR","Golden Tate (0000000)","Golden Tate","0000000",5900,"Det@GB 00:00PM ET","Det"
"RB","Mark Ingram (0000000)","Mark Ingram","0000000",5900,"Atl@NO 00:00PM ET","NO"
"WR","DeSean Jackson (0000000)","DeSean Jackson","0000000",5900,"Was@NYG 00:00PM ET","Was"
"QB","Marcus Mariota (0000000)","Marcus Mariota","0000000",5900,"Oak@Ten 00:00PM ET","Ten"
"QB","Alex Smith (0000000)","Alex Smith","0000000",5800,"NYJ@KC 00:00PM ET","KC"
"QB","Tyrod Taylor (0000000)","Tyrod Taylor","0000000",5800,"Ari@Buf 00:00PM ET","Buf"
"RB","Ryan Mathews (0000000)","Ryan Mathews","0000000",5800,"Pit@Phi 00:00PM ET","Phi"
"RB","Devonta Freeman (0000000)","Devonta Freeman","0000000",5800,"Atl@NO 00:00PM ET","Atl"
"WR","Michael Floyd (0000000)","Michael Floyd","0000000",5800,"Ari@Buf 00:00PM ET","Ari"
"TE","Greg Olsen (0000000)","Greg Olsen","0000000",5800,"Min@Car 00:00PM ET","Car"
"RB","Melvin Gordon (0000000)","Melvin Gordon","0000000",5800,"SD@Ind 00:00PM ET","SD"
"RB","Doug Martin (0000000)","Doug Martin","0000000",5700,"LA@TB 00:00PM ET","TB"
"RB","Spencer Ware (0000000)","Spencer Ware","0000000",5700,"NYJ@KC 00:00PM ET","KC"
"QB","Dak Prescott (0000000)","Dak Prescott","0000000",5700,"Chi@Dal 00:00PM ET","Dal"
"RB","Latavius Murray (0000000)","Latavius Murray","0000000",5700,"Oak@Ten 00:00PM ET","Oak"
"QB","Andy Dalton (0000000)","Andy Dalton","0000000",5700,"Den@Cin 00:00PM ET","Cin"
"WR","Mohamed Sanu (0000000)","Mohamed Sanu","0000000",5700,"Atl@NO 00:00PM ET","Atl"
"QB","Josh McCown (0000000)","Josh McCown","0000000",5600,"Cle@Mia 00:00PM ET","Cle"
"RB","Jamaal Charles (0000000)","Jamaal Charles","0000000",5600,"NYJ@KC 00:00PM ET","KC"
"QB","Jay Cutler (0000000)","Jay Cutler","0000000",5600,"Chi@Dal 00:00PM ET","Chi"
"QB","Jimmy Garoppolo (0000000)","Jimmy Garoppolo","0000000",5600,"Hou@NE 00:00PM ET","NE"
"RB","T.J. Yeldon (0000000)","T.J. Yeldon","0000000",5600,"Bal@Jax 00:00PM ET","Jax"
"RB","Thomas Rawls (0000000)","Thomas Rawls","0000000",5500,"SF@Sea 00:00PM ET","Sea"
"RB","Arian Foster (0000000)","Arian Foster","0000000",5500,"Cle@Mia 00:00PM ET","Mia"
"WR","Sterling Shepard (0000000)","Sterling Shepard","0000000",5500,"Was@NYG 00:00PM ET","NYG"
"QB","Carson Wentz (0000000)","Carson Wentz","0000000",5500,"Pit@Phi 00:00PM ET","Phi"
