Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
1,719164848,morgk031,0,502,G Justin Rose G Lee Westwood G Sergio Garcia G Phil Mickelson G Paul Casey G Adam Scott,,Rory McIlroy,48.89%,72
2,719366024,Whammy5,0,500.5,G Thomas Pieters G Justin Rose G Jon Rahm G Martin Kaymer G Matt Kuchar G Hideki Matsuyama,,Jon Rahm,34.89%,62
3,719564905,Freakbook,0,497.5,G Rory McIlroy G Lee Westwood G Sergio Garcia G Phil Mickelson G Matt Kuchar G Paul Casey,,Paul Casey,31.78%,79
4,719568018,Dolphins1205 (2/2),0,490.5,G Justin Rose G Sergio Garcia G Jason Day G Martin Kaymer G Paul Casey G Daniel Berger,,Justin Rose,30.89%,99.5
5,719163780,mazwa (7/7),0,486.5,G Justin Rose G Sergio Garcia G Rickie Fowler G Martin Kaymer G Adam Hadwin G Adam Scott,,Rickie Fowler,27.56%,71.5
5,719380533,Gateman07,0,486.5,G Louis Oosthuizen G Justin Rose G Sergio Garcia G Rickie Fowler G Martin Kaymer G Paul Casey,,Tyrrell Hatton,25.56%,8
7,718647198,scout326 (7/10),0,484,G Justin Rose G Jon Rahm G Sergio Garcia G Paul Casey G Daniel Berger G Adam Scott,,Daniel Berger,23.56%,62.5
8,718619813,Jordan2118 (3/5),0,481,G Marc Leishman G Thomas Pieters G Justin Rose G Phil Mickelson G Matt Kuchar G Hideki Matsuyama,,Adam Hadwin,23.11%,57
9,719403684,n553887,0,469,G Justin Rose G Sergio Garcia G Phil Mickelson G J.B. Holmes G Rickie Fowler G Charley Hoffman,,Sergio Garcia,22.67%,107.5
10,718737508,Boomersooner55,0,465.5,G Brandt Snedeker G Justin Rose G Sergio Garcia G Bill Haas G Rickie Fowler G Paul Casey,,Jordan Spieth,21.56%,71.5
11,719437920,jetblackx (3/15),0,464,G Brendan Steele G Justin Rose G Sergio Garcia G Rickie Fowler G Russell Henley G Justin Thomas,,Marc Leishman,20.00%,49
12,719163749,mazwa (5/7),0,461,G Justin Rose G Sergio Garcia G Rickie Fowler G Adam Hadwin G Francesco Molinari G Adam Scott,,Phil Mickelson,18.67%,71
13,719278365,RKiley03,0,459.5,G Charl Schwartzel G Brandt Snedeker G Louis Oosthuizen G Sergio Garcia G Rickie Fowler G Paul Casey,,Kevin Kisner,16.67%,46
14,719353086,ZonaAllDay88,0,455,G Jordan Spieth G Sergio Garcia G Matthew Fitzpatrick G Rickie Fowler G Martin Kaymer G Fred Couples,,Bill Haas,16.44%,47.5
