"Likes","Inj","Salary","Vegas.Pts","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","L3.FP","S.FP","Projected.Usage","Floor.FP","Ceil.FP","Proj.FP","Opp.Rank","Opp.Pos.Rank","Wk.Lag1.Fpts","Wk.Lag2.Fpts","Wk.Lag3.Fpts","CompletionsRolling","TargetsRolling","TDsRolling","RollingTargetPctg","RankCompletions","RankTargets","RankTDs","Value"
7,"0",8500,25,0.11,-0.08,0.06,0,0,0,0,0,7.3,10.9,11,1.1,7.6,9,19.7,18,9,30.4,21.1,29,14,9.9,8.2,8.8,88,158,10,0.31041257367387,1,1,1,1
10,"0",8200,26,-0.04,-0.24,0.03,0,0.2,0.2,0,3,7.7,10.2,10.8,0.9,8.3,13,21,18,11.1,30.8,23.5,5,23,8.8,12.8,17.4,99,152,12,0.280961182994455,1,1,1,1
18,"0",8100,26,0.14,-0.21,0.1,0,0,0,0,0,10.7,9.4,9.3,0.5,11.1,18.4,20.7,15,6.6,34.7,22.6,27,26,0,0,21.3,74,115,5,0.241090146750524,1,1,2,0
22,"0",7800,24.3,0.05,0.08,0.05,0,0,0.2,0,0,10,9.6,8.1,0.9,9.3,21.2,18.3,14,7.3,29.4,18.4,24,17,7.5,29.5,26.6,85,145,7,0.273584905660377,1,1,1,1
0,"1",7200,19,-0.16,-0.05,-0.13,0,0,0,0,0,10,10,0,1,9.6,14.6,19.8,0,6.5,33.2,0,4,4,0,0,0,68,108,4,0.216867469879518,1,1,3,0
8,"0",7000,25.3,-0.12,-0.02,-0.2,0,0,0,0,0,9,9.6,8.7,2,7.7,24.4,19.2,14,10.7,27.7,16.5,3,2,22.4,22.1,28.8,85,142,12,0.256781193490054,1,1,1,1
18,"0",6900,31,0.02,-0.08,0.07,0,0.8,0.3,0.1,4.6,13,9.9,8.6,0.9,6.2,16.3,13.5,14,8.3,18.8,17.7,26,20,13.5,14.3,21.1,89,144,2,0.280155642023346,1,1,7,0
10,"0",6800,28,0.04,0.07,0,0.3,0.5,0.3,0.2,5,9,7.8,7,0.8,10.4,22.1,18.1,11,6.6,29.7,15,21,16,40.6,11.1,14.7,72,104,9,0.175972927241963,2,1,1,0
4,"0",6600,20,0.08,-0.26,0.07,0.3,0.6,0.4,0.1,-0.3,11.3,8.5,7.9,0.9,7.9,22.1,14.3,14,4.2,24.5,15.2,11,15,23.2,11.7,31.5,79,124,4,0.239382239382239,1,1,3,0
10,"0",6500,27.8,0.07,0.01,-0.03,0.3,0.1,0.3,0,0,5.7,8.4,7.7,0.9,8.9,8.5,15.6,13,5.2,25.9,15.7,25,12,3.8,7.9,13.9,77,130,4,0.234657039711191,2,2,2,0
1,"1",6500,26.5,0.01,-0.08,-0.01,0,0,0,0,0,8.3,8.2,7.5,1.1,8.1,11.9,14.8,12,5.2,24.3,15.2,17,13,16.2,1,18.4,48,92,7,0.207207207207207,3,2,1,1
