"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","ValueWR","TierRank"
"WR","A.J. Green (8009367)","A.J. Green",8009367,6800,"Bal@Cin 01:00PM ET","Cin","A.J.","Green","Bal",0,0,1,0.200743494423792,0,0,0,0
"RB","Jordan Howard (8009287)","Jordan Howard",8009287,6800,"Chi@Min 01:00PM ET","Chi","Jordan","Howard","Min",14.27,15.6,4,0.0983606557377049,14.3297769736274,14.7778435495527,0,3
"QB","Russell Wilson (8009203)","Russell Wilson",8009203,6800,"Sea@SF 04:25PM ET","Sea","Russell","Wilson","SF",19.85,22.4,14,0.00403225806451613,20.3224422439264,20.951931138347,0,1
"WR","Michael Thomas (8009360)","Michael Thomas",8009360,6700,"NO@Atl 04:25PM ET","NO","Michael","Thomas","Atl",15.37,16.9,2,0.178628389154705,15.4886002602739,15.9720714708795,0,2
"QB","Andrew Luck (8009153)","Andrew Luck",8009153,6700,"Jax@Ind 01:00PM ET","Ind","Andrew","Luck","Jax",19.58,19,0,0,18.3244477259258,18.9178905252127,0,3
"WR","Golden Tate (8009410)","Golden Tate",8009410,6600,"GB@Det 08:30PM ET","Det","Golden","Tate","GB",14.72,14.6,1,0.233096085409253,13.9518664257173,14.400815466123,0,4
"QB","Kirk Cousins (8009132)","Kirk Cousins",8009132,6500,"NYG@Was 04:25PM ET","Was","Kirk","Cousins","NYG",18.94,19.6,0,0,18.4046126644556,18.9894997653232,0,2
"WR","DeAndre Hopkins (8009391)","DeAndre Hopkins",8009391,6500,"Hou@Ten 01:00PM ET","Hou","DeAndre","Hopkins","Ten",13.29,13.4,1,0.271402550091075,12.7179269068033,13.1252007076393,0,5
"RB","Bilal Powell (8009293)","Bilal Powell",8009293,6500,"Buf@NYJ 01:00PM ET","NYJ","Bilal","Powell","Buf",15.44,20.1,3,0.140655105973025,17.2961245520365,17.8095275298016,0,2
"WR","Julian Edelman (8009432)","Julian Edelman",8009432,6400,"NE@Mia 01:00PM ET","NE","Julian","Edelman","Mia",14.56,17.6,1,0.278388278388278,15.5570355136568,16.0291512186751,0,2
"RB","DeMarco Murray (8009232)","DeMarco Murray",8009232,6300,"Hou@Ten 01:00PM ET","Ten","DeMarco","Murray","Hou",15.2,17.5,4,0.135245901639344,15.7549631809703,16.2400741614636,0,2
"WR","Demaryius Thomas (8009503)","Demaryius Thomas",8009503,6300,"Oak@Den 04:25PM ET","Den","Demaryius","Thomas","Oak",15.75,16.8,1,0.281481481481481,15.5835247885166,16.0743512282996,0,2
"QB","Philip Rivers (8009198)","Philip Rivers",8009198,6300,"KC@SD 04:25PM ET","SD","Philip","Rivers","KC",16.97,16.9,0,0,16.1224657314796,16.6406449193003,0,5
"QB","Cam Newton (8009141)","Cam Newton",8009141,6200,"Car@TB 01:00PM ET","Car","Cam","Newton","TB",18.51,18.1,0,0,17.399983501539,17.962224102363,0,4
"WR","Dez Bryant (8009465)","Dez Bryant",8009465,6200,"Dal@Phi 01:00PM ET","Dal","Dez","Bryant","Phi",11.05,5.3,2,0.209850107066381,7.32541503245334,7.61217651688599,0,0
"QB","Jameis Winston (8009144)","Jameis Winston",8009144,6100,"Car@TB 01:00PM ET","TB","Jameis","Winston","Car",17.83,19.3,0,0,17.7980129303006,18.3561576257418,0,2
"QB","Tyrod Taylor (8009168)","Tyrod Taylor",8009168,6100,"Buf@NYJ 01:00PM ET","Buf","Tyrod","Taylor","NYJ",0,0,0,0,0,0,0,0
"WR","Emmanuel Sanders (8009501)","Emmanuel Sanders",8009501,6100,"Oak@Den 04:25PM ET","Den","Emmanuel","Sanders","Oak",15.26,15.7,2,0.259259259259259,14.7775997551046,15.2480298073429,0,3
"QB","Matthew Stafford (8009147)","Matthew Stafford",8009147,6000,"GB@Det 08:30PM ET","Det","Matthew","Stafford","GB",18.98,18.8,0,0,17.9755111318864,18.5541626088953,0,3
"WR","Larry Fitzgerald (8009488)","Larry Fitzgerald",8009488,6000,"Ari@LA 04:25PM ET","Ari","Larry","Fitzgerald","LA",13.92,16.7,1,0.279707495429616,14.8029226346565,15.2531639100885,0,2
"QB","Eli Manning (8009129)","Eli Manning",8009129,5900,"NYG@Was 04:25PM ET","NYG","Eli","Manning","Was",11.08,6.8,0,0,8.17157782756845,8.47230881774094,0,0
"RB","Jay Ajayi (8009275)","Jay Ajayi",8009275,5900,"NE@Mia 01:00PM ET","Mia","Jay","Ajayi","NE",14.87,11.4,4,0.0799086757990868,12.2314986362455,12.6552882563588,0,6
"WR","Alshon Jeffery (8009445)","Alshon Jeffery",8009445,5900,"Chi@Min 01:00PM ET","Chi","Alshon","Jeffery","Min",12.19,13.5,2,0.163934426229508,12.337762916518,12.7220628984298,0,5
"QB","Derek Carr (8009192)","Derek Carr",8009192,5900,"Oak@Den 04:25PM ET","Oak","Derek","Carr","Den",0,0,0,0,0,0,0,0
"WR","Sammy Watkins (8009461)","Sammy Watkins",8009461,5800,"Buf@NYJ 01:00PM ET","Buf","Sammy","Watkins","NYJ",13.46,12.7,5,0.0935412026726058,12.3959454649382,12.8006915804754,0,6
"QB","Dak Prescott (8009176)","Dak Prescott",8009176,5800,"Dal@Phi 01:00PM ET","Dal","Dak","Prescott","Phi",8.41,5,0,0,6.11268144145802,6.3395110172522,0,0
"RB","Thomas Rawls (8009344)","Thomas Rawls",8009344,5800,"Sea@SF 04:25PM ET","Sea","Thomas","Rawls","SF",14.89,13.5,8,0.0342741935483871,13.4074108991776,13.8502805926399,0,5
"RB","Ty Montgomery (8009257)","Ty Montgomery",8009257,5700,"GB@Det 08:30PM ET","GB","Ty","Montgomery","Det",12.88,14.7,4,0.089527027027027,13.2785396549995,13.6884624370189,0,4
"WR","Davante Adams (8009414)","Davante Adams",8009414,5700,"GB@Det 08:30PM ET","GB","Davante","Adams","Det",13.59,13.8,2,0.197635135135135,13.059250767329,13.4765839755374,0,5
"RB","LeGarrette Blount (8009271)","LeGarrette Blount",8009271,5700,"NE@Mia 01:00PM ET","NE","LeGarrette","Blount","Mia",11.98,11.1,9,0.0146520146520147,10.9197235653743,11.2781581554092,0,6
"QB","Carson Palmer (8009185)","Carson Palmer",8009185,5700,"Ari@LA 04:25PM ET","Ari","Carson","Palmer","LA",16.73,18.4,0,0,16.8616637283287,17.3879554507343,0,4
"WR","Tyrell Williams (8009521)","Tyrell Williams",8009521,5700,"KC@SD 04:25PM ET","SD","Tyrell","Williams","KC",13.33,13,1,0.2,12.5112994589087,12.9158892975306,0,5
"RB","Mark Ingram (8009210)","Mark Ingram",8009210,5600,"NO@Atl 04:25PM ET","NO","Mark","Ingram","Atl",12.14,13.9,6,0.0797448165869219,12.5404287052175,12.9271957244858,0,4
"WR","DeSean Jackson (8009376)","DeSean Jackson",8009376,5600,"NYG@Was 04:25PM ET","Was","DeSean","Jackson","NYG",12.21,14.9,2,0.175559380378657,13.1243455312695,13.5215101786523,0,3
"QB","Blake Bortles (8009154)","Blake Bortles",8009154,5600,"Jax@Ind 01:00PM ET","Jax","Blake","Bortles","Ind",16.63,16.6,17,0.00165016501650165,15.8209137553424,16.3290537517715,0,5
"WR","Adam Thielen (8009451)","Adam Thielen",8009451,5600,"Chi@Min 01:00PM ET","Min","Adam","Thielen","Chi",16.56,15.5,3,0.164893617021277,15.1813784081218,15.6782328610252,0,3
"WR","Michael Crabtree (8009502)","Michael Crabtree",8009502,5600,"Oak@Den 04:25PM ET","Oak","Michael","Crabtree","Den",10.97,11.9,1,0.249575551782683,10.9645441560251,11.308172658732,0,7
"WR","Tyreek Hill (8009523)","Tyreek Hill",8009523,5600,"KC@SD 04:25PM ET","KC","Tyreek","Hill","SD",10.98,15.3,2,0.146435452793834,12.8595355349548,13.233570086498,0,3
"QB","Joe Flacco (8009124)","Joe Flacco",8009124,5500,"Bal@Cin 01:00PM ET","Bal","Joe","Flacco","Cin",17.15,16.3,0,0,15.8600644699782,16.3768208127688,0,5
"TE","Greg Olsen (8009563)","Greg Olsen",8009563,5500,"Car@TB 01:00PM ET","Car","Greg","Olsen","TB",14.38,14.3,1,0.240671641791045,13.6503144495801,14.0892242985942,0,1
"WR","Allen Robinson (8009428)","Allen Robinson",8009428,5500,"Jax@Ind 01:00PM ET","Jax","Allen","Robinson","Ind",12.15,13.7,1,0.242574257425743,12.4331533220752,12.8183614353788,0,5
"RB","DeAngelo Williams (8009306)","DeAngelo Williams",8009306,5500,"Cle@Pit 01:00PM ET","Pit","DeAngelo","Williams","Cle",9.14,16.4,8,0.0403508771929825,12.7423939759236,13.0862814231919,0,3
"WR","Amari Cooper (8009508)","Amari Cooper",8009508,5500,"Oak@Den 04:25PM ET","Oak","Amari","Cooper","Den",11.3,12.7,2,0.232597623089983,11.5402270788106,11.8981174251072,0,6
"RB","Spencer Ware (8009334)","Spencer Ware",8009334,5500,"KC@SD 04:25PM ET","KC","Spencer","Ware","SD",12.96,12.9,6,0.0828516377649326,12.3090995475238,12.7047752510035,0,5
"WR","Willie Snead (8009357)","Willie Snead",8009357,5400,"NO@Atl 04:25PM ET","NO","Willie","Snead","Atl",11.65,15.1,3,0.161084529505582,13.0137296586848,13.4005223448646,0,3
"QB","Tom Savage (8009137)","Tom Savage",8009137,5400,"Hou@Ten 01:00PM ET","Hou","Tom","Savage","Ten",14.6,14.3,0,0,13.7374709518709,14.1811531477521,0,7
"RB","Theo Riddick (8009251)","Theo Riddick",8009251,5400,"GB@Det 08:30PM ET","Det","Theo","Riddick","GB",0,0,5,0.122775800711744,0,0,0,0
"WR","Stefon Diggs (8009450)","Stefon Diggs",8009450,5400,"Chi@Min 01:00PM ET","Min","Stefon","Diggs","Chi",0,0,2,0.202127659574468,0,0,0,0
"WR","Kelvin Benjamin (8009405)","Kelvin Benjamin",8009405,5300,"Car@TB 01:00PM ET","Car","Kelvin","Benjamin","TB",11.74,11.8,2,0.207089552238806,11.2139733928741,11.5734171942047,0,7
"QB","Tony Romo (8009173)","Tony Romo",8009173,5300,"Dal@Phi 01:00PM ET","Dal","Tony","Romo","Phi",6.35,0,0,0,2.51565358884741,2.65340087342018,0,0
"RB","Todd Gurley (8009322)","Todd Gurley",8009322,5300,"Ari@LA 04:25PM ET","LA","Todd","Gurley","Ari",11.76,13.1,5,0.10958904109589,11.9449374864569,12.3163580378474,0,5
"QB","Trevor Siemian (8009193)","Trevor Siemian",8009193,5300,"Oak@Den 04:25PM ET","Den","Trevor","Siemian","Oak",11,9.8,0,0,9.80844018906818,10.134073242714,0,0
"WR","Dontrelle Inman (8009513)","Dontrelle Inman",8009513,5300,"KC@SD 04:25PM ET","SD","Dontrelle","Inman","KC",11.14,12.9,2,0.188679245283019,11.5880775740273,11.9442729534248,0,5
"RB","Lamar Miller (8009234)","Lamar Miller",8009234,5200,"Hou@Ten 01:00PM ET","Hou","Lamar","Miller","Ten",0,0,5,0.0728597449908925,0,0,0,0
"QB","Sam Bradford (8009163)","Sam Bradford",8009163,5200,"Chi@Min 01:00PM ET","Min","Sam","Bradford","Chi",16.2,14.8,13,0.00177304964539007,14.6494290289199,15.1322587790719,0,7
"WR","Cameron Meredith (8009447)","Cameron Meredith",8009447,5200,"Chi@Min 01:00PM ET","Chi","Cameron","Meredith","Min",12.49,13.7,1,0.180327868852459,12.5678497347064,12.9604332931683,0,5
"QB","Carson Wentz (8009177)","Carson Wentz",8009177,5200,"Dal@Phi 01:00PM ET","Phi","Carson","Wentz","Dal",14.5,14.7,0,0,13.9203284445952,14.365393053545,0,7
"RB","Latavius Murray (8009325)","Latavius Murray",8009325,5200,"Oak@Den 04:25PM ET","Oak","Latavius","Murray","Den",12.92,13.9,5,0.0747028862478778,12.8494381224303,13.253125280591,0,4
"RB","Carlos Hyde (8009342)","Carlos Hyde",8009342,5200,"Sea@SF 04:25PM ET","SF","Carlos","Hyde","Sea",0,0,7,0.0699152542372881,0,0,0,0
"RB","Tevin Coleman (8009215)","Tevin Coleman",8009215,5100,"NO@Atl 04:25PM ET","Atl","Tevin","Coleman","NO",10.84,7.6,5,0.0743639921722113,8.52144617623694,8.82407429311624,0,0
"WR","Taylor Gabriel (8009361)","Taylor Gabriel",8009361,5100,"NO@Atl 04:25PM ET","Atl","Taylor","Gabriel","NO",0,0,4,0.0998043052837573,0,0,0,0
"QB","Andy Dalton (8009125)","Andy Dalton",8009125,5100,"Bal@Cin 01:00PM ET","Cin","Andy","Dalton","Bal",17.28,17.9,0,0,16.8014623782124,17.3352453907299,0,4
"TE","Jordan Reed (8009551)","Jordan Reed",8009551,5100,"NYG@Was 04:25PM ET","Was","Jordan","Reed","NYG",11.81,7.7,4,0.146299483648881,8.96134563932403,9.28590338280118,0,6
"RB","Jonathan Stewart (8009243)","Jonathan Stewart",8009243,5100,"Car@TB 01:00PM ET","Car","Jonathan","Stewart","TB",12.92,13.7,7,0.042910447761194,12.738201080093,13.1401124074314,0,4
"WR","Donte Moncrief (8009426)","Donte Moncrief",8009426,5100,"Jax@Ind 01:00PM ET","Ind","Donte","Moncrief","Jax",0,0,3,0.100178890876565,0,0,0,0
"QB","Matt Moore (8009157)","Matt Moore",8009157,5100,"NE@Mia 01:00PM ET","Mia","Matt","Moore","NE",0,13.1,0,0,7.28602627309536,7.40234319195432,0,0
"QB","Matt Barkley (8009164)","Matt Barkley",8009164,5100,"Chi@Min 01:00PM ET","Chi","Matt","Barkley","Min",14.89,13.6,0,0,13.4630294203462,13.9067870292197,0,0
"QB","Colin Kaepernick (8009201)","Colin Kaepernick",8009201,5100,"Sea@SF 04:25PM ET","SF","Colin","Kaepernick","Sea",16.02,15.4,0,0,14.9118302904212,15.3960828856034,0,6
"QB","Matt Schaub (8009122)","Matt Schaub",8009122,5000,"NO@Atl 04:25PM ET","Atl","Matt","Schaub","NO",0,0,0,0,0,0,0,0
"QB","Luke McCown (8009123)","Luke McCown",8009123,5000,"NO@Atl 04:25PM ET","NO","Luke","McCown","Atl",0,0,0,0,0,0,0,0
"QB","Ryan Mallett (8009126)","Ryan Mallett",8009126,5000,"Bal@Cin 01:00PM ET","Bal","Ryan","Mallett","Cin",0,0,0,0,0,0,0,0
"QB","AJ McCarron (8009127)","AJ McCarron",8009127,5000,"Bal@Cin 01:00PM ET","Cin","AJ","McCarron","Bal",0,0,0,0,0,0,0,0
"QB","Jeff Driskel (8009128)","Jeff Driskel",8009128,5000,"Bal@Cin 01:00PM ET","Cin","Jeff","Driskel","Bal",0,0,0,0,0,0,0,0
"QB","Josh Johnson (8009130)","Josh Johnson",8009130,5000,"NYG@Was 04:25PM ET","NYG","Josh","Johnson","Was",0,8.9,0,0,4.95004838401135,5.02907285560255,0,0
"QB","Colt McCoy (8009131)","Colt McCoy",8009131,5000,"NYG@Was 04:25PM ET","Was","Colt","McCoy","NYG",0,0,0,0,0,0,0,0
"QB","Nate Sudfeld (8009133)","Nate Sudfeld",8009133,5000,"NYG@Was 04:25PM ET","Was","Nate","Sudfeld","NYG",0,0,0,0,0,0,0,0
"WR","Pierre Garcon (8009378)","Pierre Garcon",8009378,5000,"NYG@Was 04:25PM ET","Was","Pierre","Garcon","NYG",12.99,15.9,1,0.19104991394148,13.9895401601689,14.4125041005555,1,3
"WR","Jamison Crowder (8009382)","Jamison Crowder",8009382,5000,"NYG@Was 04:25PM ET","Was","Jamison","Crowder","NYG",11.29,11.3,3,0.165232358003442,10.7576061232542,11.1028487289373,1,7
"QB","Matt Cassel (8009134)","Matt Cassel",8009134,5000,"Hou@Ten 01:00PM ET","Ten","Matt","Cassel","Hou",12.69,13.1,0,0,12.3133717915951,12.704966354742,0,0
"QB","Brandon Weeden (8009135)","Brandon Weeden",8009135,5000,"Hou@Ten 01:00PM ET","Hou","Brandon","Weeden","Ten",0,0,0,0,0,0,0,0
"QB","Brock Osweiler (8009136)","Brock Osweiler",8009136,5000,"Hou@Ten 01:00PM ET","Hou","Brock","Osweiler","Ten",0,0,15,0.00182149362477231,0,0,0,0
"QB","Marcus Mariota (8009138)","Marcus Mariota",8009138,5000,"Hou@Ten 01:00PM ET","Ten","Marcus","Mariota","Hou",0,0,13,0.00204918032786885,0,0,0,0
"QB","Derek Anderson (8009139)","Derek Anderson",8009139,5000,"Car@TB 01:00PM ET","Car","Derek","Anderson","TB",0,0,0,0,0,0,0,0
"QB","Joe Webb (8009140)","Joe Webb",8009140,5000,"Car@TB 01:00PM ET","Car","Joe","Webb","TB",0,0,10,0.00559701492537313,0,0,0,0
"QB","Mike Glennon (8009142)","Mike Glennon",8009142,5000,"Car@TB 01:00PM ET","TB","Mike","Glennon","Car",0,0,0,0,0,0,0,0
"QB","Ryan Griffin (8009143)","Ryan Griffin",8009143,5000,"Car@TB 01:00PM ET","TB","Ryan","Griffin","Car",0,0,0,0,0,0,0,0
"QB","Dan Orlovsky (8009145)","Dan Orlovsky",8009145,5000,"GB@Det 08:30PM ET","Det","Dan","Orlovsky","GB",0,0,0,0,0,0,0,0
"QB","Brett Hundley (8009148)","Brett Hundley",8009148,5000,"GB@Det 08:30PM ET","GB","Brett","Hundley","Det",0,0,0,0,0,0,0,0
"QB","Jake Rudock (8009149)","Jake Rudock",8009149,5000,"GB@Det 08:30PM ET","Det","Jake","Rudock","GB",0,0,0,0,0,0,0,0
"QB","Joe Callahan (8009150)","Joe Callahan",8009150,5000,"GB@Det 08:30PM ET","GB","Joe","Callahan","Det",0,0,0,0,0,0,0,0
"RB","Ameer Abdullah (8009256)","Ameer Abdullah",8009256,5000,"GB@Det 08:30PM ET","Det","Ameer","Abdullah","GB",0,0,10,0.00889679715302491,0,0,0,0
"QB","Chad Henne (8009151)","Chad Henne",8009151,5000,"Jax@Ind 01:00PM ET","Jax","Chad","Henne","Ind",0,0,0,0,0,0,0,0
"QB","Scott Tolzien (8009152)","Scott Tolzien",8009152,5000,"Jax@Ind 01:00PM ET","Ind","Scott","Tolzien","Jax",0,0,0,0,0,0,0,0
"QB","Brandon Allen (8009155)","Brandon Allen",8009155,5000,"Jax@Ind 01:00PM ET","Jax","Brandon","Allen","Ind",0,0,0,0,0,0,0,0
"QB","T.J. Yates (8009158)","T.J. Yates",8009158,5000,"NE@Mia 01:00PM ET","Mia","T.J.","Yates","NE",0,0,0,0,0,0,0,0
"QB","Ryan Tannehill (8009159)","Ryan Tannehill",8009159,5000,"NE@Mia 01:00PM ET","Mia","Ryan","Tannehill","NE",0,0,0,0,0,0,0,0
"QB","Jimmy Garoppolo (8009160)","Jimmy Garoppolo",8009160,5000,"NE@Mia 01:00PM ET","NE","Jimmy","Garoppolo","Mia",0,0,14,0.00183150183150183,0,0,0,0
"QB","Jacoby Brissett (8009161)","Jacoby Brissett",8009161,5000,"NE@Mia 01:00PM ET","NE","Jacoby","Brissett","Mia",0,0,0,0,0,0,0,0
"WR","Jarvis Landry (8009436)","Jarvis Landry",8009436,5000,"NE@Mia 01:00PM ET","Mia","Jarvis","Landry","NE",11.66,13.2,1,0.276255707762557,11.9609394156752,12.3310786339009,1,5
"QB","Shaun Hill (8009162)","Shaun Hill",8009162,5000,"Chi@Min 01:00PM ET","Min","Shaun","Hill","Chi",0,0,0,0,0,0,0,0
"QB","David Fales (8009165)","David Fales",8009165,5000,"Chi@Min 01:00PM ET","Chi","David","Fales","Min",0,0,0,0,0,0,0,0
"QB","Taylor Heinicke (8009166)","Taylor Heinicke",8009166,5000,"Chi@Min 01:00PM ET","Min","Taylor","Heinicke","Chi",0,0,0,0,0,0,0,0
"QB","Ryan Fitzpatrick (8009167)","Ryan Fitzpatrick",8009167,5000,"Buf@NYJ 01:00PM ET","NYJ","Ryan","Fitzpatrick","Buf",14.03,14.5,0,0,13.6228934200912,14.0559867299118,0,7
"QB","EJ Manuel (8009169)","EJ Manuel",8009169,5000,"Buf@NYJ 01:00PM ET","Buf","EJ","Manuel","NYJ",0,13.7,0,0,7.61973740010736,7.74138181143314,0,8
"QB","Bryce Petty (8009170)","Bryce Petty",8009170,5000,"Buf@NYJ 01:00PM ET","NYJ","Bryce","Petty","Buf",0,0,0,0,0,0,0,0
"QB","Cardale Jones (8009171)","Cardale Jones",8009171,5000,"Buf@NYJ 01:00PM ET","Buf","Cardale","Jones","NYJ",0,0,0,0,0,0,0,0
"QB","Christian Hackenberg (8009172)","Christian Hackenberg",8009172,5000,"Buf@NYJ 01:00PM ET","NYJ","Christian","Hackenberg","Buf",0,0,0,0,0,0,0,0
"RB","Matt Forte (8009291)","Matt Forte",8009291,5000,"Buf@NYJ 01:00PM ET","NYJ","Matt","Forte","Buf",0,0,5,0.0828516377649326,0,0,0,0
"QB","Mark Sanchez (8009174)","Mark Sanchez",8009174,5000,"Dal@Phi 01:00PM ET","Dal","Mark","Sanchez","Phi",7.55,10.7,0,0,8.942234457299,9.20101967377483,0,0
"QB","Chase Daniel (8009175)","Chase Daniel",8009175,5000,"Dal@Phi 01:00PM ET","Phi","Chase","Daniel","Dal",0,0,0,0,0,0,0,0
"QB","Josh McCown (8009178)","Josh McCown",8009178,5000,"Cle@Pit 01:00PM ET","Cle","Josh","McCown","Pit",0,0,0,0,0,0,0,0
"QB","Landry Jones (8009180)","Landry Jones",8009180,5000,"Cle@Pit 01:00PM ET","Pit","Landry","Jones","Cle",14.4,16.2,0,0,14.7149896701749,15.1712037617157,0,5
"QB","Robert Griffin III (8009181)","Robert Griffin III",8009181,5000,"Cle@Pit 01:00PM ET","Cle","Robert","Griffin III","Pit",13.32,0,0,0,5.27693004778701,5.56587395810344,0,0
"QB","Zach Mettenberger (8009182)","Zach Mettenberger",8009182,5000,"Cle@Pit 01:00PM ET","Pit","Zach","Mettenberger","Cle",0,0,0,0,0,0,0,0
"QB","Cody Kessler (8009183)","Cody Kessler",8009183,5000,"Cle@Pit 01:00PM ET","Cle","Cody","Kessler","Pit",0,0,0,0,0,0,0,0
"QB","Kevin Hogan (8009184)","Kevin Hogan",8009184,5000,"Cle@Pit 01:00PM ET","Cle","Kevin","Hogan","Pit",0,0,0,0,0,0,0,0
"QB","Drew Stanton (8009186)","Drew Stanton",8009186,5000,"Ari@LA 04:25PM ET","Ari","Drew","Stanton","LA",0,0,0,0,0,0,0,0
"QB","Case Keenum (8009187)","Case Keenum",8009187,5000,"Ari@LA 04:25PM ET","LA","Case","Keenum","Ari",0,0,0,0,0,0,0,0
"QB","Zac Dysert (8009188)","Zac Dysert",8009188,5000,"Ari@LA 04:25PM ET","Ari","Zac","Dysert","LA",0,0,0,0,0,0,0,0
"QB","Sean Mannion (8009189)","Sean Mannion",8009189,5000,"Ari@LA 04:25PM ET","LA","Sean","Mannion","Ari",0,0,0,0,0,0,0,0
"QB","Jared Goff (8009190)","Jared Goff",8009190,5000,"Ari@LA 04:25PM ET","LA","Jared","Goff","Ari",10.9,11.2,0,0,10.5474828934792,10.883377514305,0,0
"WR","Kenny Britt (8009490)","Kenny Britt",8009490,5000,"Ari@LA 04:25PM ET","LA","Kenny","Britt","Ari",0,0,1,0.223091976516634,0,0,1,0
"QB","Matt McGloin (8009191)","Matt McGloin",8009191,5000,"Oak@Den 04:25PM ET","Oak","Matt","McGloin","Den",13.71,13.1,0,0,12.7174610294887,13.1311819281103,0,0
"QB","Connor Cook (8009194)","Connor Cook",8009194,5000,"Oak@Den 04:25PM ET","Oak","Connor","Cook","Den",0,0,0,0,0,0,0,0
"QB","Paxton Lynch (8009195)","Paxton Lynch",8009195,5000,"Oak@Den 04:25PM ET","Den","Paxton","Lynch","Oak",4.76,6.2,0,0,5.33409808929414,5.49240507699982,0,0
"QB","Kellen Clemens (8009196)","Kellen Clemens",8009196,5000,"KC@SD 04:25PM ET","SD","Kellen","Clemens","KC",0,0,0,0,0,0,0,0
"QB","Alex Smith (8009197)","Alex Smith",8009197,5000,"KC@SD 04:25PM ET","KC","Alex","Smith","SD",14.55,18.5,15,0.00385356454720617,16.0536405449797,16.5335305638407,0,4
