"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","ValueWR","TierRank"
"QB","Nick Foles (8009199)","Nick Foles",8009199,5000,"KC@SD 04:25PM ET","KC","Nick","Foles","SD",0,0,0,0,0,0,0,0
"QB","Tyler Bray (8009200)","Tyler Bray",8009200,5000,"KC@SD 04:25PM ET","KC","Tyler","Bray","SD",0,0,0,0,0,0,0,0
"TE","Travis Kelce (8009631)","Travis Kelce",8009631,5000,"KC@SD 04:25PM ET","KC","Travis","Kelce","SD",17.05,14.7,1,0.229287090558767,14.9305515393292,15.4309319869657,0,1
"QB","Christian Ponder (8009202)","Christian Ponder",8009202,5000,"Sea@SF 04:25PM ET","SF","Christian","Ponder","Sea",0,0,0,0,0,0,0,0
"QB","Blaine Gabbert (8009204)","Blaine Gabbert",8009204,5000,"Sea@SF 04:25PM ET","SF","Blaine","Gabbert","Sea",0,0,15,0.00211864406779661,0,0,0,0
"QB","Trevone Boykin (8009205)","Trevone Boykin",8009205,5000,"Sea@SF 04:25PM ET","Sea","Trevone","Boykin","SF",0,0,0,0,0,0,0,0
"WR","Steve Smith Sr. (8009363)","Steve Smith Sr.",8009363,4900,"Bal@Cin 01:00PM ET","Bal","Steve","Smith","Cin",12.58,13.9,3,0.160513643659711,12.7147417097991,13.1110534228015,0,0
"WR","Sterling Shepard (8009384)","Sterling Shepard",8009384,4900,"NYG@Was 04:25PM ET","NYG","Sterling","Shepard","Was",11.53,7.1,2,0.172649572649573,8.51670805485104,8.82986440984871,1,0
"RB","Derrick Henry (8009241)","Derrick Henry",8009241,4900,"Hou@Ten 01:00PM ET","Ten","Derrick","Henry","Hou",7.41,5.2,9,0.0286885245901639,5.82775256429183,6.03466548514879,0,0
"RB","Doug Martin (8009245)","Doug Martin",8009245,4900,"Car@TB 01:00PM ET","TB","Doug","Martin","Car",0,0,9,0.0294117647058824,0,0,0,0
"RB","Jacquizz Rodgers (8009246)","Jacquizz Rodgers",8009246,4900,"Car@TB 01:00PM ET","TB","Jacquizz","Rodgers","Car",12.49,15.9,9,0.0294117647058824,13.7914572004171,14.203574897924,0,3
"RB","Jeremy Hill (8009221)","Jeremy Hill",8009221,4800,"Bal@Cin 01:00PM ET","Cin","Jeremy","Hill","Bal",0,0,7,0.0520446096654275,0,0,0,0
"TE","Zach Ertz (8009606)","Zach Ertz",8009606,4800,"Dal@Phi 01:00PM ET","Phi","Zach","Ertz","Dal",12.89,12.5,2,0.16726618705036,12.0588938484839,12.4494994163158,0,2
"WR","Tyler Lockett (8009530)","Tyler Lockett",8009530,4800,"Sea@SF 04:25PM ET","Sea","Tyler","Lockett","SF",0,0,4,0.149193548387097,0,0,1,0
"RB","Frank Gore (8009261)","Frank Gore",8009261,4700,"Jax@Ind 01:00PM ET","Ind","Frank","Gore","Jax",11.79,14.3,6,0.0894454382826476,12.624244718066,13.006971028963,0,4
"WR","Malcolm Mitchell (8009440)","Malcolm Mitchell",8009440,4700,"NE@Mia 01:00PM ET","NE","Malcolm","Mitchell","Mia",0,0,5,0.0970695970695971,0,0,1,0
"WR","Cole Beasley (8009468)","Cole Beasley",8009468,4700,"Dal@Phi 01:00PM ET","Dal","Cole","Beasley","Phi",11.6,6.8,1,0.214132762312634,8.37758410571029,8.68959518847771,1,0
"WR","Jordan Matthews (8009469)","Jordan Matthews",8009469,4700,"Dal@Phi 01:00PM ET","Phi","Jordan","Matthews","Dal",0,15.5,1,0.214028776978417,8.62087078114337,8.75849766986961,1,3
"WR","Jeremy Maclin (8009512)","Jeremy Maclin",8009512,4700,"KC@SD 04:25PM ET","KC","Jeremy","Maclin","SD",11.26,12.8,3,0.132947976878613,11.5799989631991,11.9379095254765,0,5
"RB","C.J. Prosise (8009347)","C.J. Prosise",8009347,4700,"Sea@SF 04:25PM ET","Sea","C.J.","Prosise","SF",0,0,6,0.0403225806451613,0,0,0,0
"WR","Mohamed Sanu (8009352)","Mohamed Sanu",8009352,4600,"NO@Atl 04:25PM ET","Atl","Mohamed","Sanu","NO",11.02,12.2,2,0.160469667318982,11.1512080155062,11.4985848887346,1,7
"WR","Mike Wallace (8009365)","Mike Wallace",8009365,4600,"Bal@Cin 01:00PM ET","Bal","Mike","Wallace","Cin",11.42,12,1,0.182985553772071,11.1984373409703,11.5527153776802,1,7
"WR","Marqise Lee (8009425)","Marqise Lee",8009425,4600,"Jax@Ind 01:00PM ET","Jax","Marqise","Lee","Ind",11.57,12.3,2,0.166666666666667,11.4247177924019,11.784913448209,1,7
"TE","Kyle Rudolph (8009592)","Kyle Rudolph",8009592,4600,"Chi@Min 01:00PM ET","Min","Kyle","Rudolph","Chi",12.64,10.6,1,0.219858156028369,10.9031004664033,11.2714125199838,0,3
"WR","Brandon Marshall (8009453)","Brandon Marshall",8009453,4600,"Buf@NYJ 01:00PM ET","NYJ","Brandon","Marshall","Buf",0,12.6,1,0.254335260115607,7.00793366725203,7.1198110090553,1,6
"WR","J.J. Nelson (8009494)","J.J. Nelson",8009494,4600,"Ari@LA 04:25PM ET","Ari","J.J.","Nelson","LA",10.76,13.4,4,0.117001828153565,11.7156271304593,12.0680189423238,1,5
"RB","Alex Collins (8009348)","Alex Collins",8009348,4600,"Sea@SF 04:25PM ET","Sea","Alex","Collins","SF",4.81,9.3,9,0.0201612903225806,7.078080541498,7.2649975312369,0,7
"WR","Brandon LaFell (8009364)","Brandon LaFell",8009364,4500,"Bal@Cin 01:00PM ET","Cin","Brandon","LaFell","Bal",11.76,14.6,2,0.187732342007435,12.7792153039869,13.1639545865445,1,4
"WR","Will Fuller V (8009394)","Will Fuller V",8009394,4500,"Hou@Ten 01:00PM ET","Hou","Will","Fuller V","Ten",0,0,0,0,0,0,0,0
"WR","Ted Ginn Jr. (8009396)","Ted Ginn Jr.",8009396,4500,"Car@TB 01:00PM ET","Car","Ted","Ginn","TB",11.21,9.1,3,0.164179104477612,9.50230538398325,9.82627845176062,0,0
"RB","Mike Gillislee (8009294)","Mike Gillislee",8009294,4500,"Buf@NYJ 01:00PM ET","Buf","Mike","Gillislee","NYJ",6.66,5,10,0.0244988864142539,5.41939108232685,5.60825880804192,0,0
"TE","Jimmy Graham (8009638)","Jimmy Graham",8009638,4500,"Sea@SF 04:25PM ET","Sea","Jimmy","Graham","SF",14.74,10.1,2,0.181451612903226,11.4569562915174,11.8663829881371,0,3
"RB","Terrance West (8009219)","Terrance West",8009219,4400,"Bal@Cin 01:00PM ET","Bal","Terrance","West","Cin",10.69,8,7,0.0674157303370786,8.68449537298608,8.98742127864601,0,0
"RB","Rob Kelley (8009229)","Rob Kelley",8009229,4400,"NYG@Was 04:25PM ET","Was","Rob","Kelley","NYG",0,12.6,8,0.0327022375215146,7.00793366725203,7.1198110090553,0,5
"RB","Adrian Peterson (8009279)","Adrian Peterson",8009279,4400,"Chi@Min 01:00PM ET","Min","Adrian","Peterson","Chi",0,0,10,0.0106382978723404,0,0,0,0
"WR","Robby Anderson (8009463)","Robby Anderson",8009463,4400,"Buf@NYJ 01:00PM ET","NYJ","Robby","Anderson","Buf",10.57,9,4,0.13102119460501,9.19314067433232,9.50234263581248,0,0
"RB","Isaiah Crowell (8009310)","Isaiah Crowell",8009310,4400,"Cle@Pit 01:00PM ET","Cle","Isaiah","Crowell","Pit",11.66,11.7,6,0.0964083175803403,11.1266615981452,11.4834820852039,0,6
"WR","Travis Benjamin (8009514)","Travis Benjamin",8009514,4400,"KC@SD 04:25PM ET","SD","Travis","Benjamin","KC",6.12,7.9,4,0.145283018867925,6.81839859968628,7.0213019300142,1,0
"RB","Alfred Blue (8009235)","Alfred Blue",8009235,4300,"Hou@Ten 01:00PM ET","Hou","Alfred","Blue","Ten",12.1,15.1,10,0.0236794171220401,13.1920043224614,13.5885586272329,0,3
"WR","DeVante Parker (8009438)","DeVante Parker",8009438,4300,"NE@Mia 01:00PM ET","Mia","DeVante","Parker","NE",12.47,10.8,2,0.182648401826484,10.946989302425,11.3133894642487,1,8
"RB","Darren McFadden (8009299)","Darren McFadden",8009299,4300,"Dal@Phi 01:00PM ET","Dal","Darren","McFadden","Phi",7.06,12.5,13,0.00428265524625268,9.74924653777828,10.0133849136324,0,5
"RB","Fitzgerald Toussaint (8009307)","Fitzgerald Toussaint",8009307,4300,"Cle@Pit 01:00PM ET","Pit","Fitzgerald","Toussaint","Cle",9.8,10.7,13,0.00175438596491228,9.83360777618194,10.1412010856166,0,6
"TE","Ladarius Green (8009611)","Ladarius Green",8009611,4300,"Cle@Pit 01:00PM ET","Pit","Ladarius","Green","Cle",0,0,6,0.0578947368421053,0,0,0,0
"WR","Tavon Austin (8009493)","Tavon Austin",8009493,4300,"Ari@LA 04:25PM ET","LA","Tavon","Austin","Ari",10.03,10.2,2,0.199608610567515,9.64663333182442,9.9547763359281,1,8
"RB","Kenneth Dixon (8009222)","Kenneth Dixon",8009222,4200,"Bal@Cin 01:00PM ET","Bal","Kenneth","Dixon","Cin",10.32,13.3,8,0.057784911717496,11.4856956047091,11.8276548074283,0,5
"TE","Tyler Eifert (8009543)","Tyler Eifert",8009543,4200,"Bal@Cin 01:00PM ET","Cin","Tyler","Eifert","Bal",0,0,5,0.087360594795539,0,0,0,0
"RB","Rashad Jennings (8009223)","Rashad Jennings",8009223,4200,"NYG@Was 04:25PM ET","NYG","Rashad","Jennings","Was",9.7,1.2,5,0.0700854700854701,4.51023167320824,4.73130377000895,0,0
"WR","Marvin Jones Jr. (8009411)","Marvin Jones Jr.",8009411,4200,"GB@Det 08:30PM ET","Det","Marvin","Jones","GB",10.07,10.7,2,0.190391459074733,9.94057257444789,10.2540228550376,0,0
"WR","Terrelle Pryor Sr. (8009479)","Terrelle Pryor Sr.",8009479,4200,"Cle@Pit 01:00PM ET","Cle","Terrelle","Pryor","Pit",11.82,12.2,1,0.251417769376181,11.4681407511091,11.832871612945,0,0
"RB","Kenneth Farrow (8009337)","Kenneth Farrow",8009337,4200,"KC@SD 04:25PM ET","SD","Kenneth","Farrow","KC",0,0,7,0.030188679245283,0,0,0,0
"WR","Rishard Matthews (8009390)","Rishard Matthews",8009390,4100,"Hou@Ten 01:00PM ET","Ten","Rishard","Matthews","Hou",11.03,10.5,1,0.19672131147541,10.2096548148339,10.5421540509305,1,8
"TE","Cameron Brate (8009568)","Cameron Brate",8009568,4100,"Car@TB 01:00PM ET","TB","Cameron","Brate","Car",0,0,2,0.158088235294118,0,0,0,0
"WR","Anquan Boldin (8009407)","Anquan Boldin",8009407,4100,"GB@Det 08:30PM ET","Det","Anquan","Boldin","GB",9.54,12.6,3,0.165480427046263,10.7873565393157,11.1061801952645,1,6
"WR","Randall Cobb (8009412)","Randall Cobb",8009412,4100,"GB@Det 08:30PM ET","GB","Randall","Cobb","Det",8.74,10.2,3,0.150337837837838,9.13557929566487,9.4157389931388,1,8
"RB","Chris Ivory (8009262)","Chris Ivory",8009262,4100,"Jax@Ind 01:00PM ET","Jax","Chris","Ivory","Ind",9.01,14.7,7,0.0462046204620462,11.7453775465208,12.071350408651,0,4
"RB","Charcandrick West (8009338)","Charcandrick West",8009338,4100,"KC@SD 04:25PM ET","KC","Charcandrick","West","SD",6.06,4.4,7,0.0597302504816956,4.84798040361273,5.01850514540528,0,0
"RB","Tim Hightower (8009206)","Tim Hightower",8009206,4000,"NO@Atl 04:25PM ET","NO","Tim","Hightower","Atl",7.64,5.5,8,0.0414673046251994,6.08572628928364,6.30029222809869,0,0
"WR","Tyler Boyd (8009374)","Tyler Boyd",8009374,4000,"Bal@Cin 01:00PM ET","Cin","Tyler","Boyd","Bal",10.33,13.1,3,0.143122676579926,11.3784202215668,11.7188205183213,0,5
"TE","Delanie Walker (8009556)","Delanie Walker",8009556,4000,"Hou@Ten 01:00PM ET","Ten","Delanie","Walker","Hou",11.54,10,1,0.19672131147541,10.1336068279374,10.4727296547157,0,3
"RB","Charles Sims (8009247)","Charles Sims",8009247,4000,"Car@TB 01:00PM ET","TB","Charles","Sims","Car",0,0,6,0.0588235294117647,0,0,0,0
"RB","Dion Lewis (8009273)","Dion Lewis",8009273,4000,"NE@Mia 01:00PM ET","NE","Dion","Lewis","Mia",9.95,12.8,8,0.0402930402930403,11.0610216086495,11.390515014582,0,5
"RB","Jeremy Langford (8009282)","Jeremy Langford",8009282,4000,"Chi@Min 01:00PM ET","Chi","Jeremy","Langford","Min",3.97,3.5,9,0.0455373406193078,3.51942694133235,3.63662314918733,0,0
"RB","Jerick McKinnon (8009283)","Jerick McKinnon",8009283,4000,"Chi@Min 01:00PM ET","Min","Jerick","McKinnon","Chi",11.18,13.7,5,0.0904255319148936,12.0488723801568,12.4130387822737,0,4
"RB","Darren Sproles (8009298)","Darren Sproles",8009298,4000,"Dal@Phi 01:00PM ET","Phi","Darren","Sproles","Dal",11.78,14.8,5,0.120503597122302,12.8983756647143,13.2853246278094,0,4
"WR","Eli Rogers (8009482)","Eli Rogers",8009482,4000,"Cle@Pit 01:00PM ET","Pit","Eli","Rogers","Cle",12.46,11.6,3,0.107017543859649,11.3879758125793,11.7612623728345,1,7
"WR","Jermaine Kearse (8009526)","Jermaine Kearse",8009526,4000,"Sea@SF 04:25PM ET","Sea","Jermaine","Kearse","SF",10.37,9.5,3,0.167338709677419,9.39200009627495,9.7013031376589,0,8
"TE","C.J. Fiedorowicz (8009559)","C.J. Fiedorowicz",8009559,3900,"Hou@Ten 01:00PM ET","Hou","C.J.","Fiedorowicz","Ten",10.53,9.6,3,0.14936247723133,9.51100516456418,9.82466691908079,0,4
"RB","Damien Williams (8009277)","Damien Williams",8009277,3900,"NE@Mia 01:00PM ET","Mia","Damien","Williams","NE",3.33,3.3,6,0.0639269406392694,3.15464371051276,3.25618089665939,0,0
"WR","Kenny Stills (8009434)","Kenny Stills",8009434,3900,"NE@Mia 01:00PM ET","Mia","Kenny","Stills","NE",10.85,8.3,3,0.164383561643836,8.91473748361264,9.2237979332275,1,0
"WR","Chris Hogan (8009435)","Chris Hogan",8009435,3900,"NE@Mia 01:00PM ET","NE","Chris","Hogan","Mia",10.19,11.6,4,0.106227106227106,10.4886791753063,10.8127237928874,1,7
"TE","Martellus Bennett (8009582)","Martellus Bennett",8009582,3900,"NE@Mia 01:00PM ET","NE","Martellus","Bennett","Mia",10.43,8.6,3,0.135531135531136,8.91520336092716,9.21781671275644,0,5
"RB","Ryan Mathews (8009301)","Ryan Mathews",8009301,3900,"Dal@Phi 01:00PM ET","Phi","Ryan","Mathews","Dal",0,0,8,0.0251798561151079,0,0,0,0
"RB","Jalen Richard (8009329)","Jalen Richard",8009329,3900,"Oak@Den 04:25PM ET","Oak","Jalen","Richard","Den",5.51,7.7,6,0.066213921901528,6.46550034645179,6.65339542964415,0,0
"RB","DuJuan Harris (8009341)","DuJuan Harris",8009341,3900,"Sea@SF 04:25PM ET","SF","DuJuan","Harris","Sea",5.6,6.3,11,0.0211864406779661,5.72249598284578,5.89991257400056,0,0
"WR","Victor Cruz (8009375)","Victor Cruz",8009375,3800,"NYG@Was 04:25PM ET","NYG","Victor","Cruz","Was",7.38,3.8,3,0.117948717948718,5.03720829034539,5.23103962087364,0,0
"RB","Cameron Artis-Payne (8009248)","Cameron Artis-Payne",8009248,3800,"Car@TB 01:00PM ET","Car","Cameron","Artis-Payne","TB",0,0,12,0.00186567164179104,0,0,0,0
"RB","James White (8009274)","James White",8009274,3800,"NE@Mia 01:00PM ET","NE","James","White","Mia",8.23,8,2,0.164835164835165,7.7099272110074,7.95948960169898,0,0
"WR","Quincy Enunwa (8009456)","Quincy Enunwa",8009456,3800,"Buf@NYJ 01:00PM ET","NYJ","Quincy","Enunwa","Buf",11.11,9.1,2,0.188824662813102,9.46268879203289,9.78449261123432,1,0
"RB","Alfred Morris (8009300)","Alfred Morris",8009300,3800,"Dal@Phi 01:00PM ET","Dal","Alfred","Morris","Phi",7.98,0,9,0.00856531049250535,3.16140403763816,3.33451007399891,0,0
"RB","Justin Forsett (8009323)","Justin Forsett",8009323,3800,"Oak@Den 04:25PM ET","Den","Justin","Forsett","Oak",7.56,8.8,11,0.0185185185185185,7.88944421428937,8.13157596281118,0,7
"RB","DeAndre Washington (8009328)","DeAndre Washington",8009328,3800,"Oak@Den 04:25PM ET","Oak","DeAndre","Washington","Den",8.23,4.5,9,0.0356536502546689,5.76327897010406,5.98176432140584,0,0
"TE","Antonio Gates (8009629)","Antonio Gates",8009629,3800,"KC@SD 04:25PM ET","SD","Antonio","Gates","KC",10.15,11.4,3,0.158490566037736,10.3615954961888,10.6829965835173,0,2
"RB","Chris Thompson (8009227)","Chris Thompson",8009227,3700,"NYG@Was 04:25PM ET","Was","Chris","Thompson","NYG",8.77,9,6,0.0929432013769363,8.48004201922597,8.75019750633905,0,7
"WR","Adam Humphries (8009404)","Adam Humphries",8009404,3700,"Car@TB 01:00PM ET","TB","Adam","Humphries","Car",9.26,10.8,3,0.141544117647059,9.6752967008187,9.9720639833544,1,8
"WR","Phillip Dorsett (8009424)","Phillip Dorsett",8009424,3700,"Jax@Ind 01:00PM ET","Ind","Phillip","Dorsett","Jax",10.34,7.5,3,0.100178890876565,8.26774469531651,8.55863865390493,0,0
"WR","Brice Butler (8009466)","Brice Butler",8009466,3700,"Dal@Phi 01:00PM ET","Dal","Brice","Butler","Phi",3.96,8.2,6,0.0642398286937901,6.12953577706466,6.28824708438548,0,0
"WR","Corey Coleman (8009484)","Corey Coleman",8009484,3700,"Cle@Pit 01:00PM ET","Cle","Corey","Coleman","Pit",8.96,10.6,4,0.122873345935728,9.44520988263031,9.73369358861588,1,8
"RB","Ronnie Hillman (8009333)","Ronnie Hillman",8009333,3700,"KC@SD 04:25PM ET","SD","Ronnie","Hillman","KC",10.64,18.3,12,0.00377358490566038,14.3933947573836,14.7866913261027,0,2
"TE","Eric Ebron (8009574)","Eric Ebron",8009574,3600,"GB@Det 08:30PM ET","Det","Eric","Ebron","GB",9.83,12,4,0.144128113879004,10.5685335289597,10.888320513312,0,2
"RB","Robert Turbin (8009263)","Robert Turbin",8009263,3600,"Jax@Ind 01:00PM ET","Ind","Robert","Turbin","Jax",4.56,6,7,0.0554561717352415,5.14362786305611,5.29582052278761,0,0
"RB","T.J. Yeldon (8009269)","T.J. Yeldon",8009269,3600,"Jax@Ind 01:00PM ET","Jax","T.J.","Yeldon","Ind",0,0,4,0.117161716171617,0,0,0,0
"WR","Allen Hurns (8009423)","Allen Hurns",8009423,3600,"Jax@Ind 01:00PM ET","Jax","Allen","Hurns","Ind",0,0,3,0.128712871287129,0,0,1,0
"WR","Deonte Thompson (8009443)","Deonte Thompson",8009443,3600,"Chi@Min 01:00PM ET","Chi","Deonte","Thompson","Min",6.34,9.7,6,0.0692167577413479,7.90668848301306,8.13034663760853,1,8
"WR","Robert Woods (8009458)","Robert Woods",8009458,3600,"Buf@NYJ 01:00PM ET","Buf","Robert","Woods","NYJ",8.49,6.4,2,0.171492204899777,6.92303401137964,7.1640298017905,1,0
"WR","Brian Quick (8009491)","Brian Quick",8009491,3600,"Ari@LA 04:25PM ET","LA","Brian","Quick","Ari",7.31,6.5,4,0.140900195694716,6.51117674753415,6.72746332015994,1,0
"WR","John Brown (8009492)","John Brown",8009492,3600,"Ari@LA 04:25PM ET","Ari","John","Brown","LA",6.45,9.8,3,0.129798903107861,8.00588525532712,8.23281749876727,1,8
"RB","Rex Burkhead (8009217)","Rex Burkhead",8009217,3500,"Bal@Cin 01:00PM ET","Cin","Rex","Burkhead","Bal",13.56,14.1,10,0.0353159851301115,13.2142213532499,13.6335675331189,0,4
"RB","Christine Michael (8009253)","Christine Michael",8009253,3500,"GB@Det 08:30PM ET","GB","Christine","Michael","Det",5.82,4.8,15,0.00168918918918919,4.97537466760655,5.14424487446137,0,0
"WR","Michael Floyd (8009433)","Michael Floyd",8009433,3500,"NE@Mia 01:00PM ET","NE","Michael","Floyd","Mia",8.7,10.4,12,0.00549450549450549,9.23096970122206,9.51203753008789,0,8
"RB","Khiry Robinson (8009297)","Khiry Robinson",8009297,3500,"Buf@NYJ 01:00PM ET","NYJ","Khiry","Robinson","Buf",0,0,0,0,0,0,0,0
"TE","Charles Clay (8009597)","Charles Clay",8009597,3500,"Buf@NYJ 01:00PM ET","Buf","Charles","Clay","NYJ",10.42,9.4,1,0.191536748329621,9.35618987108146,9.66568962134225,0,4
"WR","Terrance Williams (8009467)","Terrance Williams",8009467,3500,"Dal@Phi 01:00PM ET","Dal","Terrance","Williams","Phi",8.43,7.2,4,0.126338329764454,7.34421222555877,7.59100979011315,1,0
"RB","Duke Johnson Jr. (8009313)","Duke Johnson Jr.",8009313,3500,"Cle@Pit 01:00PM ET","Cle","Duke","Johnson","Pit",8.71,8.4,3,0.145557655954631,8.12256093704376,8.38608738254444,0,0
"RB","Andre Ellington (8009316)","Andre Ellington",8009316,3500,"Ari@LA 04:25PM ET","Ari","Andre","Ellington","LA",1.66,3,8,0.0310786106032907,2.32619106143586,2.38883805013073,0,0
"RB","Devontae Booker (8009330)","Devontae Booker",8009330,3500,"Oak@Den 04:25PM ET","Den","Devontae","Booker","Oak",8.95,12.4,3,0.0796296296296296,10.4423816044713,10.7466308629997,0,5
"WR","Aldrick Robinson (8009350)","Aldrick Robinson",8009350,3400,"NO@Atl 04:25PM ET","Atl","Aldrick","Robinson","NO",5.22,8.3,6,0.060665362035225,6.68432335680777,6.8712551115967,0,0
"TE","Dennis Pitta (8009541)","Dennis Pitta",8009541,3400,"Bal@Cin 01:00PM ET","Bal","Dennis","Pitta","Cin",9.54,10,2,0.171749598715891,9.34127498893035,9.63701284418961,0,3
"RB","Paul Perkins (8009230)","Paul Perkins",8009230,3400,"NYG@Was 04:25PM ET","NYG","Paul","Perkins","Was",10.34,8.3,7,0.0393162393162393,8.71269286466584,9.01069014654336,0,7
"RB","Matt Jones (8009231)","Matt Jones",8009231,3400,"NYG@Was 04:25PM ET","Was","Matt","Jones","NYG",0,0,9,0.0189328743545611,0,0,0,0
"RB","Akeem Hunt (8009240)","Akeem Hunt",8009240,3400,"Hou@Ten 01:00PM ET","Hou","Akeem","Hunt","Ten",4.65,4.4,13,0.00728597449908925,4.28938645711275,4.42932479398442,0,0
"WR","Russell Shepard (8009398)","Russell Shepard",8009398,3400,"Car@TB 01:00PM ET","TB","Russell","Shepard","Car",5.89,4.7,4,0.0625,4.94748776080313,5.11698852624998,1,0
"RB","Dwayne Washington (8009260)","Dwayne Washington",8009260,3400,"GB@Det 08:30PM ET","Det","Dwayne","Washington","GB",6.98,5.8,8,0.0266903914590747,5.99111234591731,6.19402499036451,0,0
"WR","Cordarrelle Patterson (8009449)","Cordarrelle Patterson",8009449,3400,"Chi@Min 01:00PM ET","Min","Cordarrelle","Patterson","Chi",8.22,6.5,4,0.125886524822695,6.87168773428236,7.10771446894929,1,0
"WR","Paul Richardson (8009528)","Paul Richardson",8009528,3400,"Sea@SF 04:25PM ET","Sea","Paul","Richardson","SF",8.13,12.1,5,0.0604838709677419,9.95066998697238,10.2344676609446,0,7
"TE","Vernon Davis (8009549)","Vernon Davis",8009549,3300,"NYG@Was 04:25PM ET","Was","Vernon","Davis","NYG",6.71,5.4,5,0.0998278829604131,5.66167346297669,5.85517747462428,0,0
"WR","Devin Funchess (8009406)","Devin Funchess",8009406,3300,"Car@TB 01:00PM ET","Car","Devin","Funchess","TB",0,0,4,0.117537313432836,0,0,0,0
"WR","Danny Amendola (8009431)","Danny Amendola",8009431,3300,"NE@Mia 01:00PM ET","NE","Danny","Amendola","Mia",0,0,7,0.0549450549450549,0,0,1,0
"WR","Nelson Agholor (8009473)","Nelson Agholor",8009473,3300,"Dal@Phi 01:00PM ET","Phi","Nelson","Agholor","Dal",9.01,5,3,0.131294964028777,6.35038099316014,6.59022606041001,0,0
"RB","Mike Davis (8009346)","Mike Davis",8009346,3300,"Sea@SF 04:25PM ET","SF","Mike","Davis","Sea",0,1.5,13,0.0105932203389831,0.834277817530003,0.847596548697059,0,0
"RB","Zach Zenner (8009255)","Zach Zenner",8009255,3200,"GB@Det 08:30PM ET","Det","Zach","Zenner","GB",8.77,14.2,0,0,11.3722051199966,11.6885322084889,0,4
"TE","Jack Doyle (8009577)","Jack Doyle",8009577,3200,"Jax@Ind 01:00PM ET","Ind","Jack","Doyle","Jax",8.46,7.7,2,0.128801431127013,7.63418980898721,7.88607772517006,0,6
"WR","Charles Johnson (8009442)","Charles Johnson",8009442,3200,"Chi@Min 01:00PM ET","Min","Charles","Johnson","Chi",4.25,7.4,6,0.0656028368794326,5.79947572437135,5.95737452927333,0,0
"WR","Marquise Goodwin (8009455)","Marquise Goodwin",8009455,3200,"Buf@NYJ 01:00PM ET","Buf","Marquise","Goodwin","NYJ",6.29,5,3,0.140311804008909,5.27280969211054,5.4536511980946,1,0
"WR","Dorial Green-Beckham (8009471)","Dorial Green-Beckham",8009471,3200,"Dal@Phi 01:00PM ET","Phi","Dorial","Green-Beckham","Dal",11.19,8.4,4,0.129496402877698,9.10505241741251,9.42237622759673,0,0
"RB","Shaun Draughn (8009339)","Shaun Draughn",8009339,3200,"Sea@SF 04:25PM ET","SF","Shaun","Draughn","Sea",10.37,10.8,6,0.0720338983050847,10.1150408714676,10.4358868131964,0,6
"WR","Jeremy Kerley (8009525)","Jeremy Kerley",8009525,3200,"Sea@SF 04:25PM ET","SF","Jeremy","Kerley","Sea",9.48,9.9,1,0.228813559322034,9.26188651259148,9.55543490329403,1,8
"TE","Coby Fleener (8009535)","Coby Fleener",8009535,3100,"NO@Atl 04:25PM ET","NO","Coby","Fleener","Atl",7.01,8.5,4,0.121212121212121,7.50469739505642,7.73223453017711,0,5
"WR","Tajae Sharpe (8009393)","Tajae Sharpe",8009393,3100,"Hou@Ten 01:00PM ET","Ten","Tajae","Sharpe","Hou",7.35,7.2,3,0.186475409836066,6.91635303249496,7.13972271242909,0,0
"TE","Jared Cook (8009572)","Jared Cook",8009572,3100,"GB@Det 08:30PM ET","GB","Jared","Cook","Det",8.43,7,6,0.0760135135135135,7.23297518322143,7.47799691695354,0,7
"RB","Matt Asiata (8009280)","Matt Asiata",8009280,3100,"Chi@Min 01:00PM ET","Min","Matt","Asiata","Chi",9.69,9.1,6,0.0656028368794326,8.90013318633788,9.19113367576083,0,7
"WR","Joshua Bellamy (8009446)","Joshua Bellamy",8009446,3100,"Chi@Min 01:00PM ET","Chi","Joshua","Bellamy","Min",0,0,0,0,0,0,0,0
"TE","Jason Witten (8009604)","Jason Witten",8009604,3100,"Dal@Phi 01:00PM ET","Dal","Jason","Witten","Phi",9.1,7.9,3,0.205567451820128,7.9989730398068,8.266519977698,0,6
"RB","John Kuhn (8009207)","John Kuhn",8009207,3000,"NO@Atl 04:25PM ET","NO","John","Kuhn","Atl",2.54,2,0,0,2.1186318589123,2.19148908096415,0,0
"RB","Travaris Cadet (8009208)","Travaris Cadet",8009208,3000,"NO@Atl 04:25PM ET","NO","Travaris","Cadet","Atl",6.22,5.5,5,0.0845295055821372,5.52317068358863,5.70693329262521,0,0
"RB","Patrick DiMarco (8009209)","Patrick DiMarco",8009209,3000,"NO@Atl 04:25PM ET","Atl","Patrick","DiMarco","NO",0,0,0,0,0,0,0,0
"RB","Marcus Murphy (8009211)","Marcus Murphy",8009211,3000,"NO@Atl 04:25PM ET","NO","Marcus","Murphy","Atl",0,0,14,0.00159489633173844,0,0,0,0
"RB","Terron Ward (8009212)","Terron Ward",8009212,3000,"NO@Atl 04:25PM ET","Atl","Terron","Ward","NO",0,0,14,0.00391389432485323,0,0,0,0
"RB","Daniel Lasco (8009214)","Daniel Lasco",8009214,3000,"NO@Atl 04:25PM ET","NO","Daniel","Lasco","Atl",0,0,13,0.00637958532695375,0,0,0,0
