Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
RB,Le'Veon Bell (8009308),Le'Veon Bell,8009308,10400,Cle@Pit 01:00PM ET,Pit
RB,David Johnson (8009319),David Johnson,8009319,9800,Ari@LA 04:25PM ET,Ari
WR,Odell Beckham Jr. (8009381),Odell Beckham Jr.,8009381,9000,NYG@Was 04:25PM ET,NYG
RB,LeSean McCoy (8009292),LeSean McCoy,8009292,8900,Buf@NYJ 01:00PM ET,Buf
WR,Antonio Brown (8009478),Antonio Brown,8009478,8700,Cle@Pit 01:00PM ET,Pit
WR,Julio Jones (8009351),Julio Jones,8009351,8400,NO@Atl 04:25PM ET,Atl
WR,Jordy Nelson (8009408),Jordy Nelson,8009408,8100,GB@Det 08:30PM ET,GB
WR,Mike Evans (8009403),Mike Evans,8009403,8000,Car@TB 01:00PM ET,TB
QB,Aaron Rodgers (8009146),Aaron Rodgers,8009146,7700,GB@Det 08:30PM ET,GB
RB,Melvin Gordon (8009335),Melvin Gordon,8009335,7700,KC@SD 04:25PM ET,SD
QB,Drew Brees (8009120),Drew Brees,8009120,7600,NO@Atl 04:25PM ET,NO
WR,T.Y. Hilton (8009420),T.Y. Hilton,8009420,7600,Jax@Ind 01:00PM ET,Ind
QB,Matt Ryan (8009121),Matt Ryan,8009121,7400,NO@Atl 04:25PM ET,Atl
RB,Ezekiel Elliott (8009305),Ezekiel Elliott,8009305,7400,Dal@Phi 01:00PM ET,Dal
QB,Ben Roethlisberger (8009179),Ben Roethlisberger,8009179,7300,Cle@Pit 01:00PM ET,Pit
QB,Tom Brady (8009156),Tom Brady,8009156,7200,NE@Mia 01:00PM ET,NE
WR,Doug Baldwin (8009524),Doug Baldwin,8009524,7200,Sea@SF 04:25PM ET,Sea
RB,Devonta Freeman (8009213),Devonta Freeman,8009213,7000,NO@Atl 04:25PM ET,Atl
WR,Brandin Cooks (8009358),Brandin Cooks,8009358,6900,NO@Atl 04:25PM ET,NO
WR,A.J. Green (8009367),A.J. Green,8009367,6800,Bal@Cin 01:00PM ET,Cin
RB,Jordan Howard (8009287),Jordan Howard,8009287,6800,Chi@Min 01:00PM ET,Chi
QB,Russell Wilson (8009203),Russell Wilson,8009203,6800,Sea@SF 04:25PM ET,Sea
WR,Michael Thomas (8009360),Michael Thomas,8009360,6700,NO@Atl 04:25PM ET,NO
QB,Andrew Luck (8009153),Andrew Luck,8009153,6700,Jax@Ind 01:00PM ET,Ind
WR,Golden Tate (8009410),Golden Tate,8009410,6600,GB@Det 08:30PM ET,Det
QB,Kirk Cousins (8009132),Kirk Cousins,8009132,6500,NYG@Was 04:25PM ET,Was
WR,DeAndre Hopkins (8009391),DeAndre Hopkins,8009391,6500,Hou@Ten 01:00PM ET,Hou
RB,Bilal Powell (8009293),Bilal Powell,8009293,6500,Buf@NYJ 01:00PM ET,NYJ
WR,Julian Edelman (8009432),Julian Edelman,8009432,6400,NE@Mia 01:00PM ET,NE
RB,DeMarco Murray (8009232),DeMarco Murray,8009232,6300,Hou@Ten 01:00PM ET,Ten
WR,Demaryius Thomas (8009503),Demaryius Thomas,8009503,6300,Oak@Den 04:25PM ET,Den
QB,Philip Rivers (8009198),Philip Rivers,8009198,6300,KC@SD 04:25PM ET,SD
QB,Cam Newton (8009141),Cam Newton,8009141,6200,Car@TB 01:00PM ET,Car
WR,Dez Bryant (8009465),Dez Bryant,8009465,6200,Dal@Phi 01:00PM ET,Dal
QB,Jameis Winston (8009144),Jameis Winston,8009144,6100,Car@TB 01:00PM ET,TB
QB,Tyrod Taylor (8009168),Tyrod Taylor,8009168,6100,Buf@NYJ 01:00PM ET,Buf
WR,Emmanuel Sanders (8009501),Emmanuel Sanders,8009501,6100,Oak@Den 04:25PM ET,Den
QB,Matthew Stafford (8009147),Matthew Stafford,8009147,6000,GB@Det 08:30PM ET,Det
WR,Larry Fitzgerald (8009488),Larry Fitzgerald,8009488,6000,Ari@LA 04:25PM ET,Ari
QB,Eli Manning (8009129),Eli Manning,8009129,5900,NYG@Was 04:25PM ET,NYG
RB,Jay Ajayi (8009275),Jay Ajayi,8009275,5900,NE@Mia 01:00PM ET,Mia
WR,Alshon Jeffery (8009445),Alshon Jeffery,8009445,5900,Chi@Min 01:00PM ET,Chi
QB,Derek Carr (8009192),Derek Carr,8009192,5900,Oak@Den 04:25PM ET,Oak
WR,Sammy Watkins (8009461),Sammy Watkins,8009461,5800,Buf@NYJ 01:00PM ET,Buf
QB,Dak Prescott (8009176),Dak Prescott,8009176,5800,Dal@Phi 01:00PM ET,Dal
RB,Thomas Rawls (8009344),Thomas Rawls,8009344,5800,Sea@SF 04:25PM ET,Sea
RB,Ty Montgomery (8009257),Ty Montgomery,8009257,5700,GB@Det 08:30PM ET,GB
WR,Davante Adams (8009414),Davante Adams,8009414,5700,GB@Det 08:30PM ET,GB
RB,LeGarrette Blount (8009271),LeGarrette Blount,8009271,5700,NE@Mia 01:00PM ET,NE
QB,Carson Palmer (8009185),Carson Palmer,8009185,5700,Ari@LA 04:25PM ET,Ari
WR,Tyrell Williams (8009521),Tyrell Williams,8009521,5700,KC@SD 04:25PM ET,SD
RB,Mark Ingram (8009210),Mark Ingram,8009210,5600,NO@Atl 04:25PM ET,NO
WR,DeSean Jackson (8009376),DeSean Jackson,8009376,5600,NYG@Was 04:25PM ET,Was
QB,Blake Bortles (8009154),Blake Bortles,8009154,5600,Jax@Ind 01:00PM ET,Jax
WR,Adam Thielen (8009451),Adam Thielen,8009451,5600,Chi@Min 01:00PM ET,Min
WR,Michael Crabtree (8009502),Michael Crabtree,8009502,5600,Oak@Den 04:25PM ET,Oak
WR,Tyreek Hill (8009523),Tyreek Hill,8009523,5600,KC@SD 04:25PM ET,KC
QB,Joe Flacco (8009124),Joe Flacco,8009124,5500,Bal@Cin 01:00PM ET,Bal
TE,Greg Olsen (8009563),Greg Olsen,8009563,5500,Car@TB 01:00PM ET,Car
WR,Allen Robinson (8009428),Allen Robinson,8009428,5500,Jax@Ind 01:00PM ET,Jax
RB,DeAngelo Williams (8009306),DeAngelo Williams,8009306,5500,Cle@Pit 01:00PM ET,Pit
WR,Amari Cooper (8009508),Amari Cooper,8009508,5500,Oak@Den 04:25PM ET,Oak
RB,Spencer Ware (8009334),Spencer Ware,8009334,5500,KC@SD 04:25PM ET,KC
WR,Willie Snead (8009357),Willie Snead,8009357,5400,NO@Atl 04:25PM ET,NO
QB,Tom Savage (8009137),Tom Savage,8009137,5400,Hou@Ten 01:00PM ET,Hou
RB,Theo Riddick (8009251),Theo Riddick,8009251,5400,GB@Det 08:30PM ET,Det
WR,Stefon Diggs (8009450),Stefon Diggs,8009450,5400,Chi@Min 01:00PM ET,Min
WR,Kelvin Benjamin (8009405),Kelvin Benjamin,8009405,5300,Car@TB 01:00PM ET,Car
QB,Tony Romo (8009173),Tony Romo,8009173,5300,Dal@Phi 01:00PM ET,Dal
RB,Todd Gurley (8009322),Todd Gurley,8009322,5300,Ari@LA 04:25PM ET,LA
QB,Trevor Siemian (8009193),Trevor Siemian,8009193,5300,Oak@Den 04:25PM ET,Den
WR,Dontrelle Inman (8009513),Dontrelle Inman,8009513,5300,KC@SD 04:25PM ET,SD
RB,Lamar Miller (8009234),Lamar Miller,8009234,5200,Hou@Ten 01:00PM ET,Hou
QB,Sam Bradford (8009163),Sam Bradford,8009163,5200,Chi@Min 01:00PM ET,Min
WR,Cameron Meredith (8009447),Cameron Meredith,8009447,5200,Chi@Min 01:00PM ET,Chi
QB,Carson Wentz (8009177),Carson Wentz,8009177,5200,Dal@Phi 01:00PM ET,Phi
RB,Latavius Murray (8009325),Latavius Murray,8009325,5200,Oak@Den 04:25PM ET,Oak
RB,Carlos Hyde (8009342),Carlos Hyde,8009342,5200,Sea@SF 04:25PM ET,SF
RB,Tevin Coleman (8009215),Tevin Coleman,8009215,5100,NO@Atl 04:25PM ET,Atl
WR,Taylor Gabriel (8009361),Taylor Gabriel,8009361,5100,NO@Atl 04:25PM ET,Atl
