"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Charlie Blackmon",5400,"PHI@COL 08:10PM ET",10.917,"COL","PHI",12.31,11.4,NA,NA,"1","1",9
"3B","Nolan Arenado",5400,"PHI@COL 08:10PM ET",10.102,"COL","PHI",11.8,12.1,NA,NA,"3","3",5
"1B","Paul Goldschmidt",5300,"ARI@SF 09:05PM ET",11.111,"ARI","SF",10.2,8.8,NA,NA,"3","4",5
"OF","Mike Trout",5200,"OAK@LAA 09:07PM ET",11.866,"LAA","OAK",10.17,11.1,NA,NA,"3","2",3
"2B","DJ LeMahieu",5100,"PHI@COL 08:10PM ET",7.762,"COL","PHI",8.78,9.7,NA,NA,"2","2",4
"1B","Mark Reynolds",5000,"PHI@COL 08:10PM ET",8.712,"COL","PHI",9.48,11.1,NA,NA,"5","5",9
"2B","Cesar Hernandez",4800,"PHI@COL 08:10PM ET",8.44,"PHI","COL",9.59,10.1,NA,NA,"1","1",7
"OF","JD Martinez",4800,"ARI@SF 09:05PM ET",9.563,"ARI","SF",9.41,7.7,NA,NA,"5","5",20
"1B/OF","Ian Desmond",4700,"PHI@COL 08:10PM ET",7.338,"COL","PHI",NA,0,NA,NA,"x","x",NA
"OF","Gerardo Parra",4700,"PHI@COL 08:10PM ET",7.514,"COL","PHI",8.68,9.2,NA,NA,"4","4",17
"OF","Odubel Herrera",4700,"PHI@COL 08:10PM ET",7.01,"PHI","COL",8.42,9.2,NA,NA,"6","6",3
"1B","Albert Pujols",4600,"OAK@LAA 09:07PM ET",6.96,"LAA","OAK",6.92,7.7,NA,NA,"4","3",3
"SS","Andrelton Simmons",4600,"OAK@LAA 09:07PM ET",7.972,"LAA","OAK",6.76,6.8,NA,NA,"6","5",0
"OF","David Dahl",4600,"PHI@COL 08:10PM ET",0,"COL","PHI",NA,0,NA,NA,"x","x",NA
"OF","Gregor Blanco",4600,"ARI@SF 09:05PM ET",5.917,"ARI","SF",6.06,0,NA,NA,"x","x",NA
"OF","AJ Pollock",4600,"ARI@SF 09:05PM ET",8.889,"ARI","SF",8.45,8.7,NA,NA,"1","2",4
"OF","Aaron Altherr",4500,"PHI@COL 08:10PM ET",8.218,"PHI","COL",NA,0,NA,NA,"x","x",NA
"C","Cameron Rupp",4500,"PHI@COL 08:10PM ET",6.323,"PHI","COL",6.94,0,NA,NA,"x","x",NA
"OF","Nick Williams",4500,"PHI@COL 08:10PM ET",8.893,"PHI","COL",9.71,10.2,NA,NA,"4","4",0
"3B","Jake Lamb",4500,"ARI@SF 09:05PM ET",9.466,"ARI","SF",9.67,8.6,NA,NA,"4","3",4
"C","Jonathan Lucroy",4400,"PHI@COL 08:10PM ET",5.475,"COL","PHI",7.69,9.4,NA,NA,"8","7",2
"1B/OF","Brandon Belt",4400,"ARI@SF 09:05PM ET",7.972,"SF","ARI",7.25,0,NA,NA,"x","x",NA
"OF","Daniel Nava",4300,"PHI@COL 08:10PM ET",4.522,"PHI","COL",NA,9.4,NA,NA,"x","3",29
"1B","Tommy Joseph",4300,"PHI@COL 08:10PM ET",6.882,"PHI","COL",9.11,9.9,NA,NA,"5","5",0
"SS","Freddy Galvis",4200,"PHI@COL 08:10PM ET",6.869,"PHI","COL",8.04,10.5,NA,NA,"2","2",15
"OF","Raimel Tapia",4200,"PHI@COL 08:10PM ET",5.267,"COL","PHI",NA,0,NA,NA,"x","x",NA
"OF","Mike Tauchman",4200,"PHI@COL 08:10PM ET",2,"COL","PHI",NA,0,NA,NA,"x","x",NA
"SS","Trevor Story",4100,"PHI@COL 08:10PM ET",6.653,"COL","PHI",8.59,0,NA,NA,"x","x",NA
"2B/SS","Pat Valaika",4100,"PHI@COL 08:10PM ET",3.959,"COL","PHI",NA,7.4,NA,NA,"x","8",21
"OF","Carlos Gonzalez",4000,"PHI@COL 08:10PM ET",5.802,"COL","PHI",8.55,9.4,NA,NA,"6","6",9
"OF","Hyun Soo Kim",4000,"PHI@COL 08:10PM ET",3.148,"PHI","COL",NA,0,NA,NA,"x","x",NA
"OF","Roman Quinn",4000,"PHI@COL 08:10PM ET",0,"PHI","COL",NA,0,NA,NA,"x","x",NA
"1B","Rhys Hoskins",4000,"PHI@COL 08:10PM ET",0,"PHI","COL",NA,0,NA,NA,"x","x",NA
"OF","Ben Revere",3800,"OAK@LAA 09:07PM ET",4.973,"LAA","OAK",5.63,5.9,NA,NA,"8","7",6
"1B","Yonder Alonso",3800,"OAK@LAA 09:07PM ET",7.616,"OAK","LAA",6.13,0,NA,NA,"x","x",NA
"3B","Maikel Franco",3800,"PHI@COL 08:10PM ET",6.631,"PHI","COL",9.25,9.5,NA,NA,"7","7",3
"OF","Rajai Davis",3700,"OAK@LAA 09:07PM ET",6.068,"OAK","LAA",6.93,7.8,NA,NA,"1","1",23
"OF","Cameron Maybin",3700,"OAK@LAA 09:07PM ET",8.474,"LAA","OAK",NA,0,NA,NA,"x","x",NA
"OF","Stephen Cardullo",3700,"PHI@COL 08:10PM ET",2,"COL","PHI",NA,0,NA,NA,"x","x",NA
"OF","Yasmany Tomas",3700,"ARI@SF 09:05PM ET",6.896,"ARI","SF",NA,0,NA,NA,"x","x",NA
"1B","Chris Carter",3600,"OAK@LAA 09:07PM ET",5.129,"OAK","LAA",NA,0,NA,NA,"x","x",NA
"OF","Matt Joyce",3600,"OAK@LAA 09:07PM ET",6.697,"OAK","LAA",6.18,0,NA,NA,"x","x",NA
"1B","CJ Cron",3600,"OAK@LAA 09:07PM ET",5.431,"LAA","OAK",6.43,0,NA,NA,"x","x",NA
"C","Dustin Garneau",3600,"PHI@COL 08:10PM ET",4.318,"COL","PHI",NA,7.5,NA,NA,"x","9",7
"1B/C","Buster Posey",3600,"ARI@SF 09:05PM ET",7.796,"SF","ARI",7.01,0,NA,NA,"x","x",NA
"OF/SS","Chris Owings",3600,"ARI@SF 09:05PM ET",7.245,"ARI","SF",NA,0,NA,NA,"x","x",NA
"3B","Yunel Escobar",3500,"OAK@LAA 09:07PM ET",6.596,"LAA","OAK",7,6.8,NA,NA,"1","1",0
"OF","Khris Davis",3500,"OAK@LAA 09:07PM ET",8.626,"OAK","LAA",9.71,8.2,NA,NA,"3","4",0
"C","Tom Murphy",3500,"PHI@COL 08:10PM ET",1.625,"COL","PHI",NA,0,NA,NA,"x","x",NA
"2B","Scott Kingery",3500,"PHI@COL 08:10PM ET",0,"PHI","COL",NA,0,NA,NA,"x","x",NA
"OF","Hunter Pence",3500,"ARI@SF 09:05PM ET",6.169,"SF","ARI",6.97,6.5,NA,NA,"6","6",16
"2B","Jed Lowrie",3400,"OAK@LAA 09:07PM ET",7,"OAK","LAA",6.74,7.1,NA,NA,"6","3",5
"1B","Jefry Marte",3400,"OAK@LAA 09:07PM ET",4.179,"LAA","OAK",NA,0,NA,NA,"x","x",NA
"1B/3B","Ryon Healy",3400,"OAK@LAA 09:07PM ET",7.029,"OAK","LAA",7.6,7.6,NA,NA,"4","5",0
"1B/OF","Brock Stassi",3400,"PHI@COL 08:10PM ET",2.196,"PHI","COL",NA,0,NA,NA,"x","x",NA
"C","Andrew Knapp",3400,"PHI@COL 08:10PM ET",5.712,"PHI","COL",6.69,0,NA,NA,"x","x",NA
"OF","Jordan Patterson",3400,"PHI@COL 08:10PM ET",0,"COL","PHI",NA,0,NA,NA,"x","x",NA
"C","Nick Hundley",3400,"ARI@SF 09:05PM ET",4.705,"SF","ARI",4.76,5.4,NA,NA,"x","8",11
"SS","Marcus Semien",3300,"OAK@LAA 09:07PM ET",7.833,"OAK","LAA",6.77,8.8,NA,NA,"2","2",10
"OF","David Peralta",3300,"ARI@SF 09:05PM ET",7.558,"ARI","SF",8.93,8.9,NA,NA,"2","1",15
"2B/OF","Daniel Descalso",3300,"ARI@SF 09:05PM ET",5.264,"ARI","SF",6.53,6.8,NA,NA,"6","6",0
"OF","Nick Franklin",3200,"OAK@LAA 09:07PM ET",2.424,"LAA","OAK",NA,0,NA,NA,"x","x",NA
"2B/SS","Chad Pinder",3200,"OAK@LAA 09:07PM ET",6.192,"OAK","LAA",5.13,6.4,NA,NA,"x","6",7
"OF","Cameron Perkins",3200,"PHI@COL 08:10PM ET",2.714,"PHI","COL",NA,NA,NA,NA,NA,NA,NA
"3B","Pablo Sandoval",3200,"ARI@SF 09:05PM ET",4.844,"SF","ARI",NA,6.7,NA,NA,"x","4",NA
"OF","Rey Fuentes",3200,"ARI@SF 09:05PM ET",3.902,"ARI","SF",NA,0,NA,NA,"x","x",NA
"C","Tony Wolters",3100,"PHI@COL 08:10PM ET",4.761,"COL","PHI",NA,0,NA,NA,"x","x",NA
"C","Jorge Alfaro",3100,"PHI@COL 08:10PM ET",0,"PHI","COL",NA,5.8,NA,NA,"x","8",6
"C","Chris Iannetta",3100,"ARI@SF 09:05PM ET",6.113,"ARI","SF",5.91,0,NA,NA,"x","x",NA
"C/OF","Chris Herrmann",3100,"ARI@SF 09:05PM ET",3.658,"ARI","SF",5.8,0,NA,NA,"x","x",NA
"OF","Jeremy Hazelbaker",3100,"ARI@SF 09:05PM ET",3.242,"ARI","SF",NA,0,NA,NA,"x","x",NA
"1B","Christian Walker",3100,"ARI@SF 09:05PM ET",0,"ARI","SF",NA,0,NA,NA,"x","x",NA
"SS","Nick Ahmed",3100,"ARI@SF 09:05PM ET",5.962,"ARI","SF",NA,0,NA,NA,"x","x",NA
"SS","Ketel Marte",3100,"ARI@SF 09:05PM ET",5.4,"ARI","SF",5.51,6.8,NA,NA,"x","7",7
"2B/SS","Alexi Amarista",3000,"PHI@COL 08:10PM ET",3.118,"COL","PHI",NA,0,NA,NA,"x","x",NA
"2B","Joe Panik",3000,"ARI@SF 09:05PM ET",6.374,"SF","ARI",6.82,6.6,NA,NA,"2","7",5
"C","Ryan Hanigan",2900,"PHI@COL 08:10PM ET",5.286,"COL","PHI",NA,0,NA,NA,"x","x",NA
"2B/SS","Cristhian Adames",2900,"PHI@COL 08:10PM ET",0.333,"COL","PHI",NA,0,NA,NA,"x","x",NA
"OF","Denard Span",2900,"ARI@SF 09:05PM ET",7.106,"SF","ARI",7.11,8.2,NA,NA,"1","1",7
"SS","Adam Rosales",2900,"ARI@SF 09:05PM ET",4.419,"ARI","SF",6.22,0,NA,NA,"x","x",NA
"OF","Jarrett Parker",2900,"ARI@SF 09:05PM ET",4.5,"SF","ARI",5.04,5,NA,NA,"8","5",14
"2B","Brandon Drury",2900,"ARI@SF 09:05PM ET",6.232,"ARI","SF",5.73,0,NA,NA,"x","x",NA
"OF","Socrates Brito",2900,"ARI@SF 09:05PM ET",0,"ARI","SF",NA,0,NA,NA,"x","x",NA
"3B/SS","Christian Arroyo",2900,"ARI@SF 09:05PM ET",5.059,"SF","ARI",NA,0,NA,NA,"x","x",NA
"OF","Kole Calhoun",2800,"OAK@LAA 09:07PM ET",6.629,"LAA","OAK",7,6.8,NA,NA,"2","4",6
"C","Jeff Mathis",2800,"ARI@SF 09:05PM ET",4.451,"ARI","SF",5.02,4.3,NA,NA,"8","8",7
"OF","Gorkys Hernandez",2800,"ARI@SF 09:05PM ET",4.196,"SF","ARI",5.26,0,NA,NA,"x","x",NA
"SS","Brandon Crawford",2800,"ARI@SF 09:05PM ET",6.394,"SF","ARI",6.51,6.8,NA,NA,"5","3",3
"3B/SS","Kelby Tomlinson",2800,"ARI@SF 09:05PM ET",3,"SF","ARI",5.47,0,NA,NA,"x","x",NA
"OF","Mac Williamson",2800,"ARI@SF 09:05PM ET",4.083,"SF","ARI",NA,0,NA,NA,"x","x",NA
"C","Josh Phegley",2700,"OAK@LAA 09:07PM ET",3.521,"OAK","LAA",NA,0,NA,NA,"x","x",NA
"1B/3B","Luis Valbuena",2600,"OAK@LAA 09:07PM ET",5.366,"LAA","OAK",6.63,6.7,NA,NA,"5","6",0
"2B","Joey Wendle",2600,"OAK@LAA 09:07PM ET",0,"OAK","LAA",NA,0,NA,NA,"x","x",NA
"SS","David Fletcher",2600,"OAK@LAA 09:07PM ET",0,"LAA","OAK",NA,0,NA,NA,"x","x",NA
"2B/3B","Andres Blanco",2600,"PHI@COL 08:10PM ET",1.831,"PHI","COL",5.62,0,NA,NA,"x","x",NA
"2B/OF","Ty Kelly",2600,"PHI@COL 08:10PM ET",2.163,"PHI","COL",NA,0,NA,NA,"x","x",NA
"C","Martin Maldonado",2500,"OAK@LAA 09:07PM ET",5.242,"LAA","OAK",5.22,5.2,NA,NA,"7","8",0
"OF","Jake Smolinski",2500,"OAK@LAA 09:07PM ET",0,"OAK","LAA",NA,0,NA,NA,"x","x",NA
"OF","Ryan LaMarre",2500,"OAK@LAA 09:07PM ET",0.667,"OAK","LAA",NA,0,NA,NA,"x","x",NA
"2B","Nolan Fontana",2500,"OAK@LAA 09:07PM ET",3,"LAA","OAK",NA,0,NA,NA,"x","x",NA
"OF","Dustin Fowler",2500,"OAK@LAA 09:07PM ET",0,"OAK","LAA",NA,0,NA,NA,"x","x",NA
"2B/3B","Aaron Hill",2500,"ARI@SF 09:05PM ET",2.735,"SF","ARI",NA,0,NA,NA,"x","x",NA
"OF","Mark Canha",2400,"OAK@LAA 09:07PM ET",4.258,"OAK","LAA",NA,5.7,NA,NA,"x","8",13
"3B","Conor Gillaspie",2400,"ARI@SF 09:05PM ET",2.386,"SF","ARI",NA,0,NA,NA,"x","x",NA
"C","Juan Graterol",2300,"OAK@LAA 09:07PM ET",2.429,"LAA","OAK",4.72,0,NA,NA,"x","x",NA
"C","Carlos Perez",2300,"OAK@LAA 09:07PM ET",0.833,"LAA","OAK",NA,0,NA,NA,"x","x",NA
"C","Bruce Maxwell",2300,"OAK@LAA 09:07PM ET",4.22,"OAK","LAA",5.75,0,NA,NA,"x","x",NA
"OF","Justin Ruggiano",2300,"ARI@SF 09:05PM ET",4,"SF","ARI",NA,0,NA,NA,"x","x",NA
"2B/3B","Cliff Pennington",2200,"OAK@LAA 09:07PM ET",3.746,"LAA","OAK",4.4,0,NA,NA,"x","x",NA
"1B","Michael Morse",2200,"ARI@SF 09:05PM ET",1.833,"SF","ARI",NA,0,NA,NA,"x","x",NA
"3B","Matt Chapman",2100,"OAK@LAA 09:07PM ET",7.219,"OAK","LAA",6.03,6.6,NA,NA,"7","7",8
"C","Tim Federowicz",2100,"ARI@SF 09:05PM ET",1,"SF","ARI",NA,0,NA,NA,"x","x",NA
"OF","Eric Young",2000,"OAK@LAA 09:07PM ET",6.4,"LAA","OAK",NA,0,NA,NA,"x","x",NA
"OF","Shane Robinson",2000,"OAK@LAA 09:07PM ET",2.929,"LAA","OAK",NA,0,NA,NA,"x","x",NA
"OF","Jaff Decker",2000,"OAK@LAA 09:07PM ET",4.118,"OAK","LAA",NA,0,NA,NA,"x","x",NA
"1B/C","Ryan Lavarnway",2000,"OAK@LAA 09:07PM ET",3.167,"OAK","LAA",5.32,0,NA,NA,"x","x",NA
