"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Jameson Taillon","Jaime Garcia","Gary Sanchez","Justin Smoak","Brian Dozier","Miguel Sano","Didi Gregorius","Aaron Judge","Brett Gardner","Jacoby Ellsbury"
"2","Jameson Taillon","Jaime Garcia","Gary Sanchez","Mitch Moreland","Scooter Gennett","Deven Marrero","Xander Bogaerts","Aaron Judge","Mookie Betts","Andrew Benintendi"
"3","David Price","Jaime Garcia","Gary Sanchez","Mitch Moreland","Jonathan Villar","Ronald Torreyes","Didi Gregorius","Aaron Judge","Mookie Betts","Brett Gardner"
"4","Clayton Kershaw","Jaime Garcia","Russell Martin","Joe Mauer","Brian Dozier","Miguel Sano","JT Riddle","Mookie Betts","Robbie Grossman","Byron Buxton"
"5","Clayton Kershaw","Jaime Garcia","Chris Gimenez","Mitch Moreland","Brian Dozier","Manny Machado","Jorge Polanco","Mookie Betts","Max Kepler","Byron Buxton"
"6","Clayton Kershaw","Jaime Garcia","Russell Martin","Justin Smoak","Ryan Goins","Josh Donaldson","Didi Gregorius","Jose Bautista","Jackie Bradley","Gregory Polanco"
"7","David Price","Jaime Garcia","Gary Sanchez","Joey Votto","Scooter Gennett","Eugenio Suarez","Asdrubal Cabrera","Mookie Betts","Adam Duvall","Billy Hamilton"
"8","David Price","Jaime Garcia","Gary Sanchez","Logan Morrison","Jonathan Villar","Evan Longoria","Tim Beckham","Mookie Betts","Corey Dickerson","Steven Souza"
"9","Clayton Kershaw","Homer Bailey","Russell Martin","Mitch Moreland","Brian Dozier","Deven Marrero","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Gregory Polanco"
"10","Jameson Taillon","Jaime Garcia","Gary Sanchez","Jesus Aguilar","Jonathan Villar","Travis Shaw","Didi Gregorius","Mookie Betts","Ryan Braun","Domingo Santana"
"11","Clayton Kershaw","Jaime Garcia","Russell Martin","TJ Rivera","Brian Dozier","Ruben Tejada","Asdrubal Cabrera","Yoenis Cespedes","Jay Bruce","Curtis Granderson"
"12","Clayton Kershaw","Jaime Garcia","Gary Sanchez","Justin Smoak","Jonathan Schoop","Manny Machado","Tyler Wade","Adam Jones","Mark Trumbo","Joey Rickard"
"13","Clayton Kershaw","Jaime Garcia","Christian Vazquez","Kendrys Morales","Brian Dozier","Deven Marrero","Tzu-Wei Lin","Mookie Betts","Jose Bautista","Jackie Bradley"
"14","Clayton Kershaw","Homer Bailey","Gary Sanchez","TJ Rivera","Brian Dozier","Ronald Torreyes","Didi Gregorius","Aaron Judge","Brett Gardner","Gregory Polanco"
"15","Jameson Taillon","Jaime Garcia","Devin Mesoraco","Joey Votto","Scooter Gennett","Eugenio Suarez","Xander Bogaerts","Aaron Judge","Adam Duvall","Jackie Bradley"
"16","Chris Archer","Homer Bailey","Gary Sanchez","Mitch Moreland","Alen Hanson","Manny Machado","Didi Gregorius","Aaron Judge","Brett Gardner","Jacoby Ellsbury"
"17","Chris Archer","Jameson Taillon","Gary Sanchez","Joe Mauer","Brian Dozier","Miguel Sano","Didi Gregorius","Robbie Grossman","Christian Yelich","Byron Buxton"
"18","Clayton Kershaw","Jaime Garcia","Austin Romine","Mitch Moreland","Brian Dozier","Ronald Torreyes","Tyler Wade","Aaron Judge","Brett Gardner","Joey Rickard"
"19","Clayton Kershaw","Homer Bailey","Devin Mesoraco","Joey Votto","Scooter Gennett","Eugenio Suarez","Didi Gregorius","Mookie Betts","Adam Duvall","Gregory Polanco"
"20","Chris Archer","Jaime Garcia","Gary Sanchez","TJ Rivera","Dee Gordon","Jose Reyes","Asdrubal Cabrera","Yoenis Cespedes","Jose Bautista","Jay Bruce"
"21","Chris Archer","Jaime Garcia","Russell Martin","Mitch Moreland","Ryan Goins","Josh Donaldson","Jorge Polanco","Mookie Betts","Jose Bautista","Kevin Pillar"
"22","Clayton Kershaw","Jaime Garcia","Russell Martin","Logan Morrison","Scooter Gennett","Evan Longoria","Tim Beckham","Corey Dickerson","Gregory Polanco","Shane Peterson"
"23","Jaime Garcia","Homer Bailey","Yasmani Grandal","Cody Bellinger","Scooter Gennett","Justin Turner","Corey Seager","Aaron Judge","Mookie Betts","Joc Pederson"
"24","David Price","Jameson Taillon","Russell Martin","Justin Smoak","Ryan Goins","Josh Donaldson","Asdrubal Cabrera","Aaron Judge","Mookie Betts","Jose Bautista"
"25","David Price","Dinelson Lamet","Gary Sanchez","Hanley Ramirez","Scooter Gennett","Josh Donaldson","Didi Gregorius","Aaron Judge","Brett Gardner","Jacoby Ellsbury"
"26","Clayton Kershaw","Jaime Garcia","Gary Sanchez","Kendrys Morales","Ryan Goins","Miguel Sano","Troy Tulowitzki","Kevin Pillar","Christian Yelich","Ezequiel Carrera"
"27","Clayton Kershaw","Homer Bailey","Chris Gimenez","Joe Mauer","Brian Dozier","Manny Machado","Xander Bogaerts","Aaron Judge","Robbie Grossman","Byron Buxton"
"28","Chris Archer","Jaime Garcia","Devin Mesoraco","Joey Votto","Jose Peraza","Eugenio Suarez","Jorge Polanco","Mookie Betts","Adam Duvall","Curtis Granderson"
"29","Clayton Kershaw","Jaime Garcia","Kevan Smith","Jose Abreu","Yolmer Sanchez","Todd Frazier","Jorge Polanco","Mookie Betts","Jose Bautista","Adam Engel"
"30","Clayton Kershaw","Jaime Garcia","Rene Rivera","TJ Rivera","Scooter Gennett","Jose Reyes","Tim Beckham","Mookie Betts","Yoenis Cespedes","Jay Bruce"
"31","Chris Archer","Jaime Garcia","Chris Gimenez","Joe Mauer","Brian Dozier","Josh Donaldson","Corey Seager","Andrew Benintendi","Robbie Grossman","Byron Buxton"
"32","Clayton Kershaw","Jaime Garcia","Caleb Joseph","Trey Mancini","Brian Dozier","Ruben Tejada","Xander Bogaerts","Mookie Betts","Mark Trumbo","Craig Gentry"
"33","Chris Archer","Jaime Garcia","Russell Martin","Trey Mancini","Jonathan Schoop","Manny Machado","Didi Gregorius","Mookie Betts","Adam Jones","Mark Trumbo"
"34","David Price","Jaime Garcia","Gary Sanchez","Justin Bour","Dee Gordon","Martin Prado","Xander Bogaerts","Mookie Betts","Giancarlo Stanton","Christian Yelich"
"35","Chris Archer","Jaime Garcia","Christian Vazquez","Joey Votto","Dee Gordon","Deven Marrero","Tzu-Wei Lin","Aaron Judge","Mookie Betts","Andrew Benintendi"
"36","Clayton Kershaw","Jameson Taillon","Chris Gimenez","Justin Smoak","Brian Dozier","Todd Frazier","Didi Gregorius","Robbie Grossman","Max Kepler","Byron Buxton"
"37","Clayton Kershaw","Jaime Garcia","Caleb Joseph","Trey Mancini","Jonathan Schoop","Miguel Sano","Jorge Polanco","Jose Bautista","Adam Jones","Mark Trumbo"
"38","Jameson Taillon","Dinelson Lamet","Gary Sanchez","Joey Votto","Dee Gordon","Ronald Torreyes","Didi Gregorius","Aaron Judge","Brett Gardner","Andrew Benintendi"
"39","Clayton Kershaw","Jaime Garcia","Caleb Joseph","Jose Abreu","Alen Hanson","Todd Frazier","Didi Gregorius","Mookie Betts","Melky Cabrera","Willy Garcia"
"40","Chris Archer","David Price","Caleb Joseph","Mitch Moreland","Alen Hanson","Deven Marrero","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Jose Bautista"
