"Paul Goldschmidt_Ari","Wil Myers_SD","Corey Seager_LAD","Nolan Arenado_Col","AJ Pollock_Ari","Charlie Blackmon_Col","Jake Lamb_Ari","Trevor Story_Col","Yasmany Tomas_Ari","Adrian Gonzalez_LAD","Carlos Gonzalez_Col","Yasiel Puig_LAD","Logan Forsythe_LAD","Ian Desmond_Col","Joc Pederson_LAD","David Peralta_Ari","Justin Turner_LAD","Ryan Schimpf_SD","David Dahl_Col","Yangervis Solarte_SD","Brandon Drury_Ari","Chris Owings_Ari","Yasmani Grandal_LAD","Chase Utley_LAD","DJ LeMahieu_Col","Franklin Gutierrez_LAD","Manuel Margot_SD","Mark Reynolds_Col","Jeremy Hazelbaker_Ari","Alex Dickerson_SD","Hunter Renfroe_SD","Cody Bellinger_LAD","Scott Van Slyke_LAD","Chris Taylor_LAD","Chris Herrmann_Ari","Cory Spangenberg_SD","Austin Barnes_LAD","Kike Hernandez_LAD","Trayce Thompson_LAD","Andrew Toles_LAD","Socrates Brito_Ari","Rob Segedin_LAD","Gerardo Parra_Col","Travis Jankowski_SD","Andre Ethier_LAD","Stephen Cardullo_Col","Raimel Tapia_Col","Christian Bethancourt_SD","Austin Hedges_SD","Dustin Garneau_Col","Chris Iannetta_Ari","Erick Aybar_SD","Tom Murphy_Col","Daniel Descalso_Ari","Luis Sardinas_SD","Allen Cordoba_SD","Nick Ahmed_Ari","Jabari Blash_SD","Tony Wolters_Col","Pat Valaika_Col","Hector Sanchez_SD","Jeff Mathis_Ari","Cristhian Adames_Col","Alexi Amarista_Col","Luis Torrens_SD"
14,0,0,0,12,0,13,0,12,0,0,0,0,0,0,12,0,0,0,0,12,12,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0,0,0,8,0,0,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,9,0,0,2,2,0,0,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,10,0,12,10,0,8,0,11,0,0,0,0,0,10,3,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,0,12,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
12,0,0,0,12,0,11,0,11,0,0,0,0,0,0,10,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,7,0,0,0
0,0,0,12,0,12,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
13,0,0,0,11,0,13,0,11,0,0,0,0,0,0,12,0,0,0,0,11,11,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,7,0,0,0
0,0,0,11,0,11,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
12,0,0,0,11,0,11,0,12,0,0,0,0,0,0,10,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,3,0,0,0,0,7,0,0,0
0,0,10,0,0,0,0,0,0,10,0,10,8,0,8,0,9,0,0,0,0,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
