"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,733531021,"markcpro (1/16)",0,211.9,"P Corey Kluber P Adam Wainwright C Robinson Chirinos 1B Paul Goldschmidt 2B Brandon Drury 3B Justin Turner SS Corey Seager OF Kyle Schwarber OF A.J. Pollock OF Yasmany Tomás",NA,"Corey Kluber","39.18%",44.25
2,733280762,"Shyam",0,202.6,"P Corey Kluber P Trevor Cahill C Yasmani Grandal 1B Paul Goldschmidt 2B Brandon Drury 3B Justin Turner SS Corey Seager OF Mike Trout OF A.J. Pollock OF Joc Pederson",NA,"Justin Verlander","35.46%",5.85
3,733594424,"barnes_jr (2/2)",0,196.6,"P Corey Kluber P Trevor Cahill C James McCann 1B Anthony Rizzo 2B Rougned Odor 3B Joey Gallo SS Corey Seager OF Shin-soo Choo OF Nomar Mazara OF A.J. Pollock",NA,"Corey Seager","29.17%",24
4,732979242,"underjones (51/150)",0,194.9,"P Corey Kluber P Adam Wainwright C Robinson Chirinos 1B Mike Napoli 2B Rougned Odor 3B Joey Gallo SS Corey Seager OF Mike Trout OF Carlos Gómez OF Joc Pederson",NA,"Drew Pomeranz","21.45%",11.8
5,733213561,"OrangeSwarm5",0,193.6,"P Corey Kluber P Trevor Cahill C Robinson Chirinos 1B Eric Thames 2B Jonathan Villar 3B Chase Headley SS Corey Seager OF Mike Trout OF Kyle Schwarber OF A.J. Pollock",NA,"Mike Trout","20.52%",21
6,732979284,"underjones (93/150)",0,192.9,"P Corey Kluber P Adam Wainwright C Robinson Chirinos 1B Mike Napoli 2B Rougned Odor 3B Joey Gallo SS Corey Seager OF Mike Trout OF Nomar Mazara OF Yasmany Tomás",NA,"Eric Thames","20.03%",0
7,732979216,"underjones (25/150)",0,184.05,"P Corey Kluber P Drew Pomeranz C Robinson Chirinos 1B Paul Goldschmidt 2B Rougned Odor 3B Joey Gallo SS Chris Owings OF Nomar Mazara OF A.J. Pollock OF Yasmany Tomás",NA,"Yasmani Grandal","19.67%",9
8,733541348,"bostoneagle5 (15/20)",0,183.95,"P Corey Kluber P Sean Manaea C Austin Hedges 1B Paul Goldschmidt 2B Starlin Castro 3B Jake Lamb SS Chris Owings OF A.J. Pollock OF Yasmany Tomás OF Giancarlo Stanton",NA,"Joc Pederson","18.92%",12
9,733223482,"czaz (3/6)",0,183.6,"P Corey Kluber P Trevor Cahill C James McCann 1B Anthony Rizzo 2B Starlin Castro 3B Kris Bryant SS Jordy Mercer OF Mike Trout OF Jason Heyward OF Kyle Schwarber",NA,"Kyle Schwarber","17.62%",12
10,733544125,"stlcardinals84 (25/38)",0,182.95,"P Corey Kluber P Sean Manaea C Martín Maldonado 1B Albert Pujols 2B Jedd Gyorko 3B Yunel Escobar SS Corey Seager OF José Bautista OF Mike Trout OF Kole Calhoun",NA,"Kris Bryant","16.76%",5
11,733124419,"papagates (82/150)",0,182.9,"P Corey Kluber P Adam Wainwright C Robinson Chirinos 1B Anthony Rizzo 2B Rougned Odor 3B Joey Gallo SS Addison Russell OF Delino DeShields OF Jason Heyward OF Kyle Schwarber",NA,"Justin Turner","14.88%",7
12,733380611,"rvmpj10 (18/22)",0,182.6,"P Corey Kluber P Trevor Cahill C James McCann 1B Eric Thames 2B Starlin Castro 3B Manny Machado SS Corey Seager OF Khris Davis OF Mike Trout OF Bryce Harper",NA,"Jon Lester","14.66%",4.15
13,733476499,"A_playa_named_gus (7/94)",0,181.95,"P Corey Kluber P Adam Conley C Yasmani Grandal 1B Paul Goldschmidt 2B Brandon Drury 3B Justin Turner SS Corey Seager OF A.J. Pollock OF Joc Pederson OF Yasmany Tomás",NA,"Addison Russell","13.81%",7
14,733216179,"stevegue",0,181.75,"P Cole Hamels P Jeremy Hellickson C Robinson Chirinos 1B Mike Napoli 2B Robinson Canó 3B Manny Machado SS Corey Seager OF Jacoby Ellsbury OF Nelson Cruz OF Bryce Harper",NA,"Anthony Rizzo","13.17%",20
15,733230080,"rvmpj10 (5/22)",0,181.6,"P Corey Kluber P Trevor Cahill C Yasmani Grandal 1B Paul Goldschmidt 2B Starlin Castro 3B Miguel Sanó SS Corey Seager OF Khris Davis OF Mike Trout OF A.J. Pollock",NA,"Ian Kinsler","12.88%",0
16,733376232,"breezeproduction (22/26)",0,181.05,"P Corey Kluber P Drew Pomeranz C Yasmani Grandal 1B Paul Goldschmidt 2B Brandon Drury 3B Jake Lamb SS Corey Seager OF A.J. Pollock OF Joc Pederson OF Yasmany Tomás",NA,"Travis Shaw","12.64%",3
17,733450073,"dpcollects",0,180.65,"P Corey Kluber P Cole Hamels C James McCann 1B Eric Thames 2B César Hernández 3B Justin Turner SS Corey Seager OF Jacoby Ellsbury OF Billy Hamilton OF A.J. Pollock",NA,"Ryan Braun","11.73%",17
