"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Matt Moore","Amir Garrett","Gary Sanchez","Ryan Zimmerman","Daniel Murphy","Jake Lamb","Trea Turner","Bryce Harper","Justin Upton","Brian Goodwin"
"2","Matt Moore","Tyler Glasnow","Matt Wieters","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Didi Gregorius","Bryce Harper","Justin Upton","Nelson Cruz"
"3","Matt Moore","Tyler Glasnow","Gary Sanchez","Paul Goldschmidt","Daniel Murphy","Jake Lamb","Chris Owings","Justin Upton","David Peralta","Gregor Blanco"
"4","Corey Kluber","Matt Moore","Eric Fryer","TJ Rivera","Kolten Wong","Jedd Gyorko","Aledmys Diaz","Justin Upton","Giancarlo Stanton","Tommy Pham"
"5","Corey Kluber","Tyler Glasnow","James McCann","TJ Rivera","Daniel Murphy","Jedd Gyorko","Jose Iglesias","JD Martinez","Justin Upton","Mikie Mahtook"
"6","Corey Kluber","Tyler Glasnow","Austin Romine","TJ Rivera","Daniel Murphy","Chase Headley","Didi Gregorius","Justin Upton","Brett Gardner","Aaron Hicks"
"7","Corey Kluber","Amir Garrett","Sandy Leon","Paul Goldschmidt","Kolten Wong","Jedd Gyorko","Aledmys Diaz","JD Martinez","Tommy Pham","Stephen Piscotty"
"8","Matt Moore","Tyler Glasnow","Mike Zunino","Danny Valencia","Robinson Cano","Kyle Seager","Francisco Lindor","Bryce Harper","Justin Upton","Nelson Cruz"
"9","Rich Hill","Eric Skoglund","Jonathan Lucroy","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Francisco Lindor","Bryce Harper","Justin Upton","Brian Goodwin"
"10","Corey Kluber","Matt Moore","James McCann","Miguel Cabrera","Ian Kinsler","Nicholas Castellanos","Jose Iglesias","Tommy Pham","Nick Markakis","Joey Rickard"
"11","Matt Moore","Eric Skoglund","Gary Sanchez","Matt Holliday","Starlin Castro","Chase Headley","Didi Gregorius","Bryce Harper","Justin Upton","Nelson Cruz"
"12","Rich Hill","Matt Moore","Gary Sanchez","Carlos Santana","Jason Kipnis","Russell Martin","Francisco Lindor","Justin Upton","Michael Brantley","Bradley Zimmer"
"13","Rich Hill","Matt Moore","Gary Sanchez","Paul Goldschmidt","Daniel Murphy","Jedd Gyorko","Aledmys Diaz","Dexter Fowler","Tommy Pham","Stephen Piscotty"
"14","Rich Hill","Matt Moore","James McCann","Victor Martinez","Daniel Murphy","Mike Moustakas","Corey Seager","JD Martinez","Justin Upton","Mikie Mahtook"
"15","Rich Hill","Tyler Glasnow","Sandy Leon","Ryan Zimmerman","Daniel Murphy","Jedd Gyorko","Trea Turner","JD Martinez","Bryce Harper","Brian Goodwin"
"16","Corey Kluber","Tyler Glasnow","Sandy Leon","Carlos Santana","Jason Kipnis","Jedd Gyorko","Francisco Lindor","Michael Brantley","Bradley Zimmer","Matt Joyce"
"17","Rich Hill","Matt Moore","Jacob Stallings","Josh Bell","Daniel Murphy","David Freese","Jordy Mercer","Bryce Harper","Justin Upton","Andrew McCutchen"
"18","Corey Kluber","Matt Moore","Jonathan Lucroy","Kendrys Morales","Daniel Murphy","Josh Donaldson","Ryan Goins","Justin Upton","Kevin Pillar","Jose Bautista"
"19","Rich Hill","Matt Moore","Gary Sanchez","Josh Bell","Josh Harrison","David Freese","Xander Bogaerts","Adam Frazier","Gregory Polanco","Franklin Gutierrez"
"20","Ervin Santana","Rich Hill","Eric Fryer","Paul Goldschmidt","Kolten Wong","Jedd Gyorko","Aledmys Diaz","Tommy Pham","Nick Markakis","Joey Rickard"
