"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Corey Kluber","Matt Moore","James McCann","Miguel Cabrera","Ian Kinsler","Nicholas Castellanos","Jose Iglesias","Mookie Betts","Christian Yelich","Mallex Smith"
"2","Corey Kluber","Matt Moore","Sandy Leon","Miguel Cabrera","Dustin Pedroia","Pablo Sandoval","Xander Bogaerts","Mookie Betts","Josh Reddick","Mallex Smith"
"3","Corey Kluber","Matt Moore","Eric Fryer","Mitch Moreland","Dustin Pedroia","Derek Dietrich","Xander Bogaerts","Andrew Benintendi","Mookie Betts","Christian Yelich"
"4","Corey Kluber","Matt Moore","Yan Gomes","Miguel Cabrera","Jason Kipnis","Derek Dietrich","Francisco Lindor","Michael Brantley","Bradley Zimmer","Mallex Smith"
"5","Corey Kluber","Matt Moore","Eric Fryer","Miguel Cabrera","Kolten Wong","Jedd Gyorko","Aledmys Diaz","Mookie Betts","Tommy Pham","Christian Yelich"
"6","Corey Kluber","Matt Moore","Jonathan Lucroy","Miguel Cabrera","Dee Gordon","Derek Dietrich","Asdrubal Cabrera","Giancarlo Stanton","Marcell Ozuna","Christian Yelich"
"7","Rich Hill","Matt Moore","Gary Sanchez","Carlos Santana","Jason Kipnis","Nicholas Castellanos","Francisco Lindor","Michael Brantley","Mookie Betts","Bradley Zimmer"
"8","Corey Kluber","Matt Moore","Sandy Leon","Hanley Ramirez","Ian Kinsler","Pablo Sandoval","Aledmys Diaz","Mookie Betts","Jackie Bradley","Christian Yelich"
"9","Corey Kluber","Matt Moore","Manny Pina","Eric Thames","Jonathan Villar","Hernan Perez","Francisco Lindor","Mookie Betts","Mallex Smith","Brett Phillips"
"10","Michael Wacha","Matt Moore","Gary Sanchez","Paul Goldschmidt","Jason Kipnis","Jake Lamb","Chris Owings","Mookie Betts","David Peralta","Gregor Blanco"
"11","Corey Kluber","Matt Moore","James McCann","Carlos Santana","Ian Kinsler","Derek Dietrich","Jose Iglesias","Justin Upton","David Peralta","Mikie Mahtook"
"12","Rich Hill","Matt Moore","Gary Sanchez","Mitch Moreland","Dustin Pedroia","Pablo Sandoval","Xander Bogaerts","Bryce Harper","Mookie Betts","David Peralta"
"13","Corey Kluber","Matt Moore","Austin Romine","Victor Martinez","Ian Kinsler","Chase Headley","Didi Gregorius","Brett Gardner","Aaron Hicks","Mookie Betts"
"14","Corey Kluber","Matt Moore","Gary Sanchez","Tyler Moore","Jason Kipnis","Derek Dietrich","JT Riddle","Marcell Ozuna","Mookie Betts","Christian Yelich"
"15","Rich Hill","Matt Moore","Manny Pina","Eric Thames","Eric Sogard","Hernan Perez","Trea Turner","Domingo Santana","Mookie Betts","Christian Yelich"
"16","Corey Kluber","Matt Moore","James McCann","Victor Martinez","Jose Pirela","Maikel Franco","Francisco Lindor","JD Martinez","Justin Upton","Mikie Mahtook"
"17","Matt Moore","Tyler Glasnow","Gary Sanchez","Ryan Zimmerman","Daniel Murphy","Jake Lamb","Trea Turner","Bryce Harper","Mookie Betts","Brian Goodwin"
"18","Rich Hill","Matt Moore","James McCann","Paul Goldschmidt","Daniel Descalso","Jake Lamb","Chris Owings","Bryce Harper","David Peralta","Christian Yelich"
"19","Tanner Roark","Matt Moore","Sandy Leon","Paul Goldschmidt","Dustin Pedroia","Pablo Sandoval","Trea Turner","Bryce Harper","Mookie Betts","Jackie Bradley"
"20","Michael Wacha","Matt Moore","Brian McCann","Miguel Cabrera","Jose Altuve","Nicholas Castellanos","Carlos Correa","Carlos Beltran","Mookie Betts","Josh Reddick"
