Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,15566,Brian Tyms,WR,NE,BUF,6,7,10,0,29,14,29,11.30,147.1
2,11464,Robert McClain,CB,ATL,CHI,6,5,7,0,0,0,0,0,122
3,11439,Antone Smith,RB,ATL,CHI,6,11,20,18,36,55,55,16.90,117.3
4,8694,Brandon Lloyd,WR,SF,LA,6,17,26,0,6,6,6,15,82.4
5,1362,Jackie Battle,FB,TEN,JAX,6,8,14,13,0,13,13,6.10,76.2
6,15126,Theo Riddick,RB,DET,MIN,6,19,27,16,32,42,47,19.10,74.2
7,8569,James Casey,TE,PHI,NYG,6,12,17,0,8,8,8,9.60,71.7
8,16127,Isaiah Crowell,RB,CLE,PIT,6,17,29,65,0,65,65,12.70,68.8
9,15122,Ezekiel Ansah,DE,DET,MIN,6,33,49,0,0,0,0,0,61.5
10,16234,Jonathan Newsome,OLB,IND,HOU,6,9,17,0,0,0,0,0,58.9
11,15085,Joseph Randle,RB,DAL,SEA,6,9,12,56,0,56,56,5.20,57.8
12,16626,Tre Mason,RB,LA,SF,6,9,12,56,11,67,67,6.20,57.8
13,7389,Eddie Royal,WR,SD,OAK,6,19,26,0,11,11,11,12.90,57.4
14,11792,Arian Foster,RB,HOU,IND,6,47,87,43,9,49,51,32.10,55.5
15,15066,Brice Butler,WR,OAK,SD,6,23,39,0,22,13,22,15.40,53.9
16,12722,Kamar Aiken,WR,BAL,TB,6,15,22,0,20,13,20,10,53.3
17,611,Joe Flacco,QB,BAL,TB,6,61,91,0,0,48,48,35.24,52.9
18,13264,Andre Holmes,WR,OAK,SD,6,48,81,0,17,8,17,31.10,50.2
19,12712,Casey Matthews,ILB,PHI,NYG,6,18,28,0,0,0,0,0,50
20,14005,TY Hilton,WR,IND,HOU,6,59,68,0,15,15,15,40.30,48
21,13722,Vinny Curry,DE,PHI,NYG,6,22,34,0,0,0,0,0,47.3
22,13557,Ben Tate,RB,CLE,PIT,6,42,71,60,0,60,60,19.80,47.1
23,16099,Lorenzo Taliaferro,RB,BAL,TB,6,10,15,20,20,40,40,6.70,47
24,12207,Leger Douzable,DT,NYJ,DEN,6,15,21,0,0,0,0,0,44.7
25,13443,Colin Kaepernick,QB,SF,LA,6,66,100,5,0,58,58,32.42,44.6
26,12923,Karl Klug,DT,TEN,JAX,6,13,17,0,0,0,0,0,44.6
27,14828,Chris Hogan,WR,BUF,NE,6,30,44,0,20,17,20,18.20,44
28,16669,Dontae Johnson,CB,SF,LA,6,23,31,0,0,0,0,0,43.5
29,11463,Brandon LaFell,WR,NE,BUF,6,50,70,0,12,8,12,25.70,43.4
30,4314,Tom Brady,QB,NE,BUF,6,71,100,6,0,58,58,33.74,43.3
31,16311,Derek Carr,QB,OAK,SD,6,59,100,2,0,59,59,26.48,43.2
32,13030,Brandon Bair,DE,PHI,NYG,6,17,27,0,0,0,0,0,42.4
33,2699,Matt Forte,RB,CHI,ATL,6,66,90,26,20,41,46,37.70,42
34,15616,Fozzy Whittaker,RB,CAR,CIN,6,27,32,33,7,41,41,13.20,41.5
35,6198,Darren Sproles,RB,PHI,NYG,6,24,33,29,17,29,46,9.90,41.2
36,13320,Cam Newton,QB,CAR,CIN,6,84,100,20,0,75,75,38.06,40.5
37,9070,Jasper Brinkley,ILB,MIN,DET,6,31,44,0,0,0,0,0,40.3
38,14687,Bernard Pierce,RB,BAL,TB,6,23,34,65,0,65,65,9.20,40
39,8565,Connor Barwin,DE,PHI,NYG,6,50,78,0,0,0,0,0,39.8
40,14916,Giovani Bernard,RB,CIN,CAR,6,55,68,33,9,40,42,28.70,39.5
41,13791,Lamar Miller,RB,MIA,GB,6,34,59,41,9,50,50,17.30,39.1
42,13124,DeMarco Murray,RB,DAL,SEA,6,53,71,55,11,66,66,29.60,38.9
43,12830,Torrey Smith,WR,BAL,TB,6,44,66,0,11,9,11,21.10,38.9
44,16255,Storm Johnson,RB,JAX,TEN,6,20,26,50,5,55,55,8.70,38.5
45,15367,Tim Wright,TE,NE,BUF,6,16,23,0,6,6,6,7.10,38.1
46,12955,JJ Watt,DE,HOU,IND,6,78,90,0,0,0,0,0,37.2
47,15092,Damontre Moore,DE,NYG,PHI,6,17,24,0,0,0,0,0,37.1
48,4358,Steve Smith,WR,BAL,TB,6,46,69,0,13,11,13,25,37
49,11932,LeSean McCoy,RB,PHI,NYG,6,42,58,52,5,57,57,20.40,36.7
50,14856,Zach Ertz,TE,PHI,NYG,6,30,42,0,17,10,17,13.70,35.7
51,16057,Jace Amaro,TE,NYJ,DEN,6,36,57,0,33,28,33,22.80,35.6
52,8507,Evander Hood,NT,JAX,TEN,6,18,31,0,0,0,0,0,35.6
53,8244,Philip Rivers,QB,SD,OAK,6,73,100,7,0,53,53,28.82,35.4
54,2950,Steve Johnson,WR,SF,LA,6,15,23,0,40,33,40,10.30,35.3
55,16112,Jeremy Hill,RB,CIN,CAR,6,27,33,30,15,44,44,13.50,35.2
56,12323,Joique Bell,RB,DET,MIN,6,45,64,40,7,44,47,17.70,34.9
57,13664,Tom Johnson,NT,MIN,DET,6,21,30,0,0,0,0,0,34.8
58,12626,George Johnson,DE,DET,MIN,6,36,53,0,0,0,0,0,34.7
59,11220,Dexter McCluster,RB,TEN,JAX,6,17,29,12,35,47,47,11.80,34.1
60,12912,Jurrell Casey,DT,TEN,JAX,6,57,74,0,0,0,0,0,33.9
61,16081,Michael Campanaro,WR,BAL,TB,6,26,39,0,8,8,8,10.80,33.8
62,14731,Lance Dunbar,RB,DAL,SEA,6,13,17,8,31,39,39,8.40,33.8
63,9783,Rashad Johnson,FS,ARI,WAS,6,60,100,0,0,0,0,0,33.3
64,3943,DeSean Jackson,WR,WAS,ARI,6,54,90,2,9,7,11,24,33.3
65,11315,Brandon Graham,DE,PHI,NYG,6,33,52,0,0,0,0,0,33
66,9956,Dan Skuta,OLB,SF,LA,6,38,51,0,0,0,0,0,32.6
67,9369,Justin Forsett,RB,BAL,TB,6,34,51,41,0,41,41,14.10,32.6
68,2593,Aaron Rodgers,QB,GB,MIA,6,80,100,9,0,61,61,25.96,32.4
69,16345,Branden Oliver,RB,SD,OAK,6,57,78,46,9,53,54,25.40,32.3
70,13799,Ryan Tannehill,QB,MIA,GB,6,58,100,5,0,59,59,20.66,32.2
71,14244,Adrien Robinson,TE,NYG,PHI,6,9,14,0,22,11,22,3.90,32.2
72,11384,Willie Young,OLB,CHI,ATL,6,39,70,0,0,0,0,0,31.8
73,16189,Alfred Blue,RB,HOU,IND,6,7,13,43,0,43,43,2.20,31.4
74,16524,Devonta Freeman,RB,ATL,CHI,6,10,18,20,30,40,50,5.10,31
75,7328,Peyton Manning,QB,DEN,NYJ,6,70,100,1,0,49,49,21.48,30.7
76,13022,Von Miller,OLB,DEN,NYJ,6,54,86,0,0,0,0,0,30.6
77,13202,Stephen Paea,DE,CHI,ATL,6,24,43,0,0,0,0,0,30.4
78,9707,Rob Ninkovich,OLB,NE,BUF,6,69,100,0,0,0,0,0,30.3
79,16020,Jarvis Landry,WR,MIA,GB,6,45,78,0,18,13,18,19.50,30
80,8972,Jay Cutler,QB,CHI,ATL,6,73,100,8,0,60,60,24.64,29.6
81,12861,Jordan Cameron,TE,CLE,PIT,6,55,93,0,9,6,9,22.20,29.5
82,12293,George Selvie,DE,DAL,SEA,6,22,45,0,0,0,0,0,29.5
83,14225,Tahir Whitehead,ILB,DET,MIN,6,50,74,0,0,0,0,0,29
84,12285,Anthony Dixon,RB,BUF,NE,6,8,12,88,0,88,88,2.30,28.8
85,14711,Craig Robertson,ILB,CLE,PIT,6,14,18,0,0,0,0,0,28.6
86,14008,Andrew Luck,QB,IND,HOU,6,87,100,8,0,59,59,29.60,28.3
87,4701,Aqib Talib,CB,DEN,NYJ,6,53,84,0,0,0,0,0,28.3
88,13027,Julius Thomas,TE,DEN,NYJ,6,62,89,0,10,7,10,21.10,27.6
89,11197,Demaryius Thomas,WR,DEN,NYJ,6,67,96,0,18,15,18,31.40,27.5
90,16050,Zach Moore,DE,NE,BUF,6,11,16,0,0,0,0,0,27.3
91,16427,Ka'Deem Carey,RB,CHI,ATL,6,7,10,57,0,57,57,1.90,27.1
92,11712,Anquan Boldin,WR,SF,LA,6,57,86,0,16,12,16,22.40,27
