"Place_lo","Place_hi","Payout"
1st	$10,000.00
2nd	$5,000.00
3rd	$3,500.00
4th	$2,500.00
5th	$2,000.00
6th	$1,500.00
7th - 8th	$1,000.00
9th - 10th	$700.00
11th - 15th	$500.00
16th - 20th	$350.00
21st - 30th	$250.00
31st - 40th	$200.00
41st - 55th	$150.00
56th - 75th	$100.00
76th - 100th	$70.00
101st - 150th	$50.00
151st - 250th	$40.00
251st - 450th	$35.00
451st - 750th	$30.00
751st - 1200th	$25.00
1201st - 1905th	$20.00
1906th - 3005th	$15.00
3006th - 4505th	$12.00
