Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
10983,769620839,salmonc (119/150),0,109.65,1B Miguel Cabrera 2B Ian Kinsler 3B Pablo Sandoval P Justin Verlander OF Justin Upton OF Alex Presley P Chris Sale C Sandy Leon SS José Iglesias OF Mookie Betts,,,
10983,769636038,will.priester,0,109.65,OF Ian Desmond 1B Mark Reynolds OF Cameron Maybin OF Juan Lagares C Salvador Perez P Sonny Gray 3B Nolan Arenado 2B DJ LeMahieu SS Trevor Story P Jeff Hoffman,,,
10983,769651087,magneto999 (10/150),0,109.65,C René Rivera P Justin Verlander 1B Brandon Belt OF Juan Lagares P Chris Sale 2B Wilmer Flores OF J.D. Martinez SS Trevor Story 3B T.J. Rivera OF Yoenis Céspedes,,,
10983,769672094,keetz18 (3/3),0,109.65,1B Miguel Cabrera P Justin Verlander P Chris Sale OF Stephen Piscotty 3B Jedd Gyorko 2B Whit Merrifield OF Jorge Bonifacio OF Mookie Betts C Tom Murphy SS Aledmys Díaz,,,
10983,769677993,ocdobv (35/150),0,109.65,2B Ian Kinsler P Justin Verlander OF José Martínez P Chris Sale C Sandy Leon 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko OF Mookie Betts SS Aledmys Díaz,,,
10983,769680718,MadHungarian37 (36/150),0,109.65,1B Miguel Cabrera 2B Ian Kinsler 3B Pablo Sandoval P Justin Verlander OF Justin Upton OF Alex Presley P Chris Sale C Sandy Leon SS José Iglesias OF Mookie Betts,,,
10983,769680733,MadHungarian37 (51/150),0,109.65,1B Albert Pujols 2B Ian Kinsler P Justin Verlander 3B Yunel Escobar OF Alex Presley P Chris Sale C Alex Avila OF J.D. Martinez SS José Iglesias OF Kole Calhoun,,,
10983,769693460,Hennessey (74/150),0,109.65,OF Rajai Davis 1B Miguel Cabrera 2B Jed Lowrie OF Justin Upton OF Khris Davis C Alex Avila P Sonny Gray 3B Ryon Healy SS Chad Pinder P Jeff Hoffman,,,
10983,769704251,capnbucko (10/150),0,109.65,OF Denard Span OF Hunter Pence P Justin Verlander 3B Eduardo Núñez P Chris Sale 2B Wilmer Flores SS Trevor Story 1B T.J. Rivera OF Austin Slater C Tom Murphy,,,
10983,769704304,capnbucko (63/150),0,109.65,3B Pablo Sandoval P Justin Verlander SS Adam Rosales 1B Brandon Belt P Chris Sale C Sandy Leon OF Jackie Bradley Jr. OF Mookie Betts OF Austin Slater 2B Chad Pinder,,,
10983,769704353,capnbucko (112/150),0,109.65,1B Victor Martinez OF Dexter Fowler P Justin Verlander P Chris Sale C Sandy Leon OF J.D. Martinez OF Stephen Piscotty 3B Jedd Gyorko SS Xander Bogaerts 2B Paul DeJong,,,
10983,769705748,markdog6987 (5/35),0,109.65,1B Mark Reynolds P Justin Verlander 3B Evan Longoria OF Alex Presley OF Steven Souza Jr. P Chris Sale 2B Wilmer Flores SS Trevor Story OF Mallex Smith C Tom Murphy,,,
10983,769713239,squirrelpatroldk (24/150),0,109.65,SS José Reyes 1B Miguel Cabrera P Justin Verlander OF Justin Upton OF Juan Lagares P Chris Sale C Alex Avila 2B Wilmer Flores 3B T.J. Rivera OF Yoenis Céspedes,,,
10983,769713249,squirrelpatroldk (34/150),0,109.65,SS José Reyes OF Brandon Moss P Justin Verlander P Chris Sale C Salvador Perez 1B Eric Hosmer 3B Wilmer Flores 2B Whit Merrifield OF Jorge Bonifacio OF Yoenis Céspedes,,,
11011,769637529,worm6007 (2/3),0,109.6,OF Rajai Davis P Gio González 2B Daniel Murphy 1B Mitch Moreland C Buster Posey OF J.D. Martinez 3B Nicholas Castellanos SS Xander Bogaerts OF Mookie Betts P Matt Strahm,,,
11011,769679414,REDCOAT85 (82/150),0,109.6,C Yadier Molina 1B Mark Reynolds P Justin Verlander OF Cameron Maybin OF Charlie Blackmon 3B Nolan Arenado 2B DJ LeMahieu OF Stephen Piscotty SS Trevor Story P Robert Gsellman,,,
11011,769721735,Serg2k15,0,109.6,1B Ian Desmond P Gio González 3B Mike Moustakas SS Eric Sogard C Salvador Perez OF Aaron Hicks OF Eric Thames 2B Whit Merrifield OF Aaron Judge P Zach Davies,,,
11014,769504509,mandm201227 (1/3),0,109.55,P Ricky Nolasco C Matt Wieters OF Charlie Blackmon 2B Starlin Castro 3B Nolan Arenado OF Aaron Judge SS Trevor Story 1B Ryon Healy OF Yoenis Céspedes P Jeff Hoffman,,,
11014,769646623,forcewithme (7/54),0,109.55,1B Victor Martinez 2B Ian Kinsler P Justin Verlander SS Eric Sogard C Alex Avila OF Eric Thames P Sonny Gray OF J.D. Martinez OF Hernán Pérez 3B Nicholas Castellanos,,,
11014,769674595,fantasyhaus,0,109.55,P Ricky Nolasco OF Ian Desmond 1B Mark Reynolds 2B Jed Lowrie OF Kole Calhoun SS Andrelton Simmons C Gary Sánchez OF Aaron Judge 3B Ryon Healy P Jeff Hoffman,,,
11014,769712979,Vikings2388 (3/4),0,109.55,P Justin Verlander OF Lorenzo Cain OF Cameron Maybin P Alex Cobb 3B Mike Moustakas SS Eric Sogard C Salvador Perez 1B Matt Carpenter 2B Joe Panik OF Mookie Betts,,,
11014,769730362,jfaklis (1/12),0,109.55,1B Miguel Cabrera P Justin Verlander C Matt Wieters 2B Eric Sogard OF Charlie Blackmon P Sonny Gray OF J.D. Martinez 3B Jedd Gyorko SS Xander Bogaerts OF Mookie Betts,,,
11019,769378746,ganondorf (17/150),0,109.5,2B Jed Lowrie 3B Evan Longoria OF Khris Davis C Jesús Sucre P Chris Sale OF Corey Dickerson OF Mallex Smith 1B Ryon Healy P Michael Wacha SS Chad Pinder,,,
11019,769410999,shawnzhan (38/150),0,109.5,1B Ian Desmond OF Colby Rasmus 2B Michael Martínez P Chris Sale 3B Nolan Arenado OF Corey Dickerson SS Trevor Story OF Mallex Smith P Michael Wacha C Tom Murphy,,,
11019,769433073,ThatStunna (24/92),0,109.5,1B Miguel Cabrera 2B Ian Kinsler OF Ian Desmond 3B Evan Longoria P Chris Sale OF Corey Dickerson SS Trevor Story OF Mallex Smith P Michael Wacha C Tom Murphy,,,
11019,769448632,sjsiegel (2/4),0,109.5,2B Dustin Pedroia 3B Yunel Escobar P Chris Sale C Sandy Leon OF Charlie Blackmon SS Brandon Crawford 1B Alex Avila OF Jorge Bonifacio OF Mallex Smith P Michael Wacha,,,
11019,769450025,dandydon (4/10),0,109.5,OF Brandon Moss 1B Ian Desmond P Chris Sale 3B Nolan Arenado 2B Whit Merrifield OF Jorge Bonifacio OF Raimel Tapia SS Trevor Story P Michael Wacha C Tom Murphy,,,
11019,769459238,teamtouchdownthere (18/57),0,109.5,OF Ian Desmond 3B Pablo Sandoval 2B Dustin Pedroia OF Dexter Fowler 1B Ryan Zimmerman P Chris Sale C Sandy Leon OF Brian Goodwin P Michael Wacha SS Aledmys Díaz,,,
11019,769502527,tinderella (52/150),0,109.5,OF Brandon Moss 1B Ian Desmond P Chris Sale 3B Nolan Arenado 2B Whit Merrifield OF Jorge Bonifacio OF Raimel Tapia SS Trevor Story P Michael Wacha C Tom Murphy,,,
11019,769502568,tinderella (93/150),0,109.5,1B Albert Pujols OF Ian Desmond 3B Yunel Escobar P Chris Sale 2B DJ LeMahieu OF Kole Calhoun OF Raimel Tapia SS Trevor Story P Michael Wacha C Tom Murphy,,,
11019,769502606,tinderella (131/150),0,109.5,OF Ian Desmond OF José Martínez P Chris Sale 2B DJ LeMahieu 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko SS Trevor Story P Michael Wacha C Tom Murphy,,,
11019,769507769,ddonovan22,0,109.5,OF Eric Young Jr. C Martín Maldonado 2B Jed Lowrie OF Cameron Maybin OF Khris Davis P Chris Sale 1B Matt Carpenter 3B Ryon Healy P Michael Wacha SS Aledmys Díaz,,,
11019,769534748,ElwoodB (3/7),0,109.5,2B Ian Kinsler 1B Logan Morrison 3B Evan Longoria OF Steven Souza Jr. P Chris Sale C Sandy Leon OF Corey Dickerson OF Mallex Smith P Michael Wacha SS Aledmys Díaz,,,
11019,769574770,ChipotleAddict (14/150),0,109.5,1B Ian Desmond OF Colby Rasmus 2B Michael Martínez P Chris Sale 3B Nolan Arenado OF Corey Dickerson SS Trevor Story OF Mallex Smith P Michael Wacha C Tom Murphy,,,
11019,769581731,bellaedward4eva (28/150),0,109.5,OF Brandon Moss 1B Mark Reynolds OF Alex Presley OF José Martínez P Chris Sale 3B Nolan Arenado 2B DJ LeMahieu SS Trevor Story P Michael Wacha C Tom Murphy,,,
11019,769591546,ehafner (95/150),0,109.5,OF Hunter Pence 3B Eduardo Núñez OF José Martínez P Chris Sale C Buster Posey 1B Matt Carpenter OF Stephen Piscotty P Michael Wacha SS Aledmys Díaz 2B Paul DeJong,,,
11019,769591571,ehafner (120/150),0,109.5,C Yadier Molina OF Dexter Fowler 1B Jay Bruce P Chris Sale 2B Wilmer Flores OF Stephen Piscotty 3B Jedd Gyorko P Michael Wacha OF Yoenis Céspedes SS Aledmys Díaz,,,
11019,769599440,petteytheft89 (14/150),0,109.5,SS José Reyes C René Rivera OF Hunter Pence 3B Eduardo Núñez OF Juan Lagares P Chris Sale 1B Buster Posey 2B Wilmer Flores P Michael Wacha OF Yoenis Céspedes,,,
11019,769608362,papagates (2/150),0,109.5,OF Brandon Moss SS Alcides Escobar 1B Logan Morrison 3B Evan Longoria OF Steven Souza Jr. P Chris Sale C Salvador Perez OF Corey Dickerson 2B Whit Merrifield P Michael Wacha,,,
11019,769608478,papagates (118/150),0,109.5,1B Logan Morrison 3B Evan Longoria OF Steven Souza Jr. C Jesús Sucre P Chris Sale OF Michael A. Taylor OF Brian Goodwin SS Trea Turner P Michael Wacha 2B Daniel Robertson,,,
11019,769613747,BarOfSoap (9/150),0,109.5,1B Ian Desmond OF Justin Upton OF Alex Presley P Chris Sale OF Charlie Blackmon 2B Wilmer Flores SS José Iglesias 3B Nicholas Castellanos P Michael Wacha C Tom Murphy,,,
11019,769620722,salmonc (2/150),0,109.5,C Yadier Molina 1B Miguel Cabrera 2B Ian Kinsler OF Dexter Fowler OF Justin Upton OF José Martínez P Chris Sale SS José Iglesias 3B Jedd Gyorko P Michael Wacha,,,
11019,769623465,grandpabuzz (3/26),0,109.5,1B Miguel Cabrera 2B Ian Kinsler OF Justin Upton P Chris Sale OF J.D. Martinez OF Jorge Bonifacio 3B Nicholas Castellanos P Michael Wacha C Tom Murphy SS Chad Pinder,,,
11019,769633063,abowe20 (1/3),0,109.5,2B Dustin Pedroia OF Colby Rasmus 1B Logan Morrison 3B Evan Longoria OF Steven Souza Jr. P Chris Sale C Josh Phegley OF Corey Dickerson P Michael Wacha SS Chad Pinder,,,
11019,769653764,Matty034 (2/2),0,109.5,1B Miguel Cabrera OF Juan Lagares P Chris Sale 2B Wilmer Flores 3B Nolan Arenado OF Jorge Bonifacio SS Trevor Story OF Mookie Betts P Michael Wacha C Tom Murphy,,,
11019,769680704,MadHungarian37 (22/150),0,109.5,1B Albert Pujols OF Ian Desmond 3B Yunel Escobar P Chris Sale 2B DJ LeMahieu OF Kole Calhoun OF Raimel Tapia SS Trevor Story P Michael Wacha C Tom Murphy,,,
11019,769680796,MadHungarian37 (114/150),0,109.5,C Yadier Molina OF Dexter Fowler OF Brett Gardner 1B Chris Carter P Chris Sale 3B Jedd Gyorko OF Aaron Judge P Michael Wacha SS Aledmys Díaz 2B Paul DeJong,,,
11019,769680801,MadHungarian37 (119/150),0,109.5,C Yadier Molina OF Dexter Fowler OF Brett Gardner 1B Chris Carter P Chris Sale 3B Jedd Gyorko OF Aaron Judge P Michael Wacha SS Aledmys Díaz 2B Paul DeJong,,,
11019,769685348,jocirlei (1/2),0,109.5,SS José Reyes OF Ian Desmond 1B Ryan Zimmerman 3B Evan Longoria C Matt Wieters P Chris Sale 2B Wilmer Flores OF Brian Goodwin OF Jackie Bradley Jr. P Michael Wacha,,,
11019,769685482,AButler40 (2/2),0,109.5,1B Miguel Cabrera 2B Ian Kinsler P Chris Sale OF J.D. Martinez OF Corey Dickerson 3B Jedd Gyorko OF Mallex Smith P Michael Wacha C Tom Murphy SS Aledmys Díaz,,,
11019,769691312,Lewsgiff (1/110),0,109.5,1B Victor Martinez OF Brandon Moss 2B Ian Kinsler SS Alcides Escobar OF Justin Upton 3B Mike Moustakas P Chris Sale C Salvador Perez OF J.D. Martinez P Michael Wacha,,,
11019,769691347,Lewsgiff (36/110),0,109.5,OF Brandon Moss SS Alcides Escobar 1B Logan Morrison 3B Evan Longoria OF Steven Souza Jr. P Chris Sale C Salvador Perez OF Corey Dickerson 2B Whit Merrifield P Michael Wacha,,,
11019,769708149,perspective (6/12),0,109.5,OF Hunter Pence 3B Eduardo Núñez 1B Brandon Belt OF José Martínez OF Juan Lagares P Chris Sale C Buster Posey SS Brandon Crawford P Michael Wacha 2B Paul DeJong,,,
11019,769729059,homecreektech,0,109.5,OF Alex Presley 1B José Martínez OF Juan Lagares P Chris Sale 2B Starlin Castro SS Didi Gregorius C Gary Sánchez OF Aaron Judge P Michael Wacha 3B Daniel Robertson,,,
11019,769729249,baller123411 (2/2),0,109.5,C René Rivera 1B Miguel Cabrera 3B Yunel Escobar OF Brandon Belt P Chris Sale 2B Wilmer Flores OF Jackie Bradley Jr. SS Trevor Story P Michael Wacha OF Andrew Benintendi,,,
11019,769740481,berleytile1 (2/2),0,109.5,1B Victor Martinez C René Rivera SS Alcides Escobar 2B Jed Lowrie OF Cameron Maybin P Chris Sale OF Aaron Hicks 3B Jedd Gyorko P Michael Wacha OF Andrew Benintendi,,,
11019,769742359,PrimetimeJerick (47/80),0,109.5,SS José Reyes C Yadier Molina OF Khris Davis P Chris Sale 2B DJ LeMahieu 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko OF Mallex Smith P Michael Wacha,,,
11019,769742366,PrimetimeJerick (54/80),0,109.5,OF Rajai Davis OF Dexter Fowler P Chris Sale C Sandy Leon 2B Wilmer Flores 1B Matt Carpenter 3B Jedd Gyorko SS Xander Bogaerts P Michael Wacha OF Yoenis Céspedes,,,
11055,769209265,SlowQueen (7/75),0,109.45,OF Juan Lagares 1B Lucas Duda SS Eric Sogard P Chris Sale OF Eric Thames 2B Wilmer Flores C Jett Bandy 3B T.J. Rivera OF Yoenis Céspedes P Jordan Montgomery,,,
11055,769378770,ganondorf (41/150),0,109.45,1B Ian Desmond OF Colby Rasmus 3B Evan Longoria OF Steven Souza Jr. C Jesús Sucre P Chris Sale OF Mallex Smith SS Aledmys Díaz P Jordan Montgomery 2B Paul DeJong,,,
11055,769419594,gunitz,0,109.45,OF Brandon Moss 3B Pablo Sandoval C Matt Wieters P Chris Sale OF Keon Broxton 1B Matt Carpenter OF Brian Goodwin SS Trea Turner 2B Daniel Robertson P Jordan Montgomery,,,
11055,769483569,bwargo70 (3/4),0,109.45,1B Miguel Cabrera 2B Ian Kinsler OF Ian Desmond OF Alex Presley OF Juan Lagares P Chris Sale 3B Nicholas Castellanos SS Trevor Story C Tom Murphy P Jordan Montgomery,,,
11055,769502515,tinderella (40/150),0,109.45,C Yadier Molina OF Dexter Fowler 2B Michael Martínez 1B Logan Morrison 3B Evan Longoria P Chris Sale OF Stephen Piscotty OF Mallex Smith SS Aledmys Díaz P Jordan Montgomery,,,
11055,769502564,tinderella (89/150),0,109.45,SS Alcides Escobar OF Juan Lagares P Chris Sale C Salvador Perez 1B Eric Hosmer 3B Wilmer Flores 2B Whit Merrifield OF Jorge Bonifacio OF Yoenis Céspedes P Jordan Montgomery,,,
11055,769511267,Prolificd (1/15),0,109.45,3B Michael Martínez 2B Daniel Murphy OF José Martínez P Chris Sale 1B Matt Carpenter OF Brian Goodwin OF Corey Dickerson C Tom Murphy SS Aledmys Díaz P Jordan Montgomery,,,
11055,769530059,suidmach (21/150),0,109.45,C Yadier Molina OF José Martínez 2B Eric Sogard P Chris Sale 1B Eric Thames OF Keon Broxton OF Stephen Piscotty 3B Jedd Gyorko SS Trevor Story P Jordan Montgomery,,,
11055,769562608,darcmaniluk (105/150),0,109.45,OF Dexter Fowler OF Justin Upton P Chris Sale 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko C Jett Bandy 2B Daniel Robertson SS Aledmys Díaz P Jordan Montgomery,,,
11055,769562610,darcmaniluk (107/150),0,109.45,SS José Reyes 1B Miguel Cabrera OF Juan Lagares P Chris Sale C Salvador Perez 3B Wilmer Flores 2B Whit Merrifield OF Jorge Bonifacio OF Yoenis Céspedes P Jordan Montgomery,,,
11055,769569569,monds6 (4/4),0,109.45,OF Dexter Fowler OF José Martínez P Chris Sale 2B Wilmer Flores 1B Matt Carpenter OF Corey Dickerson 3B Jedd Gyorko C Tom Murphy SS Aledmys Díaz P Jordan Montgomery,,,
11055,769572778,bcalicore (8/150),0,109.45,OF Brandon Moss 1B Ian Desmond SS Alcides Escobar OF Lorenzo Cain P Chris Sale 3B Jedd Gyorko 2B Whit Merrifield OF Jorge Bonifacio C Tom Murphy P Jordan Montgomery,,,
11055,769572795,bcalicore (25/150),0,109.45,1B Miguel Cabrera 2B Ian Kinsler 3B Michael Martínez OF Alex Presley P Chris Sale OF J.D. Martinez SS José Iglesias OF Mookie Betts C Tom Murphy P Jordan Montgomery,,,
11055,769572863,bcalicore (93/150),0,109.45,OF Brandon Moss 1B Miguel Cabrera OF Alex Presley P Chris Sale C Alex Avila OF J.D. Martinez SS José Iglesias 3B Jedd Gyorko 2B Whit Merrifield P Jordan Montgomery,,,
11055,769581743,bellaedward4eva (40/150),0,109.45,1B Ian Desmond OF Alex Presley P Chris Sale OF Charlie Blackmon OF Raimel Tapia SS Trevor Story 3B T.J. Rivera C Tom Murphy P Jordan Montgomery 2B Paul DeJong,,,
11055,769581818,bellaedward4eva (115/150),0,109.45,C René Rivera OF Brandon Moss 1B Jay Bruce OF Juan Lagares 2B Eric Sogard P Chris Sale 3B Wilmer Flores OF Yoenis Céspedes SS Aledmys Díaz P Jordan Montgomery,,,
11055,769587142,Dinkpiece (13/50),0,109.45,SS Alcides Escobar OF Colby Rasmus 1B Logan Morrison 3B Evan Longoria P Chris Sale 2B Wilmer Flores OF Corey Dickerson OF Mallex Smith C Tom Murphy P Jordan Montgomery,,,
11055,769592536,franciscolora0524 (6/150),0,109.45,OF Dexter Fowler OF José Martínez P Chris Sale C Alex Avila 2B Wilmer Flores 1B Matt Carpenter 3B Jedd Gyorko OF Jorge Bonifacio SS Aledmys Díaz P Jordan Montgomery,,,
11055,769592563,franciscolora0524 (33/150),0,109.45,OF Colby Rasmus 2B Michael Martínez 3B Evan Longoria OF Steven Souza Jr. SS Eric Sogard C Jesús Sucre P Chris Sale 1B Eric Hosmer OF Yoenis Céspedes P Jordan Montgomery,,,
11055,769592600,franciscolora0524 (70/150),0,109.45,OF Steven Souza Jr. C Austin Romine P Chris Sale 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko OF Yoenis Céspedes SS Aledmys Díaz P Jordan Montgomery 2B Paul DeJong,,,
11055,769592665,franciscolora0524 (135/150),0,109.45,SS José Reyes C Yadier Molina OF Dexter Fowler P Chris Sale 2B Wilmer Flores 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko OF Jorge Bonifacio P Jordan Montgomery,,,
11055,769599500,petteytheft89 (74/150),0,109.45,P Ricky Nolasco 1B Mark Reynolds P Justin Verlander OF Jay Bruce OF Charlie Blackmon 2B Wilmer Flores 3B Nolan Arenado SS Trevor Story OF Yoenis Céspedes C Tom Murphy,,,
11055,769625787,jessicahill (16/34),0,109.45,1B Ian Desmond OF Juan Lagares P Chris Sale 3B Anthony Rendon 2B Wilmer Flores OF Brian Goodwin SS Trevor Story OF Mallex Smith C Tom Murphy P Jordan Montgomery,,,
11055,769627792,lizerd31601 (1/2),0,109.45,1B Albert Pujols OF Juan Lagares 2B Eric Sogard P Chris Sale OF Eric Thames 3B Wilmer Flores OF Kole Calhoun SS Andrelton Simmons C Jett Bandy P Jordan Montgomery,,,
11055,769629406,VillianoftheStory,0,109.45,SS José Reyes C René Rivera OF Eric Young Jr. OF Eduardo Núñez OF Juan Lagares P Chris Sale 2B Wilmer Flores 3B Nolan Arenado 1B T.J. Rivera P Jordan Montgomery,,,
11055,769632109,luckyiguess1,0,109.45,1B Miguel Cabrera OF Eric Young Jr. 2B Daniel Murphy C Matt Wieters P Matt Moore P Chris Sale SS Freddy Galvis 3B Anthony Rendon OF J.D. Martinez OF Aaron Judge,,,
11055,769639924,duckmanquacks,0,109.45,3B José Reyes C René Rivera 1B Matt Holliday OF Alex Presley P Chris Sale OF Charlie Blackmon OF Keon Broxton SS Didi Gregorius P Jordan Montgomery 2B Paul DeJong,,,
11055,769642544,Tommyg1979 (5/7),0,109.45,SS José Reyes OF Jay Bruce OF Juan Lagares 2B Eric Sogard C Austin Romine P Chris Sale 1B Eric Thames 3B Wilmer Flores OF Yoenis Céspedes P Jordan Montgomery,,,
11055,769671270,pierrealex32 (14/32),0,109.45,1B Ian Desmond OF Colby Rasmus 2B Michael Martínez P Chris Sale OF Charlie Blackmon SS Trevor Story OF Mallex Smith 3B Daniel Robertson C Tom Murphy P Jordan Montgomery,,,
11055,769680687,MadHungarian37 (5/150),0,109.45,1B Victor Martinez 2B Ian Kinsler OF Ian Desmond OF Alex Presley P Chris Sale SS José Iglesias 3B Nicholas Castellanos OF Raimel Tapia C Tom Murphy P Jordan Montgomery,,,
11055,769682242,jeffdrazek (5/8),0,109.45,SS José Reyes OF Colby Rasmus 1B Logan Morrison OF Steven Souza Jr. C Jesús Sucre P Chris Sale 2B Wilmer Flores OF Corey Dickerson 3B T.J. Rivera P Jordan Montgomery,,,
11055,769693144,kfalik (2/4),0,109.45,1B Miguel Cabrera 2B Ian Kinsler OF Juan Lagares C Austin Romine P Chris Sale 3B Wilmer Flores SS Trevor Story OF Mookie Betts OF Mallex Smith P Jordan Montgomery,,,
11055,769709593,lumpa,0,109.45,OF Denard Span 2B Ian Kinsler OF Colby Rasmus OF Juan Lagares P Chris Sale C Alex Avila 3B Wilmer Flores 1B C.J. Cron SS Aledmys Díaz P Jordan Montgomery,,,
11055,769709940,I-ENJOY-TOAST (108/150),0,109.45,1B Miguel Cabrera 3B Pablo Sandoval OF Alex Presley P Chris Sale C Alex Avila 2B Wilmer Flores OF J.D. Martinez SS Trevor Story OF Mallex Smith P Jordan Montgomery,,,
11055,769709956,I-ENJOY-TOAST (124/150),0,109.45,OF Ian Desmond OF José Martínez P Chris Sale C Sandy Leon 2B Wilmer Flores 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko SS Trevor Story P Jordan Montgomery,,,
11055,769717831,StevieFranchise,0,109.45,1B Miguel Cabrera 2B Ian Kinsler OF Alex Presley P Chris Sale OF J.D. Martinez 3B Jedd Gyorko SS Trevor Story OF Mallex Smith C Tom Murphy P Jordan Montgomery,,,
11055,769718529,blitzkingbop (6/6),0,109.45,1B Miguel Cabrera OF Juan Lagares P Chris Sale 2B Wilmer Flores OF Brian Goodwin OF Kole Calhoun 3B Nicholas Castellanos SS Trevor Story C Tom Murphy P Jordan Montgomery,,,
11055,769718787,berniekosar,0,109.45,OF Colby Rasmus 1B Logan Morrison 3B Evan Longoria C Jesús Sucre P Chris Sale OF Keon Broxton 2B Wilmer Flores OF Corey Dickerson SS Orlando Arcia P Jordan Montgomery,,,
11055,769720531,Gsmmchance (9/10),0,109.45,SS José Reyes C Yadier Molina OF Dexter Fowler OF Juan Lagares P Chris Sale 2B Wilmer Flores 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko P Jordan Montgomery,,,
11055,769724658,jkolsen50,0,109.45,1B Miguel Cabrera OF Ian Desmond 3B Michael Martínez P Chris Sale C Sandy Leon 2B Wilmer Flores OF Jorge Bonifacio SS Trevor Story OF Mookie Betts P Jordan Montgomery,,,
11055,769730152,mike1kw (2/4),0,109.45,P Ricky Nolasco P Justin Verlander 2B Jed Lowrie 1B José Martínez C Alex Avila 3B Nolan Arenado OF Hernán Pérez OF Bryce Harper SS Andrelton Simmons OF Aaron Judge,,,
11055,769733300,ImaDonk11 (17/20),0,109.45,1B Miguel Cabrera OF Juan Lagares P Chris Sale 2B Wilmer Flores C Jett Bandy OF Mookie Betts 3B T.J. Rivera OF Yoenis Céspedes SS Aledmys Díaz P Jordan Montgomery,,,
11097,769484894,jmacchione88 (2/2),0,109.4,OF Ian Desmond 1B Brandon Belt C Buster Posey P Sonny Gray 2B Wilmer Flores 3B Nolan Arenado SS Trevor Story OF Mookie Betts P Michael Wacha OF Andrew Benintendi,,,
11097,769565220,FullMetaljacket17,0,109.4,2B Ian Kinsler P Justin Verlander C Matt Wieters 1B Eric Thames 3B Anthony Rendon OF J.D. Martinez OF Bryce Harper OF Mookie Betts SS Trea Turner P Jeff Hoffman,,,
11097,769570242,Abby1189,0,109.4,C Yadier Molina P Justin Verlander OF Jay Bruce 1B Mitch Moreland OF Charlie Blackmon 3B Anthony Rendon 2B Starlin Castro OF J.D. Martinez P Jeff Hoffman SS Aledmys Díaz,,,
11097,769643925,damalex (3/12),0,109.4,2B Ian Kinsler P Justin Verlander OF Lorenzo Cain 1B Ryan Zimmerman OF Justin Upton C Matt Wieters 3B Nolan Arenado SS Andrelton Simmons OF Yoenis Céspedes P Jeff Hoffman,,,
11097,769649512,gehrenberg (8/20),0,109.4,C Yadier Molina 1B Mark Reynolds OF Charlie Blackmon P Sonny Gray 3B Nolan Arenado 2B DJ LeMahieu OF Corey Dickerson SS Trevor Story OF Mallex Smith P Michael Wacha,,,
11097,769660266,kbk2004us,0,109.4,C Martín Maldonado P Justin Verlander 2B Daniel Murphy 3B Nolan Arenado 1B Matt Carpenter OF Brian Goodwin OF Jackie Bradley Jr. SS Xander Bogaerts OF Mookie Betts P Jeff Hoffman,,,
11097,769676904,Pushdogg41,0,109.4,P Justin Verlander OF Jay Bruce 2B Daniel Murphy OF Charlie Blackmon 3B Wilmer Flores 1B Matt Carpenter OF Aaron Judge SS Xander Bogaerts C Tom Murphy P Jeff Hoffman,,,
11097,769696848,brandonrva,0,109.4,1B Albert Pujols P Justin Verlander 2B Daniel Murphy C Sandy Leon OF Charlie Blackmon 3B Anthony Rendon SS Didi Gregorius OF Bryce Harper OF Mookie Betts P Jeff Hoffman,,,
11097,769703058,bdenburg,0,109.4,1B Mark Reynolds OF Juan Lagares C Buster Posey P Sonny Gray 3B Nolan Arenado 2B DJ LeMahieu OF Corey Dickerson SS Trevor Story P Michael Wacha OF Yoenis Céspedes,,,
11097,769709606,kdizzle10,0,109.4,SS José Reyes 1B Mark Reynolds P Justin Verlander OF Juan Lagares OF Charlie Blackmon 3B Nolan Arenado 2B DJ LeMahieu OF Mookie Betts C Tom Murphy P Jeff Hoffman,,,
11097,769713906,Gray09,0,109.4,C Buster Posey P Sonny Gray 2B DJ LeMahieu 1B Matt Carpenter 3B Jedd Gyorko OF Bryce Harper OF Mookie Betts P Michael Wacha OF Andrew Benintendi SS Aledmys Díaz,,,
11097,769725495,chuckwagon81,0,109.4,OF Dexter Fowler P Justin Verlander 1B Ryan Zimmerman 2B Daniel Murphy 3B Anthony Rendon OF Stephen Piscotty OF Bryce Harper SS Trea Turner C Tom Murphy P Jeff Hoffman,,,
11097,769731665,dennphpd,0,109.4,1B Mark Reynolds P Justin Verlander OF Eduardo Núñez C Matt Wieters 2B Eric Sogard 3B Nolan Arenado OF Brian Goodwin OF Kole Calhoun SS Trea Turner P Jeff Hoffman,,,
11097,769742769,txsr123 (70/70),0,109.4,OF Rajai Davis OF Dexter Fowler 2B Jed Lowrie P Sonny Gray C Josh Phegley 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko P Michael Wacha SS Aledmys Díaz,,,
