"Justin Turner_LAD","Corey Seager_LAD","Jean Segura_SEA","Cody Bellinger_LAD","Robinson Cano_SEA","Eric Hosmer_KC","Giancarlo Stanton_MIA","Nelson Cruz_SEA","Khris Davis_OAK","Justin Bour_MIA","Marcell Ozuna_MIA","Mike Moustakas_KC","Chris Taylor_LAD","Brandon Belt_SF","Buster Posey_SF","Christian Yelich_MIA","Yonder Alonso_OAK","Logan Forsythe_LAD","Whit Merrifield_KC","Joc Pederson_LAD","Lorenzo Cain_KC","Salvador Perez_KC","Adrian Gonzalez_LAD","Denard Span_SF","Dee Gordon_MIA","Ben Gamel_SEA","Franklin Barreto_OAK","Matt Chapman_OAK","Yasmani Grandal_LAD","Hunter Pence_SF","JT Realmuto_MIA","Joe Panik_SF","Jarrod Dyson_SEA","Kyle Seager_SEA","Yasiel Puig_LAD","Eduardo Nunez_SF","Matt Joyce_OAK","Mike Zunino_SEA","Austin Barnes_LAD","Ryon Healy_OAK","Guillermo Heredia_SEA","Franklin Gutierrez_LAD","Jorge Bonifacio_KC","Peter O'Brien_LAD","Martin Prado_MIA","Derek Dietrich_MIA","Rajai Davis_OAK","Jed Lowrie_OAK","Leonys Martin_SEA","Mitch Haniger_SEA","Alex Gordon_KC","Chase Utley_LAD","Kike Hernandez_LAD","Nick Hundley_SF","Gorkys Hernandez_SF","Danny Valencia_SEA","Marcus Semien_OAK","Brandon Moss_KC","Trayce Thompson_LAD","Tyler Moore_MIA","Jaycob Brugman_OAK","Renato Nunez_OAK","Andrew Toles_LAD","Cheslor Cuthbert_KC","Willie Calhoun_LAD","Brandon Crawford_SF","Jarrett Parker_SF","Christian Arroyo_SF","Taylor Motter_SEA","Paulo Orlando_KC","Billy Burns_KC","Rob Segedin_LAD","Jorge Soler_KC","Alex Verdugo_LAD","Adam Rosales_OAK","Andre Ethier_LAD","JT Riddle_MIA","Kelby Tomlinson_SF","Mac Williamson_SF","Shawn O'Malley_SEA","Josh Phegley_OAK","Mark Canha_OAK","DJ Peterson_SEA","Tyler Smith_SEA","Scott Van Slyke_LAD","Matt Olson_OAK","Joey Wendle_OAK","Ryan O'Hearn_KC","Aaron Hill_SF","Destin Hood_MIA","Jae-gyun Hwang_SF","Carlos Ruiz_SEA","Tuffy Gosewisch_SEA","Jake Smolinski_OAK","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Boog Powell_SEA","Terrance Gore_KC","Ichiro Suzuki_MIA","Christian Colon_MIA","Conor Gillaspie_SF","Steve Lombardozzi_MIA","Tomas Telis_MIA","Alcides Escobar_KC","Justin Ruggiano_SF","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Drew Butera_KC","Mike Freeman_LAD","Michael Morse_SF","Mike Aviles_MIA","Austin Slater_SF","Ryder Jones_SF","Raul Mondesi_KC","AJ Ellis_MIA","Tim Federowicz_SF","Brett Eibner_LAD","Ramon Torres_KC","Hunter Dozier_KC","Miguel Rojas_MIA","Orlando Calixte_SF","Jaff Decker_OAK","Ryan Lavarnway_OAK","Chad Pinder_OAK","Chris Marrero_SF"
46.8801346801347,1.27983348751156,0,11.8288288288288,0,0,0,0,0,0,0,0,23.2559139784946,0,0,0,0,18.1,0,7.24193548387097,0,0,9.87619047619048,0,0,0,0,0,2.91228070175439,0,0,0,0,0,2.9204440333025,0,0,0,35.7977941176471,0,0,10.8472222222222,0,0,0,0,0,0,0,0,0,13.6169230769231,0,0,0,0,0,0,17.6,0,0,0,12.6708333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
1.27983348751156,76.6237424547284,0,25.2021116138763,0,0,0,0,0,0,0,0,-13.8510101010101,0,0,0,0,23.9404761904762,0,17.6676136363636,0,0,3.24466571834993,0,0,0,0,0,28.1501683501684,0,0,0,0,0,16.159604519774,0,0,0,7.71323529411765,0,0,0.688888888888889,0,0,0,0,0,0,0,0,0,5.14230343300111,0,0,0,0,0,0,-7.5,0,0,0,1.18014705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.35,0,0,0,0,0,0,0,0
0,0,56.8316400580552,0,4.50442967884828,0,0,16.1248843663275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6025641025641,0,0,0,0,0,0,18.1405919661734,3.0530612244898,0,0,0,9.7816091954023,0,0,8.35472370766488,0,0,0,0,0,0,0,8.43333333333333,-1.27857142857143,0,0,0,0,0,-5.43393234672304,0,0,0,0,0,0,0,0,0,0,0,0,4.90833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46691176470588,3.03333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.8288288288288,25.2021116138763,0,97.6225988700565,0,0,0,0,0,0,0,0,9.73724489795918,0,0,0,0,2.85344827586207,0,-6.38461538461539,0,0,-4.06833333333333,0,0,0,0,0,-7.66086956521739,0,0,0,0,0,39.5929694727105,0,0,0,3.20833333333333,0,0,-1.02380952380952,0,0,0,0,0,0,0,0,0,5.63963414634146,0,0,0,0,0,0,-4.83333333333333,0,0,0,13.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.5833333333333,0,0,0,0,0,0,0,0
0,0,4.50442967884828,0,83.6551307847082,0,0,-1.99359959037378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7410628019324,0,0,0,0,0,0,8.25511396843951,13.2666666666667,0,0,0,-20.9852941176471,0,0,12.2264808362369,0,0,0,0,0,0,0,3.03205128205128,6.07948717948718,0,0,0,0,0,5.86966686148451,0,0,0,0,0,0,0,0,0,0,0,0,13.4048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,26.953216374269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,39.3048530416951,0,0,0,0,0,9.45258999122037,0,0,0,0,0,0,4.38415300546448,0,4.38615327656424,8.2924126172208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47407407407407,0,0,0,0,0,0,0,11.9141791044776,0,0,0,0,0,0,7.01304347826087,0,0,0,0,0,2.56060606060606,0,0,0,0,0,0.718181818181818,0,0,8.63809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82091592617908,0,0,0,21.0718954248366,0,0,0,0,0,0.777777777777778,0,0,0,-8.21428571428571,0,0,0,0,0,0,0
0,0,0,0,0,0,86.9337282487967,0,0,13.6706214689266,7.47869101978691,0,0,0,0,5.45338660578387,0,0,0,0,0,0,0,0,5.75417032484636,0,0,0,0,0,-4.95293495505024,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80434782608696,1.57323232323232,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,-4.05555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87820512820513,0,0,0,0,-34.3846153846154,0,0,0,0,0
0,0,16.1248843663275,0,-1.99359959037378,0,0,58.1952054794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7859042553191,0,0,0,0,0,0,3.17345319936542,7.03511852502195,0,0,0,9.50724637681159,0,0,1.21040974529347,0,0,0,0,0,0,0,17.3653846153846,6.08534850640114,0,0,0,0,0,9.33469945355191,0,0,0,0,0,0,0,0,0,0,0,0,20.7912234042553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,-0.80952380952381,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,63.5236036036036,0,0,0,0,0,0,0,-4.57627118644068,0,0,0,0,0,0,0,0,0,-6.90277777777778,-12,0,0,0,0,0,0,0,0,5.07017543859649,0,0,-0.998721227621483,0,0,0,0,0,0,-4.50606060606061,0.153026427962489,0,0,0,0,0,0,0,0,6.71111111111111,0,0,0,-6.29473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.18085106382979,0,0,0,0,0,5.16666666666667,-1.14619883040936,0,0,0,-45.8888888888889,0,0,0,0,0,0,0,0,10,13.7087912087912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.5,0,8.49831932773109,0
0,0,0,0,0,0,13.6706214689266,0,0,78.8131080389145,6.29640401903755,0,0,0,0,15.2432575356954,0,0,0,0,0,0,0,0,20.8167293233083,0,0,0,0,0,4.35849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14426877470356,10.4679943100996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75,-8.40476190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1545454545455,0,0,0,0,8.96969696969697,0,0,0,0,0
