"Sport","Entry","Contest_Date_EST","Place","Points","Winnings_Non_Ticket","Winnings_Ticket","Contest_Entries","Entry_Fee","Prize_Pool","Places_Paid"
"NFL","NFL $1M Play-Action [$50K to 1st] (136/150)","2016-09-18 13:00:00",55030,153.82,"$6.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (96/150)","2016-09-18 13:00:00",55580,153.7,"$6.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (88/150)","2016-09-18 13:00:00",59877,152.56,"$6.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (86/150)","2016-09-18 13:00:00",64406,151.36,"$6.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (143/150)","2016-09-18 13:00:00",68341,150.4,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (20/150)","2016-09-18 13:00:00",68972,150.22,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (67/150)","2016-09-18 13:00:00",71349,149.7,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (82/150)","2016-09-18 13:00:00",73212,149.24,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (13/150)","2016-09-18 13:00:00",73577,149.16,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (8/150)","2016-09-18 13:00:00",77934,148.18,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (47/150)","2016-09-18 13:00:00",82310,147.22,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (45/150)","2016-09-18 13:00:00",83502,147,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (89/150)","2016-09-18 13:00:00",83594,146.96,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (43/150)","2016-09-18 13:00:00",89594,145.7,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (83/150)","2016-09-18 13:00:00",89681,145.66,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (146/150)","2016-09-18 13:00:00",94666,144.66,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (36/150)","2016-09-18 13:00:00",95096,144.6,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (48/150)","2016-09-18 13:00:00",96228,144.36,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (14/150)","2016-09-18 13:00:00",101685,143.32,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (76/150)","2016-09-18 13:00:00",102673,143.14,"$5.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (52/150)","2016-09-18 13:00:00",106566,142.42,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (134/150)","2016-09-18 13:00:00",109132,141.96,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (108/150)","2016-09-18 13:00:00",109598,141.9,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (22/150)","2016-09-18 13:00:00",110871,141.66,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (33/150)","2016-09-18 13:00:00",114371,141.02,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (101/150)","2016-09-18 13:00:00",114736,140.96,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (79/150)","2016-09-18 13:00:00",115915,140.76,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (25/150)","2016-09-18 13:00:00",118035,140.4,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (56/150)","2016-09-18 13:00:00",118897,140.22,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (23/150)","2016-09-18 13:00:00",120375,140,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (94/150)","2016-09-18 13:00:00",124302,139.32,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (137/150)","2016-09-18 13:00:00",125856,139.1,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (31/150)","2016-09-18 13:00:00",127090,138.9,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (24/150)","2016-09-18 13:00:00",127389,138.82,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (51/150)","2016-09-18 13:00:00",127809,138.76,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (4/150)","2016-09-18 13:00:00",128967,138.56,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (140/150)","2016-09-18 13:00:00",130151,138.38,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (147/150)","2016-09-18 13:00:00",136387,137.36,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (15/150)","2016-09-18 13:00:00",138718,137,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (19/150)","2016-09-18 13:00:00",139347,136.9,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (99/150)","2016-09-18 13:00:00",141560,136.52,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (116/150)","2016-09-18 13:00:00",141864,136.5,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (29/150)","2016-09-18 13:00:00",145160,135.96,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (109/150)","2016-09-18 13:00:00",147033,135.66,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (114/150)","2016-09-18 13:00:00",147033,135.66,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (100/150)","2016-09-18 13:00:00",148604,135.42,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (53/150)","2016-09-18 13:00:00",151726,134.96,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (49/150)","2016-09-18 13:00:00",153728,134.66,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (1/150)","2016-09-18 13:00:00",156954,134.2,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (148/150)","2016-09-18 13:00:00",163682,133.16,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (139/150)","2016-09-18 13:00:00",165105,132.94,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (95/150)","2016-09-18 13:00:00",168175,132.5,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (97/150)","2016-09-18 13:00:00",169847,132.24,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (58/150)","2016-09-18 13:00:00",173090,131.76,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (2/150)","2016-09-18 13:00:00",175025,131.5,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (12/150)","2016-09-18 13:00:00",179126,130.9,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (119/150)","2016-09-18 13:00:00",181958,130.46,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (130/150)","2016-09-18 13:00:00",184374,130.16,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (74/150)","2016-09-18 13:00:00",192317,129.04,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (9/150)","2016-09-18 13:00:00",197792,128.26,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (11/150)","2016-09-18 13:00:00",199017,128.1,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (34/150)","2016-09-18 13:00:00",199691,128,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (110/150)","2016-09-18 13:00:00",200010,127.94,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (105/150)","2016-09-18 13:00:00",201483,127.72,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (66/150)","2016-09-18 13:00:00",201950,127.66,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (26/150)","2016-09-18 13:00:00",204929,127.22,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (62/150)","2016-09-18 13:00:00",206322,127.02,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (131/150)","2016-09-18 13:00:00",208074,126.8,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (60/150)","2016-09-18 13:00:00",208857,126.68,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (141/150)","2016-09-18 13:00:00",212005,126.22,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (103/150)","2016-09-18 13:00:00",215932,125.66,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (135/150)","2016-09-18 13:00:00",216874,125.52,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (112/150)","2016-09-18 13:00:00",218544,125.3,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (98/150)","2016-09-18 13:00:00",223787,124.54,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (35/150)","2016-09-18 13:00:00",224177,124.5,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (69/150)","2016-09-18 13:00:00",228503,123.88,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (65/150)","2016-09-18 13:00:00",232308,123.32,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (125/150)","2016-09-18 13:00:00",232308,123.32,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (27/150)","2016-09-18 13:00:00",233670,123.14,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (72/150)","2016-09-18 13:00:00",243382,121.72,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (61/150)","2016-09-18 13:00:00",244761,121.52,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (133/150)","2016-09-18 13:00:00",245388,121.44,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (37/150)","2016-09-18 13:00:00",255314,119.96,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (150/150)","2016-09-18 13:00:00",256248,119.82,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (120/150)","2016-09-18 13:00:00",257257,119.7,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (18/150)","2016-09-18 13:00:00",261451,119.06,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (28/150)","2016-09-18 13:00:00",265325,118.5,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (90/150)","2016-09-18 13:00:00",266271,118.32,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (3/150)","2016-09-18 13:00:00",268535,118,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (129/150)","2016-09-18 13:00:00",269171,117.9,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (84/150)","2016-09-18 13:00:00",280997,116.1,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (121/150)","2016-09-18 13:00:00",283648,115.66,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (127/150)","2016-09-18 13:00:00",289728,114.7,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (50/150)","2016-09-18 13:00:00",292876,114.16,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (44/150)","2016-09-18 13:00:00",300101,112.92,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (145/150)","2016-09-18 13:00:00",305753,111.92,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (16/150)","2016-09-18 13:00:00",306028,111.9,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (91/150)","2016-09-18 13:00:00",312253,110.8,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (85/150)","2016-09-18 13:00:00",313998,110.46,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (68/150)","2016-09-18 13:00:00",315445,110.2,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (10/150)","2016-09-18 13:00:00",325227,108.26,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (64/150)","2016-09-18 13:00:00",325732,108.16,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (17/150)","2016-09-18 13:00:00",326707,107.96,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (111/150)","2016-09-18 13:00:00",330678,107.12,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (113/150)","2016-09-18 13:00:00",340242,105,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (71/150)","2016-09-18 13:00:00",343826,104.1,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (77/150)","2016-09-18 13:00:00",346230,103.48,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (149/150)","2016-09-18 13:00:00",347822,103.04,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (73/150)","2016-09-18 13:00:00",348038,103,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (55/150)","2016-09-18 13:00:00",349209,102.66,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (142/150)","2016-09-18 13:00:00",355455,100.86,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (102/150)","2016-09-18 13:00:00",359499,99.6,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (115/150)","2016-09-18 13:00:00",359647,99.52,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (122/150)","2016-09-18 13:00:00",363336,98.22,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (63/150)","2016-09-18 13:00:00",365358,97.46,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (42/150)","2016-09-18 13:00:00",368695,96.14,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (128/150)","2016-09-18 13:00:00",370202,95.5,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (75/150)","2016-09-18 13:00:00",373807,93.8,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (132/150)","2016-09-18 13:00:00",378683,90.96,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (93/150)","2016-09-18 13:00:00",380631,89.66,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (118/150)","2016-09-18 13:00:00",383062,87.7,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $1M Play-Action [$50K to 1st] (57/150)","2016-09-18 13:00:00",385076,85.7,"$0.00","$0.00",392156,"$3.00","$1,000,000.00",105800
"NFL","NFL $10K Week 2 Second Shot Contest","2016-09-18 13:00:00",153823,130.32,"$0.00","$0.00",448220,"$0.00","$10,000.00",6290
"NFL","NFL $1,000 FREE Contest [Free Contest Arcade] (Thu)","2016-09-08 20:30:00",48319,127.56,"$0.00","$0.00",100000,"$0.00","$1,000.00",195
"NFL","NFL $100K Free Contest Presented by Jack Reacher: Never Go Back","2016-09-11 13:00:00",320494,112.18,"$0.00","$0.00",485642,"$0.00","$100,000.00",2000000
