"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"DST","Seahawks  (7977682)","Seahawks ",7977682,3700,"Ari@Sea 04:25PM ET","Sea","Seahawks","","Ari",9.38,8.6
"DST","Patriots  (7977667)","Patriots ",7977667,3600,"NYJ@NE 01:00PM ET","NE","Patriots","","NYJ",11.32,13.7
"DST","Rams  (7977683)","Rams ",7977683,3500,"SF@LA 04:25PM ET","LA","Rams","","SF",9.1,9.5
"DST","Chiefs  (7977690)","Chiefs ",7977690,3500,"Den@KC 08:30PM ET","KC","Chiefs","","Den",10.08,10.1
"DST","Titans  (7977669)","Titans ",7977669,3400,"Ten@Jax 01:00PM ET","Ten","Titans","","Jax",8.58,9.1
"DST","Chargers  (7977674)","Chargers ",7977674,3400,"SD@Cle 01:00PM ET","SD","Chargers","","Cle",11.4,10
"DST","Giants  (7975722)","Giants ",7975722,3300,"NYG@Phi 08:25PM ET","NYG","Giants","","Phi",8.8,9.7
"DST","Packers  (7977671)","Packers ",7977671,3300,"Min@GB 01:00PM ET","GB","Packers","","Min",8.9,8.1
"DST","Broncos  (7977689)","Broncos ",7977689,3300,"Den@KC 08:30PM ET","Den","Broncos","","KC",8.95,7.4
"DST","Redskins  (7977676)","Redskins ",7977676,3200,"Was@Chi 01:00PM ET","Was","Redskins","","Chi",7.36,8.9
"DST","Bengals  (7977686)","Bengals ",7977686,3200,"Cin@Hou 08:25PM ET","Cin","Bengals","","Hou",7.83,7.2
"DST","Bills  (7977663)","Bills ",7977663,3100,"Mia@Buf 01:00PM ET","Buf","Bills","","Mia",8.98,7.5
"DST","Texans  (7977685)","Texans ",7977685,3100,"Cin@Hou 08:25PM ET","Hou","Texans","","Cin",7.12,7.8
"DST","Dolphins  (7977664)","Dolphins ",7977664,3000,"Mia@Buf 01:00PM ET","Mia","Dolphins","","Buf",8.07,9.5
"DST","Steelers  (7977687)","Steelers ",7977687,3000,"Bal@Pit 04:30PM ET","Pit","Steelers","","Bal",7.9,8.3
"DST","Jaguars  (7977670)","Jaguars ",7977670,2900,"Ten@Jax 01:00PM ET","Jax","Jaguars","","Ten",5.74,5.7
"DST","Vikings  (7977672)","Vikings ",7977672,2900,"Min@GB 01:00PM ET","Min","Vikings","","GB",7.24,7.5
"DST","Ravens  (7977688)","Ravens ",7977688,2900,"Bal@Pit 04:30PM ET","Bal","Ravens","","Pit",8.28,6.8
"DST","Eagles  (7975723)","Eagles ",7975723,2800,"NYG@Phi 08:25PM ET","Phi","Eagles","","NYG",6.8,8.6
"DST","Raiders  (7977680)","Raiders ",7977680,2800,"Ind@Oak 04:05PM ET","Oak","Raiders","","Ind",7.16,9.5
"DST","49ers  (7977684)","49ers ",7977684,2800,"SF@LA 04:25PM ET","SF","49ers","","LA",5.59,7.5
"DST","Cowboys  (7977691)","Cowboys ",7977691,2800,"Det@Dal 08:30PM ET","Dal","Cowboys","","Det",7.04,10
"DST","Falcons  (7977677)","Falcons ",7977677,2700,"Atl@Car 01:00PM ET","Atl","Falcons","","Car",7.4,7.9
"DST","Lions  (7977692)","Lions ",7977692,2700,"Det@Dal 08:30PM ET","Det","Lions","","Dal",5.98,4.5
"DST","Buccaneers  (7977666)","Buccaneers ",7977666,2600,"TB@NO 04:25PM ET","TB","Buccaneers","","NO",4.69,9
"DST","Cardinals  (7977681)","Cardinals ",7977681,2600,"Ari@Sea 04:25PM ET","Ari","Cardinals","","Sea",8.18,7.6
"DST","Panthers  (7977678)","Panthers ",7977678,2500,"Atl@Car 01:00PM ET","Car","Panthers","","Atl",7.62,6.4
"DST","Colts  (7977679)","Colts ",7977679,2500,"Ind@Oak 04:05PM ET","Ind","Colts","","Oak",6.12,5.3
"DST","Saints  (7977665)","Saints ",7977665,2400,"TB@NO 04:25PM ET","NO","Saints","","TB",5.4,8.8
"DST","Jets  (7977668)","Jets ",7977668,2300,"NYJ@NE 01:00PM ET","NYJ","Jets","","NE",3.04,5.8
"DST","Bears  (7977675)","Bears ",7977675,2300,"Was@Chi 01:00PM ET","Chi","Bears","","Was",5.82,4.4
"DST","Browns  (7977673)","Browns ",7977673,2200,"SD@Cle 01:00PM ET","Cle","Browns","","SD",4.84,5.8
