"Place_lo","Place_hi","Payout"
"1","1","30000"
"2","2","20000"
"3","3","10000"
"4","4","7000"
"5","5","5000"
"6","7","3000"
"8","10","2500"
"11","17","2000"
"18","30","1500"
"31","45","1200"
"46","74","1000"
"75","114","850"
