P,P,C,1B,2B,3B,SS,OF,OF,OF
Clayton Kershaw,German Marquez,Juan Centeno,Jose Abreu,Tyler Saladino,Todd Frazier,Trea Turner,Melky Cabrera,Josh Reddick,Leury Garcia
Clayton Kershaw,Matt Harvey,Kevan Smith,Kendrys Morales,Robinson Cano,Todd Frazier,Trea Turner,Melky Cabrera,Leury Garcia,Willy Garcia
Clayton Kershaw,Amir Garrett,Francisco Cervelli,Jose Abreu,Tyler Saladino,Todd Frazier,Tim Anderson,David Peralta,Melky Cabrera,Mark Canha
Clayton Kershaw,Amir Garrett,Kevan Smith,Paul Goldschmidt,Brandon Drury,Jake Lamb,Ryan Goins,David Peralta,Yasmany Tomas,Mark Canha
Clayton Kershaw,German Marquez,Kevan Smith,Hanley Ramirez,Dustin Pedroia,Chris Coghlan,Xander Bogaerts,Mookie Betts,Andrew Benintendi,Willy Garcia
Clayton Kershaw,Lance McCullers,Drew Butera,Eric Hosmer,Tyler Saladino,Mike Moustakas,Alcides Escobar,Andrew Benintendi,Lorenzo Cain,Leury Garcia
Clayton Kershaw,Jordan Montgomery,Francisco Cervelli,Jose Abreu,Rougned Odor,Todd Frazier,Elvis Andrus,Melky Cabrera,Leury Garcia,Willy Garcia
Lance McCullers,Carlos Carrasco,Jason Castro,Jose Abreu,Tyler Saladino,Todd Frazier,Ryan Goins,David Peralta,Melky Cabrera,Leury Garcia
Clayton Kershaw,Carlos Carrasco,Stephen Vogt,Kendrys Morales,Tyler Saladino,Trevor Plouffe,Adam Rosales,Andrew Benintendi,Matt Joyce,Mark Canha
Carlos Carrasco,German Marquez,Juan Centeno,Paul Goldschmidt,Brandon Drury,Jake Lamb,Trea Turner,David Peralta,Yasmany Tomas,Ezequiel Carrera
Lance McCullers,German Marquez,Stephen Vogt,Jose Abreu,Tyler Saladino,Todd Frazier,Tim Anderson,Mookie Betts,Andrew Benintendi,Melky Cabrera
Clayton Kershaw,German Marquez,Drew Butera,Kendrys Morales,Whit Merrifield,Mike Moustakas,Alcides Escobar,Mookie Betts,David Peralta,Lorenzo Cain
Lance McCullers,German Marquez,Kevan Smith,Paul Goldschmidt,Tyler Saladino,Jake Lamb,Elvis Andrus,David Peralta,Yasmany Tomas,Rey Fuentes
Lance McCullers,Carlos Carrasco,Kevan Smith,Paul Goldschmidt,Dee Gordon,Todd Frazier,Elvis Andrus,Melky Cabrera,Leury Garcia,Willy Garcia
Clayton Kershaw,Lance McCullers,Kevan Smith,Kendrys Morales,Jed Lowrie,Chris Coghlan,Adam Rosales,Khris Davis,Matt Joyce,Mark Canha
Clayton Kershaw,German Marquez,Kevan Smith,Yuli Gurriel,Jose Altuve,Marwin Gonzalez,Trea Turner,Andrew Benintendi,Carlos Beltran,Josh Reddick
Clayton Kershaw,German Marquez,Jason Castro,Kennys Vargas,Tyler Saladino,Miguel Sano,Jorge Polanco,Max Kepler,Andrew Benintendi,Leury Garcia
Clayton Kershaw,Matt Harvey,Juan Centeno,Paul Goldschmidt,Tyler Saladino,Alex Bregman,Trea Turner,George Springer,Josh Reddick,Jake Marisnick
Jon Lester,Matt Harvey,Francisco Cervelli,Jose Abreu,Tyler Saladino,Todd Frazier,Francisco Lindor,Mookie Betts,Melky Cabrera,Leury Garcia
Clayton Kershaw,Matt Harvey,Juan Centeno,Paul Goldschmidt,Cliff Pennington,Jake Lamb,Alcides Escobar,David Peralta,Yasmany Tomas,Rey Fuentes
Clayton Kershaw,Matt Harvey,Kevan Smith,Justin Bour,Dee Gordon,Todd Frazier,Trea Turner,Giancarlo Stanton,Marcell Ozuna,Christian Yelich
Clayton Kershaw,German Marquez,Kurt Suzuki,Kendrys Morales,Brandon Phillips,Chris Coghlan,Trea Turner,Matt Kemp,Nick Markakis,Matt Adams
Clayton Kershaw,Lance McCullers,Kevan Smith,Kendrys Morales,Dee Gordon,Mike Moustakas,JT Riddle,Giancarlo Stanton,Christian Yelich,Ichiro Suzuki
Clayton Kershaw,Carlos Carrasco,Drew Butera,Paul Goldschmidt,Whit Merrifield,Mike Moustakas,Alcides Escobar,Jorge Soler,Leury Garcia,Justin Ruggiano
Clayton Kershaw,Lance McCullers,Martin Maldonado,Luis Valbuena,Danny Espinosa,Chris Coghlan,Andrelton Simmons,David Peralta,Andrew Benintendi,Kole Calhoun
Clayton Kershaw,Amir Garrett,Kevan Smith,Ryan Zimmerman,Daniel Murphy,Chris Coghlan,Trea Turner,Bryce Harper,Jayson Werth,Mark Canha
Clayton Kershaw,German Marquez,Juan Centeno,Kendrys Morales,Jose Altuve,Mike Moustakas,Francisco Lindor,George Springer,Josh Reddick,Jake Marisnick
Jordan Montgomery,Matt Harvey,Francisco Cervelli,Paul Goldschmidt,Brandon Drury,Jake Lamb,Francisco Lindor,Mookie Betts,David Peralta,Yasmany Tomas
Carlos Carrasco,Matt Harvey,Juan Centeno,Jose Abreu,Tyler Saladino,Todd Frazier,Tim Anderson,Mike Trout,Bryce Harper,Melky Cabrera
Clayton Kershaw,Amir Garrett,Kevan Smith,Kendrys Morales,Devon Travis,Mike Moustakas,Trea Turner,Jose Bautista,Kevin Pillar,Ezequiel Carrera
Clayton Kershaw,German Marquez,Francisco Cervelli,Yonder Alonso,Jed Lowrie,Mike Moustakas,Trea Turner,Khris Davis,Matt Joyce,Mark Canha
Clayton Kershaw,German Marquez,Kurt Suzuki,Paul Goldschmidt,Tyler Saladino,Rio Ruiz,Dansby Swanson,Matt Kemp,Andrew Benintendi,Matt Adams
Clayton Kershaw,German Marquez,Kevan Smith,Kendrys Morales,Robinson Cano,Kyle Seager,Jean Segura,Nelson Cruz,Ben Gamel,Ezequiel Carrera
Clayton Kershaw,German Marquez,Mike Zunino,Kendrys Morales,Taylor Motter,Kyle Seager,Trea Turner,Nelson Cruz,Andrew Benintendi,Jarrod Dyson
Lance McCullers,Rick Porcello,Stephen Vogt,Jose Abreu,Brian Dozier,Todd Frazier,Trea Turner,Melky Cabrera,Leury Garcia,Willy Garcia
Clayton Kershaw,Amir Garrett,Kevan Smith,Joe Mauer,Brian Dozier,Miguel Sano,Trea Turner,Robbie Grossman,Max Kepler,Leury Garcia
Clayton Kershaw,German Marquez,Kevan Smith,Logan Morrison,Tyler Saladino,Evan Longoria,Tim Beckham,Mookie Betts,Corey Dickerson,Kevin Kiermaier
Carlos Carrasco,Matt Harvey,Francisco Cervelli,Hanley Ramirez,Dustin Pedroia,Mike Moustakas,Xander Bogaerts,Mookie Betts,David Peralta,Andrew Benintendi
Lance McCullers,Joe Ross,Drew Butera,Paul Goldschmidt,Brandon Drury,Jake Lamb,Tim Anderson,David Peralta,Yasmany Tomas,Leury Garcia
Clayton Kershaw,Matt Harvey,Jason Castro,Kendrys Morales,Brian Dozier,Chris Coghlan,Jorge Polanco,David Peralta,Robbie Grossman,Byron Buxton
Clayton Kershaw,Lance McCullers,Kevan Smith,Buster Posey,Tyler Saladino,Eduardo Nunez,Brandon Crawford,David Peralta,Justin Ruggiano,Gorkys Hernandez
Clayton Kershaw,German Marquez,Derek Norris,Kendrys Morales,Daniel Robertson,Evan Longoria,Trea Turner,Corey Dickerson,Leury Garcia,Kevin Kiermaier
Clayton Kershaw,German Marquez,Jason Castro,Paul Goldschmidt,Jed Lowrie,Trevor Plouffe,Adam Rosales,Mookie Betts,Matt Joyce,Mark Canha
Clayton Kershaw,German Marquez,Kevan Smith,Paul Goldschmidt,Tyler Saladino,Joey Gallo,Elvis Andrus,Shin-Soo Choo,Delino DeShields,Jared Hoying
Clayton Kershaw,Lance McCullers,Kevan Smith,Wil Myers,Yangervis Solarte,Ryan Schimpf,Trea Turner,Leury Garcia,Hunter Renfroe,Manuel Margot
Clayton Kershaw,German Marquez,Kevan Smith,Kendrys Morales,Jonathan Schoop,Manny Machado,JJ Hardy,Adam Jones,Seth Smith,Andrew Benintendi
Clayton Kershaw,Jordan Montgomery,Francisco Cervelli,Kendrys Morales,Jose Altuve,Marwin Gonzalez,Ryan Goins,George Springer,Carlos Beltran,Josh Reddick
Clayton Kershaw,Jordan Montgomery,Juan Centeno,Kendrys Morales,Dustin Pedroia,Deven Marrero,Xander Bogaerts,Mookie Betts,Andrew Benintendi,Leury Garcia
Jon Lester,Jordan Montgomery,Jason Castro,Jose Abreu,Tyler Saladino,Todd Frazier,Tim Anderson,Yasmany Tomas,Melky Cabrera,Andrew McCutchen
Clayton Kershaw,Lance McCullers,Drew Butera,Kendrys Morales,Whit Merrifield,Chris Coghlan,Alcides Escobar,Andrew Benintendi,Jorge Bonifacio,Jorge Soler
Lance McCullers,Joe Ross,Jason Castro,Hanley Ramirez,Dustin Pedroia,Jake Lamb,Xander Bogaerts,Mookie Betts,Andrew Benintendi,Leury Garcia
Carlos Carrasco,Jordan Montgomery,Jason Castro,Paul Goldschmidt,Robinson Cano,Jake Lamb,Ryan Goins,David Peralta,Yasmany Tomas,Rey Fuentes
Clayton Kershaw,Lance McCullers,Derek Norris,Kendrys Morales,Daniel Robertson,Chris Coghlan,Tim Beckham,David Peralta,Colby Rasmus,Steven Souza
Clayton Kershaw,Carlos Carrasco,Juan Centeno,Paul Goldschmidt,Dee Gordon,Derek Dietrich,JT Riddle,Giancarlo Stanton,Leury Garcia,Ichiro Suzuki
Clayton Kershaw,German Marquez,Jason Castro,Kennys Vargas,Brian Dozier,Todd Frazier,Jorge Polanco,Andrew McCutchen,Josh Reddick,Byron Buxton
Jon Lester,Carlos Carrasco,Juan Centeno,Jose Abreu,Robinson Cano,Todd Frazier,Jorge Polanco,Melky Cabrera,Leury Garcia,Willy Garcia
Jon Lester,Amir Garrett,Drew Butera,Paul Goldschmidt,Rougned Odor,Jake Lamb,Trea Turner,David Peralta,Yasmany Tomas,Rey Fuentes
Johnny Cueto,Rick Porcello,Austin Romine,Jose Abreu,Tyler Saladino,Todd Frazier,Corey Seager,Andrew Benintendi,Melky Cabrera,Leury Garcia
Clayton Kershaw,German Marquez,Juan Centeno,Chris Davis,Tyler Saladino,Manny Machado,Ryan Goins,Mark Trumbo,Adam Jones,Seth Smith
Clayton Kershaw,German Marquez,Juan Centeno,Ryan Zimmerman,Daniel Murphy,Anthony Rendon,Ryan Goins,Bryce Harper,Jayson Werth,Leury Garcia
Rick Porcello,Jesse Hahn,Jason Castro,Paul Goldschmidt,Brandon Drury,Jake Lamb,Corey Seager,David Peralta,Yasmany Tomas,Andrew Benintendi
Clayton Kershaw,Lance McCullers,Stephen Vogt,Ryon Healy,Rougned Odor,Trevor Plouffe,Adam Rosales,Andrew McCutchen,Matt Joyce,Leury Garcia
Clayton Kershaw,German Marquez,Derek Norris,Logan Morrison,Daniel Robertson,Jake Lamb,Trea Turner,Andrew Benintendi,Colby Rasmus,Steven Souza
Clayton Kershaw,German Marquez,James McCann,Miguel Cabrera,Ian Kinsler,Nicholas Castellanos,Jose Iglesias,Mookie Betts,David Peralta,Ezequiel Carrera
Clayton Kershaw,German Marquez,Jason Castro,Joe Mauer,Brian Dozier,Mike Moustakas,Ryan Goins,Mookie Betts,Robbie Grossman,Byron Buxton
Clayton Kershaw,Carlos Carrasco,James McCann,Kendrys Morales,Ian Kinsler,Nicholas Castellanos,Jose Iglesias,Andrew Benintendi,Leury Garcia,Mikie Mahtook
Jon Lester,German Marquez,Kevan Smith,Eric Thames,Jose Altuve,Todd Frazier,Francisco Lindor,Melky Cabrera,Leury Garcia,Willy Garcia
Clayton Kershaw,Amir Garrett,Jason Castro,Kennys Vargas,Rougned Odor,Jake Lamb,Jorge Polanco,David Peralta,Max Kepler,Byron Buxton
Clayton Kershaw,Carlos Carrasco,Derek Norris,Jose Abreu,Daniel Robertson,Chris Coghlan,Ryan Goins,Corey Dickerson,Kevin Kiermaier,Steven Souza
Clayton Kershaw,Carlos Carrasco,Juan Centeno,Yuli Gurriel,Rougned Odor,Alex Bregman,Ryan Goins,David Peralta,George Springer,Jake Marisnick
Clayton Kershaw,Carlos Carrasco,Derek Norris,Logan Morrison,Tyler Saladino,Mike Moustakas,Tim Beckham,Colby Rasmus,Mark Canha,Steven Souza
Clayton Kershaw,German Marquez,Austin Romine,Chris Carter,Tyler Saladino,Chase Headley,Didi Gregorius,Mookie Betts,Aaron Judge,Leury Garcia
Lance McCullers,Matt Harvey,Jason Castro,Paul Goldschmidt,Jose Altuve,Marwin Gonzalez,Trea Turner,George Springer,Carlos Beltran,Josh Reddick
Clayton Kershaw,German Marquez,James McCann,Victor Martinez,Tyler Saladino,Todd Frazier,Trea Turner,JD Martinez,Justin Upton,Mikie Mahtook
Jon Lester,Jordan Montgomery,Austin Romine,Hanley Ramirez,Dustin Pedroia,Todd Frazier,Xander Bogaerts,Mookie Betts,Andrew Benintendi,Mark Canha
Clayton Kershaw,Lance McCullers,Kevan Smith,Tommy Joseph,Andres Blanco,Chris Coghlan,Freddy Galvis,Aaron Altherr,Andrew Benintendi,Odubel Herrera
Clayton Kershaw,Matt Harvey,Kurt Suzuki,Jose Abreu,Rougned Odor,Rio Ruiz,Francisco Lindor,Matt Kemp,Nick Markakis,Matt Adams
Clayton Kershaw,Amir Garrett,Kevan Smith,Jay Bruce,Neil Walker,Jose Reyes,Trea Turner,Michael Conforto,Curtis Granderson,Leury Garcia
Clayton Kershaw,Jordan Montgomery,James McCann,Paul Goldschmidt,Ian Kinsler,Todd Frazier,Jose Iglesias,David Peralta,Justin Upton,Mikie Mahtook
Clayton Kershaw,Carlos Carrasco,Juan Centeno,Logan Morrison,Rougned Odor,Evan Longoria,Tim Beckham,Colby Rasmus,Leury Garcia,Kevin Kiermaier
Jon Lester,RA Dickey,Austin Hedges,Paul Goldschmidt,Brandon Drury,Jake Lamb,Alcides Escobar,David Peralta,Yasmany Tomas,Josh Reddick
Clayton Kershaw,German Marquez,Kevan Smith,Eric Thames,Jonathan Villar,Travis Shaw,Ryan Goins,Ryan Braun,Domingo Santana,Ezequiel Carrera
Clayton Kershaw,Matt Harvey,Derek Norris,Logan Morrison,Daniel Robertson,Todd Frazier,Tim Beckham,Mike Trout,Mookie Betts,Steven Souza
Matt Shoemaker,Jordan Montgomery,Stephen Vogt,Jose Abreu,Tyler Saladino,Todd Frazier,Xander Bogaerts,Mike Trout,Melky Cabrera,Leury Garcia
Lance McCullers,Carlos Carrasco,Juan Centeno,Paul Goldschmidt,Jose Altuve,Todd Frazier,Ryan Goins,George Springer,Josh Reddick,Jake Marisnick
Clayton Kershaw,Jordan Montgomery,Kevan Smith,Mike Napoli,Rougned Odor,Joey Gallo,Trea Turner,Andrew Benintendi,Delino DeShields,Jared Hoying
Jon Lester,Carlos Carrasco,Drew Butera,Eric Hosmer,Robinson Cano,Mike Moustakas,Alcides Escobar,Mookie Betts,Andrew McCutchen,Lorenzo Cain
Carlos Carrasco,Matt Harvey,Juan Centeno,Ryan Zimmerman,Daniel Murphy,Mike Moustakas,Trea Turner,Bryce Harper,David Peralta,Jayson Werth
