"Paul Goldschmidt_ARI","Wil Myers_SD","Nelson Cruz_SEA","Robinson Cano_SEA","Jean Segura_SEA","Kyle Seager_SEA","AJ Pollock_ARI","Jake Lamb_ARI","Khris Davis_OAK","Yasmany Tomas_ARI","Ryan Schimpf_SD","Rajai Davis_OAK","Yangervis Solarte_SD","David Peralta_ARI","Mitch Haniger_SEA","Manuel Margot_SD","Trevor Plouffe_OAK","Brandon Drury_ARI","Chris Owings_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Danny Valencia_SEA","Ryon Healy_OAK","Marcus Semien_OAK","Cory Spangenberg_SD","Taylor Motter_SEA","Leonys Martin_SEA","Jeremy Hazelbaker_ARI","Stephen Vogt_OAK","Chris Herrmann_ARI","Travis Jankowski_SD","Jarrod Dyson_SEA","Socrates Brito_ARI","Josh Phegley_OAK","Mike Zunino_SEA","Mark Canha_OAK","Ben Gamel_SEA","Yonder Alonso_OAK","Christian Bethancourt_SD","Austin Hedges_SD","Jed Lowrie_OAK","Guillermo Heredia_SEA","Erick Aybar_SD","Shawn O'Malley_SEA","Jake Smolinski_OAK","Chris Iannetta_ARI","Luis Sardinas_SD","Allen Cordoba_SD","Carlos Ruiz_SEA","Daniel Descalso_ARI","Jabari Blash_SD","Matt Joyce_OAK","Hector Sanchez_SD","Nick Ahmed_ARI","Adam Rosales_OAK","Chad Pinder_OAK","Mike Freeman_SEA","Jeff Mathis_ARI","Bruce Maxwell_OAK","Jaff Decker_OAK","Luis Torrens_SD"
35.6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,83.6923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,30.6380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,62.6380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,57.2380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,24.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,58.532967032967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,62.0641025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,68.0833333333333,0,0,0,0,0,0,0,23.2636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
