"Place_lo","Place_hi","Payout"
"1","1","1000"
"2","2","700"
"3","3","500"
"4","4","300"
"5","5","200"
"6","6","100"
"7","8","80"
"9","10","70"
"11","15","60"
"16","25","50"
"26","40","40"
"41","65","30"
"66","100","20"
"101","170","15"
"171","270","12"
"271","470","9"
