"Place_lo","Place_hi","Payout"
"1","1","2500"
"2","2","1500"
"3","3","1000"
"4","4","700"
"5","5","500"
"6","6","350"
"7","8","250"
"9","10","200"
"11","15","150"
"16","25","100"
"26","35","70"
"36","50","50"
"51","70","40"
"71","100","30"
"101","150","25"
"151","270","20"
"271","530","15"
"531","955","12"
